"Date","S72_AMMONIA_N_Ld_mg","S72_S_FLOW_cfd"
"2000-06-26",764799.515754624,25493.3171918208
"2000-07-24",21300498.349452,121717.13342544
"2000-09-18",646921352.9503,783197.763862349
"2001-04-02",10694666.753768,105887.789641267
"2001-06-18",25321714.3830076,108676.885763981
"2001-07-16",112093626.377327,340710.110569382
"2001-07-30",53501714.0451763,138965.491026432
"2001-08-13",92654629.497987,200986.181123616
"2001-08-27",30889386.3535859,201891.414075725
"2001-10-08",140847543.731132,275631.201039398
"2001-10-22",19118373.1540051,219751.415563277
"2001-11-05",6056546.69622805,47316.7710642816
"2002-01-22",933613.228445184,77801.102370432
"2002-06-24",277496470.235852,1123467.49083341
"2002-07-08",75401892.5267671,483345.464915174
"2002-07-22",142158883.758162,812336.478618067
"2002-08-05",113608007.708938,752370.911979725
"2002-08-19",116180141.512212,326348.712112954
"2002-09-03",314991268.043709,860631.879900845
"2002-09-16",79163355.6345784,314140.300137216
"2002-10-14",75548295.6074542,521022.72832727
"2002-12-30",52136720.6164181,296231.367138739
"2003-01-13",132578803.425994,288842.708989094
"2003-01-27",11263617.8970461,146280.75190969
"2003-02-24",15568799.7990019,315583.779709498
"2003-03-24",106347354.391873,309149.286022886
"2003-06-02",40648629.4130045,432432.22779792
"2003-06-16",2865355.88248991,220411.990960762
"2003-07-21",12085267.6732435,124163.70897168
"2003-08-18",45394007.3424916,328942.082191968
"2003-09-15",6084926.97256442,253538.623856851
"2003-10-06",62480401.6423224,328844.219170118
"2003-10-20",23466060.2284509,274456.844777203
"2004-02-02",19397747.6156302,265722.570077126
"2004-03-01",565432576.190532,567703.38974953
"2004-06-21",946237.558263782,43010.7981028992
"2004-07-12",3542665.85671099,393629.539634554
"2004-08-09",376583978.68059,1037421.42887215
"2004-08-23",29296225.2893853,1331646.60406297
"2004-09-13",161494292.628874,1041898.66212177
"2004-10-04",296820453.598764,1406732.00757708
"2004-10-18",24289602.0230707,303620.025288384
"2004-11-15",11308439.1610532,173975.987093126
"2005-02-28",83520951.3399865,503138.261084256
"2005-03-14",1910506.37830336,173682.398027578
"2005-07-11",133283319.32029,533133.277281158
"2005-08-08",17416437.3410187,285515.366246208
"2005-11-01",23505474.5605008,261171.93956112
"2005-12-05",32884911.232121,274040.926934342
"2006-02-06",79021062.800809,311106.546459878
"2006-02-21",1916549.41990257,18789.7001951232
"2006-09-11",265083622.407471,545439.552278746
"2007-07-09",2635573.50718704,85018.50023184
"2007-07-23",22451881.267268,222295.854131366
"2008-07-16",79957758.7144425,1599155.17428885
"2008-07-30",23947326.1041517,1140348.86210246
"2008-08-13",18270585.795722,272695.31038391
"2008-08-28",334042825.219547,2155115.00141643
"2008-09-10",114933073.024782,379317.07268905
"2008-09-24",60188205.0130502,206123.98977072
"2008-10-22",8619187.78638167,68406.2522728704
"2008-11-05",25119088.9962679,243874.650449203
