"Date","S191_NITRATE_NITRITE_N_Ld_mg","S191_PHOSPHATE_Ld_mg","S191_AMMONIA_N_Ld_mg","S191_S_FLOW_cfs"
"1988-09-07",28882639.8485452,171312481.848453,23552367.2584705,185939.74151424
"1988-09-09",143337521.527563,404029932.28162,4330438.7168448,433043.87168448
"1988-09-10",153175201.798994,370313674.678886,8416219.8790656,420810.99395328
"1988-09-12",58387525.4110176,196413531.427693,30508797.0616128,210405.49697664
"1988-09-13",80203639.5568397,155337974.58187,25346522.6590464,181046.59042176
"1988-10-03",19780563.2913504,74008910.27376,1345616.550432,134561.6550432
"1988-11-04",84857026.2457882,107365521.271196,60772936.5686016,225084.95025408
"1988-11-06",43764343.3711411,82899765.8087962,50497319.2743936,210405.49697664
"1988-11-08",73221112.9478707,92368013.1727449,6312164.9092992,210405.49697664
"1988-11-30",67454534.385383,151337823.563768,38655893.630592,193279.46815296
"1989-03-07",11508691.369513,64736388.9535104,2055123.4588416,205512.34588416
"1989-03-18",998202.82286592,493694479.47577,84015404.2578816,83183.56857216
"1989-07-24",332734.27428864,31443388.9202765,415917.8428608,41591.78428608
"1989-07-25",6752548.5076224,124078078.827562,21945782.6497728,168813.71269056
"1989-07-28",4521271.60945152,165564660.365153,6458959.4420736,215298.64806912
"1989-07-31",9492713.1194112,191515487.184121,7119534.8395584,237317.82798528
"1989-08-02",6532356.7084608,165595242.559481,1088726.1180768,217745.22361536
"1989-08-14",21698678.5196026,318394895.012127,57567922.6030272,442830.17386944
"1989-08-15",9473140.51504128,142097107.725619,10764932.403456,215298.64806912
"1989-08-21",86403261.9910118,497618786.651939,192007248.868915,800030.20362048
"1989-08-28",37975745.6287373,500013984.111708,170403986.795616,486868.53370176
"1989-08-30",13064713.4169216,192486777.675978,69678471.5569152,217745.22361536
"1989-09-06",195794547.814495,1777608394.6316,515248810.038144,2576244.05019072
"1989-09-12",25285358.2703904,372472777.598443,83636185.0482144,389005.51185216
