"","date","L001_AMMONIA-N_mg/L","days"
"69",1976-05-12,0.03,1258
"70",1976-05-26,0.04,1272
"71",1976-06-13,0.05,1290
"72",1976-07-01,0.02,1308
"73",1976-08-06,0.03,1344
"74",1976-08-24,0.01,1362
"75",1976-09-01,NA,1370
"76",1976-09-11,NA,1380
"77",1976-09-29,0.01,1398
"78",1976-10-17,0.02,1416
"79",1976-11-04,0.01,1435
"80",1976-11-22,NA,1453
"81",1976-12-09,0.02,1470
"82",1977-02-23,0.01,1546
"83",1977-03-15,NA,1566
"84",1977-06-15,NA,1657
"85",1977-08-17,NA,1720
"86",1977-09-13,NA,1747
"87",1977-10-11,NA,1775
"88",1977-11-22,0,1818
"89",1978-01-12,NA,1869
"90",1978-02-08,NA,1896
"91",1978-03-16,0.005,1932
"92",1978-04-12,NA,1959
"93",1978-05-22,0.02,1998
"94",1978-06-12,NA,2019
"95",1978-07-12,NA,2049
"96",1978-08-08,0.02,2076
"97",1978-09-06,0.04,2105
"98",1978-10-11,NA,2140
"99",1978-11-07,NA,2168
"100",1978-12-06,NA,2197
"101",1979-01-10,NA,2232
"102",1979-01-31,NA,2253
"103",1979-03-07,0.02,2288
"104",1979-04-10,NA,2322
"105",1979-05-09,NA,2350
"106",1979-06-05,0.01,2377
"107",1979-07-03,NA,2405
"108",1979-08-08,0.01,2441
"109",1979-09-11,0.113333333333333,2475
"110",1979-11-09,0,2535
"111",1979-12-11,NA,2567
"112",1980-01-09,NA,2596
"113",1980-02-08,NA,2626
"114",1980-03-05,NA,2652
"115",1980-04-09,0.02,2687
"116",1980-05-15,0.11,2722
"117",1980-06-16,NA,2754
"118",1980-07-21,0.01,2789
"119",1980-08-20,0.01,2819
"120",1980-09-16,0.06,2846
"121",1980-10-16,NA,2876
"122",1980-11-06,NA,2898
"123",1980-12-11,0.01,2933
"124",1981-01-15,NA,2968
"125",1981-02-19,NA,3003
"126",1981-03-26,NA,3038
"127",1981-04-22,NA,3065
"128",1981-05-28,NA,3100
"129",1981-06-24,0.04,3127
"130",1981-07-15,NA,3148
"131",1981-07-30,NA,3163
"132",1981-08-12,NA,3176
"133",1981-08-24,NA,3188
"134",1981-09-10,NA,3205
"135",1981-09-22,NA,3217
"136",1981-10-08,NA,3233
"137",1981-11-24,NA,3281
"138",1982-01-07,NA,3325
"139",1982-02-11,0.02,3360
"140",1982-03-04,NA,3381
"141",1982-04-01,NA,3409
"142",1982-05-19,0.04,3456
"143",1982-06-24,0.06,3492
"144",1982-07-09,0.1,3507
"145",1982-08-25,NA,3554
"146",1982-09-28,NA,3588
"147",1982-11-23,NA,3645
"148",1982-12-20,NA,3672
"149",1983-01-25,NA,3708
"150",1983-02-24,NA,3738
"151",1983-03-23,NA,3765
"152",1983-04-20,0.03,3793
"153",1983-05-26,0.01,3828
"154",1983-06-28,0.0133333333333333,3861
"155",1983-07-19,NA,3882
"156",1983-08-30,0.00333333333333333,3924
"157",1983-09-30,NA,3955
"158",1983-10-27,0.03,3982
"159",1983-12-21,0.02,4038
"160",1984-01-18,0.03,4066
"161",1984-02-15,NA,4094
"162",1984-03-22,0.02,4130
"163",1984-04-18,NA,4157
"164",1984-06-21,0.01,4220
"165",1984-07-26,0.01,4255
"166",1984-11-29,NA,4382
"167",1984-12-20,0.02,4403
"168",1985-01-15,NA,4429
"169",1985-02-27,NA,4472
"170",1985-04-04,NA,4508
"171",1985-05-01,NA,4534
"172",1985-06-06,0.01,4570
"173",1985-07-10,0.0133333333333333,4604
"174",1985-08-08,0.02,4633
"175",1985-09-05,0.03,4661
"176",1985-10-17,0.03,4703
"177",1985-11-14,0.02,4732
"178",1985-12-11,0.05,4759
"179",1986-01-30,0.03,4809
"180",1986-02-20,NA,4830
"181",1986-04-03,0.02,4872
"182",1986-06-03,NA,4932
"183",1986-07-02,NA,4961
"184",1986-07-29,0.02,4988
"185",1986-08-07,NA,4997
"186",1986-08-12,0.02,5002
"187",1986-09-03,NA,5024
"188",1986-09-25,NA,5046
"189",1986-10-03,NA,5054
"190",1986-10-16,NA,5067
"191",1986-10-23,0.02,5074
"192",1986-11-06,NA,5089
"193",1986-11-20,NA,5103
"194",1986-12-04,NA,5117
"195",1986-12-10,NA,5123
"196",1987-01-08,NA,5152
"197",1987-01-14,0.01,5158
"198",1987-02-03,0.02,5178
"199",1987-02-12,NA,5187
"200",1987-04-02,NA,5236
"201",1987-04-21,NA,5254
"202",1987-05-01,NA,5264
"203",1987-05-05,NA,5268
"204",1987-05-20,0.03,5283
"205",1987-06-02,NA,5296
"206",1987-06-04,NA,5298
"207",1987-06-16,NA,5310
"208",1987-06-24,NA,5318
"209",1987-06-30,NA,5324
"210",1987-07-16,0.01,5340
"211",1987-07-21,NA,5345
"212",1987-07-28,NA,5352
"213",1987-08-11,1.19,5366
"214",1987-08-18,NA,5373
"215",1987-08-25,NA,5380
"216",1987-09-09,NA,5395
"217",1987-09-14,NA,5400
"218",1987-09-22,NA,5408
"219",1987-10-06,NA,5422
"220",1987-10-19,NA,5435
"221",1987-10-20,NA,5436
"222",1987-11-18,NA,5466
"223",1987-11-24,NA,5472
"224",1987-12-14,NA,5492
"225",1987-12-22,NA,5500
"226",1988-01-13,NA,5522
"227",1988-01-19,0.02,5528
"228",1988-02-09,0.07,5549
"229",1988-02-17,NA,5557
"230",1988-03-01,NA,5570
"231",1988-03-17,NA,5586
"232",1988-03-22,NA,5591
"233",1988-04-20,NA,5619
"234",1988-05-04,0.05,5633
"235",1988-05-05,NA,5634
"236",1988-05-17,NA,5646
"237",1988-05-18,NA,5647
"238",1988-06-01,NA,5661
"239",1988-06-02,NA,5662
"240",1988-06-15,NA,5675
"241",1988-06-29,NA,5689
"242",1988-07-13,NA,5703
"243",1988-07-25,NA,5715
"244",1988-08-10,0.04,5731
"245",1988-08-24,0.05,5745
"246",1988-09-08,0.02,5760
"247",1988-09-21,NA,5773
"248",1988-10-05,NA,5787
"249",1988-10-19,NA,5801
"250",1988-11-02,0,5816
"251",1988-11-16,0,5830
"252",1988-12-12,NA,5856
"253",1989-01-11,NA,5886
"254",1989-02-08,NA,5914
"255",1989-03-15,NA,5949
"256",1989-04-05,0.03,5969
"257",1989-05-17,NA,6011
"258",1989-06-13,NA,6038
"259",1989-06-27,NA,6052
"260",1989-07-11,NA,6066
"261",1989-07-26,0.02,6081
"262",1989-08-08,0.01,6094
"263",1989-08-22,NA,6108
"264",1989-09-06,0.01,6123
"265",1989-09-20,NA,6137
"266",1989-10-05,0.02,6152
"267",1989-10-18,0.01,6165
"268",1989-11-01,NA,6180
"269",1989-11-15,NA,6194
"270",1989-12-13,NA,6222
"271",1990-01-10,NA,6250
"272",1990-02-07,NA,6278
"273",1990-04-05,NA,6334
"274",1990-04-18,NA,6347
"275",1990-05-02,NA,6361
"276",1990-05-16,NA,6375
"277",1990-05-31,NA,6390
"278",1990-06-12,NA,6402
"279",1990-06-26,NA,6416
"280",1990-07-10,NA,6430
"281",1990-07-24,NA,6444
"282",1990-08-07,0.03,6458
"283",1990-08-20,0.01,6471
"284",1990-09-18,NA,6500
"285",1990-10-02,0.02,6514
"286",1990-10-17,0,6529
"287",1990-10-31,NA,6544
"288",1990-11-14,0.03,6558
"289",1990-12-11,NA,6585
"290",1991-01-07,NA,6612
"291",1991-02-07,NA,6643
"292",1991-04-17,NA,6711
"293",1991-05-01,NA,6725
"294",1991-05-13,NA,6737
"295",1991-05-29,NA,6753
"296",1991-06-12,NA,6767
"297",1991-07-24,NA,6809
"298",1991-08-05,NA,6821
"299",1991-08-20,NA,6836
"300",1991-09-16,NA,6863
"301",1991-10-14,NA,6891
"302",1991-10-28,NA,6906
"303",1991-12-12,NA,6951
"304",1992-01-22,NA,6992
"305",1992-02-04,NA,7005
"306",1992-03-09,NA,7039
"307",1992-04-08,NA,7068
"308",1992-05-05,NA,7095
"309",1992-05-19,NA,7109
"310",1992-06-02,NA,7123
"311",1992-06-16,NA,7137
"312",1992-07-01,NA,7152
"313",1992-07-22,NA,7173
"314",1992-08-03,NA,7185
"315",1992-08-18,NA,7200
"316",1992-08-26,0.09,7208
"317",1992-09-08,NA,7221
"318",1992-09-30,NA,7243
"319",1992-10-12,NA,7255
"320",1992-11-23,0.02,7298
"321",1992-12-08,0.03,7313
"322",1993-01-06,NA,7342
"323",1993-02-22,NA,7389
"324",1993-03-09,0.111666666666667,7404
"325",1993-04-20,NA,7445
"326",1993-05-11,NA,7466
"327",1993-06-09,NA,7495
"328",1993-06-15,NA,7501
"329",1993-07-07,NA,7523
"330",1993-07-20,NA,7536
"331",1993-08-02,0.01,7549
"332",1993-08-17,NA,7564
"333",1993-08-31,NA,7578
"334",1993-10-06,0.01,7614
"335",1993-10-20,0.01,7628
"336",1993-11-15,0.02,7655
"337",1993-12-28,0.01,7698
"338",1994-02-03,NA,7735
"339",1994-02-24,NA,7756
"340",1994-04-13,NA,7803
"341",1994-05-11,NA,7831
"342",1994-05-17,NA,7837
"343",1994-05-25,NA,7845
"344",1994-06-13,NA,7864
"345",1994-06-27,NA,7878
"346",1994-07-07,NA,7888
"347",1994-07-20,NA,7901
"348",1994-08-08,NA,7920
"349",1994-08-18,NA,7930
"350",1994-09-14,0.0195,7957
"351",1994-09-20,NA,7963
"352",1994-09-29,0.039,7972
"353",1994-10-12,0.011,7985
"354",1994-10-27,0.019,8000
"355",1994-11-07,NA,8012
"356",1994-11-28,NA,8033
"357",1994-12-01,NA,8036
"358",1994-12-06,NA,8041
"359",1995-01-18,NA,8084
"360",1995-02-14,NA,8111
"361",1995-03-07,NA,8132
"362",1995-03-14,NA,8139
"363",1995-04-04,NA,8159
"364",1995-04-19,NA,8174
"365",1995-05-02,NA,8187
"366",1995-05-08,NA,8193
"367",1995-05-11,NA,8196
"368",1995-05-16,NA,8201
"369",1995-06-01,NA,8217
"370",1995-06-07,0.017,8223
"371",1995-06-14,NA,8230
"372",1995-06-28,NA,8244
"373",1995-07-10,NA,8256
"374",1995-07-13,NA,8259
"375",1995-08-09,NA,8286
"376",1995-09-07,NA,8315
"377",1995-09-21,0.012,8329
"378",1995-09-25,NA,8333
"379",1995-09-28,NA,8336
"380",1995-10-26,NA,8364
"381",1995-11-27,0.018,8397
"382",1996-01-17,0.044,8448
"383",1996-02-14,0.047,8476
"384",1996-03-25,0.037,8516
"385",1996-04-15,NA,8536
"386",1996-05-14,NA,8565
"387",1996-05-28,0.031,8579
"388",1996-06-25,0.02,8607
"389",1996-07-11,NA,8623
"390",1996-08-08,0.017,8651
"391",1996-08-19,0.021,8662
"392",1996-09-05,NA,8679
"393",1996-10-16,0.015,8720
"394",1996-11-12,0.025,8748
"395",1996-12-10,0.012,8776
"396",1997-01-06,0.014,8803
"397",1997-02-03,0.021,8831
"398",1997-03-03,0.026,8859
"399",1997-04-08,0.023,8894
"400",1997-04-24,NA,8910
"401",1997-05-08,NA,8924
"402",1997-05-20,0.009,8936
"403",1997-06-02,0.027,8949
"404",1997-06-17,0.024,8964
"405",1997-07-15,NA,8992
"406",1997-08-13,0.018,9021
"407",1997-08-25,NA,9033
"408",1997-09-09,NA,9048
"409",1997-09-23,NA,9062
"410",1997-10-20,0.017,9089
"411",1997-11-17,0.012,9118
"412",1998-01-12,0.01,9174
"413",1998-02-10,0.023,9203
"414",1998-03-16,NA,9237
"415",1998-03-31,0.016,9252
"416",1998-04-14,0.017,9265
"417",1998-04-28,NA,9279
"418",1998-05-07,0.01,9288
"419",1998-05-11,NA,9292
"420",1998-05-27,NA,9308
"421",1998-06-09,0.013,9321
"422",1998-06-23,0.011,9335
"423",1998-07-07,NA,9349
"424",1998-07-21,0.01,9363
"425",1998-08-03,NA,9376
"426",1998-08-18,NA,9391
"427",1998-09-01,NA,9405
"428",1998-09-29,NA,9433
"429",1998-10-27,NA,9462
"430",1998-11-24,NA,9490
"431",1998-12-21,NA,9517
"432",1999-01-20,0.019,9547
"433",1999-02-17,NA,9575
"434",1999-04-13,NA,9629
"435",1999-04-27,0.01,9643
"436",1999-05-25,NA,9671
"437",1999-06-15,0.019,9692
"438",1999-06-22,0.015,9699
"439",1999-07-06,0.016,9713
"440",1999-07-19,NA,9726
"441",1999-08-03,0.009,9741
"442",1999-08-16,NA,9754
"443",1999-08-31,0.01,9769
"444",1999-09-28,NA,9797
"445",1999-10-11,0.024,9810
"446",1999-12-06,0.015,9867
"447",2000-01-12,NA,9904
"448",2000-02-14,NA,9937
"449",2000-03-13,NA,9965
"450",2000-04-10,NA,9992
"451",2000-05-08,NA,10020
"452",2000-05-23,NA,10035
"453",2000-06-06,NA,10049
"454",2000-06-20,NA,10063
"455",2000-07-05,NA,10078
"456",2000-08-15,0.009,10119
"457",2000-09-12,0.011,10147
"458",2000-09-26,0.009,10161
"459",2000-10-12,0.01,10177
"460",2000-11-07,NA,10204
"461",2000-12-05,NA,10232
"462",2001-01-29,0.016,10287
"463",2001-02-28,NA,10317
"464",2001-04-04,NA,10351
"465",2001-05-30,NA,10407
"466",2001-06-14,NA,10422
"467",2001-06-25,0.011,10433
"468",2001-07-10,NA,10448
"469",2001-08-09,0.014,10478
"470",2001-08-20,NA,10489
"471",2001-09-04,NA,10504
"472",2001-10-15,NA,10545
"473",2001-11-27,NA,10589
"474",2001-12-10,NA,10602
"475",2002-01-14,0.013,10637
"476",2002-02-11,0.009,10665
"477",2002-03-12,NA,10694
"478",2002-04-10,NA,10722
"479",2002-04-22,NA,10734
"480",2002-05-06,NA,10748
"481",2002-05-20,NA,10762
"482",2002-06-04,NA,10777
"483",2002-06-17,0.013,10790
"484",2002-07-15,0.12,10818
"485",2002-07-29,0.011,10832
"486",2002-08-12,NA,10846
"487",2002-08-26,0.009,10860
"488",2002-09-09,0.031,10874
"489",2002-09-25,0.019,10890
"490",2002-10-21,NA,10916
"491",2002-11-19,NA,10946
"492",2002-12-16,NA,10973
"493",2003-01-21,0.029,11009
"494",2003-02-18,NA,11037
"495",2003-03-11,NA,11058
"496",2003-04-02,NA,11080
"497",2003-04-14,NA,11091
"498",2003-04-22,NA,11099
"499",2003-05-05,NA,11112
"500",2003-07-14,0,11182
"501",2003-08-27,0.03975,11226
"502",2003-09-09,0.05,11239
"503",2003-10-13,0.018,11273
"504",2003-10-14,0.017,11274
"505",2003-11-13,NA,11305
"506",2003-12-09,NA,11331
"507",2004-01-06,NA,11359
"508",2004-01-12,0.0105,11365
"509",2004-02-04,NA,11388
"510",2004-03-17,0.009,11430
"511",2004-04-20,NA,11463
"512",2004-05-18,NA,11491
"513",2004-06-09,NA,11513
"514",2004-07-20,NA,11554
"515",2004-07-21,0.014,11555
"516",2004-10-11,0.032,11637
"517",2004-10-18,0.0035,11644
"518",2004-11-18,0.017,11676
"519",2004-12-29,0.013,11717
"520",2005-01-10,0.011,11729
"521",2005-01-25,0.01,11744
"522",2005-02-07,NA,11757
"523",2005-03-07,NA,11785
"524",2005-04-11,NA,11819
"525",2005-05-02,NA,11840
"526",2005-05-09,NA,11847
"527",2005-06-20,0.012,11889
"528",2005-07-12,NA,11911
"529",2005-07-18,NA,11917
"530",2005-08-16,NA,11946
"531",2005-09-13,NA,11974
"532",2005-10-10,0.002,12001
"533",2005-11-01,0.016,12024
"534",2005-11-07,NA,12030
"535",2005-11-29,NA,12052
"536",2005-12-19,NA,12072
"537",2006-01-19,NA,12103
"538",2006-02-06,NA,12121
"539",2006-02-14,NA,12129
"540",2006-03-14,NA,12157
"541",2006-04-24,0.011,12197
"542",2006-05-09,0.014,12212
"543",2006-05-17,0.016,12220
"544",2006-06-14,NA,12248
"545",2006-07-10,0.001,12274
"546",2006-07-24,NA,12288
"547",2006-08-14,NA,12309
"548",2006-09-27,0.014,12353
"549",2006-10-16,0.012,12372
"550",2006-11-06,NA,12394
"551",2006-12-12,0.015,12430
"552",2007-01-16,NA,12465
"553",2007-02-13,0.00733333333333333,12493
"554",2007-03-19,0.0025,12526
"555",2007-04-18,NA,12556
"556",2007-06-07,0.01,12606
"557",2007-08-13,0.016,12673
"558",2007-09-26,0.004,12717
"559",2007-10-15,0.015,12736
"560",2007-11-06,0.002,12759
"561",2007-12-10,0.011,12793
"562",2008-01-14,0.02,12828
"563",2008-02-14,0.017,12859
"564",2008-03-11,0.014,12884
"565",2008-04-14,0.012,12918
"566",2008-05-21,0.006,12955
"567",2008-06-09,0.009,12974
"568",2008-07-21,0.022,13016
"569",2008-08-11,0.0086,13037
"570",2008-09-23,0.002,13080
"571",2008-10-20,0.01,13107
"572",2008-11-18,0.0025,13137
"573",2008-12-16,0.0025,13165
"574",2009-01-13,0.0025,13193
"575",2009-02-12,0.006,13223
"576",2009-03-10,0.0025,13248
"577",2009-04-28,0.009,13297
"578",2009-05-12,0.00575,13311
"579",2009-06-10,0.012,13340
"580",2009-07-07,0.011,13367
"581",2009-08-18,0.0085,13409
"582",2009-09-15,0.01,13437
"583",2009-10-13,0.0045,13465
"584",2009-11-17,0.00425,13501
"585",2009-12-15,0.0105,13529
"586",2010-01-14,0.015,13559
"587",2010-03-10,0.008,13614
"588",2010-04-20,0.005,13654
"589",2010-05-19,0.005,13683
"590",2010-06-15,0.01175,13710
"591",2010-07-13,0.005,13738
"592",2010-08-25,0.013,13781
"593",2010-09-20,0.013,13807
"594",2010-10-20,0.014,13837
"595",2010-11-01,0.006,13849
"596",2010-12-15,0.01,13894
"597",2011-01-04,0.008,13914
"598",2011-02-14,NA,13955
"599",2011-03-08,0.01,13977
"600",2011-04-18,0.006,14017
"601",2011-05-09,0.005,14038
"602",2011-06-07,0.012,14067
"603",2011-07-12,0.009,14102
"604",2011-08-02,0.005,14123
"605",2011-09-19,NA,14171
"606",2011-10-10,0.009,14192
"607",2011-11-14,0.007,14228
"608",2011-12-06,NA,14250
"609",2012-01-24,0.006,14299
"610",2012-02-06,0.007,14312
"611",2012-03-20,0.009,14354
"612",2012-04-03,0.006,14368
"613",2012-05-21,0.006,14416
"614",2012-06-11,0.01,14437
"615",2012-07-17,0.009,14473
"616",2012-08-14,0.013,14501
"617",2012-09-19,0.05,14537
"618",2012-10-09,0.118,14557
"619",2012-11-27,0.012,14607
"620",2012-12-11,0.009,14621
"621",2013-01-08,0.014,14649
"622",2013-02-11,0.008,14683
"623",2013-03-27,0.018,14726
"624",2013-04-08,0.007,14738
"625",2013-05-14,0.013,14774
"626",2013-06-03,0.014,14794
"627",2013-07-17,0.04,14838
"628",2013-08-06,0.042,14858
"629",2013-09-17,0.081,14900
"630",2013-10-01,0.017,14914
"631",2013-11-12,0.007,14957
"632",2013-12-04,0.007,14979
"633",2014-01-14,0.01,15020
"634",2014-02-05,0.005,15042
"635",2014-03-11,0.017,15075
"636",2014-04-15,0.011,15110
"637",2014-05-14,0.015,15139
"638",2014-06-04,0.01,15160
"639",2014-07-15,0.009,15201
"640",2014-08-05,0.02,15222
"641",2014-09-02,0.014,15250
"642",2014-10-07,0.027,15285
"643",2014-11-04,0.011,15314
"644",2014-12-02,0.014,15342
"645",2015-01-06,0.014,15377
"646",2015-02-03,NA,15405
"647",2015-03-03,0.006,15433
"648",2015-04-07,0.009,15467
"649",2015-05-12,0.014,15502
"650",2015-06-03,0.011,15524
"651",2015-07-08,0.011,15559
"652",2015-08-04,0.026,15586
"653",2015-09-01,0.017,15614
"654",2015-10-06,0.064,15649
"655",2015-11-04,0.007,15679
"656",2015-12-01,0.009,15706
"657",2016-01-11,0.013,15747
"658",2016-02-02,0.016,15769
"659",2016-03-01,0.012,15797
"660",2016-04-05,0.014,15831
"661",2016-05-03,0.008,15859
"662",2016-06-14,0.018,15901
"663",2016-07-11,0.016,15928
"664",2016-08-02,0.013,15950
"665",2016-09-06,0.015,15985
"666",2016-10-18,0.02,16027
"667",2016-11-01,0.028,16041
"668",2016-12-07,0.014,16078
"669",2017-01-09,0.012,16111
"670",2017-02-07,0.008,16140
"671",2017-03-22,0.009,16182
"672",2017-04-17,0.011,16208
"673",2017-05-23,0.009,16244
"674",2017-06-20,0.015,16272
"675",2017-07-10,0.006,16292
"676",2017-08-14,0.018,16327
"677",2017-09-18,0.088,16362
"678",2017-10-10,0.023,16384
"679",2017-11-07,0.011,16413
"680",2017-12-05,0.01,16441
"681",2018-01-17,0.01,16484
"682",2018-02-06,0.008,16504
"683",2018-03-06,0.01,16532
"684",2018-04-03,0.008,16559
"685",2018-05-01,0.008,16587
"686",2018-06-05,0.015,16622
"687",2018-07-17,0.018,16664
"688",2018-08-14,0.006,16692
"689",2018-09-04,0.013,16713
"690",2018-10-16,0.012,16755
"691",2018-11-06,0.012,16777
"692",2018-12-04,0.014,16805
"693",2019-01-08,0.013,16840
"694",2019-02-12,0.011,16875
"695",2019-03-12,0.026,16902
"696",2019-04-02,0.013,16923
"697",2019-05-08,NA,16959
"698",2019-06-05,0.009,16987
"699",2019-07-09,NA,17021
"700",2019-08-06,0.012,17049
"701",2019-09-09,0.024,17083
"702",2019-10-01,0.022,17105
"703",2019-11-05,0.01,17141
"704",2019-12-03,0.017,17169
"705",2020-01-14,0.009,17211
"706",2020-02-12,0.012,17240
"707",2020-03-10,0.016,17266
"708",2020-04-07,0.012,17294
"709",2020-05-05,0.012,17322
"710",2020-05-20,0.019,17337
"711",2020-06-02,0.008,17350
"712",2020-06-23,0.016,17371
"713",2020-07-07,0.026,17385
"714",2020-07-21,0.032,17399
"715",2020-08-04,0.017,17413
"716",2020-08-25,0.034,17434
"717",2020-09-08,0.012,17448
"718",2020-09-23,0.013,17463
"719",2020-10-06,0.023,17476
"720",2020-10-21,0.1,17491
"721",2020-11-17,0.011,17519
"722",2020-12-15,0.019,17547
"723",2021-01-05,0.012,17568
"724",2021-02-09,0.011,17603
"725",2021-03-10,NA,17632
"726",2021-04-06,0.013,17658
"727",2021-05-04,0.008,17686
"728",2021-05-18,0.009,17700
"729",2021-06-08,0.01,17721
"730",2021-06-22,0.009,17735
"731",2021-07-08,0.008,17751
"732",2021-07-20,0.016,17763
"733",2021-08-03,0.013,17777
"734",2021-08-24,0.012,17798
"735",2021-09-08,0.011,17813
"736",2021-09-21,0.02,17826
"737",2021-10-05,0.013,17840
"738",2021-10-19,0.011,17854
"739",2021-11-02,0.038,17868
"740",2021-12-07,0.019,17904
"741",2022-01-04,0.012,17932
"742",2022-02-08,0.011,17967
"743",2022-03-08,0.01,17995
"744",2022-04-05,0.006,18022
"745",2022-05-03,0.008,18050
"746",2022-05-18,0.005,18065
"747",2022-06-07,NA,18085
"748",2022-06-21,NA,18099
"749",2022-07-06,0.013,18114
"750",2022-07-19,0.008,18127
"751",2022-08-02,0.006,18141
"752",2022-08-16,0.008,18155
"753",2022-09-06,0.006,18176
"754",2022-09-20,0.007,18190
"755",2022-10-04,0.057,18204
"756",2022-10-18,0.082,18218
"757",2022-11-15,0.008,18247
"758",2022-12-06,0.01,18268
"759",2023-01-10,0.014,18303
"760",2023-02-07,0.014,18331
"761",2023-03-07,0.008,18359
"762",2023-04-04,0.01,18386
"763",2023-05-02,0.018,18414
