"Date","S72_AMMONIA_N_Ld_mg","S72_S_FLOW_cfd"
"2000-06-26",13.5473690075531,10.1461716258909
"2000-07-24",16.8742410270938,11.7094550531703
"2000-09-18",20.2877352885856,13.5711405150646
"2001-04-02",16.1852557409452,11.570135224104
"2001-06-18",17.0471728615977,11.596134408032
"2001-07-16",18.5348450298455,12.7387872790801
"2001-07-30",17.7952242495806,11.8419809152928
"2001-08-13",18.3443894770457,12.210991434049
"2001-08-27",17.2459231991612,12.2154852777688
"2001-10-08",18.763188613236,12.5268190230323
"2001-10-22",16.7661603758799,12.3002522572253
"2001-11-05",15.6166503435105,10.7646200795909
"2002-01-22",13.7468175291399,11.2619108793519
"2002-06-24",19.4413187711991,13.9319304345711
"2002-07-08",18.1383429324877,13.0884869252382
"2002-07-22",18.7724558897692,13.6076699158456
"2002-08-05",18.5482645521626,13.5309847153477
"2002-08-19",18.5706524885707,12.6957217577187
"2002-09-03",19.5680554759095,13.6654221425082
"2002-09-16",18.187024068333,12.6575949808216
"2002-10-14",18.1402826866331,13.1635489442125
"2002-12-30",17.7693800687574,12.5988960737192
"2003-01-13",18.7026877694388,12.5736375593783
"2003-01-27",16.2370884343122,11.8932830124585
"2003-02-24",16.5607794566388,12.6621794715428
"2003-03-24",18.482221222873,12.6415795654996
"2003-06-02",17.5204756766124,12.9771808943424
"2003-06-16",14.8682031176906,12.3032537602291
"2003-07-21",16.3074977210878,11.7293562074876
"2003-08-18",17.6308906574378,12.7036369722806
"2003-09-15",15.6213252831098,12.4432714527619
"2003-10-06",17.9503634918093,12.7033394196488
"2003-10-20",16.9710656895886,12.5225493136459
"2004-02-02",16.7806675150061,12.4902080738577
"2004-03-01",20.1531016177482,13.2493543601636
"2004-06-21",13.7602489351811,10.6692064818228
"2004-07-12",15.0803900685649,12.8831654912287
"2004-08-09",19.7466516312765,13.8522487970117
"2004-08-23",17.1929692359742,14.1019267826159
"2004-09-13",18.8999803602432,13.856555243324
"2004-10-04",19.5086379806255,14.1567798471495
"2004-10-18",17.0055589164502,12.6235322817763
