"date","FISHCR_FLOW_cfs","S127_P_FLOW_cfs","S133_P_FLOW_cfs","S154_C_FLOW_cfs","S191_S_FLOW_cfs","S308_S_FLOW_cfs","S4_P_FLOW_cfs","S71_S_FLOW_cfs","S72_S_FLOW_cfs","SUM_S65_FLOW_cfs","SUM_S84_FLOW_cfs"
2012-05-08,15902.74105056,0,0,0,0,0,0,0,0,NA,0
2012-05-09,23242.46768928,0,0,0,0,0,97006.720408416,502673.41173047,80100.8833838976,NA,49763.3466105216
2012-05-10,36698.6331936,0,0,0,0,0,0,62191.9503854208,88553.8018961568,NA,0
2012-05-11,3669.86331936,0,0,0,0,0,0,186086.536047014,0,NA,0
2012-05-12,2128.5207252288,0,0,0,0,0,0,143467.190031514,0,NA,0
2012-05-13,17860.001487552,0,0,0,0,0,0,0,0,NA,0
2012-05-14,13211.507949696,0,0,0,0,0,0,0,0,NA,0
2012-05-15,24465.7554624,0,0,0,0,0,0,0,0,NA,0
2012-05-16,31805.48210112,0,0,0,0,0,103820.433304694,0,0,NA,0
2012-05-17,26912.33100864,0,0,0,0,0,0,0,0,NA,0
2012-05-18,34252.05764736,0,0,0,0,0,0,0,42961.8665919744,NA,0
2012-05-19,26912.33100864,0,0,0,0,0,0,0,0,NA,0
2012-05-20,41591.78428608,0,0,0,0,0,0,0,0,NA,0
2012-05-21,36698.6331936,0,0,0,0,0,0,0,0,NA,0
2012-05-22,22997.810134656,0,0,0,0,0,0,6055.274476944,0,NA,0
2012-05-23,18838.631706048,0,0,0,0,0,95905.761412608,0,0,NA,0
2012-05-24,6605.753974848,0,0,0,0,0,0,0,0,NA,0
2012-05-25,11743.562621952,0,0,0,0,0,0,0,0,NA,0
2012-05-26,19327.946815296,0,0,0,0,0,0,0,0,NA,0
2012-05-27,14924.110832064,0,0,0,0,0,0,0,0,NA,23805.1800649152
2012-05-28,10764.932403456,0,0,0,0,0,0,0,0,NA,6238.767642912
2012-05-29,13456.16550432,0,0,0,0,0,0,0,0,NA,0
2012-05-30,13456.16550432,0,0,0,0,0,0,0,0,NA,76871.4036628608
2012-05-31,13211.507949696,0,0,0,0,0,0,129876.46287215,0,NA,103710.337405114
2012-06-01,15902.74105056,0,0,0,0,0,0,0,0,NA,218356.86750192
2012-06-02,16636.713714432,0,0,0,0,0,0,0,0,NA,0
2012-06-03,20795.89214304,0,0,0,0,0,0,322483.122749894,0,NA,269808.351239347
2012-06-04,16881.371269056,0,0,0,0,NA,0,46851.921710496,0,NA,478073.094613027
2012-06-05,11009.58995808,0,0,0,0,0,0,0,0,NA,770.6712970656
2012-06-06,12722.192840448,0,0,0,0,0,0,0,0,NA,134928.641375136
2012-06-07,12966.850395072,0,0,0,0,0,0,0,0,NA,67354.2247879872
2012-06-08,12477.535285824,0,0,0,46069.0175356992,0,0,351903.19369343,0,NA,0
2012-06-09,17370.686378304,0,0,0,426046.665622234,0,0,519077.70076801,0,NA,168055.274271226
2012-06-10,21774.522361536,0,0,0,0,0,0,968476.929979104,0,NA,6312.1649092992
2012-06-11,20306.577033792,0,39818.017015056,0,0,0,0,550993.27876871,0,NA,771246.242318967
2012-06-12,31805.48210112,0,0,0,438157.214576122,0,0,86376.3496600032,0,NA,1506907.04331787
2012-06-13,14190.138168192,893.0000743776,0,0,20918.220920352,288695.91445632,75207.7322914176,0,0,NA,1803554.32829947
2012-06-14,22263.837470784,0,0,0,355389.563846822,0,0,0,0,NA,1047378.99134534
2012-06-15,16147.398605184,0,0,0,346973.343967757,0,0,0,0,NA,66228.8000367168
2012-06-16,19327.946815296,0,0,0,249403.911183706,0,0,50044.7027983392,0,NA,417801.706031405
2012-06-17,19817.261924544,0,0,0,113154.1190136,234871.25243904,0,0,0,NA,298164.161820269
2012-06-18,15658.083495936,0,0,0,170477.384062003,0,0,0,0,NA,0
2012-06-19,11254.247512704,0,0,0,74669.4856712448,704613.75731712,0,0,0,NA,0
2012-06-20,36698.6331936,0,0,0,85312.0892973888,0,0,10508.0419711008,0,NA,0
2012-06-21,24465.7554624,0,0,0,86388.5825377344,0,104884.693667309,0,0,NA,158464.698129965
2012-06-22,29358.90655488,0,0,0,86780.0346251328,0,0,72186.2114918112,0,NA,65103.3752854464
2012-06-23,21774.522361536,0,0,0,88541.5690184256,0,0,326544.438156653,0,NA,0
2012-06-24,31805.48210112,0,0,0,558553.197206592,0,0,226247.073638544,0,NA,207090.387111485
2012-06-25,31805.48210112,0,0,0,355414.029602285,0,0,2351428.22324673,519921.769331462,NA,2120006.64232788
2012-06-26,29358.90655488,0,0,0,424407.460006253,0,0,3272245.86158508,309198.217533811,NA,2205245.33435889
2012-06-27,29358.90655488,0,0,0,461962.394641037,0,104468.775824448,3567437.43411666,644770.51945609,NA,2705276.44449942
2012-06-28,63610.96420224,0,0,0,432872.611396243,0,0,3312112.81011106,275851.39283856,NA,2531006.86834074
2012-06-29,34252.05764736,0,0,0,180190.288980576,0,0,2609395.14884227,385861.662275242,NA,2508694.09935903
2012-06-30,26912.33100864,0,0,10141.0556391648,279105.338315059,0,0,2066585.66527573,254113.569110218,NA,2413938.22845316
2012-07-01,26912.33100864,0,0,84627.0481444416,81691.1574889536,0,0,473730.423018451,265392.282378384,NA,920744.241071962
2012-07-02,22997.810134656,0,0,61.164388656,104101.789492512,0,0,111429.283253501,0,NA,0
2012-07-03,10764.932403456,0,0,0,1908.3289260672,0,0,544766.74400353,33248.9616734016,NA,39487.7293163136
2012-07-04,29358.90655488,0,0,0,0,0,0,1104812.35229333,161645.246340077,NA,157828.588487942
2012-07-05,29358.90655488,0,0,0,0,0,0,1653310.12400487,255679.377459811,NA,13235.9737051584
2012-07-06,34252.05764736,0,0,0,0,0,0,1608195.27093221,52271.0865454176,NA,114475.26980857
2012-07-07,23731.782798528,0,0,0,0,0,0,1525868.00380123,313369.62884015,NA,114842.256140506
2012-07-08,31805.48210112,0,0,0,45286.1133609024,0,0,972318.053586701,131417.805466282,NA,115796.420603539
2012-07-09,24465.7554624,0,0,0,0,0,0,578712.97970761,244804.349156774,NA,233305.444089446
2012-07-10,22508.495025408,0,0,0,0,0,0,692955.824839287,122707.996521667,NA,101068.035815174
2012-07-11,17370.686378304,0,0,0,0,0,81006.1163360064,634176.847340871,0,NA,160911.273676205
2012-07-12,31805.48210112,0,0,0,446793.626254349,0,0,747379.897865395,143968.738018493,NA,180679.604089824
2012-07-13,31805.48210112,0,0,0,0,0,0,1045152.60759827,301112.285353488,NA,516753.453999082
2012-07-14,68504.11529472,0,0,0,0,0,0,1033286.716199,296696.216492525,NA,544742.278248067
2012-07-15,95416.44630336,0,0,0,0,0,0,1173353.16622124,216485.237209046,NA,629234.764737466
2012-07-16,85630.1441184,0,0,0,10813.8639143808,0,0,1893845.19883346,317712.300434726,NA,631718.038916899
2012-07-17,168813.71269056,0,0,0,183395.30294615,0,0,2309604.01428375,293038.586050896,NA,1059489.54029923
2012-07-18,195726.0436992,0,0,0,219604.621030502,0,0,1988906.89168261,376405.647789024,NA,1165462.96008462
2012-07-19,276463.03672512,0,0,0,220240.730672525,0,100113.871352141,2253932.18772906,237122.101941581,NA,989395.150899456
2012-07-20,288695.91445632,0,0,0,221341.689668333,0,0,2072848.89867411,0,NA,1044540.96371171
2012-07-21,278909.61227136,0,0,0,166709.657720794,0,0,1201562.18226939,59941.10088288,NA,811211.053866797
2012-07-22,200619.19479168,0,0,0,67403.156298912,0,0,1281981.1204743,166978.78103088,NA,207127.085744678
2012-07-23,222638.37470784,0,0,0,242137.581811373,0,0,3637972.20711476,651510.835085981,NA,387892.319978621
2012-07-24,195726.0436992,0,0,0,250235.746869427,0,0,3730575.09153995,556559.238136407,NA,1874211.43007488
2012-07-25,212852.07252288,0,0,0,0,978.630218496,0,3652981.94809094,499199.27445481,NA,1894774.89754103
2012-07-26,227531.52580032,0,0,0,0,0,0,3174407.30549094,561476.854984349,NA,1774831.53138661
2012-07-27,193279.46815296,0,0,0,0,0,0,2782282.40981732,641822.39592287,NA,961198.36772904
2012-07-28,222638.37470784,0,0,0,0,0,0,1502393.11143506,934029.146288045,NA,517915.577383546
2012-07-29,244657.554624,0,0,0,60528.2790139776,0,0,579667.144170643,441509.02307447,NA,0
2012-07-30,293589.0655488,0,0,0,20159.7825010176,0,0,255777.240481661,330642.452196605,NA,143491.655786976
2012-07-31,305821.94328,0,0,0,0,0,0,437374.310401325,360294.947817034,NA,0
2012-08-01,352306.87865856,0,0,0,0,0,0,1141351.95807642,398070.074250979,NA,193842.180528595
2012-08-02,354753.4542048,0,0,0,0,0,0,337333.836315571,434181.529313482,NA,0
2012-08-03,396345.23849088,0,0,0,0,0,0,495125.72617032,333321.452419738,NA,226234.840760813
2012-08-04,518674.01580288,0,0,0,69727.40306784,0,0,137118.326489021,463564.901623824,NA,114891.18765143
2012-08-05,574945.2533664,0,0,0,444273.653441722,0,0,0,239201.691155885,NA,0
2012-08-06,643449.36866112,0,0,0,0,0,0,544840.141269917,434071.433413901,NA,199077.852197549
2012-08-07,743758.96605696,0,0,0,0,0,0,1749.3015155616,90584.459599536,NA,25322.056903584
2012-08-08,733972.663872,0,0,0,0,0,0,0,145559.012123549,NA,6434.4936866112
2012-08-09,694827.45513216,0,0,0,0,0,0,0,0,NA,174832.28853431
2012-08-10,596964.43328256,0,0,0,24270.0294187008,0,0,0,0,NA,0
2012-08-11,545586.34681152,0,0,0,95758.9668798336,0,0,195212.26283449,61274.4845555808,NA,0
2012-08-12,496654.83588672,0,0,0,69189.1564476672,0,0,250223.513991696,547873.894947254,NA,158513.62964089
2012-08-13,533353.46908032,0,0,0,0,0,0,270835.912968768,0,NA,0
2012-08-14,440383.5983232,0,0,0,0,0,0,412309.143930096,257306.350198061,NA,138353.847139872
2012-08-15,484421.95815552,0,0,0,0,0,104799.06352319,1143822.99937812,520765.837894915,NA,6336.6306647616
2012-08-16,479528.80706304,0,0,0,4379.3702277696,0,0,1018313.67385601,515334.440182262,NA,0
2012-08-17,506441.13807168,0,0,0,54289.5113710656,0,0,1186038.6604285,186588.084033994,NA,177890.50796711
2012-08-18,543139.77126528,0,0,0,250920.788022374,0,0,1456299.6281439,129252.586107859,NA,0
2012-08-19,562712.3756352,0,0,112591.406637965,372124.140583104,0,0,1457180.39534054,170905.534782595,NA,216301.744043078
2012-08-20,533353.46908032,0,0,0,162183.49296025,0,0,1316098.61646661,0,NA,2446.57554624
2012-08-21,503994.56252544,0,0,94450.0489625952,209329.003736294,0,0,1284904.77825205,67611.1152203424,NA,130989.65474569
2012-08-22,552926.07345024,0,0,228033.073787299,769154.420226931,0,0,3086061.46251621,1163958.31612368,NA,2645543.30253797
2012-08-23,724186.36168704,8465.1513899904,17174.9603346048,172153.288311178,835823.603861971,0,0,3618081.54792383,1459810.46405275,NA,4127226.15197411
2012-08-24,743758.96605696,0,0,172581.43903177,309614.135376672,0,0,3120961.86268333,1203739.63450554,NA,3527790.67738984
2012-08-25,841621.98790656,0,0,257538.774874954,746425.733402362,0,948048.024168,2139677.10971965,650678.999400259,NA,2004442.64640124
2012-08-26,1020222.00278208,338483.726822304,427465.679439053,124041.380194368,797730.422607014,0,1698608.47024351,2339488.93458108,968697.121778266,NA,2413779.20104265
2012-08-27,1820252.20640256,1702865.51169396,1727257.86988998,2023085.55206359,10963961.3241426,0,2835373.09917073,5604297.20650558,2799836.58936159,NA,7262549.41311386
2012-08-28,2172559.08506112,1512362.90678599,1726976.51370216,2104752.24379708,12180839.0693315,0,2884072.18541864,5413121.79332239,2947536.3550881,NA,7858168.22984599
2012-08-29,2289994.71128064,1259851.84465856,1734096.04854172,1674265.04355842,9672732.14810354,0,2115504.9433228,4576662.07981839,3173477.60678337,NA,7965878.7182692
2012-08-30,2495507.0571648,1106647.28395301,1737631.35020604,1336649.85105503,7401845.19183903,0,1068419.54104301,4713388.95422002,2620184.54700119,NA,6419655.20592325
2012-08-31,2838027.6336384,936598.050611597,1272781.99642044,1181463.56415703,5390784.55858522,NA,1106072.33869964,4128217.01507033,2054303.85603361,NA,5663736.75940148
2012-09-01,3327342.7428864,760028.693439456,1037433.66174988,1063269.49951817,3990584.9077166,0,943852.147106198,3536365.92467941,1600109.33875188,NA,5591305.89035505
2012-09-02,4281507.20592,658752.698702851,764664.954099581,884816.279175427,3123102.61628629,0,0,2887583.02132749,1840925.76976829,NA,5286535.97455993
2012-09-03,4942082.6034048,592695.158954371,553341.991293101,778133.352481632,2600269.4220548,0,0,3070941.62564045,868338.592871501,NA,3834138.63441228
2012-09-04,5088877.1361792,453007.928141798,475161.669713002,756150.871198666,1827053.68642111,0,0,2929529.55906778,1006264.28929078,NA,1272696.36627632
2012-09-05,4819753.8260928,451234.160870774,424957.939504157,516765.686876813,1616794.98397724,0,0,3085327.48985234,1228547.91054442,NA,559813.183612906
2012-09-06,4354904.4723072,451197.462237581,267117.118138483,571104.129758803,1156471.79495219,0,1773938.53131224,4829063.04604624,1840889.07113509,NA,2044150.56751671
2012-09-07,4379370.2277696,492874.876667779,269857.282750272,538931.661325747,1230431.77371502,0,1993176.1660108,7212370.14866048,2063747.6376421,NA,3624234.68542262
2012-09-08,4036849.651296,506820.357281347,339291.096752563,534197.537643773,1111772.85972238,0,1442378.61328579,6321706.55392954,1820386.7680576,NA,3893994.10515105
2012-09-09,5064411.3807168,393115.758769843,277796.420397821,524301.139559232,884901.909319546,0,464543.53184232,5254363.50612688,1161744.16525433,NA,2038339.95059439
2012-09-10,5309068.9353408,304733.217161923,232449.142648262,373457.524255805,708846.333012115,0,460567.84657968,4070416.66779041,1583668.35108115,NA,1162429.20640728
2012-09-11,5186740.1580288,311608.094446858,210368.798343446,448016.914027469,552975.004961165,0,0,2739418.4062472,796984.217065411,NA,1015903.79694297
2012-09-12,4648493.537856,277894.28341967,188582.043104179,441973.872428256,505315.71332041,0,514184.54967553,2035000.37497378,348722.645483318,NA,846576.303387696
2012-09-13,3914520.873984,221806.539022118,168923.808590141,261673.487548099,367500.11280071,0,0,1774366.68203283,518747.413069267,NA,1035574.26433474
2012-09-14,4159178.428608,181132.220565878,0,398999.77295855,411220.417812019,0,0,1619449.51844491,486660.57478033,NA,684918.824169888
2012-09-15,4599562.0269312,171651.740324198,357567.016082976,295399.531453018,298775.805706829,0,0,1399331.1165497,336477.534874387,NA,616732.763696179
2012-09-16,4550630.5160064,183994.713954979,531995.619652157,313724.382294355,794085.025043117,0,0,1804924.41060537,360820.961559475,NA,669603.261250426
2012-09-17,4379370.2277696,188728.837636954,399464.622312336,462916.55910407,1001358.90532057,0,0,2002301.89279828,343071.055971504,NA,656244.958767955
2012-09-18,4061315.4067584,208937.551648896,283386.845520979,360258.24918384,844704.673094822,0,0,2366425.73134518,401213.923827898,NA,765680.28295127
2012-09-19,3718794.8302848,241782.828357168,300867.627798864,527371.591869763,1446904.77804634,1108298.72244672,0,3297445.58971135,802917.162765043,NA,754768.55601504
2012-09-20,3743260.5857472,212925.469789267,224669.032411219,376026.428579357,1124568.44982922,1088726.1180768,0,3659966.92127546,748860.076070871,NA,726571.772844624
2012-09-21,3792192.096672,194930.906646672,0,461338.517876746,1373287.31985997,1074046.66479936,0,4270142.86250772,1443075.88731647,NA,959522.463479866
2012-09-22,3841123.6075968,197108.358882826,447013.81805351,483541.190958874,2514908.40124648,699720.60622464,0,5198765.07683857,1464715.84802296,NA,1679145.96177317
2012-09-23,3596466.0529728,180006.795814608,0,400638.978574531,2023831.75760519,396345.23849088,0,4388826.24225582,1680014.49609208,NA,1758207.05054991
2012-09-24,3351808.4983488,161608.547706883,405740.088588442,453228.11994096,1585625.61151814,269123.3100864,579483.651004675,3607940.49228467,1202394.01795511,NA,1248903.41908913
2012-09-25,3890055.1185216,147565.204071466,195493.619022307,355891.111833802,969700.217752224,895446.64992384,87978.8566427904,3115860.75266941,1029543.45561325,NA,807687.985080211
2012-09-26,5431397.7126528,87049.1579352192,162391.45188168,239360.71856639,914994.788538298,1211054.8953888,0,3072079.28326945,771955.749227376,NA,949723.928417174
2012-09-27,6091973.1101376,111465.981886694,167676.055061558,314641.848124195,867066.373587456,1264879.55740608,0,4638058.89315129,1048308.69005292,NA,1116213.39433881
2012-09-28,6091973.1101376,78314.8832351424,0,307143.09407497,700968.359753222,1304024.76614592,0,3568783.05066709,1055195.80021558,NA,1169634.37139096
2012-09-29,5749452.533664,214784.86720441,243544.362750461,187126.330654166,454231.215914918,1648991.91816576,0,2860829.71772936,855824.358952483,NA,1156031.41135386
2012-09-30,5137808.647104,176899.644870883,0,231556.142573885,564082.457941094,1301578.19059968,0,2099871.32558233,592744.090465296,NA,786048.024373719
2012-10-01,4672959.2933184,185169.070217174,203701.879979942,177841.576456186,343230.08338201,1333383.6727008,0,1556168.84194141,611179.037206215,NA,682031.865025325
2012-10-02,4159178.428608,187774.67317392,133167.106981843,224522.237878445,549182.812864493,1352956.27707072,831921.315865719,1922408.96833581,533659.2910236,NA,763930.981435709
2012-10-03,3669863.31936,209524.729779994,0,192900.248943293,271105.036278854,895446.64992384,665664.274620979,2317555.38480903,780469.832128291,NA,446267.612511907
2012-10-04,3131616.6991872,177070.90515912,197854.564424429,200056.482416045,587153.665342138,2084482.36539648,0,2187678.92193688,1109937.9280627,NA,898798.458422189
2012-10-05,2886959.1445632,233917.087976006,0,287643.886971437,831982.480254374,3317556.44070144,535286.26376185,2412274.55708172,921943.063089619,NA,1237685.87020962
2012-10-06,2691233.100864,198820.961765194,504545.042023344,369053.688272573,3108765.68358532,3280857.80750784,670349.466792029,2706401.86925069,837854.26156535,NA,1200632.48356182
2012-10-07,2519972.8126272,452200.558211539,1441130.85975721,522918.824375606,4121256.50764128,2182345.38724608,703378.236666269,3002755.56516674,1046363.66249365,NA,1127614.43638428
2012-10-08,2429449.51741632,227078.909324266,1368039.41531329,602591.557038912,3695381.10230728,NA,885146.56687417,3703564.89750946,1478184.24640501,NA,1120360.33988968
2012-10-09,2219044.02043968,287166.80473992,694191.345490138,524325.605314694,2706255.07471791,2135860.45186752,667731.630957552,4109843.23271807,1386829.11550841,NA,1163738.12432452
2012-10-10,2324246.768928,226014.648961651,493535.452065264,443295.023223226,2051478.0612777,NA,0,4002047.11415074,1324832.89116669,NA,900400.965404976
2012-10-11,2519972.8126272,198967.756297968,302372.271759802,417043.26761207,1302605.7523291,NA,155565.50610767,3587658.38100634,1215960.27935901,NA,919985.802652627
2012-10-12,2593370.0790144,181780.563085632,231764.101495315,368968.058128454,1142134.86225122,3757940.03902464,0,3533001.88330333,1099992.59846724,NA,916817.487320247
2012-10-13,2568904.323552,146855.697163056,221720.908878,367426.715534323,752346.446224262,3616038.65734272,0,3169868.90785266,658679.301436464,NA,463540.435868362
2012-10-14,2544438.5680896,116420.29736783,175933.247530118,237684.814317216,529952.729071046,3549981.11759424,0,2972895.11062488,665333.986922237,NA,387048.251415168
2012-10-15,2471041.3017024,106107.981440429,165938.986423728,324305.821531843,499615.19229767,2255742.65363328,0,2215141.73244343,600108.282859478,NA,386473.306161802
2012-10-16,2373178.2798528,0,181144.45344361,204729.441709363,390106.470847968,2642301.5899392,0,1094695.76240963,554663.142088071,NA,391231.895599238
2012-10-17,2356052.25102912,163504.643755219,152800.875740419,239923.430942026,187554.481374758,3077792.03716992,83305.897349472,946188.626752858,188630.974615104,NA,368906.893739798
2012-10-18,2226383.7470784,106426.03626144,152311.560631171,323412.821457466,682570.111645498,1020222.00278208,0,923582.2687056,327045.986143632,NA,369408.441726778
2012-10-19,2096715.24312768,100444.159050883,130084.421793581,567397.56780625,1544082.75874299,555372.64899648,0,1513231.4411049,678631.125016051,NA,650055.122635968
2012-10-20,1981726.1924544,119564.146944749,140311.107576864,506746.96001496,1167677.11095396,552926.07345024,0,1660478.59035536,507725.590233456,NA,581661.103240829
2012-10-21,1849611.11295744,0,0,528448.085110109,568290.567880627,1612293.28497216,0,1616366.83325665,528484.783743302,NA,215151.853536346
2012-10-22,1744408.36446912,172801.630830931,0,417618.212865437,264548.213814931,1465498.75219776,0,1184839.83841084,297797.175488333,NA,347523.823465661
2012-10-23,1693030.27799808,86131.6921053792,230002.567102022,333933.096306298,259850.78876615,1741961.78892288,0,1189586.19497054,302898.285502243,NA,284867.023726454
2012-10-24,1580487.80287104,62094.0873635712,204117.797822803,332881.068821414,379414.935710899,1947474.13480704,0,1314545.04099475,156580.83495936,NA,294482.065623178
2012-10-25,1560915.19850112,87085.8565684128,136690.175768429,248523.143987059,350251.755199718,905232.9521088,0,1696492.18239601,427074.227351654,NA,364331.79746833
2012-10-26,1489964.50766016,81642.2259780288,149595.861774845,310409.2724292,738694.554676243,0,104566.638846298,1309859.8488237,400467.718286294,NA,424701.049071802
2012-10-27,1360296.00370944,66791.512412352,136629.011379773,357371.290039277,427294.419150816,0,0,2049471.86932979,558492.032817936,NA,244633.088868538
2012-10-28,1164569.96001024,0,0,292940.723029046,699549.345936403,0,0,1923314.20128792,491113.342274486,NA,58204.0322450496
2012-10-29,1103405.57135424,71709.1292602944,75513.5542346976,301834.025139629,238223.060937389,0,0,976562.862159427,279692.516446157,NA,343156.686115622
2012-10-30,973737.06740352,0,0,225109.416009542,230834.402787744,1957260.436992,0,102633.844164768,29713.6600090848,NA,225060.484498618
2012-10-31,846515.13899904,0,0,152470.588041677,392455.183372358,2593370.0790144,0,0,0,NA,0
2012-11-01,790243.90143552,110536.283179123,191309.974838237,265722.570077126,105936.721152192,2028211.12783296,0,0,58350.826777824,NA,237917.238994109
2012-11-02,711953.48395584,0,0,240804.198138672,290310.654316838,1886309.74615104,0,0,0,NA,0
2012-11-03,672808.275216,0,0,103306.652439984,87122.5552016064,1967046.73917696,0,0,0,NA,0
2012-11-04,621430.18874496,0,0,218552.593545619,246932.869882003,1935241.25707584,0,0,0,NA,118206.297516586
2012-11-05,582284.98000512,105643.132086643,219421.127864534,151320.697534944,104468.775824448,2275315.2580032,0,226357.169538125,178979.234085187,NA,148959.752132822
2012-11-06,538246.6201728,0,0,141106.244629392,0,1967046.73917696,0,103392.282584102,0,NA,0
2012-11-07,511334.28916416,0,0,88027.7881537152,0,985969.94513472,0,0,0,NA,0
2012-11-08,401238.38958336,0,0,137729.970375581,0,954164.4630336,0,3045.9865550688,0,NA,0
2012-11-09,398791.81403712,0,0,181340.179487309,203811.975879523,271569.88563264,0,0,0,NA,0
2012-11-10,369432.90748224,0,0,125105.640556982,62179.7175076896,902786.37656256,0,0,0,NA,0
2012-11-11,379219.2096672,0,0,88321.377219264,82253.8698645888,753545.26824192,0,0,0,NA,203726.345735405
2012-11-12,330287.6987424,0,0,87709.733332704,0,628769.91538368,0,0,0,NA,60540.5118917088
2012-11-13,300928.79218752,0,249306.048161856,88370.3087301888,0,682594.57740096,0,184398.398920109,0,NA,0
2012-11-14,254443.85680896,0,0,88578.2676516192,0,254443.85680896,0,155773.465029101,0,NA,0
2012-11-15,168813.71269056,96382.8436441248,151944.574299235,88884.0895948992,0,0,0,2189.6851138848,0,NA,0
2012-11-16,166367.13714432,0,0,90352.0349226432,0,406131.54067584,0,0,0,NA,0
2012-11-17,215298.64806912,0,0,89055.349883136,206050.592504333,0,0,0,0,NA,0
2012-11-18,161473.98605184,0,0,89300.00743776,47585.894374368,0,0,0,0,NA,0
2012-11-19,129668.50395072,0,0,89471.2677259968,0,486868.53370176,0,0,41567.3185306176,NA,0
2012-11-20,97863.0218496,0,0,26068.2624451872,83085.7055503104,313161.66991872,0,0,112542.47512704,NA,0
2012-11-21,107649.32403456,0,0,0,1688.1371269056,342520.5764736,0,118365.324927091,0,NA,0
2012-11-22,90523.29521088,0,0,0,232449.142648262,499101.41143296,0,281013.667241126,0,NA,0
2012-11-23,68504.11529472,0,0,0,0,518674.01580288,0,220619.949882192,0,NA,0
2012-11-24,58717.81310976,0,0,0,0,0,0,0,0,NA,0
2012-11-25,63610.96420224,0,0,0,0,366986.331936,0,0,0,NA,0
2012-11-26,73397.2663872,0,0,146990.258818099,156115.985605574,560265.80008896,0,0,0,NA,0
2012-11-27,80736.99302592,0,0,0,77556.444815808,574945.2533664,0,0,0,NA,0
2012-11-28,78290.41747968,0,0,0,0,604304.15992128,0,0,0,NA,0
2012-11-29,39145.20873984,49127.2369684992,236314.732011322,0,0,643449.36866112,0,0,0,NA,0
2012-11-30,66057.53974848,0,0,0,0,318054.8210112,0,0,0,NA,0
2012-12-01,80736.99302592,0,0,0,168666.918157786,455063.05160064,0,0,0,NA,0
2012-12-02,85630.1441184,0,0,0,49102.7712130368,0,0,0,0,NA,0
2012-12-03,95416.44630336,0,0,0,0,0,0,0,0,NA,0
2012-12-04,53824.66201728,0,0,0,44087.2913432448,332734.27428864,0,0,0,NA,0
2012-12-05,51378.08647104,0,0,0,57005.210227392,151687.68386688,97483.8026399328,0,0,NA,0
2012-12-06,70950.69084096,36796.4962154496,218944.045633018,10361.2474383264,0,154134.25941312,0,0,0,NA,0
2012-12-07,70950.69084096,0,0,25114.0979821536,0,0,0,0,0,NA,0
2012-12-08,85630.1441184,0,0,0,0,0,0,359830.098463248,0,NA,0
2012-12-09,46484.93537856,0,0,0,0,0,0,2688517.40200767,436493.543204678,NA,793008.531802771
2012-12-10,20795.89214304,66008.6082375552,227323.56687889,0,143711.847586138,0,0,2774012.98447103,380870.648160912,NA,1617712.44980708
2012-12-11,7829.041747968,0,0,0,0,0,0,2542848.29398454,356123.536510694,NA,1596598.50284303
2012-12-12,18838.631706048,73177.0745880384,194417.125781962,0,227702.786088557,0,529341.085184486,3383760.77498269,778512.571691299,NA,4138908.5502074
2012-12-13,58717.81310976,0,0,0,0,0,0,3492535.52376853,793522.312667482,NA,5356569.19957105
2012-12-14,39145.20873984,0,0,88443.705996576,50766.44258448,0,0,2694242.38878588,604769.009275066,NA,2318497.31639434
2012-12-15,97863.0218496,0,0,90547.7609663424,67868.0056526976,0,0,1152067.95896895,0,NA,0
2012-12-16,68504.11529472,0,0,0,60675.073546752,0,0,730608.62249592,221072.566358246,NA,344465.604032861
2012-12-17,36698.6331936,57470.0595811776,215616.702890131,0,54656.4977030016,0,0,509927.508225072,256658.007678307,NA,3755.4934634784
2012-12-18,31805.48210112,0,0,0,43940.4968104704,0,0,473657.025752064,192973.64620968,NA,267753.227780506
2012-12-19,44038.35983232,0,0,0,12648.7955740608,0,81152.9108687808,233097.485168016,156544.136326166,NA,0
2012-12-20,26912.33100864,37298.0442024288,147100.35471768,0,0,0,0,399464.622312336,160421.958566957,NA,0
2012-12-21,73397.2663872,0,0,0,0,0,0,279105.338315059,8844.3705996576,NA,305809.710402269
2012-12-22,31805.48210112,0,0,0,0,137008.23058944,0,0,0,NA,0
2012-12-23,56271.23756352,0,0,0,0,127221.92840448,0,0,0,NA,9309.2199534432
2012-12-24,61164.388656,0,0,0,0,0,0,238149.663671002,109117.269362304,NA,354227.440462358
2012-12-25,73397.2663872,0,0,0,0,0,0,176067.809185162,0,NA,0
2012-12-26,68504.11529472,0,0,48.9315109248,0,0,0,30802.3861271616,71525.6360943264,NA,164140.753397242
2012-12-27,34252.05764736,0,174856.754289773,0,0,0,0,0,40539.7568011968,NA,203628.482713555
2012-12-28,73397.2663872,0,0,0,0,0,0,0,0,NA,170795.438883014
2012-12-29,63610.96420224,0,0,0,0,0,0,140555.765131488,0,NA,384626.14162439
2012-12-30,39145.20873984,0,0,0,0,0,0,766548.817270186,0,NA,86119.459227648
2012-12-31,88076.71966464,0,0,0,0,0,0,1273344.70879607,0,NA,174440.836446912
2013-01-01,48931.5109248,0,0,0,0,0,0,1233074.07530496,0,NA,164018.42461993
2013-01-02,29358.90655488,0,81837.952021728,0,0,0,0,1355745.37319343,146.7945327744,NA,163162.123178746
2013-01-03,18104.659042176,0,0,0,0,298482.21664128,0,1357237.78427664,0,NA,163333.383466982
