"","date","S191_AMMONIA-N_mg/L","days"
"152",1978-07-31,0.14,1947
"153",1978-08-14,0.51,1961
"154",1978-08-28,0.56,1975
"155",1978-09-11,0.39,1989
"156",1978-09-25,0.436666666666667,2003
"157",1978-10-09,0.31,2017
"158",1978-10-23,0.35,2031
"159",1978-11-20,0.25,2060
"160",1978-12-04,0.07,2074
"161",1978-12-19,0.03,2089
"162",1979-01-08,0.23,2109
"163",1979-01-22,0.16,2123
"164",1979-02-05,0.2,2137
"165",1979-02-20,0.1,2152
"166",1979-03-05,0.08,2165
"167",1979-03-19,NA,2179
"168",1979-04-02,0.03,2193
"169",1979-04-16,0.0233333333333333,2207
"170",1979-04-30,0.04,2220
"171",1979-05-14,0.24,2234
"172",1979-05-29,0.14,2249
"173",1979-06-11,0.23,2262
"174",1979-06-25,0.39,2276
"175",1979-07-09,0.59,2290
"176",1979-07-23,0.6,2304
"177",1979-08-06,0.2,2318
"178",1979-08-20,0.49,2332
"179",1979-09-05,0.3,2348
"180",1979-09-18,0.32,2361
"181",1979-10-01,0.26,2374
"182",1979-10-15,0.54,2388
"183",1979-10-29,1.03333333333333,2403
"184",1979-11-13,0.26,2418
"185",1979-11-27,0.03,2432
"186",1979-12-11,0.72,2446
"187",1979-12-27,0.08,2462
"188",1980-01-08,0.11,2474
"189",1980-01-22,0.03,2488
"190",1980-02-05,0.46,2502
"191",1980-02-19,0.18,2516
"192",1980-03-04,0.21,2530
"193",1980-04-02,0.11,2559
"194",1980-04-16,0.09,2573
"195",1980-04-30,0.14,2586
"196",1980-05-13,0.23,2599
"197",1980-05-28,0.05,2614
"198",1980-06-09,0.14,2626
"199",1980-06-25,0.07,2642
"200",1980-07-08,0.02,2655
"201",1980-08-04,0.74,2682
"202",1980-08-20,0.11,2698
"203",1980-09-03,1.54,2712
"204",1980-09-17,1.3,2726
"205",1980-10-01,1.64,2740
"206",1980-10-14,0.28,2753
"207",1980-10-29,0.44,2769
"208",1980-11-12,0.12,2783
"209",1980-12-02,0.4,2803
"210",1980-12-31,0.38,2832
"211",1981-01-14,0.14,2846
"212",1981-01-27,0.00666666666666667,2859
"213",1981-02-11,0.54,2874
"214",1981-02-24,1.46,2887
"215",1981-03-11,0.28,2902
"216",1981-03-24,0.26,2915
"217",1981-04-08,0.13,2930
"218",1981-04-21,0.21,2943
"219",1981-05-06,0.01,2957
"220",1981-05-19,NA,2970
"221",1981-06-02,NA,2984
"222",1981-06-17,0.01,2999
"223",1981-06-30,NA,3012
"224",1981-07-16,NA,3028
"225",1981-07-28,0.03,3040
"226",1981-08-12,0.68,3055
"227",1981-08-25,0.72,3068
"228",1981-09-10,0.64,3084
"229",1981-09-23,0.4,3097
"230",1981-10-06,0.58,3110
"231",1981-10-20,0.05,3124
"232",1981-11-04,0.01,3140
"233",1981-12-02,0.04,3168
"234",1981-12-29,0.0433333333333333,3195
"235",1982-02-24,0.24,3252
"236",1982-03-09,0.52,3265
"237",1982-04-05,0.44,3292
"238",1982-04-19,0.19,3306
"239",1982-05-04,0.24,3320
"240",1982-05-18,0.04,3334
"241",1982-06-01,0.24,3348
"242",1982-07-01,0.41,3378
"243",1982-07-12,0.55,3389
"244",1982-07-27,0.31,3404
"245",1982-08-25,0.48,3433
"246",1982-09-09,0.49,3448
"247",1982-09-21,0.6,3460
"248",1982-10-05,0.29,3474
"249",1982-10-20,0.39,3489
"250",1982-11-01,0.11,3502
"251",1982-11-22,0.41,3523
"252",1982-12-06,0.32,3537
"253",1982-12-22,NA,3553
"254",1983-01-18,0.19,3580
"255",1983-02-01,0.33,3594
"256",1983-02-17,0.13,3610
"257",1983-03-02,0.13,3623
"258",1983-03-15,0.21,3636
"259",1983-03-29,0.15,3650
"260",1983-04-15,0.02,3667
"261",1983-05-12,0.1,3693
"262",1983-06-21,0.31,3733
"263",1983-08-02,0.45,3775
"264",1983-08-30,0.53,3803
"265",1983-09-12,0.65,3816
"266",1983-10-10,0.52,3844
"267",1983-10-25,0.15,3859
"268",1983-11-08,0.35,3874
"269",1983-12-20,0.1,3916
"270",1984-01-04,0.3,3931
"271",1984-01-31,0.13,3958
"272",1984-02-14,0.09,3972
"273",1984-02-29,0.13,3987
"274",1984-04-09,0.14,4027
"275",1984-07-31,0.02,4139
"276",1984-08-13,0.19,4152
"277",1984-09-25,0.31,4195
"278",1984-10-09,0.19,4209
"279",1984-11-06,0.04,4238
"280",1984-12-04,0.27,4266
"281",1985-01-03,0.08,4296
"282",1985-01-15,0.06,4308
"283",1985-02-26,0.05,4350
"284",1985-03-26,0.39,4378
"285",1985-04-23,0.02,4406
"286",1985-05-06,0.05,4418
"287",1985-06-19,0.01,4462
"288",1985-07-30,0.1,4503
"289",1985-08-27,0.5,4531
"290",1985-09-09,0.18,4544
"291",1985-09-24,0.17,4559
"292",1985-10-08,0.43,4573
"293",1985-11-05,0.11,4602
"294",1985-12-03,0.03,4630
"295",1985-12-30,0.02,4657
"296",1986-01-14,0.27,4672
"297",1986-01-28,0.24,4686
"298",1986-02-12,0.01,4701
"299",1986-02-25,0.02,4714
"300",1986-03-11,0.06,4728
"301",1986-03-25,0.3,4742
"302",1986-04-08,0.27,4756
"303",1986-04-22,0.11,4770
"304",1986-05-06,0.05,4783
"305",1986-05-20,0.11,4797
"306",1986-06-04,NA,4812
"307",1986-06-17,0.1,4825
"308",1986-06-23,0.36,4831
"309",1986-07-01,0.42,4839
"310",1986-07-15,0.54,4853
"311",1986-07-29,0.25,4867
"312",1986-08-14,0.31,4883
"313",1986-08-26,0.07,4895
"314",1986-09-09,0.21,4909
"315",1986-09-23,0.43,4923
"316",1986-10-07,0.24,4937
"317",1986-10-21,0.35,4951
"318",1986-11-04,0.3,4966
"319",1986-11-18,0.2,4980
"320",1986-12-03,0.15,4995
"321",1986-12-18,0.23,5010
"322",1987-01-07,0.2,5030
"323",1987-01-22,0.4,5045
"324",1987-02-03,0.11,5057
"325",1987-02-18,0.06,5072
"326",1987-03-03,0.05,5085
"327",1987-03-17,0.08,5099
"328",1987-03-31,0.13,5113
"329",1987-04-14,0.11,5126
"330",1987-04-28,0.01,5140
"331",1987-05-11,0.03,5153
"332",1987-05-26,0.01,5168
"333",1987-06-10,0.03,5183
"334",1987-06-24,NA,5197
"335",1987-07-08,NA,5211
"336",1987-07-21,NA,5224
"337",1987-08-04,0.03,5238
"338",1987-08-18,0.08,5252
"339",1987-09-01,0.03,5266
"340",1987-09-29,0.13,5294
"341",1987-10-13,0.02,5308
"342",1987-10-28,0.09,5324
"343",1987-11-10,0.31,5337
"344",1987-11-12,0.14,5339
"345",1987-11-13,0.06,5340
"346",1987-11-15,0.09,5342
"347",1987-11-17,0.2,5344
"348",1987-11-19,0.05,5346
"349",1987-11-20,0.04,5347
"350",1987-11-21,0.07,5348
"351",1987-11-22,0.22,5349
"352",1987-11-23,0.12,5350
"353",1987-11-24,0.125,5351
"354",1987-11-26,0.08,5353
"355",1987-11-28,0.12,5355
"356",1987-11-30,0.105,5357
"357",1987-12-02,0.13,5359
"358",1987-12-03,0.14,5360
"359",1987-12-06,0.13,5363
"360",1987-12-08,0.14,5365
"361",1987-12-09,0.11,5366
"362",1987-12-10,0.09,5367
"363",1987-12-11,0.09,5368
"364",1987-12-13,0.08,5370
"365",1987-12-14,0.15,5371
"366",1987-12-16,0.05,5373
"367",1987-12-17,0.06,5374
"368",1987-12-18,0.06,5375
"369",1987-12-20,0.08,5377
"370",1987-12-21,0.07,5378
"371",1987-12-22,0.09,5379
"372",1987-12-30,NA,5387
"373",1988-01-01,0.03,5389
"374",1988-01-03,NA,5391
"375",1988-01-05,0.02,5393
"376",1988-01-08,0.07,5396
"377",1988-01-09,NA,5397
"378",1988-01-10,NA,5398
"379",1988-01-13,NA,5401
"380",1988-01-14,0.03,5402
"381",1988-01-15,NA,5403
"382",1988-01-19,0.0166666666666667,5407
"383",1988-01-21,0.03,5409
"384",1988-01-22,0.02,5410
"385",1988-01-23,0.03,5411
"386",1988-01-25,0.06,5413
"387",1988-01-27,0.1,5415
"388",1988-01-29,0.12,5417
"389",1988-02-01,0.07,5420
"390",1988-02-02,0.04,5421
"391",1988-02-11,0.09,5430
"392",1988-02-13,0.13,5432
"393",1988-02-16,0.15,5435
"394",1988-02-17,0.11,5436
"395",1988-02-19,0.12,5438
"396",1988-02-21,0.12,5440
"397",1988-02-23,0.09,5442
"398",1988-02-29,NA,5448
"399",1988-03-01,0.02,5449
"400",1988-03-02,0.01,5450
"401",1988-03-03,0.01,5451
"402",1988-03-07,0.005,5455
"403",1988-03-11,0.07,5459
"404",1988-03-13,NA,5461
"405",1988-03-14,0.02,5462
"406",1988-03-15,NA,5463
"407",1988-03-16,0.2,5464
"408",1988-03-18,0.01,5466
"409",1988-03-19,0.05,5467
"410",1988-03-20,0.03,5468
"411",1988-03-21,0.03,5469
"412",1988-03-22,NA,5470
"413",1988-03-23,NA,5471
"414",1988-03-28,0.05,5476
"415",1988-03-29,NA,5477
"416",1988-04-04,0.11,5482
"417",1988-04-06,0.02,5484
"418",1988-04-07,NA,5485
"419",1988-04-08,NA,5486
"420",1988-04-09,0.005,5487
"421",1988-04-10,NA,5488
"422",1988-04-11,0.01,5489
"423",1988-04-12,NA,5490
"424",1988-04-13,NA,5491
"425",1988-04-14,NA,5492
"426",1988-04-15,NA,5493
"427",1988-04-16,NA,5494
"428",1988-04-17,0.01,5495
"429",1988-04-18,NA,5496
"430",1988-04-19,0.0133333333333333,5497
"431",1988-04-20,NA,5498
"432",1988-04-25,NA,5503
"433",1988-04-26,0.04,5504
"434",1988-04-28,0.07,5506
"435",1988-04-29,0.12,5507
"436",1988-04-30,0.06,5508
"437",1988-05-01,0.07,5509
"438",1988-05-03,0.08,5511
"439",1988-05-04,0.05,5512
"440",1988-05-05,0.045,5513
"441",1988-05-06,0.06,5514
"442",1988-05-07,0.1,5515
"443",1988-05-08,0.11,5516
"444",1988-05-09,0.0225,5517
"445",1988-05-10,0.00333333333333333,5518
"446",1988-05-11,NA,5519
"447",1988-05-16,NA,5524
"448",1988-05-17,0.03,5525
"449",1988-05-18,0.01,5526
"450",1988-05-19,0.03,5527
"451",1988-05-20,NA,5528
"452",1988-05-23,0.14,5531
"453",1988-05-24,NA,5532
"454",1988-05-31,0.25,5539
"455",1988-06-01,0.11,5540
"456",1988-06-02,0.08,5541
"457",1988-06-03,0.03,5542
"458",1988-06-04,0.02,5543
"459",1988-06-05,0.02,5544
"460",1988-06-06,0.01,5545
"461",1988-06-07,0.193333333333333,5546
"462",1988-06-08,0.07,5547
"463",1988-06-09,0.03,5548
"464",1988-06-10,0.12,5549
"465",1988-06-11,0.04,5550
"466",1988-06-12,0.08,5551
"467",1988-06-14,0.04,5553
"468",1988-06-15,NA,5554
"469",1988-06-16,0.08,5555
"470",1988-06-17,0.24,5556
"471",1988-06-18,0.03,5557
"472",1988-06-19,NA,5558
"473",1988-06-20,NA,5559
"474",1988-06-21,0.005,5560
"475",1988-06-29,0.05,5568
"476",1988-06-30,0.085,5569
"477",1988-07-01,0.11,5570
"478",1988-07-02,0.14,5571
"479",1988-07-03,0.09,5572
"480",1988-07-06,0.103333333333333,5575
"481",1988-07-07,0.0633333333333333,5576
"482",1988-07-13,NA,5582
"483",1988-07-15,NA,5584
"484",1988-07-16,0.005,5585
"485",1988-07-17,0.02,5586
"486",1988-07-18,NA,5587
"487",1988-07-19,NA,5588
"488",1988-07-25,NA,5594
"489",1988-07-27,NA,5596
"490",1988-07-29,0.05,5598
"491",1988-07-30,0.025,5599
"492",1988-08-01,0.08,5601
"493",1988-08-02,0.015,5602
"494",1988-08-03,0.025,5603
"495",1988-08-04,NA,5604
"496",1988-08-05,NA,5605
"497",1988-08-06,NA,5606
"498",1988-08-07,NA,5607
"499",1988-08-08,0.04,5608
"500",1988-08-09,0.11,5609
"501",1988-08-10,0.1,5610
"502",1988-08-11,0.05,5611
"503",1988-08-12,NA,5612
"504",1988-08-14,NA,5614
"505",1988-08-15,NA,5615
"506",1988-08-16,0.28,5616
"507",1988-08-17,0.205,5617
"508",1988-08-19,0.19,5619
"509",1988-08-21,0.24,5621
"510",1988-08-22,0.23,5622
"511",1988-08-23,0.25,5623
"512",1988-08-25,0.03,5625
"513",1988-08-27,0.32,5627
"514",1988-08-28,0.27,5628
"515",1988-08-30,0.3,5630
"516",1988-08-31,NA,5631
"517",1988-09-01,NA,5632
"518",1988-09-03,0.08,5634
"519",1988-09-05,0.2,5636
"520",1988-09-07,0.126666666666667,5638
"521",1988-09-08,NA,5639
"522",1988-09-09,0.01,5640
"523",1988-09-10,0.02,5641
"524",1988-09-11,NA,5642
"525",1988-09-12,0.145,5643
"526",1988-09-13,0.14,5644
"527",1988-09-14,NA,5645
"528",1988-09-15,NA,5646
"529",1988-09-19,NA,5650
"530",1988-09-21,NA,5652
"531",1988-09-22,NA,5653
"532",1988-09-23,0.04,5654
"533",1988-09-25,0.07,5656
"534",1988-09-26,NA,5657
"535",1988-09-27,0.01,5658
"536",1988-09-29,NA,5660
"537",1988-10-01,0.05,5662
"538",1988-10-02,0.06,5663
"539",1988-10-03,0.01,5664
"540",1988-10-05,NA,5666
"541",1988-10-07,NA,5668
"542",1988-10-09,0.03,5670
"543",1988-10-11,0,5672
"544",1988-10-13,0.01,5674
"545",1988-10-14,0.02,5675
"546",1988-10-16,NA,5677
"547",1988-10-17,NA,5678
"548",1988-10-19,NA,5680
"549",1988-10-21,NA,5682
"550",1988-10-23,NA,5684
"551",1988-10-25,0.015,5686
"552",1988-10-27,NA,5688
"553",1988-10-28,0.03,5689
"554",1988-11-03,NA,5696
"555",1988-11-04,0.27,5697
"556",1988-11-06,0.24,5699
"557",1988-11-08,0.03,5701
"558",1988-11-10,NA,5703
"559",1988-11-12,0.02,5705
"560",1988-11-14,0.14,5707
"561",1988-11-16,NA,5709
"562",1988-11-18,NA,5711
"563",1988-11-20,NA,5713
"564",1988-11-22,NA,5715
"565",1988-11-23,NA,5716
"566",1988-11-24,NA,5717
"567",1988-11-30,0.2,5723
"568",1988-12-02,0.05,5725
"569",1988-12-04,0.32,5727
"570",1988-12-06,NA,5729
"571",1988-12-20,0.025,5743
"572",1988-12-29,0.12,5752
"573",1989-01-01,0.01,5755
"574",1989-01-02,NA,5756
"575",1989-01-03,0.02,5757
"576",1989-01-04,NA,5758
"577",1989-01-17,0.02,5771
"578",1989-01-18,0.01,5772
"579",1989-01-19,0.02,5773
"580",1989-01-21,NA,5775
"581",1989-01-23,0,5777
"582",1989-01-25,NA,5779
"583",1989-01-27,NA,5781
"584",1989-01-30,NA,5784
"585",1989-01-31,NA,5785
"586",1989-02-06,NA,5791
"587",1989-02-08,NA,5793
"588",1989-02-11,NA,5796
"589",1989-02-14,NA,5799
"590",1989-02-18,0.02,5803
"591",1989-02-21,0.02,5806
"592",1989-02-23,0.07,5808
"593",1989-02-25,0.12,5810
"594",1989-02-28,0.1,5813
"595",1989-03-01,0.1,5814
"596",1989-03-03,0.08,5816
"597",1989-03-05,0.01,5818
"598",1989-03-07,0.01,5820
"599",1989-03-08,0.01,5821
"600",1989-03-15,0.0133333333333333,5828
"601",1989-03-18,1.01,5831
"602",1989-03-20,0.06,5833
"603",1989-03-21,0.02,5834
"604",1989-03-22,0.02,5835
"605",1989-03-24,NA,5837
"606",1989-03-26,0.03,5839
"607",1989-03-27,NA,5840
"608",1989-03-28,0.06,5841
"609",1989-03-31,0.03,5844
"610",1989-04-03,0.005,5846
"611",1989-04-11,0.0366666666666667,5854
"612",1989-04-13,NA,5856
"613",1989-04-16,NA,5859
"614",1989-04-17,NA,5860
"615",1989-04-20,NA,5863
"616",1989-04-24,0.005,5867
"617",1989-04-25,NA,5868
"618",1989-04-26,NA,5869
"619",1989-04-28,NA,5871
"620",1989-05-01,NA,5874
"621",1989-05-02,NA,5875
"622",1989-05-03,NA,5876
"623",1989-05-04,NA,5877
"624",1989-05-08,0.03,5881
"625",1989-05-10,NA,5883
"626",1989-05-12,NA,5885
"627",1989-05-14,0.05,5887
"628",1989-05-16,0.02,5889
"629",1989-05-17,0.04,5890
"630",1989-05-20,0.05,5893
"631",1989-05-21,NA,5894
"632",1989-05-22,NA,5895
"633",1989-05-23,NA,5896
"634",1989-05-31,NA,5904
"635",1989-06-06,0.02,5910
"636",1989-06-09,NA,5913
"637",1989-06-12,NA,5916
"638",1989-06-13,NA,5917
"639",1989-06-19,NA,5923
"640",1989-06-21,NA,5925
"641",1989-06-22,NA,5926
"642",1989-06-23,NA,5927
"643",1989-06-25,NA,5929
"644",1989-06-26,NA,5930
"645",1989-06-28,NA,5932
"646",1989-06-30,NA,5934
"647",1989-07-02,NA,5936
"648",1989-07-03,NA,5937
"649",1989-07-06,0.05,5940
"650",1989-07-07,NA,5941
"651",1989-07-08,NA,5942
"652",1989-07-09,NA,5943
"653",1989-07-10,NA,5944
"654",1989-07-11,NA,5945
"655",1989-07-14,NA,5948
"656",1989-07-15,NA,5949
"657",1989-07-16,NA,5950
"658",1989-07-18,0.12,5952
"659",1989-07-19,0.16,5953
"660",1989-07-20,0.09,5954
"661",1989-07-22,0.11,5956
"662",1989-07-24,0.01,5958
"663",1989-07-25,0.13,5959
"664",1989-07-26,NA,5960
"665",1989-07-28,0.03,5962
"666",1989-07-30,NA,5964
"667",1989-07-31,0.03,5965
"668",1989-08-02,0.005,5967
"669",1989-08-04,NA,5969
"670",1989-08-06,0.02,5971
"671",1989-08-07,0.18,5972
"672",1989-08-14,0.13,5979
"673",1989-08-15,0.05,5980
"674",1989-08-21,0.24,5986
"675",1989-08-28,0.35,5993
"676",1989-08-30,0.32,5995
"677",1989-09-06,0.2,6002
"678",1989-09-12,0.215,6008
"679",1989-09-13,0.33,6009
"680",1989-09-15,0.26,6011
"681",1989-09-17,0.25,6013
"682",1989-09-19,0.38,6015
"683",1989-09-20,0.35,6016
"684",1989-09-22,0.31,6018
"685",1989-09-24,0.28,6020
"686",1989-09-25,0.37,6021
"687",1989-09-27,0.31,6023
"688",1989-09-28,0.32,6024
"689",1989-09-29,0.28,6025
"690",1989-10-01,0.3,6027
"691",1989-10-03,0.19,6029
"692",1989-10-05,0.31,6031
"693",1989-10-07,0.25,6033
"694",1989-10-09,0.27,6035
"695",1989-10-11,0.27,6037
"696",1989-10-13,NA,6039
"697",1989-10-15,0.15,6041
"698",1989-10-17,0.225,6043
"699",1989-10-20,0.24,6046
"700",1989-10-22,0.25,6048
"701",1989-10-24,0.36,6050
"702",1989-10-25,0.3,6051
"703",1989-10-27,0.25,6053
"704",1989-10-29,0.28,6055
"705",1989-10-31,0.38,6058
"706",1989-11-01,0.16,6059
"707",1989-11-03,0.22,6061
"708",1989-11-05,0.07,6063
"709",1989-11-07,0.1,6065
"710",1989-11-08,0.105,6066
"711",1989-11-11,0.06,6069
"712",1989-11-14,0.015,6072
"713",1989-11-16,0.06,6074
"714",1989-11-18,0.02,6076
"715",1989-11-20,0,6078
"716",1989-11-21,0.08,6079
"717",1989-11-24,NA,6082
"718",1989-11-27,0.02,6085
"719",1989-12-04,0.05,6092
"720",1989-12-05,0.035,6093
"721",1989-12-08,0.03,6096
"722",1989-12-11,0.025,6099
"723",1989-12-13,0.05,6101
"724",1989-12-16,0.05,6104
"725",1989-12-18,0.03,6106
"726",1989-12-19,0.03,6107
"727",1989-12-20,0.04,6108
"728",1989-12-21,0.02,6109
"729",1989-12-22,0.02,6110
"730",1989-12-23,0.09,6111
"731",1989-12-24,0.1,6112
"732",1989-12-25,0.07,6113
"733",1989-12-26,0.09,6114
"734",1989-12-28,0.06,6116
"735",1989-12-29,0.06,6117
"736",1989-12-30,0.07,6118
"737",1989-12-31,0.1,6119
"738",1990-01-01,0.07,6120
"739",1990-01-02,0.08,6121
"740",1990-01-03,0.04,6122
"741",1990-01-08,0.07,6127
"742",1990-01-10,0.04,6129
"743",1990-01-12,0.05,6131
"744",1990-01-14,0.09,6133
"745",1990-01-16,0.04,6135
"746",1990-01-22,0.04,6141
"747",1990-01-23,0.04,6142
"748",1990-01-24,0.02,6143
"749",1990-01-25,0.01,6144
"750",1990-01-26,NA,6145
"751",1990-01-27,0.01,6146
"752",1990-01-28,NA,6147
"753",1990-01-29,0.015,6148
"754",1990-01-30,NA,6149
"755",1990-02-05,0.02,6155
"756",1990-02-07,NA,6157
"757",1990-02-09,NA,6159
"758",1990-02-11,NA,6161
"759",1990-02-12,NA,6162
"760",1990-02-13,0.01,6163
"761",1990-02-20,0.01,6170
"762",1990-02-26,0.06,6176
"763",1990-02-27,0.05,6177
"764",1990-02-28,0.05,6178
"765",1990-03-02,0.05,6180
"766",1990-03-04,0.04,6182
"767",1990-03-07,0.02,6185
"768",1990-03-09,0.02,6187
"769",1990-03-11,0.02,6189
"770",1990-03-12,0.005,6190
"771",1990-03-19,0.04,6197
"772",1990-03-27,NA,6205
"773",1990-03-28,0.04,6206
"774",1990-03-30,0.04,6208
"775",1990-04-01,0.04,6210
"776",1990-04-02,0.04,6210
"777",1990-04-10,0.06,6218
"778",1990-04-11,0.05,6219
"779",1990-04-13,0.07,6221
"780",1990-04-15,0.03,6223
"781",1990-04-17,0.03,6225
"782",1990-04-19,0.05,6227
"783",1990-04-21,0.03,6229
"784",1990-04-23,0.04,6231
"785",1990-04-24,0.025,6232
"786",1990-04-30,0.03,6238
"787",1990-05-02,0.04,6240
"788",1990-05-04,0.03,6242
"789",1990-05-06,0.04,6244
"790",1990-05-07,0.05,6245
"791",1990-05-08,0.03,6246
"792",1990-05-09,0.57,6247
"793",1990-05-11,0.06,6249
"794",1990-05-13,0.04,6251
"795",1990-05-14,0.03,6252
"796",1990-05-16,0.04,6254
"797",1990-05-18,0.03,6256
"798",1990-05-20,0.03,6258
"799",1990-05-21,0.03,6259
"800",1990-05-29,0.02,6267
"801",1990-06-04,0.02,6273
"802",1990-06-05,0.04,6274
"803",1990-06-12,0.02,6281
"804",1990-06-18,NA,6287
"805",1990-06-20,NA,6289
"806",1990-06-25,NA,6294
"807",1990-07-02,NA,6301
"808",1990-07-03,NA,6302
"809",1990-07-09,NA,6308
"810",1990-07-16,0.08,6315
"811",1990-07-18,0.1,6317
"812",1990-07-23,0.13,6322
"813",1990-07-30,0.16,6329
"814",1990-08-01,0.02,6331
"815",1990-08-06,0.08,6336
"816",1990-08-13,0.13,6343
"817",1990-08-15,0.18,6345
"818",1990-08-20,0.21,6350
"819",1990-08-27,0.29,6357
"820",1990-08-29,0.26,6359
"821",1990-09-04,0.24,6365
"822",1990-09-12,0.34,6373
"823",1990-09-17,0.56,6378
"824",1990-09-24,0.21,6385
"825",1990-09-25,0.29,6386
"826",1990-10-01,0.15,6392
"827",1990-10-09,0.215,6400
"828",1990-10-16,0.21,6407
"829",1990-10-22,0.27,6413
"830",1990-10-24,0.31,6415
"831",1990-10-31,0.23,6423
