"Date","S133_AMMONIA_N_Ld_mg","S133_P_FLOW_cfd"
"2000-01-24",16.4257440185201,13.1485992855279
"2001-10-08",17.400598662819,13.0160751479466
"2001-10-22",18.6590214252931,13.2893140626584
"2002-01-22",17.3189771597028,13.1864808315163
"2002-05-13",14.3545244249422,10.2491300265335
"2002-07-22",18.6041179647406,13.1028597541959
"2003-08-04",17.8902288303721,13.0460417439135
"2003-08-18",18.2016035180962,12.5491143378275
"2003-09-02",18.2750319569967,12.8723545751245
"2003-12-15",17.5599961293186,12.975028650648
"2004-10-04",18.2873519146258,12.3684580603526
"2004-11-01",17.5452844020132,12.4213204226099
"2004-11-15",16.2665534098895,12.3545304044614
"2004-12-20",17.6184562936257,12.9456274591638
"2005-01-03",17.6710419984819,13.0559214816406
"2005-06-27",18.2196954466552,12.7143639107228
"2005-08-08",15.9498775974946,12.0378545920664
"2005-09-20",17.4005204921007,12.4588780694914
"2005-11-01",17.9793291673777,12.7808321361119
"2008-08-28",19.6305667053042,13.7556359744522
"2008-10-22",17.2400607633369,12.8456116086645
"2008-12-17",17.1106881402533,12.2904065746483
"2010-03-17",16.3528452585106,12.6271518312739
"2010-04-21",16.3554990112327,12.4842980003248
"2010-09-29",18.0607616342414,13.155486855803
"2011-10-19",18.9001436597047,13.4029754344115
"2012-09-05",17.5833299504443,12.9486009622147
"2012-09-20",17.8173057925731,12.3160475820283
"2012-10-17",17.2942638338691,11.9282878188472
"2013-06-05",13.4745299774787,10.8354726478634
"2013-08-07",18.7144824052804,13.2720646947586
"2014-03-17",14.1689322192801,11.7710369464818
"2014-07-07",16.4826643815929,11.9393695993229
"2014-07-21",18.3021983097449,13.3463712521436
"2014-08-18",18.4384860762008,12.9011518091823
"2014-09-08",16.7738282892577,11.5643421364162
"2014-09-22",19.1328051881446,13.7483101253555
"2014-10-06",13.9058082291711,8.64831285714334
"2014-12-01",16.7215204799181,12.5318657378917
"2015-08-31",17.8259779490925,12.7570737468722
"2015-09-28",17.9310669096286,12.4800284560629
"2015-11-23",13.4317190120469,8.66954507724911
"2016-01-20",17.8401277515855,12.6868361570877
"2016-02-15",16.6735962386105,11.7832471103887
"2016-06-06",17.1781324369294,12.9734398175384
"2016-06-20",17.4980392067158,12.7189157136042
"2016-08-15",17.3808153872605,12.926468091007
"2016-09-12",18.1966424016746,12.5062829473505
"2017-02-13",10.6606374490977,7.61611501137423
"2017-09-13",18.6906854982401,13.4384120701935
"2017-09-25",17.8127018643615,11.9377711335094
"2017-10-09",19.0863322914344,13.0824452243279
"2017-10-23",17.9224848212571,12.1510436981271
"2017-11-06",17.7877701603175,12.7125963450837
"2017-11-20",17.8491203819234,12.5864301930185
"2017-12-18",17.4719197382225,13.006011619568
"2018-01-16",16.9268729799956,12.9195397947631
"2018-05-21",19.267104802576,13.3644714691746
"2018-06-04",18.125963971822,12.6536932981505
"2018-06-18",16.9870978546059,12.1996061118239
"2018-07-02",17.3020308106574,12.3967560322189
"2018-07-16",16.7205029924351,12.057063898323
"2018-07-30",16.714680766961,12.6893290762258
"2018-08-27",17.1118009934589,12.4296697663346
"2018-09-10",15.9141896727293,12.7786954568002
"2018-09-24",17.565584428196,12.7135541642764
"2019-08-12",17.7811499981066,12.7249041927583
"2019-08-26",17.0990121978402,11.2612817506743
"2020-06-15",15.4233849428443,10.7789940437029
"2020-07-27",14.1864916189509,11.4139028967111
"2020-08-10",17.7301485437608,12.472653171733
"2020-08-24",16.6629054477079,11.6066596423596
"2020-09-08",18.8103192245057,13.1508370087461
"2020-09-21",19.0435089676648,13.5101194789373
"2020-10-05",19.4462746250823,13.8478526660839
"2020-10-19",18.7239133833919,13.0101805778825
"2020-11-02",17.4740984405732,12.2376564777433
"2020-11-16",18.4797556756936,12.6048249448415
"2020-11-30",17.5354195838073,12.4294741099067
"2020-12-14",16.6384579903937,11.7258031046576
"2020-12-28",16.788806061421,12.7112686175153
"2021-02-08",17.1870642659426,13.1440129981081
"2021-02-22",16.8638068807284,12.7206721543368
"2021-03-08",16.8738952386727,12.5171864119831
"2021-04-19",14.8104433143062,12.7310017726264
"2021-07-12",18.765679547635,12.8823571591467
"2021-07-26",16.9520982127956,11.2383654072863
"2021-08-09",15.4197173220211,11.2765825956296
"2021-09-07",16.594660055287,11.6530176326777
"2021-09-20",16.6274415474698,11.7676291431081
"2021-10-04",16.9768116099978,11.2306084194577
"2021-11-29",15.2592572550784,12.1682148017201
"2022-10-17",17.9859005405177,11.9552152802564
"2022-10-31",18.4483864960161,12.9930653806584
"2022-11-14",18.7210823838133,13.0239888973079
"2022-11-28",16.7751608207312,12.4057129682642
"2022-12-12",17.9308597011276,12.8746138957793
"2023-05-01",15.9900525742333,12.276480507529
