"date","S65E_S_FLOW_cfs","S71_S_FLOW_cfs","S84_S_FLOW_cfs"
2012-02-23,804.52,0,0
2012-02-24,893.5,0,0
2012-02-25,824.7,0,0
2012-02-26,832.48,0,0
2012-02-27,764.5,0,0
2012-02-28,668.34,0,0
2012-02-29,733.2,94.635,0
2012-03-01,764.21,0,0
2012-03-02,943.73,0,0
2012-03-03,555.77,0,0
2012-03-04,599.33,0,0
2012-03-05,702.94,0,0.82
2012-03-06,736.1,0,0
2012-03-07,582.57,0,0
2012-03-08,520,1.885,0
2012-03-09,466.11,0,0
2012-03-10,493.92,0,0
2012-03-11,495.09,0,0
2012-03-12,853.76,0,0
2012-03-13,694.99,0,0
2012-03-14,560.41,0,0
2012-03-15,365.42,0,0
2012-03-16,218.84,0,0
2012-03-17,485.48,0,0
2012-03-18,330.13,0,0
2012-03-19,80.28,0,0.135
2012-03-20,220.78,0,0
2012-03-21,406.79,0,0
2012-03-22,311.49,7.855,0
2012-03-23,36.64,0,0
2012-03-24,197.01,0,0
2012-03-25,180.09,32.36,1.53
2012-03-26,98.63,0,0
2012-03-27,55.74,0,0
2012-03-28,47.12,0,0
2012-03-29,138.36,0,0
2012-03-30,95.23,0,0
2012-03-31,101.38,0,0
2012-04-01,112.78,0,0
2012-04-02,85.19,0,0
2012-04-03,103.39,0,0
2012-04-04,86.34,0,0
2012-04-05,76.71,0,0
2012-04-06,77.52,0,0
2012-04-07,77.52,0,0
2012-04-08,76.58,0,0
2012-04-09,60.36,0,0
2012-04-10,38.45,0,0
2012-04-11,11.7,0,0
2012-04-12,30.68,0,0
2012-04-13,41.93,0,0
2012-04-14,73.1,0,0
2012-04-15,124.42,0,0
2012-04-16,94.34,0,0
2012-04-17,82.21,0,0
2012-04-18,24.27,0,0
2012-04-19,11.31,0,0
2012-04-20,81.05,0,0
2012-04-21,189.59,0,0
2012-04-22,555.93,0,0
2012-04-23,177.98,0,0
2012-04-24,433.2,0,0
2012-04-25,431.1,0,0
2012-04-26,428.65,0,0
2012-04-27,430.28,0,0
2012-04-28,431.76,0,0
2012-04-29,369.32,0,0
2012-04-30,278.63,0,0
2012-05-01,127.73,0,0
2012-05-02,351.76,0,0
2012-05-03,176.7,0,0
2012-05-04,203.37,0,0
2012-05-05,35.02,0,0
2012-05-06,270.57,0,0
2012-05-07,175.79,0,0
2012-05-08,78.26,0,0
2012-05-09,157.68,205.46,0
2012-05-10,75.79,25.42,0
2012-05-11,66.46,76.06,0
2012-05-12,132.97,58.64,0
2012-05-13,94.19,0,0
2012-05-14,81.04,0,0
2012-05-15,196.86,0,0
2012-05-16,171.46,0,0
2012-05-17,72.07,0,0
2012-05-18,184.07,0,0
2012-05-19,461.02,0,0
2012-05-20,258.88,0,0
2012-05-21,419.91,0,0
2012-05-22,443.05,2.475,0
2012-05-23,783.92,0,0
2012-05-24,428.67,0,0
2012-05-25,603.66,0,0
2012-05-26,683.36,0,0
2012-05-27,515.58,0,1.34
2012-05-28,531.61,0,0
2012-05-29,841.43,0,0
2012-05-30,779.19,0,0
2012-05-31,849.28,53.085,0
2012-06-01,974.8,0,22.8
2012-06-02,883.86,0,0
2012-06-03,865.11,131.81,110.28
2012-06-04,785.89,19.15,86.805
2012-06-05,432.17,0,0.235
2012-06-06,139.63,0,0
2012-06-07,249.43,0,0
2012-06-08,140.64,143.835,0
2012-06-09,236.1,212.165,0
2012-06-10,169.82,395.85,0
2012-06-11,223.41,225.21,40.795
2012-06-12,512.91,35.305,94.135
2012-06-13,112.58,0,106.815
2012-06-14,282.2,0,0
2012-06-15,216.31,0,0
2012-06-16,159.77,20.455,0
2012-06-17,179.73,0,0
2012-06-18,181.52,0,0
2012-06-19,176.53,0,0
2012-06-20,137.91,4.295,0
2012-06-21,419.32,0,0
2012-06-22,168.55,29.505,0
2012-06-23,329.64,133.47,0
2012-06-24,353.33,92.475,2.485
2012-06-25,1247.53,961.11,195
2012-06-26,1367.79,1337.48,499.16
2012-06-27,1476.97,1458.135,620.27
2012-06-28,1411.49,1353.775,620.97
2012-06-29,1534.49,1066.55,620.35
2012-06-30,1478.43,844.685,617.36
2012-07-01,1356.74,193.63,234.99
2012-07-02,1360.09,45.545,0
2012-07-03,964.58,222.665,0
2012-07-04,881.73,451.575,0
2012-07-05,830.08,675.765,0
2012-07-06,388.36,657.325,0
2012-07-07,466.99,623.675,0
2012-07-08,363.62,397.42,0
2012-07-09,261.35,236.54,0
2012-07-10,351.52,283.235,0
2012-07-11,293.39,259.21,0
2012-07-12,333.64,305.48,0
2012-07-13,396.68,427.19,95.215
2012-07-14,440.4,422.34,154.405
2012-07-15,371.41,479.59,257.19
2012-07-16,266.59,774.08,258.205
2012-07-17,428.48,944.015,257.64
2012-07-18,752.92,812.935,172.365
2012-07-19,528.26,921.26,0
2012-07-20,532.21,847.245,0
2012-07-21,442.81,491.12,0
2012-07-22,311.75,523.99,0
2012-07-23,667.49,1486.965,35.105
2012-07-24,766.36,1524.815,420.585
2012-07-25,490.13,1493.1,423.27
2012-07-26,522.4,1297.49,422.785
2012-07-27,476.51,1137.215,267.005
2012-07-28,288.72,614.08,211.69
2012-07-29,417.06,236.93,0
2012-07-30,314.91,104.545,0
2012-07-31,255.46,178.77,0
2012-08-01,184.76,466.51,0
2012-08-02,257.86,137.88,0
2012-08-03,302.24,202.375,0
2012-08-04,244.14,56.045,0
2012-08-05,243.74,0,0
2012-08-06,269.54,222.695,0
2012-08-07,282.79,0.715,0
2012-08-08,169.52,0,0
2012-08-09,240.41,0,0
2012-08-10,230.29,0,0
2012-08-11,225.57,79.79,0
2012-08-12,219.03,102.275,0
2012-08-13,279.84,110.7,0
2012-08-14,296.39,168.525,0
2012-08-15,217.4,467.52,0
2012-08-16,299.13,416.22,0
2012-08-17,455.52,484.775,0
2012-08-18,447.89,595.24,0
2012-08-19,400.16,595.6,0
2012-08-20,558.58,537.935,0
2012-08-21,619.66,525.185,0
2012-08-22,538.65,1261.38,950.225
2012-08-23,1201.24,1478.835,1686.94
2012-08-24,1429.33,1275.645,1441.93
2012-08-25,1534.42,874.56,807.335
2012-08-26,1869.05,956.23,787.075
2012-08-27,6293.83,2290.67,2326.535
2012-08-28,10403.68,2212.53,2553.565
2012-08-29,12034.94,1870.64,2531.57
2012-08-30,11688.16,1926.525,2066.645
2012-08-31,11150.13,1687.345,1827.345
2012-09-01,10476.78,1445.435,1807.03
2012-09-02,9304.6,1180.255,1719.75
2012-09-03,8035.53,1255.2,1211.315
2012-09-04,7402.39,1197.4,520.195
2012-09-05,6936.96,1261.08,228.815
2012-09-06,6536.67,1973.805,520.435
2012-09-07,5908.22,2947.945,1102.19
2012-09-08,5674.7,2583.9,1367.03
2012-09-09,6351.21,2147.64,805.84
2012-09-10,6291.33,1663.72,436.885
2012-09-11,6168.97,1119.695,257.595
2012-09-12,5873.84,831.775,220.445
2012-09-13,5536.73,725.245,313.405
2012-09-14,4921.3,661.925,185.19
2012-09-15,5002.44,571.955,157.5
2012-09-16,4974.01,737.735,166.44
2012-09-17,4634.58,818.41,165.51
2012-09-18,3594.99,967.24,191.75
2012-09-19,3693.73,1347.78,187.21
2012-09-20,3850.36,1495.955,186.075
2012-09-21,4568.18,1745.355,247.15
2012-09-22,4683.55,2124.915,443.925
2012-09-23,4727.66,1793.865,467.58
2012-09-24,5340.85,1474.69,342.13
2012-09-25,5293.66,1273.56,313.9
2012-09-26,6206.31,1255.665,290.655
2012-09-27,6415.42,1895.735,298.555
2012-09-28,6109.81,1458.685,332.17
2012-09-29,5040.45,1169.32,331.49
2012-09-30,4386.84,858.29,252.535
2012-10-01,4425.62,636.06,226.9
2012-10-02,4271.87,785.755,213.665
2012-10-03,4222.36,947.265,172.675
2012-10-04,4229.39,894.18,305.48
2012-10-05,4668.15,985.98,400.905
2012-10-06,4504.32,1106.2,393.06
2012-10-07,4663.63,1227.33,411.815
2012-10-08,5686.56,1513.775,383.94
2012-10-09,5789.85,1679.835,308.24
2012-10-10,5826.79,1635.775,250.115
2012-10-11,5515.41,1466.4,322.09
2012-10-12,5115.12,1444.06,320.895
2012-10-13,4034.93,1295.635,157.005
2012-10-14,3712.93,1215.125,113.81
2012-10-15,2952.59,905.405,112.095
2012-10-16,2519.13,447.44,113.74
2012-10-17,2725.66,386.74,107.505
2012-10-18,2672.66,377.5,48.69
2012-10-19,3048.65,618.51,121.31
2012-10-20,2614.14,678.695,171.555
2012-10-21,1604.73,660.665,17.54
2012-10-22,1585.47,484.285,29.845
2012-10-23,1121.26,486.225,58.925
2012-10-24,1580.65,537.3,84.095
2012-10-25,1424.3,693.415,99.225
2012-10-26,1020.16,535.385,108.35
2012-10-27,1133.1,837.69,68.55
2012-10-28,1024.96,786.125,17.2
2012-10-29,868.28,399.155,87.21
2012-10-30,763.27,41.95,59.99
2012-10-31,741.97,0,0
2012-11-01,679.6,0,66.255
2012-11-02,811.29,0,0
2012-11-03,686.6,0,0
2012-11-04,679.22,0,23.115
2012-11-05,572.64,92.52,26.175
2012-11-06,893.78,42.26,0
2012-11-07,917.79,0,0
2012-11-08,779.23,1.245,0
2012-11-09,307.1,0,0
2012-11-10,78.63,0,0
2012-11-11,132.48,0,49.77
2012-11-12,132.59,0,14.845
2012-11-13,160.03,75.37,0
2012-11-14,455.29,63.67,0
2012-11-15,434.59,0.895,0
2012-11-16,407.48,0,0
2012-11-17,461.8,0,0
2012-11-18,246,0,0
2012-11-19,156.58,0,0
2012-11-20,198.23,0,0
2012-11-21,200.58,48.38,0
2012-11-22,202.48,114.86,0
2012-11-23,201.01,90.175,0
2012-11-24,199.49,0,0
2012-11-25,270.61,0,0
2012-11-26,416.58,0,0
2012-11-27,303.42,0,0
2012-11-28,636.44,0,0
2012-11-29,215.07,0,0
2012-11-30,410.77,0,0
2012-12-01,347.65,0,0
2012-12-02,346.33,0,0
2012-12-03,380.84,0,0
2012-12-04,281.21,0,0
2012-12-05,84.02,0,0
2012-12-06,205.71,0,0
2012-12-07,183.48,0,0
2012-12-08,205.67,147.075,0
2012-12-09,391.67,1098.89,209.61
2012-12-10,378.66,1133.835,423.205
2012-12-11,256.94,1039.35,422.405
2012-12-12,661.88,1383.06,1277.065
2012-12-13,1294.34,1427.52,1722.495
2012-12-14,1649.78,1101.23,689.06
2012-12-15,1331.78,470.89,0
2012-12-16,1396.69,298.625,84.675
2012-12-17,1153.33,208.425,0.995
2012-12-18,904.35,193.6,65.99
2012-12-19,863.58,95.275,0
2012-12-20,614.78,163.275,0
2012-12-21,462.15,114.08,75.925
2012-12-22,596.73,0,0
2012-12-23,384.9,0,2.285
2012-12-24,422.29,97.34,93.565
2012-12-25,243.08,71.965,0
2012-12-26,409.8,12.59,0
2012-12-27,557.73,0,0
2012-12-28,331.97,0,0
2012-12-29,213.1,57.45,66.66
2012-12-30,279.66,313.315,0
2012-12-31,338.19,520.46,0
2013-01-01,337.17,504,0
2013-01-02,341.61,554.14,0
2013-01-03,349.33,554.75,0
2013-01-04,350.24,555.99,0
2013-01-05,230.04,465.875,0
2013-01-06,0,356.705,42.81
2013-01-07,306.25,402.025,2.195
2013-01-08,599.93,106.435,0
2013-01-09,409.03,169.99,0
2013-01-10,313.69,0,0
2013-01-11,341.74,0,0
2013-01-12,134.54,0,0
2013-01-13,436.63,0,0
2013-01-14,3.34,0.43,0
2013-01-15,357.57,3.075,0
2013-01-16,202.23,0,0
2013-01-17,344.8,0,56.635
2013-01-18,17.02,0,0
2013-01-19,0,251.3,0
2013-01-20,531.9,0,0
2013-01-21,275.35,189.885,0
2013-01-22,191.81,0,0
2013-01-23,265.6,0,0
2013-01-24,258.44,0,0
2013-01-25,290.08,0,0
2013-01-26,315.99,122.775,0
2013-01-27,314.07,0,0
2013-01-28,225.86,0,0
2013-01-29,285.02,0,0
2013-01-30,242.99,0,0
2013-01-31,420.05,0,0
2013-02-01,133.92,0,0
2013-02-02,360.86,0,0
2013-02-03,328.34,9.965,0
2013-02-04,7.65,29.045,0
2013-02-05,0,0,0
2013-02-06,107.77,39.78,0
2013-02-07,167.73,89.875,0
2013-02-08,201.34,43.72,16.895
2013-02-09,171.88,0,0
2013-02-10,302.47,45.31,0
2013-02-11,208.01,37.58,0
2013-02-12,202.24,13.785,0
2013-02-13,246.07,0.045,0
2013-02-14,266.97,0,0
2013-02-15,262.15,0,0
2013-02-16,226.89,0,0
2013-02-17,393.96,0,0
2013-02-18,153.5,125.415,0
2013-02-19,280.01,334.83,0
2013-02-20,139.41,62.53,0
2013-02-21,166.83,62.45,0
2013-02-22,213.54,25.18,0
2013-02-23,213.07,0,0
2013-02-24,212.2,0,0
2013-02-25,211.16,0,0
2013-02-26,209.78,0,0
2013-02-27,209.75,0,0
2013-02-28,228.09,0,0
2013-03-01,223.13,0,0
2013-03-02,175.73,0,0
2013-03-03,172.26,0,0
2013-03-04,149.86,0,0
2013-03-05,150.71,85.155,0
2013-03-06,194.97,173.42,0
2013-03-07,209.56,0.36,0
2013-03-08,206.85,0,0
2013-03-09,132.91,0,0
2013-03-10,127.17,0,0
2013-03-11,183.25,0,0
2013-03-12,115.7,3.825,0
2013-03-13,148.63,0,0.15
2013-03-14,200.26,0,0
2013-03-15,195.33,0,0
2013-03-16,135.56,0,0
2013-03-17,106.25,0,0
2013-03-18,65.3,0,0.22
2013-03-19,229.54,0,36.05
2013-03-20,230.24,40.855,63.86
2013-03-21,389.41,0,0
2013-03-22,322.93,0,0
2013-03-23,304.89,0,0
2013-03-24,360.58,0,0
2013-03-25,406.36,0,0
2013-03-26,272.58,0,0
2013-03-27,287.76,0,0
2013-03-28,190.63,0,0
2013-03-29,146.99,0,0
2013-03-30,151.4,0,0
2013-03-31,238.91,0,0
2013-04-01,215.24,0,0
2013-04-02,220.83,0,0
2013-04-03,183.87,0,0
2013-04-04,218.21,34.845,9.56
2013-04-05,280.39,0,0
2013-04-06,259.23,0,0
2013-04-07,212.27,7.1,0
2013-04-08,212.8,36.695,0
2013-04-09,213.85,0,0
2013-04-10,215.09,0,0
2013-04-11,158.56,0,0
2013-04-12,137.3,0,0
2013-04-13,128.39,0,0
2013-04-14,121.92,0,0
2013-04-15,172.32,17.885,0
2013-04-16,193.6,0,0.345
2013-04-17,228.14,7.97,0
2013-04-18,228.26,38.67,0
2013-04-19,227.25,37.78,0
2013-04-20,229.02,39.77,0
2013-04-21,228.84,42.49,39.95
2013-04-22,244.64,244.575,15.805
2013-04-23,240.35,128.26,0
2013-04-24,222.37,46.075,0
2013-04-25,187.53,78.93,0
2013-04-26,248.77,27.44,0
2013-04-27,372.69,0,0
2013-04-28,352.76,0,0
2013-04-29,301.64,11.295,0
2013-04-30,285.79,133.045,0
2013-05-01,270.86,118.48,0
2013-05-02,593.7,258.415,28.94
2013-05-03,627.42,138.39,44.175
2013-05-04,742.92,90.795,178.31
2013-05-05,525.87,98.115,177.055
2013-05-06,588.76,0,178.925
2013-05-07,611.95,0,204.72
2013-05-08,705.69,0.045,255.81
2013-05-09,473.91,0,191.605
2013-05-10,771.49,39.215,204.385
2013-05-11,617.97,106.78,259.545
2013-05-12,952.26,144.955,0.01
2013-05-13,794.03,126.585,0
2013-05-14,834.39,134.14,0
2013-05-15,842.43,83.295,0
2013-05-16,969.27,119.875,0
2013-05-17,941.11,67.42,0
2013-05-18,900.82,20.175,0
2013-05-19,1039.23,190.385,0
2013-05-20,670.6,33.73,0
2013-05-21,737.73,119.84,0
2013-05-22,746.47,343.53,0
2013-05-23,942.73,264.91,0
2013-05-24,834.31,165.305,0
2013-05-25,650.8,56.76,0
2013-05-26,576.65,13.455,0
2013-05-27,586.81,56.115,0
2013-05-28,568.89,54.8,0
2013-05-29,466.28,31.16,0
2013-05-30,458.37,0,0
2013-05-31,352.35,0,0
2013-06-01,429.33,0,0
2013-06-02,418.72,47.885,0
2013-06-03,589.21,123.24,0
2013-06-04,267.31,655.145,0
2013-06-05,360.35,320.19,40.31
2013-06-06,1732.36,1602.375,622.365
2013-06-07,1617.8,2005.545,774.26
2013-06-08,1812.28,1575.33,829.225
2013-06-09,1632.74,1668,1050.71
2013-06-10,2259.8,1140.14,958.86
2013-06-11,1764.68,789.31,465.31
2013-06-12,1934.42,732.505,109.17
2013-06-13,1563.87,340.045,0.07
2013-06-14,1708.37,443.31,0
2013-06-15,1603.51,213.05,0
2013-06-16,1448.02,134.215,0
2013-06-17,981.63,60.005,0
2013-06-18,939.66,61.48,0
2013-06-19,1302.86,319.115,612.68
2013-06-20,1595.8,390.16,2180.965
2013-06-21,1773.22,373.45,1520.05
2013-06-22,1714.67,329.13,720.615
2013-06-23,1993.75,453.595,271.37
2013-06-24,1597.11,457.765,182.12
2013-06-25,1595.78,76.825,113.885
2013-06-26,2138.32,602.125,323.38
2013-06-27,1901.75,947.89,437.98
2013-06-28,1962.98,733.445,357.59
2013-06-29,2120.95,700.08,242.34
2013-06-30,3011.19,990.35,271.085
2013-07-01,3317.62,2641.205,1130.84
2013-07-02,4387.35,2694.145,2004.345
2013-07-03,5427.5,2426.51,2377.245
2013-07-04,5940.13,2182.22,2453.08
2013-07-05,6097.71,2006.175,3003.895
2013-07-06,5726.2,1629.64,2811.41
2013-07-07,6137.41,1104.35,1672.22
2013-07-08,6144.76,826.755,133.93
2013-07-09,5502.98,680.195,1.31
2013-07-10,5031.02,638.12,162.815
2013-07-11,5124.53,419.61,98.29
2013-07-12,5115.28,382.38,0.38
2013-07-13,6152.18,684.775,1036.295
2013-07-14,6947.23,514.91,2425.795
2013-07-15,6811,965.21,2722.455
2013-07-16,6594.21,1140.995,3013.935
2013-07-17,6516.33,1225.785,2680.27
2013-07-18,6377.72,1303.62,2124.96
2013-07-19,6801.64,1048.74,1737.22
2013-07-20,6644.94,903.49,1447.425
2013-07-21,6926.5,1117.78,1374.89
2013-07-22,7414.29,1288.935,1764.72
2013-07-23,7274.83,909.78,1747.56
2013-07-24,7487.03,648.095,1577.145
2013-07-25,7005.88,672.02,1523.41
2013-07-26,8643.93,797.345,2116.825
2013-07-27,9437.97,966.78,2119.15
2013-07-28,9091.18,1506.36,2004.605
2013-07-29,9148.8,1227.91,1995.49
2013-07-30,9351.01,951.435,1934.025
2013-07-31,9403.54,852.795,1444.235
2013-08-01,9028.04,786.625,985.44
2013-08-02,8822.67,510.27,852.14
2013-08-03,8524.66,536.815,467.355
2013-08-04,8585.7,660.005,108.835
2013-08-05,7958.58,1127.81,935.945
2013-08-06,7341.45,2436.92,1466.71
2013-08-07,6851.33,1688.675,1802.055
2013-08-08,6278.79,1109.28,1835.245
2013-08-09,5796.17,854.945,1654.755
2013-08-10,5287.93,924.895,1409.06
2013-08-11,5593.51,620.41,1045.64
2013-08-12,5662.07,582.245,829.18
2013-08-13,5485.43,366.88,435.29
2013-08-14,4832.6,205.38,166.92
2013-08-15,4275.24,236.425,180.275
2013-08-16,4319.85,340.605,88.84
2013-08-17,3887.83,218.18,156.49
2013-08-18,2912.37,248.815,2.14
2013-08-19,2894.57,271.35,130.385
2013-08-20,2777.07,66.755,3.195
2013-08-21,2767.27,42.085,74.78
2013-08-22,2915.12,163.58,440.995
2013-08-23,2988.27,127.885,630.465
2013-08-24,2357.02,153.86,615.075
2013-08-25,2513.98,125.82,501.535
2013-08-26,2346.94,145.09,238.29
2013-08-27,2565.53,79.465,213.505
2013-08-28,3220.54,110.66,236.98
2013-08-29,3281.57,302.08,146.59
2013-08-30,3062.12,205.41,132.78
2013-08-31,3006.49,148.445,72.94
2013-09-01,3159.71,210.335,239.895
2013-09-02,2913.91,287.605,836.15
2013-09-03,2992.1,644.465,866.115
2013-09-04,3011.81,307.985,842.12
2013-09-05,2519.97,405.53,800.07
2013-09-06,2824.98,262.145,475.8
2013-09-07,3174.91,297.315,0
2013-09-08,2959,389.475,0.02
2013-09-09,3074.19,63.91,93.355
2013-09-10,2881.32,63.98,0.62
2013-09-11,2749.08,60.375,0.93
2013-09-12,2886.5,300.465,51.015
2013-09-13,2854.32,459.225,74.51
2013-09-14,2643.52,348.315,2.085
2013-09-15,2186.27,336.355,0.06
2013-09-16,2430.46,761.76,0.15
2013-09-17,2730.47,962.18,303.69
2013-09-18,2999.83,1408.97,1081.88
2013-09-19,3638.36,1363.855,1618.18
2013-09-20,3576.18,1127.565,1903.765
2013-09-21,2971.8,695.3,1913.145
2013-09-22,2333.27,581.07,1760.24
2013-09-23,1793.96,596.095,1649.14
2013-09-24,2224.41,675.85,1805.04
2013-09-25,1758.49,786.17,1786.81
2013-09-26,1900.52,619.005,990.02
2013-09-27,2035.43,567.76,215.755
2013-09-28,2398.16,374.185,0
2013-09-29,2528.89,409.485,0
2013-09-30,2855.26,357.82,0
2013-10-01,2890.7,129.735,0
2013-10-02,2842.12,142.98,0
2013-10-03,1989.17,68.435,0
2013-10-04,2334.37,103.805,91.475
2013-10-05,2169.43,139.715,467.52
2013-10-06,1782.19,154.59,716.315
2013-10-07,1475.65,58.535,497.05
2013-10-08,936.99,229.325,288.21
2013-10-09,854.52,440.705,157.215
2013-10-10,552.74,437.445,0
2013-10-11,520.9,186.41,0
2013-10-12,584.64,108.045,0
2013-10-13,513.86,69.19,0
2013-10-14,383.49,141.505,0
2013-10-15,360.14,72.515,0
2013-10-16,321.49,99.135,0
2013-10-17,309.01,35.5,0
2013-10-18,329.09,0,0
2013-10-19,364.98,9.675,70.255
2013-10-20,372.34,119.06,121.835
2013-10-21,613.86,84.08,0
2013-10-22,367.45,67.355,0
2013-10-23,312.44,0,0
2013-10-24,335.04,0,0
2013-10-25,460.65,0,0
2013-10-26,284.5,0,0
2013-10-27,408.35,0,0
2013-10-28,369.17,0,0
2013-10-29,409,0,0
2013-10-30,293.26,0,0
2013-10-31,271.74,0,0
2013-11-01,265.74,0,0
2013-11-02,285.13,0,58.925
2013-11-03,278.24,0,259.065
2013-11-04,263.98,0,245.355
2013-11-05,293.25,0,0.08
2013-11-06,286.93,0,0
2013-11-07,274.01,0,1.6
2013-11-08,252.04,0,0.01
2013-11-09,235.69,0,0
2013-11-10,305.79,0,1.15
2013-11-11,285.79,0,0.15
2013-11-12,285.03,0,0
2013-11-13,272.75,0,131.32
2013-11-14,249.41,0.08,162.06
2013-11-15,290.68,0,0
2013-11-16,313.97,61.88,0
2013-11-17,328.98,0,0
2013-11-18,330.19,0,0
2013-11-19,330.55,0,199.18
2013-11-20,329.43,0,0
2013-11-21,326.58,0,0.28
2013-11-22,290.9,0,330.32
2013-11-23,292.47,0,323.65
2013-11-24,373.24,0,205.76
2013-11-25,370.18,0,74.455
2013-11-26,330.51,0,0
2013-11-27,319.51,0,0
2013-11-28,272.68,38.74,0
2013-11-29,243.9,0,0
2013-11-30,246.32,0,0
2013-12-01,213.99,0,0
2013-12-02,190.94,0,0
2013-12-03,271.93,0,0
2013-12-04,199.57,0,0
2013-12-05,198.12,0,124.115
2013-12-06,239.28,0,0
2013-12-07,232.54,0,0
2013-12-08,199.8,0,0
2013-12-09,223.31,0,0
2013-12-10,240.78,0,0
2013-12-11,241.96,0,0.17
2013-12-12,225.28,0,0
2013-12-13,108.62,0,0
2013-12-14,196.73,0,0
2013-12-15,210.84,0,0
2013-12-16,200.3,0,0
2013-12-17,304.78,0,0
2013-12-18,250.39,0,0
2013-12-19,245.28,0,0
2013-12-20,241.96,0,0
2013-12-21,225.86,0,0
2013-12-22,216.26,0,0
2013-12-23,244.81,0,0
2013-12-24,262.92,59.695,0
2013-12-25,237.68,0,0
2013-12-26,214.53,0,0
2013-12-27,215.11,0,0
2013-12-28,213.52,70.855,0
2013-12-29,213.35,0,0
2013-12-30,246.88,0,0
2013-12-31,270.68,0,0
2014-01-01,267.78,0,0
2014-01-02,265.19,0,0
2014-01-03,259.24,0,0
2014-01-04,191.61,0,0
2014-01-05,236.3,0,0
2014-01-06,199.69,0,0
2014-01-07,206.46,70.7,0
2014-01-08,282.74,64.825,0
2014-01-09,314.22,44.345,0
2014-01-10,312.9,7.29,0
2014-01-11,311.68,0,0
2014-01-12,313.33,0,0
2014-01-13,277.1,0,0
2014-01-14,257.85,0,0
2014-01-15,259.43,0,0
2014-01-16,262.81,0,0
2014-01-17,262.1,0,0
2014-01-18,263.77,55.565,0
2014-01-19,260.86,0,0
2014-01-20,286.09,0,0
2014-01-21,308.05,2.72,0
2014-01-22,250.6,0.555,0
2014-01-23,291.18,12.655,0
2014-01-24,298.66,9.29,0
2014-01-25,292.28,52.68,0
2014-01-26,256.25,0,0
2014-01-27,219.54,0,0
2014-01-28,244.37,0,0
2014-01-29,365.43,0,0
2014-01-30,311.61,130.61,0
2014-01-31,707.81,253.21,0
2014-02-01,325.9,140.63,1.25
2014-02-02,397.06,0,244.665
2014-02-03,530.52,3.965,339.805
2014-02-04,176.09,0,0.59
2014-02-05,1033.73,0,0
2014-02-06,1102.27,0,0
2014-02-07,980.39,0,0.54
2014-02-08,1141.82,128.59,0.22
2014-02-09,1246.54,0,0.71
2014-02-10,1223.66,0,1.16
2014-02-11,1221.98,0,0
2014-02-12,1603.94,0,85.785
2014-02-13,1384.22,98.04,0.69
2014-02-14,1643.28,172.155,0
2014-02-15,1236.01,0,0.86
2014-02-16,1358.12,0,0.02
2014-02-17,1226.82,0,1.645
2014-02-18,1334.34,0,1.06
2014-02-19,1354.9,0,0
2014-02-20,1517.72,0,0
2014-02-21,1288.31,0,0
2014-02-22,1114.08,0,0
2014-02-23,1129.2,0,0.01
2014-02-24,1064.36,0,0.45
2014-02-25,1030.16,0,1.86
2014-02-26,1394.25,0,0.75
2014-02-27,1117.83,0,0
2014-02-28,1084.04,0,0
2014-03-01,1085.98,0,0
2014-03-02,1079.26,0,0
2014-03-03,1159.88,0,0.09
2014-03-04,1177.57,0,0.01
2014-03-05,1006.59,0,0
2014-03-06,733.07,95.03,0.12
2014-03-07,886.12,51.525,0.56
2014-03-08,765.61,0,0
2014-03-09,551.29,0,0
2014-03-10,607.52,9.475,0
2014-03-11,590.45,0,0
2014-03-12,596.05,0,0
2014-03-13,528.26,0.045,0
2014-03-14,454.59,0,0
2014-03-15,598.99,0,0
2014-03-16,634.19,0,106.1
2014-03-17,633.72,245.465,100.36
2014-03-18,889.31,0,0.14
2014-03-19,1100.75,0,0
2014-03-20,978.96,0,0.19
2014-03-21,883.46,0,0
2014-03-22,875.45,0,0
2014-03-23,946.83,0,0
2014-03-24,1095.94,0,0
2014-03-25,1364.93,0,0
2014-03-26,1063.66,0,0
2014-03-27,1011.17,0,0
2014-03-28,1252.91,0,0
2014-03-29,993.34,87.01,0
2014-03-30,820.83,145.02,0.38
2014-03-31,978.86,0,0.09
2014-04-01,973.07,0,0
2014-04-02,1201.82,0,0
2014-04-03,1057.05,0,0
2014-04-04,1219.79,0,0
2014-04-05,1309.81,0,0
2014-04-06,1268.74,0,0
2014-04-07,1272.24,0,0
2014-04-08,1333.73,0.085,0
2014-04-09,1272.96,0,0
2014-04-10,1262.28,0,0
2014-04-11,1279.17,0,0
2014-04-12,1455.42,0,0
2014-04-13,1190.71,0,0
2014-04-14,1316.58,0,0
2014-04-15,1262.17,0,0
2014-04-16,1299.54,0,0
2014-04-17,1245.39,0,0
2014-04-18,1230.69,0,0
2014-04-19,1250.98,0,0
2014-04-20,1252.09,0,0
2014-04-21,1153.78,0,0
2014-04-22,1127.81,0,0
2014-04-23,1127.49,0,0
2014-04-24,1124.87,0.16,0
2014-04-25,1101.32,0,0
2014-04-26,1072.73,0,0
2014-04-27,854.61,0,0
2014-04-28,501.91,0.07,0
2014-04-29,480.35,0,0
2014-04-30,481.84,0,0
2014-05-01,443.76,0,0
2014-05-02,923.15,15.83,0
2014-05-03,1163.79,410.565,37.95
2014-05-04,1477.86,396.375,136.13
2014-05-05,975.21,200.59,0
2014-05-06,1189.69,0,0.64
2014-05-07,1220.54,0,0.99
2014-05-08,1219.85,0,0
