"date","S65E_S_FLOW_cfs","S71_S_FLOW_cfs","S84_S_FLOW_cfs"
2004-12-30,1039.35,531.72,134.35
2004-12-31,1176.57,276.36,52.83
2005-01-01,1174.27,294.99,256.505
2005-01-02,1323.2,310.71,41.765
2005-01-03,1275.91,343.78,86.995
2005-01-04,1024.08,81.54,233.6
2005-01-05,1016.66,129.255,82.86
2005-01-06,1150.62,62.05,22.12
2005-01-07,949.61,170.285,250.72
2005-01-08,969.36,270.02,12.225
2005-01-09,988.42,150.16,249.72
2005-01-10,986.55,0,2.07
2005-01-11,965.34,169.6,243.615
2005-01-12,986.76,72.6,0
2005-01-13,694.95,53.285,77.265
2005-01-14,1128.97,348.42,151.88
2005-01-15,1125.25,638.225,306.845
2005-01-16,942.09,314.805,663.38
2005-01-17,1017.49,574.8,778.04
2005-01-18,845.84,373.25,482.475
2005-01-19,692.55,0,0
2005-01-20,786.81,0,0.12
2005-01-21,945.69,175.2,0.005
2005-01-22,861.73,0,1.16
2005-01-23,949.19,0,2.53
2005-01-24,888.31,57.635,304.805
2005-01-25,908.47,148.95,155.13
2005-01-26,663.49,17.755,0
2005-01-27,876.88,0,0
2005-01-28,808.15,75.19,0
2005-01-29,790.54,0,0
2005-01-30,848.21,0,0
2005-01-31,945.32,0,0
2005-02-01,875.5,0,0
2005-02-02,788.88,0,0
2005-02-03,857.73,0,0
2005-02-04,857.23,0,0
2005-02-05,869.1,34.5,0
2005-02-06,828.49,5.26,0
2005-02-07,662.01,0,0
2005-02-08,697.84,0,0
2005-02-09,889.04,0,0
2005-02-10,893.69,0,0
2005-02-11,811.18,0,0
2005-02-12,766.53,83.695,0
2005-02-13,830.35,0,0
2005-02-14,816.16,72.145,0.14
2005-02-15,408.45,0,0
2005-02-16,0,10.315,0.4
2005-02-17,280.23,46.3,2.745
2005-02-18,823.71,97.665,0.4
2005-02-19,810.03,0,0
2005-02-20,796,29.975,0
2005-02-21,859.98,0,0
2005-02-22,814.23,0,0.13
2005-02-23,819.49,0,0
2005-02-24,841.96,0,0.835
2005-02-25,828.61,25.635,0.6
2005-02-26,933.83,0,0
2005-02-27,1248.91,443.47,166.78
2005-02-28,1440.08,313.365,62.43
2005-03-01,1071.01,353.44,0.005
2005-03-02,160.52,533.505,2.7
2005-03-03,627.91,276.265,5.16
2005-03-04,1288.71,442.355,195.13
2005-03-05,1430.1,356.915,0
2005-03-06,1279.72,283.28,0
2005-03-07,1175.97,247.725,0
2005-03-08,1140.38,230.73,241.23
2005-03-09,1085.82,130.495,226.535
2005-03-10,1387.65,800.1,59.82
2005-03-11,1471.91,548.37,80.66
2005-03-12,1200.62,572.99,1.39
2005-03-13,1054.66,526.605,6.74
2005-03-14,1322.74,525.735,7.85
2005-03-15,2029.49,604.205,8.4
2005-03-16,1649.42,387.18,197.305
2005-03-17,2037.31,1067.92,241.36
2005-03-18,2449.55,1669.51,517.215
2005-03-19,2131.9,1166.01,371.13
2005-03-20,2535.22,1031.67,281.295
2005-03-21,3185.83,981.15,392.695
2005-03-22,3847.96,812.05,308.81
2005-03-23,4555.31,749.825,372.715
2005-03-24,3832.12,606.335,181.51
2005-03-25,3784.85,589.105,464.1
2005-03-26,3947.24,824.175,183.945
2005-03-27,3994.7,479.98,239.61
2005-03-28,3830.25,302.6,249.82
2005-03-29,4245.75,318.3,339.145
2005-03-30,4279.59,273.835,132.23
2005-03-31,3848.1,0,154.51
2005-04-01,3914.98,78.725,0
2005-04-02,4164.93,3.7,1.15
2005-04-03,4329.45,553.32,1.51
2005-04-04,3764.05,269.455,1.81
2005-04-05,3680.58,85.475,0.74
2005-04-06,3852.8,1.07,0.02
2005-04-07,4662.31,352.66,0.35
2005-04-08,4963.8,270.19,0.44
2005-04-09,3359.25,370.44,0.35
2005-04-10,3182.28,454.315,0
2005-04-11,2807.58,412.545,0
2005-04-12,2387.27,342.495,0
2005-04-13,1972.9,425.765,0
2005-04-14,2288.82,373.89,0
2005-04-15,3389.87,162.185,0
2005-04-16,2955.69,470.43,0
2005-04-17,2829.32,514.98,0
2005-04-18,2940.41,316.94,0
2005-04-19,3028.81,346,0
2005-04-20,2818.9,34.87,0
2005-04-21,2580.52,0,0
2005-04-22,2400.03,35.035,0
2005-04-23,2275.44,0,0
2005-04-24,2107.09,0,0
2005-04-25,1874.13,93.385,0
2005-04-26,1556.95,0,0
2005-04-27,2104.73,240.98,0
2005-04-28,1848.13,0,0
2005-04-29,1430.91,55.235,0
2005-04-30,1211.42,0,0
2005-05-01,1272.79,54.85,0
2005-05-02,1230.84,0,0
2005-05-03,1305.48,220.595,71.44
2005-05-04,1651.73,1072.635,242.39
2005-05-05,1852.4,864.855,502.18
2005-05-06,1881.89,527.23,225.65
2005-05-07,1559.75,556.57,197.29
2005-05-08,1741.44,611.095,3.82
2005-05-09,2178.76,619.87,5.82
2005-05-10,2248.5,828.365,4.6
2005-05-11,2361.61,694.725,3.15
2005-05-12,1857.82,565.185,0.68
2005-05-13,1258.2,NA,0
2005-05-14,1871.49,450.315,0
2005-05-15,1931.91,318.915,0
2005-05-16,1489.27,0,0
2005-05-17,1445.22,73.695,0
2005-05-18,1603.54,66.945,0
2005-05-19,1433.12,71.03,0
2005-05-20,1406.58,0,0
2005-05-21,1251.21,0,0
2005-05-22,1136.81,0,0
2005-05-23,1255.42,10.36,0
2005-05-24,1201.34,0,0
2005-05-25,1187.4,138.17,0
2005-05-26,1176.56,175.62,20.82
2005-05-27,1308.25,118.375,35.57
2005-05-28,1244.08,4.14,0.05
2005-05-29,1084.47,0,1.17
2005-05-30,991.88,178.005,196.88
2005-05-31,1676.27,729.35,184.71
2005-06-01,1681.1,1699.16,1659.89
2005-06-02,3510.28,2270.415,2438.695
2005-06-03,5019.35,2050.915,2925.015
2005-06-04,7145.18,2129.55,3636.03
2005-06-05,7504.64,1565.475,3338.635
2005-06-06,7555.32,1477.705,3360.18
2005-06-07,6977.55,1289.45,3620.92
2005-06-08,6270.23,1489.955,3332.015
2005-06-09,5816.34,1167.39,3236.485
2005-06-10,4804.59,1093.145,3200.925
2005-06-11,4830.08,1617.575,3217.82
2005-06-12,4456.83,1561.02,3259.915
2005-06-13,3931.03,NA,3096.855
2005-06-14,3442.94,963.66,2225.205
2005-06-15,3342.5,1062.42,1034.2
2005-06-16,3342.72,1005.775,1189.21
2005-06-17,3101.1,916.995,1170.16
2005-06-18,3037.79,808.96,1104.78
2005-06-19,2669.92,580.46,987.3
2005-06-20,3472.78,543.725,1067.4
2005-06-21,3987.17,0,1111.19
2005-06-22,4427.44,302.105,967.78
2005-06-23,5298.93,165.855,984.49
2005-06-24,4723.16,490.175,1225.24
2005-06-25,5768.45,252.475,1120.58
2005-06-26,6327.45,226.435,1121.95
2005-06-27,7131,224.18,1117.07
2005-06-28,7217.51,209.255,1104.34
2005-06-29,8000.67,753.355,1579.16
2005-06-30,8384.67,653.75,2796.77
2005-07-01,10466.55,1979.2,3136.93
2005-07-02,10902.41,2032.435,2985.68
2005-07-03,10439.08,1840.745,2759.61
2005-07-04,10420.65,1714.54,2787.85
2005-07-05,10021.9,1455.93,2739.3
2005-07-06,9750.86,960.035,2606.885
2005-07-07,10354.54,950.16,2031.125
2005-07-08,10534.11,712.165,979.915
2005-07-09,10857.55,818.085,531.44
2005-07-10,11160.35,1359.375,777.34
2005-07-11,11042.98,356.59,728.03
2005-07-12,10800.23,1006.045,646.02
2005-07-13,10653.37,876.225,888.87
2005-07-14,10453.76,710.05,1115.21
2005-07-15,10174.19,714.845,1125.71
2005-07-16,10027.87,727.05,1118.21
2005-07-17,9744.69,613.12,1110.25
2005-07-18,9634.58,620.605,1115.06
2005-07-19,9281.47,605.56,1115.89
2005-07-20,8496.07,594.13,1112.58
2005-07-21,8062.52,324.01,569.55
2005-07-22,7261.37,585.355,530.18
2005-07-23,6153.2,561.615,440.93
2005-07-24,4890.53,437.22,272.63
2005-07-25,4532.84,206.585,161.71
2005-07-26,4479.16,186.365,62.59
2005-07-27,4254.34,89.275,0.42
2005-07-28,4508.86,407.275,4.83
2005-07-29,4241.46,407.615,311.5
2005-07-30,3834.09,246.52,506.42
2005-07-31,3482.64,408.955,440.23
2005-08-01,3519.67,487.83,557.82
2005-08-02,3375.74,121.835,636.14
2005-08-03,2920.45,711.465,696.5
2005-08-04,2949.47,502.585,765.84
2005-08-05,3368.5,1224.13,649.46
2005-08-06,3275.87,849.515,839.81
2005-08-07,2965.77,1044.42,832.39
2005-08-08,2736.18,1076.67,938.82
2005-08-09,2685.41,785.29,673.94
2005-08-10,2898.61,1112.375,774.69
2005-08-11,2768.24,976.19,792.73
2005-08-12,2489.33,381.97,364.13
2005-08-13,3197.1,173.57,160.37
2005-08-14,2906.59,262.635,125.45
2005-08-15,2956.96,544.305,0.28
2005-08-16,3175.74,628.34,4.82
2005-08-17,2455.5,671.16,54.4
2005-08-18,2626.05,412.915,154.36
2005-08-19,2689.04,461.32,0
2005-08-20,2739.9,508.635,0
2005-08-21,2783.27,526.055,0
2005-08-22,2662.65,330,269.16
2005-08-23,2457.41,482.44,1315.03
2005-08-24,2402.73,132.195,2059.08
2005-08-25,2647.36,621.79,1742.8
2005-08-26,2633.5,477.3,762.47
2005-08-27,2835.62,62.67,0
2005-08-28,2871.27,31.005,0
2005-08-29,3124.56,298.405,0
2005-08-30,3399.12,232.515,0
2005-08-31,3564,27.6,160.505
2005-09-01,3819.18,81.26,0
2005-09-02,3947.34,75.86,0.01
2005-09-03,4349.91,0,0
2005-09-04,4372.64,89.385,0
2005-09-05,4241.4,481.66,0
2005-09-06,4272.77,742.12,849.8
2005-09-07,4173.54,462.97,1912.75
2005-09-08,3967.06,416.46,1220.75
2005-09-09,3874.35,247.88,217.35
2005-09-10,3635.61,0,0
2005-09-11,3532.39,0,0
2005-09-12,3448.72,218.865,61.19
2005-09-13,3283.37,0,0
2005-09-14,3146.17,0,0
2005-09-15,2864.79,0,0
2005-09-16,2618.66,0,0
2005-09-17,2356.2,0,0
2005-09-18,2510.14,112.795,0
2005-09-19,2211.12,0,0
2005-09-20,1973.21,49.865,0
2005-09-21,2177.81,0,0
2005-09-22,2293.05,0,0
2005-09-23,1883.46,0,0
2005-09-24,1637.76,0,0
2005-09-25,1428.97,0,0
2005-09-26,1494.9,0,0
2005-09-27,1449.31,0,0
2005-09-28,1266.48,0,0
2005-09-29,1528.6,259.385,0
2005-09-30,1685.66,28.59,0
2005-10-01,1372.93,0,0
2005-10-02,1292.76,0,0
2005-10-03,1283.13,0,0
2005-10-04,1263.16,364.02,0
2005-10-05,1279.66,1090.61,196.11
2005-10-06,1133.37,546.915,529.02
2005-10-07,1235.44,691.345,443.73
2005-10-08,1210.43,685.09,446.61
2005-10-09,1354.72,126.23,36.38
2005-10-10,1063.85,0,0
2005-10-11,1091.17,146.44,0
2005-10-12,1135.28,670.75,0
2005-10-13,1253.6,499.455,0
2005-10-14,1184.94,323.25,0
2005-10-15,1129.26,309.25,0
2005-10-16,944.15,426.5,0
2005-10-17,933.19,255.065,0
2005-10-18,1011.57,227,0
2005-10-19,998.82,353.545,0
2005-10-20,906.78,453.14,0
2005-10-21,874.52,456.38,0.12
2005-10-22,848.83,533.34,1240.155
2005-10-23,1164.71,524.285,2410.07
2005-10-24,4436.34,3024.38,3778.06
2005-10-25,4623.97,3689.015,4584.37
2005-10-26,7768.7,3117.71,4578.13
2005-10-27,9561.12,2432.11,4315.045
2005-10-28,10322.19,1790.105,3607.01
2005-10-29,10412.82,1458.4,1290.21
2005-10-30,10441.34,1215.29,461.92
2005-10-31,10118.27,803.43,221.23
2005-11-01,10486.65,448.79,217.065
2005-11-02,10867.02,2030.015,632.135
2005-11-03,10726.7,1441.885,563.21
2005-11-04,9857.63,1486.97,912.73
2005-11-05,9041.79,1166.56,799.04
2005-11-06,7618.11,983.44,807.03
2005-11-07,6099.38,1038.92,804.44
2005-11-08,6125.88,1031.695,595.75
2005-11-09,5064.67,613.165,50.55
2005-11-10,5371.15,552.305,483.39
2005-11-11,4993.07,531.375,769.21
2005-11-12,4281.39,522.44,669.32
2005-11-13,4398.52,495.79,675.06
2005-11-14,4079.14,401.515,675.87
2005-11-15,3736.83,422.31,552.73
2005-11-16,3633.65,350.605,0.59
2005-11-17,3394.58,206.375,214.28
2005-11-18,3105.86,504.975,210.72
2005-11-19,3152.06,937.035,347.11
2005-11-20,3173.83,305.055,259.34
2005-11-21,3090.72,407.165,409.46
2005-11-22,2884.02,736.25,520.48
2005-11-23,2812.38,831.275,423.29
2005-11-24,2653.71,798.58,429.55
2005-11-25,2166.57,581.465,502.06
2005-11-26,2211.03,263.605,498.93
2005-11-27,2171.87,69.72,272.89
2005-11-28,2055.45,56.825,42.5
2005-11-29,2219.17,831.22,337.89
2005-11-30,2196.56,661.715,876.87
2005-12-01,1867.34,599.555,843.74
2005-12-02,1717.41,556.005,908.24
2005-12-03,2048.2,203.355,325.605
2005-12-04,1886.25,394.2,356.69
2005-12-05,1806.94,0,278.21
2005-12-06,1936.72,51.305,16.79
2005-12-07,1958.42,2.115,484.26
2005-12-08,1690.41,0,473.02
2005-12-09,1555.82,60.76,476.79
2005-12-10,1549.28,424.045,646.56
2005-12-11,1626.72,162.855,797.41
2005-12-12,1753.05,121.81,395.66
2005-12-13,1509.14,208.81,0
2005-12-14,1539.78,0,0
2005-12-15,1513.18,63.015,0
2005-12-16,1516.77,5.665,0
2005-12-17,1548.51,73.25,0
2005-12-18,1709.73,109.775,0
2005-12-19,1808.44,164.975,0
2005-12-20,1609.3,433.585,252.99
2005-12-21,1487.67,567.945,136.54
2005-12-22,1695.41,567.795,370.04
2005-12-23,1596.65,328.04,294.61
2005-12-24,1369.52,287.925,221.4
2005-12-25,1513.08,135.675,146.95
2005-12-26,1551.97,72.28,37.85
2005-12-27,1451.27,0,219.49
2005-12-28,1427.58,154.145,0.59
2005-12-29,1528.14,5.72,2.21
2005-12-30,1509.72,309.765,0
2005-12-31,1536.48,0,0
2006-01-01,1621.15,11.015,0
2006-01-02,1554.48,73.225,0
2006-01-03,1492.62,0,0
2006-01-04,1440.14,0,9.35
2006-01-05,1350.31,62.765,30.96
2006-01-06,1237.74,263.59,3.51
2006-01-07,1336.51,0,2.47
2006-01-08,1511.38,80.565,127.14
2006-01-09,1440.25,263.465,56.145
2006-01-10,1190.51,0,0
2006-01-11,1298.31,0,0
2006-01-12,1419.98,59.1,0
2006-01-13,1255.93,98.145,0
2006-01-14,1338.24,0,0.67
2006-01-15,1304.19,53.475,360.82
2006-01-16,1306.12,0,102.815
2006-01-17,1190.62,92.13,0
2006-01-18,1339.34,206.98,0
2006-01-19,1414.51,3.28,0
2006-01-20,1379.63,0,0
2006-01-21,1245.87,119.015,0
2006-01-22,1180.15,120.73,0
2006-01-23,1396.29,0,0
2006-01-24,1353.97,66.78,0
2006-01-25,1517.19,226.88,133.9
2006-01-26,1124.9,0,175.92
2006-01-27,1151.82,0,0
2006-01-28,1153.96,0,0
2006-01-29,1066.29,0,0
2006-01-30,1245.83,0,0
2006-01-31,1356.57,0,0
2006-02-01,1101.02,0,0
2006-02-02,1029.56,0,0
2006-02-03,1275.77,123.485,0.06
2006-02-04,2428.07,1216.58,944.18
2006-02-05,1939.97,1311.935,1178.7
2006-02-06,2134.87,806.975,1225.21
2006-02-07,2063.63,710.335,1559.39
2006-02-08,2145.3,605.14,1295.11
2006-02-09,1856.29,512.245,933.54
2006-02-10,1811.02,249.665,495.47
2006-02-11,1757.51,160.89,0
2006-02-12,1595.81,92.105,0.1
2006-02-13,1501.83,17.155,188.06
2006-02-14,1430.15,57.37,30.57
2006-02-15,1336.95,56.045,0
2006-02-16,1310.34,79.255,0
2006-02-17,1270.83,60.44,0
2006-02-18,1221.92,0,0
2006-02-19,1196.61,0,0.62
2006-02-20,1172.26,167.23,208.23
2006-02-21,1206.19,11.67,81.77
2006-02-22,1195.93,171.975,237.57
2006-02-23,1103.68,158.465,235.24
2006-02-24,1228.41,332.94,71.23
2006-02-25,1213.07,157.085,311.01
2006-02-26,1162.07,536.16,133.09
2006-02-27,1200.83,503.305,274.93
2006-02-28,1064.91,107.615,252.92
2006-03-01,1197.06,255.62,212.945
2006-03-02,998.92,0,0.18
2006-03-03,1026.85,0,0.45
2006-03-04,1004.92,100.585,0.07
2006-03-05,879.1,0,2
2006-03-06,936.91,23.98,0.21
2006-03-07,1056.98,0.17,0
2006-03-08,870.38,0,0
2006-03-09,767.18,80.365,0
2006-03-10,958.5,0,0
2006-03-11,933.72,0,0
2006-03-12,824.95,0,0
2006-03-13,797.77,0,0
2006-03-14,822.48,0,0
2006-03-15,646.06,0,0
2006-03-16,499.32,5.32,3.29
2006-03-17,786.66,0,0
2006-03-18,888.45,0,0
2006-03-19,529.75,1.745,0
2006-03-20,384.34,0,0.02
2006-03-21,568.04,0,0
2006-03-22,471.43,87.12,0
2006-03-23,671.1,13.245,0
2006-03-24,637.21,18.71,0
2006-03-25,415.94,0,0
2006-03-26,418.69,0,0
2006-03-27,436.94,0,0
2006-03-28,290.86,0,0
2006-03-29,442.3,15.885,0
2006-03-30,282.55,0,0
2006-03-31,178.7,0,0
2006-04-01,384.47,0,0
2006-04-02,338.99,0,0
2006-04-03,386.98,0,0
2006-04-04,459.56,0,0.58
2006-04-05,440.05,0,0.42
2006-04-06,420.02,0,0
2006-04-07,383.98,0,0
2006-04-08,89.25,0,0
2006-04-09,125.62,0,0
2006-04-10,515.57,0,0
2006-04-11,512.62,0,0
2006-04-12,428.47,0,0
2006-04-13,83.61,0,0
2006-04-14,204.36,0,0
2006-04-15,275.42,0,0
2006-04-16,275.29,0,0
2006-04-17,184.88,0,0
2006-04-18,323.54,0,0
2006-04-19,680.05,0,0
2006-04-20,556.2,0,0
2006-04-21,337.61,0,0
2006-04-22,487.2,0,0
2006-04-23,450.83,0,0
2006-04-24,291.46,0,0
2006-04-25,349.78,0.46,0
2006-04-26,327.28,0,32.6
2006-04-27,641.71,0,0.61
2006-04-28,539,0,0
2006-04-29,631.8,0,0
2006-04-30,656.6,0,0
2006-05-01,495.28,0,0
2006-05-02,381.74,0,0
2006-05-03,634.21,0,0
2006-05-04,690.8,0,0
2006-05-05,684.14,0,0
2006-05-06,628.69,0,0
2006-05-07,610.96,0,0
2006-05-08,609.04,0,0
2006-05-09,667.31,0,0
2006-05-10,730.45,91.385,0
2006-05-11,628.74,0,0
2006-05-12,547.38,0,0
2006-05-13,400.82,0,0
2006-05-14,569.07,0,7.87
2006-05-15,754.22,0,0
2006-05-16,548.02,0,0
2006-05-17,620.59,0,0
2006-05-18,529.5,0,0
2006-05-19,429.61,0,0
2006-05-20,551.8,0,0
2006-05-21,636.66,0,0
2006-05-22,475.02,0.19,0
2006-05-23,587.36,0,0
2006-05-24,561.7,0,0
2006-05-25,438.33,0,0
2006-05-26,349.77,0,0
2006-05-27,613.38,0,0
2006-05-28,598.78,0,0
2006-05-29,600.44,0,0
2006-05-30,500.18,0,0
2006-05-31,472.4,0,0
2006-06-01,334.06,0,0
2006-06-02,156.62,0.77,0
2006-06-03,253.04,110.585,0
2006-06-04,282.24,102.89,0
2006-06-05,248.93,0,0
2006-06-06,250.52,0,0
2006-06-07,249.01,0,0
2006-06-08,268.93,0,0
2006-06-09,169.94,53.975,0
2006-06-10,307.84,0,0
2006-06-11,308.45,0,0
2006-06-12,299.79,0,0
2006-06-13,482.15,231.88,0
2006-06-14,327.63,86.085,0
2006-06-15,34.09,0,0
2006-06-16,138.19,0,0
2006-06-17,203.23,0,0
2006-06-18,174.81,0,0
2006-06-19,84.6,0,0
2006-06-20,151.02,0,0
2006-06-21,220.53,0,0
2006-06-22,117.83,0,0
2006-06-23,40.72,0,0
2006-06-24,208.58,0,0
2006-06-25,312.12,0,0
2006-06-26,263.77,167.11,0
2006-06-27,288.97,156.915,0
2006-06-28,316.77,246.585,0
2006-06-29,243.25,49.285,0
2006-06-30,108.51,0,0
2006-07-01,65.71,0,0
2006-07-02,27.38,0,0
2006-07-03,0,0,0
2006-07-04,0,0,0
2006-07-05,52.6,98.155,0
2006-07-06,17.71,183.13,0
2006-07-07,9.39,815.065,0
2006-07-08,56.61,344.05,0
2006-07-09,169.65,143.215,0
2006-07-10,86.2,416.76,0
2006-07-11,55.31,188.45,0
2006-07-12,184.58,197.725,0
2006-07-13,196.36,293.16,0
2006-07-14,80.36,32.37,0
2006-07-15,121.06,71.535,0
2006-07-16,5.54,6.2,0
2006-07-17,10.93,104.49,0
2006-07-18,25.16,70.7,0
2006-07-19,62.71,0,0
2006-07-20,66.37,0,0
2006-07-21,176.8,291.435,0
2006-07-22,269.38,433.635,0
2006-07-23,64.18,417.295,0
2006-07-24,12.1,548.495,0
2006-07-25,58.7,284.94,0
2006-07-26,65.9,220.825,0
2006-07-27,66.37,300.23,0
2006-07-28,0,46.475,0
2006-07-29,0,0,0
2006-07-30,61.35,0,0
2006-07-31,47.08,4.89,0
2006-08-01,12.15,86.635,0
2006-08-02,0,0,0
2006-08-03,0,0,0
2006-08-04,29.17,0,0
2006-08-05,15.94,0,0
2006-08-06,18.42,0,0
2006-08-07,0,0,0
2006-08-08,37.26,0,0
2006-08-09,13.25,0,0
2006-08-10,132.1,0,0
2006-08-11,475.59,0,0
2006-08-12,269.14,0,0
2006-08-13,221.28,27.86,0
2006-08-14,147.88,105.19,0
2006-08-15,0,71.93,0
2006-08-16,0,125.705,0
2006-08-17,0,377.22,0
2006-08-18,0,90.915,0
2006-08-19,0,252.735,0
2006-08-20,0,0,0
2006-08-21,0,292.6,0
2006-08-22,0,85.155,0
2006-08-23,0,115.205,0
2006-08-24,81.39,49.545,0
2006-08-25,45.11,515.71,0
2006-08-26,139.41,714.405,0
2006-08-27,578.35,1284.42,0
2006-08-28,775.95,1409.78,0
2006-08-29,1091.04,1062.08,163.42
2006-08-30,1050.67,1508.57,312.97
2006-08-31,1292.17,3266.795,941.01
2006-09-01,1343.18,2683.035,1303.38
2006-09-02,1324.86,1906.425,1651.76
2006-09-03,2662.17,1780.97,1664.65
2006-09-04,2840.66,1768.2,2236.15
2006-09-05,3203.87,1600.41,2659.15
2006-09-06,3214.1,1436.53,2640.225
2006-09-07,3022.85,1259.57,2438.805
2006-09-08,3601.48,1303.14,1787.34
2006-09-09,3189.78,795.72,810.25
2006-09-10,3051.19,975.425,651.28
2006-09-11,2490.08,732.395,336.43
2006-09-12,1927.85,769.51,0
2006-09-13,2344.2,712.19,129.09
2006-09-14,1912.61,606.155,239.97
2006-09-15,851.88,622.915,223.89
2006-09-16,395.3,635.385,488.7
2006-09-17,250.2,626.56,261.83
2006-09-18,506.58,591.475,38.29
2006-09-19,394.57,580.02,178.9
2006-09-20,599.84,652.075,0
2006-09-21,598.8,721.765,0.5
2006-09-22,595.57,402.185,24.62
2006-09-23,391.74,30.13,10.68
2006-09-24,214.43,219.98,50.38
2006-09-25,211.68,176.9,164.78
2006-09-26,286.73,124.295,0
2006-09-27,208.15,239.27,0
2006-09-28,179.4,130.535,0
2006-09-29,177.19,0,0
2006-09-30,265.67,81.51,0
2006-10-01,141.91,124.705,0
2006-10-02,72.53,96.46,0
2006-10-03,71.84,0.22,0
2006-10-04,72.54,0,0
2006-10-05,97.03,17.215,0
2006-10-06,178.53,32.325,0
2006-10-07,140.06,0,0
2006-10-08,106.78,0,0
2006-10-09,107.28,0,0.585
2006-10-10,107.29,0,9.02
2006-10-11,106.98,0,0
2006-10-12,106.96,0,0
2006-10-13,116.69,0,0
2006-10-14,140.25,0,0
2006-10-15,108.12,0,0
2006-10-16,8.79,0,0
2006-10-17,0,0,0
2006-10-18,0,0,0
2006-10-19,0,0,0
2006-10-20,0,0,0
2006-10-21,0,0,0
2006-10-22,0,0,0
2006-10-23,0,0,0
2006-10-24,43.85,0,0
2006-10-25,66,0,0
2006-10-26,18.69,0,0
2006-10-27,0,0,0
2006-10-28,0,0,0
2006-10-29,0,0,0
2006-10-30,0,0,0
2006-10-31,0,0,0
2006-11-01,54.46,0,0
2006-11-02,127.39,0,0
2006-11-03,85.34,0,0
2006-11-04,34.47,0,0
2006-11-05,0,0,0
2006-11-06,0,0,0
2006-11-07,0,0,0
2006-11-08,0.69,0,0
2006-11-09,26.15,0,0
2006-11-10,50,0,0
2006-11-11,50.07,0,0
2006-11-12,50.26,0,0
2006-11-13,12.58,0,0
2006-11-14,0,0,0
2006-11-15,0,0,0
2006-11-16,19.85,0,0
2006-11-17,69.11,0,0
2006-11-18,68.99,0,0
2006-11-19,49.13,0,0
2006-11-20,0,0,0
2006-11-21,0,0,0
2006-11-22,0,0,0
2006-11-23,0,0,0
2006-11-24,0,0,0
2006-11-25,0,0,0
2006-11-26,0,0,0
2006-11-27,0,0,0
2006-11-28,0,0,0
2006-11-29,0,0,0
2006-11-30,0,0,0
2006-12-01,46.24,0,0
2006-12-02,37.89,0,0
2006-12-03,0,0,0
2006-12-04,0,0,0
2006-12-05,0,0,0
2006-12-06,0,0,0
2006-12-07,0,0,0
2006-12-08,0,0,0
2006-12-09,0,0,0
2006-12-10,0,0,0
2006-12-11,0,0,0
2006-12-12,0,0,0
2006-12-13,0,0,0
2006-12-14,0,0,0
2006-12-15,60.89,0,0
2006-12-16,34.77,0,0
2006-12-17,7.6,0,0
2006-12-18,0,0,0
2006-12-19,0,0,0
2006-12-20,0,0,0
2006-12-21,0,0,0
2006-12-22,0,0,0
2006-12-23,0,0,0
2006-12-24,35.32,18.21,0
2006-12-25,66.48,75.72,0
2006-12-26,66.69,134.29,0
2006-12-27,40.28,0,0
2006-12-28,0,0,0
2006-12-29,0,0,0
2006-12-30,0,0,0
2006-12-31,0,55.17,0
2007-01-01,0,107.985,0
2007-01-02,0,22.43,0
2007-01-03,0,0,0
2007-01-04,0,0,0
2007-01-05,0,0,0
2007-01-06,0,0,0
2007-01-07,0,0,0
2007-01-08,1.41,0,0
2007-01-09,0.31,0,0
2007-01-10,0,0,0
2007-01-11,0,0,0.23
2007-01-12,0,0,0
2007-01-13,0,0,0
2007-01-14,0,0,0
2007-01-15,0,0,0
2007-01-16,0,0,0
2007-01-17,187.73,0,0
2007-01-18,0,0,0
2007-01-19,0,0,0
2007-01-20,0,0,0
2007-01-21,0,0,0
2007-01-22,0,0,0
2007-01-23,0,0,0
2007-01-24,0,0,0
2007-01-25,0,0,0
2007-01-26,0,0,0
2007-01-27,0,0,0
2007-01-28,0,0,0
2007-01-29,0,0,0
2007-01-30,0,0,0
2007-01-31,0,0,0
2007-02-01,0,0,0
2007-02-02,0,0,0
2007-02-03,0,0,0
2007-02-04,0,0,0
2007-02-05,0,0,0
2007-02-06,0,0,0
2007-02-07,0,0,0
2007-02-08,0,0,0
2007-02-09,0,0,0
2007-02-10,0,0,0
2007-02-11,0,0,0
2007-02-12,0,0,0
2007-02-13,0,0,0.66
2007-02-14,0,0,0
2007-02-15,0,0,0
2007-02-16,0,0,0
2007-02-17,0,0,0
2007-02-18,0,0,0
2007-02-19,0,0,0
2007-02-20,0,0,0
2007-02-21,0,0,0
2007-02-22,0,0,0
2007-02-23,0,0,0
2007-02-24,0,0,0
2007-02-25,0,0,0
2007-02-26,0,0,0
2007-02-27,0,0,0
2007-02-28,0,0,0
2007-03-01,0,0,0
2007-03-02,0,0,0
2007-03-03,0,0,0
2007-03-04,0,0,0
2007-03-05,0,0,0
2007-03-06,0,0,0
2007-03-07,0,0,0
2007-03-08,0,0,0
2007-03-09,0,0,0
2007-03-10,0,0,0
2007-03-11,0,0,0
2007-03-12,0,0,0
2007-03-13,0,0,0
2007-03-14,0,0,0
2007-03-15,0,0,0
2007-03-16,0,0,0
2007-03-17,0,0,0
2007-03-18,0,0,0
2007-03-19,0,0,0
2007-03-20,0,0,0
2007-03-21,0,0,0
2007-03-22,0,0,0
2007-03-23,0,0,0
