"","date","S135_AMMONIA-N_mg/L","days"
"357",1999-10-18,0.273,9696
"358",1999-11-01,0.025,9711
"359",1999-12-27,0.031,9767
"360",2000-01-24,0.0055,9795
"361",2000-02-22,0.018,9824
"362",2000-03-20,NA,9851
"363",2000-04-17,0.012,9878
"364",2000-05-15,0.053,9906
"365",2000-06-26,NA,9948
"366",2000-07-24,0.019,9976
"367",2000-08-21,0.01,10004
"368",2000-09-18,0.26,10032
"369",2000-10-16,0.048,10060
"370",2000-11-13,0.017,10089
"371",2000-12-18,NA,10124
"372",2001-01-22,0.021,10159
"373",2001-02-20,0.00025,10188
"374",2001-03-19,NA,10215
"375",2001-04-16,NA,10242
"376",2001-05-14,NA,10270
"377",2001-06-18,NA,10305
"378",2001-07-16,0.035,10333
"379",2001-08-13,NA,10361
"380",2001-09-10,0.023,10389
"381",2001-10-08,NA,10417
"382",2001-11-05,0.07,10446
"383",2001-11-19,0.052,10460
"384",2001-12-03,0.089,10474
"385",2002-01-22,NA,10524
"386",2002-02-19,0.01,10552
"387",2002-03-18,0.021,10579
"388",2002-04-15,0.015,10606
"389",2002-05-13,NA,10634
"390",2002-06-24,0.031,10676
"391",2002-07-22,NA,10704
"392",2002-08-19,0.013,10732
"393",2002-09-03,0.006,10747
"394",2002-09-16,0.036,10760
"395",2002-10-28,0.021,10803
"396",2002-11-25,0.094,10831
"397",2002-12-30,0.013,10866
"398",2003-01-13,0.024,10880
"399",2003-02-24,0.022,10922
"400",2003-03-24,0.015,10950
"401",2003-04-21,0.01,10977
"402",2003-05-19,NA,11005
"403",2003-06-16,NA,11033
"404",2003-07-21,0.009,11068
"405",2003-08-04,NA,11082
"406",2003-08-18,0.01,11096
"407",2003-09-02,0.011,11111
"408",2003-09-15,0.07,11124
"409",2003-10-20,0.235,11159
"410",2003-11-17,0.037,11188
"411",2003-12-15,0.101,11216
"412",2004-01-20,0.037,11252
"413",2004-02-02,0.026,11265
"414",2004-02-17,0.012,11280
"415",2004-03-15,0.01,11307
"416",2004-04-19,NA,11341
"417",2004-05-17,0.009,11369
"418",2004-07-26,NA,11439
"419",2004-08-23,NA,11467
"420",2004-09-13,0.001,11488
"421",2004-10-04,0.017,11509
"422",2004-10-18,0.032,11523
"423",2004-11-01,NA,11538
"424",2004-11-15,0.082,11552
"425",2004-12-20,0.085,11587
"426",2005-01-18,0.097,11616
"427",2005-02-14,NA,11643
"428",2005-03-14,NA,11671
"429",2005-04-18,0.034,11705
"430",2005-06-13,0.079,11761
"431",2005-06-27,0.009,11775
"432",2005-07-25,0.05,11803
"433",2005-08-22,0.024,11831
"434",2005-09-06,0.421,11846
"435",2005-09-20,0.129,11860
"436",2005-10-17,0.153,11887
"437",2005-11-01,0.086,11903
"438",2005-11-14,0.064,11916
"439",2005-12-19,0.029,11951
"440",2006-01-23,NA,11986
"441",2006-02-06,0.081,12000
"442",2006-02-21,NA,12015
"443",2006-03-20,0.017,12042
"444",2006-04-17,NA,12069
"445",2006-05-22,0.021,12104
"446",2006-06-19,0.069,12132
"447",2006-07-17,NA,12160
"448",2006-08-21,0.049,12195
"449",2006-09-25,NA,12230
"450",2006-10-23,NA,12258
"451",2006-11-27,0.009,12294
"452",2006-12-18,0.045,12315
"453",2007-01-22,0.0035,12350
"454",2007-02-26,0.006,12385
"455",2007-03-26,NA,12412
"456",2007-04-23,NA,12440
"457",2007-05-21,0.005,12468
"458",2007-06-18,0.014,12496
"459",2007-07-23,0.009,12531
"460",2007-08-20,0.012,12559
"461",2007-09-24,0.196,12594
"462",2007-10-22,0.008,12622
"463",2007-11-26,0.01,12658
"464",2007-12-19,0.024,12681
"465",2008-01-16,0.019,12709
"466",2008-02-20,0.017,12744
"467",2008-03-19,NA,12771
"468",2008-04-16,0.017,12799
"469",2008-05-28,0.026,12841
"470",2008-06-25,0.112,12869
"471",2008-07-30,0.016,12904
"472",2008-08-28,0.03,12933
"473",2008-09-24,0.115,12960
"474",2008-10-22,0.02,12988
"475",2008-11-19,0.044,13017
"476",2008-12-17,0.021,13045
"477",2009-01-21,0.021,13080
"478",2009-02-18,NA,13108
"479",2009-03-25,0.016,13142
"480",2009-04-22,0.025,13170
"481",2009-05-20,0.015,13198
"482",2009-06-17,0.016,13226
"483",2009-07-08,0.017,13247
"484",2009-07-22,0.017,13261
"485",2009-08-12,0.012,13282
"486",2009-08-26,0.017,13296
"487",2009-09-23,0.015,13324
"488",2009-10-28,0.031,13359
"489",2009-11-18,0.01,13381
"490",2009-12-23,0.026,13416
"491",2010-01-27,0.023,13451
"492",2010-02-24,0.011,13479
"493",2010-03-17,0.016,13499
"494",2010-04-21,0.018,13534
"495",2010-05-26,0.024,13569
"496",2010-06-30,0.027,13604
"497",2010-07-28,0.008,13632
"498",2010-08-18,0.016,13653
"499",2010-09-29,0.043,13695
"500",2010-10-27,0.01,13723
"501",2010-11-17,0.013,13745
"502",2010-12-13,0.019,13771
"503",2011-01-20,0.007,13809
"504",2011-02-17,0.011,13837
"505",2011-03-16,0.009,13863
"506",2011-04-20,0.009,13898
"507",2011-05-18,0.012,13926
"508",2011-06-22,0.009,13961
"509",2011-07-20,0.006,13989
"510",2011-08-24,0.01,14024
"511",2011-09-21,NA,14052
"512",2011-10-19,0.064,14080
"513",2011-11-16,0.006,14109
"514",2011-12-21,0.006,14144
"515",2012-01-18,0.011,14172
"516",2012-02-22,0.008,14207
"517",2012-03-21,0.01,14234
"518",2012-04-18,NA,14262
"519",2012-05-16,0.01,14290
"520",2012-06-20,0.008,14325
"521",2012-07-11,0.012,14346
"522",2012-08-08,0.026,14374
"523",2012-09-05,0.094,14402
"524",2012-09-20,0.008,14417
"525",2012-10-03,0.081,14430
"526",2012-11-14,0.019,14473
"527",2012-12-05,0.038,14494
"528",2013-01-09,0.012,14529
"529",2013-02-06,0.011,14557
"530",2013-03-06,0.009,14585
"531",2013-04-03,0.006,14612
"532",2013-05-08,0.016,14647
"533",2013-06-05,0.012,14675
"534",2013-07-10,0.03,14710
"535",2013-07-24,0.023,14724
"536",2013-08-07,0.024,14738
"537",2013-09-04,0.02,14766
"538",2013-10-07,0.028,14799
"539",2013-11-04,0.077,14828
"540",2013-12-02,0.088,14856
"541",2014-01-06,0.098,14891
"542",2014-02-03,0.008,14919
"543",2014-04-07,0.013,14981
"544",2014-05-05,0.025,15009
"545",2014-06-09,0.012,15044
"546",2014-07-07,0.012,15072
"547",2014-08-18,0.049,15114
"548",2014-09-08,0.25,15135
"549",2014-09-22,0.111,15149
"550",2014-10-06,0.129,15163
"551",2014-11-03,0.076,15192
"552",2014-12-01,0.015,15220
"553",2015-01-05,0.01,15255
"554",2015-01-20,0.043,15270
"555",2015-02-02,0.013,15283
"556",2015-02-16,0.019,15297
"557",2015-03-02,0.014,15311
"558",2015-04-06,0.039,15345
"559",2015-05-04,0.01,15373
"560",2015-06-01,0.019,15401
"561",2015-07-06,0.015,15436
"562",2015-08-03,0.092,15464
"563",2015-08-31,0.055,15492
"564",2015-09-14,0.054,15506
"565",2015-09-28,0.063,15520
"566",2015-10-26,0.125,15548
"567",2015-11-23,0.025,15577
"568",2015-12-07,0.048,15591
"569",2015-12-21,0.073,15605
"570",2016-01-20,0.069,15635
"571",2016-02-01,0.095,15647
"572",2016-02-15,0.041,15661
"573",2016-03-14,0.025,15688
"574",2016-04-11,0.034,15716
"575",2016-05-09,0.016,15744
"576",2016-05-23,0.096,15758
"577",2016-06-06,0.028,15772
"578",2016-07-06,0.033,15802
"579",2016-07-18,0.019,15814
"580",2016-08-01,0.031,15828
"581",2016-08-15,0.026,15842
"582",2016-08-29,0.025,15856
"583",2016-09-26,0.039,15884
"584",2016-10-24,0.144,15912
"585",2016-11-21,0.086,15941
"586",2016-12-19,0.033,15969
"587",2017-01-17,0.013,15998
"588",2017-02-13,0.036,16025
"589",2017-03-14,0.018,16053
"590",2017-04-10,0.056,16080
"591",2017-05-08,0.011,16108
"592",2017-06-05,0.062,16136
"593",2017-06-19,0.238,16150
"594",2017-07-05,0.014,16166
"595",2017-07-31,0.112,16192
"596",2017-08-01,0.142,16193
"597",2017-08-14,0.053,16206
"598",2017-08-28,0.088,16220
"599",2017-09-13,0.191,16236
"600",2017-09-25,0.021,16248
"601",2017-10-09,0.084,16262
"602",2017-10-23,0.155,16276
"603",2017-11-20,0.04,16305
"604",2017-12-18,0.016,16333
"605",2018-01-02,0.023,16348
"606",2018-01-16,0.028,16362
"607",2018-01-29,0.033,16375
"608",2018-02-12,0.016,16389
"609",2018-02-26,0.013,16403
"610",2018-03-12,0.013,16416
"611",2018-04-09,0.013,16444
"612",2018-04-23,0.01,16458
"613",2018-05-07,0.006,16472
"614",2018-06-04,0.055,16500
"615",2018-06-18,0.049,16514
"616",2018-07-02,0.01,16528
"617",2018-07-30,0.075,16556
"618",2018-08-27,0.009,16584
"619",2018-09-24,0.018,16612
"620",2018-10-22,0.175,16640
"621",2018-11-19,0.016,16669
"622",2018-12-17,0.125,16697
"623",2019-01-14,0.029,16725
"624",2019-01-28,0.09,16739
"625",2019-02-11,0.022,16753
"626",2019-02-25,NA,16767
"627",2019-03-11,0.007,16780
"628",2019-04-08,0.009,16808
"629",2019-05-06,0.047,16836
"630",2019-06-03,0.014,16864
"631",2019-07-01,0.007,16892
"632",2019-07-29,0.011,16920
"633",2019-08-26,0.015,16948
"634",2019-09-09,0.019,16962
"635",2019-09-23,0.013,16976
"636",2019-10-21,0.103,17004
"637",2019-11-18,0.024,17033
"638",2019-12-16,0.04,17061
"639",2020-01-13,0.016,17089
"640",2020-02-10,0.006,17117
"641",2020-03-09,0.016,17144
"642",2020-04-06,0.007,17172
"643",2020-05-04,0.023,17200
"644",2020-06-01,0.013,17228
"645",2020-06-15,0.205,17242
"646",2020-06-29,0.019,17256
"647",2020-07-13,0.313,17270
"648",2020-07-27,0.035,17284
"649",2020-08-24,0.016,17312
"650",2020-09-21,0.043,17340
"651",2020-10-05,0.089,17354
"652",2020-10-19,0.186,17368
"653",2020-11-16,0.041,17397
"654",2020-12-14,0.041,17425
"655",2020-12-28,0.03,17439
"656",2021-01-11,0.061,17453
"657",2021-01-25,0.09,17467
"658",2021-02-08,0.049,17481
"659",2021-02-22,0.063,17495
"660",2021-03-08,0.06,17509
"661",2021-04-05,0.018,17536
"662",2021-04-19,0.053,17550
"663",2021-05-03,0.019,17564
"664",2021-06-01,0.037,17593
"665",2021-06-28,NA,17620
"666",2021-07-12,0.108,17634
"667",2021-07-26,0.113,17648
"668",2021-08-09,0.184,17662
"669",2021-08-23,0.06,17676
"670",2021-09-07,0.146,17691
"671",2021-09-20,0.144,17704
"672",2021-10-04,0.092,17718
"673",2021-10-18,0.164,17732
"674",2021-11-01,0.22,17746
"675",2021-11-15,0.079,17761
"676",2021-11-29,0.054,17775
"677",2021-12-13,0.069,17789
"678",2021-12-27,0.053,17803
"679",2022-01-10,0.075,17817
"680",2022-02-07,0.027,17845
"681",2022-03-07,0.013,17873
"682",2022-04-04,0.043,17900
"683",2022-04-18,0.008,17914
"684",2022-05-02,0.006,17928
"685",2022-05-31,0.017,17957
"686",2022-06-27,0.014,17984
"687",2022-07-11,0.018,17998
"688",2022-07-25,0.017,18012
"689",2022-08-08,0.021,18026
"690",2022-08-22,NA,18040
"691",2022-09-19,0.04,18068
"692",2022-10-03,0.105,18082
"693",2022-10-17,0.032,18096
"694",2022-10-31,0.092,18110
"695",2022-11-14,0.144,18125
"696",2022-11-28,0.033,18139
"697",2022-12-12,0.049,18153
"698",2022-12-27,0.081,18168
"699",2023-01-09,0.074,18181
"700",2023-02-06,0.059,18209
"701",2023-03-06,0.01,18237
"702",2023-03-20,0.043,18250
"703",2023-04-03,0.044,18264
"704",2023-05-01,0.053,18292
