"","date","L004_AMMONIA-N_mg/L","days"
"65",1974-12-19,0.21,779
"66",1974-12-30,0.07,790
"67",1975-01-14,0.1,805
"68",1975-01-17,0.05,808
"69",1975-01-24,NA,815
"70",1975-02-04,0.03,826
"71",1975-02-22,0.06,844
"72",1975-02-25,0.03,846
"73",1975-03-12,0.04,861
"74",1975-03-30,0.04,879
"75",1975-04-17,0.47,897
"76",1975-05-05,0.06,915
"77",1975-05-23,NA,933
"78",1975-06-06,0.14,947
"79",1975-06-10,NA,951
"80",1975-06-28,NA,969
"81",1975-07-16,0.02,987
"82",1975-08-03,NA,1005
"83",1975-08-21,0.03,1023
"84",1975-08-28,0.09,1030
"85",1975-08-29,0.03,1031
"86",1975-09-08,NA,1041
"87",1975-09-26,NA,1059
"88",1975-10-03,NA,1066
"89",1975-10-05,0.02,1068
"90",1975-10-23,NA,1086
"91",1975-11-10,NA,1105
"92",1975-11-18,NA,1113
"93",1975-12-16,NA,1141
"94",1975-12-17,NA,1142
"95",1976-01-21,0.03,1177
"96",1976-02-26,0.08,1213
"97",1976-03-01,0.03,1217
"98",1976-03-15,0.17,1231
"99",1976-04-20,0.27,1267
"100",1976-05-08,0.23,1284
"101",1976-05-12,0.06,1288
"102",1976-05-26,0.09,1302
"103",1976-06-13,0.02,1320
"104",1976-07-01,0.06,1338
"105",1976-08-06,0.06,1374
"106",1976-08-24,NA,1392
"107",1976-09-01,0.04,1400
"108",1976-09-11,0.02,1410
"109",1976-09-29,0.22,1428
"110",1976-10-17,0.01,1446
"111",1976-11-04,NA,1465
"112",1976-11-22,NA,1483
"113",1976-12-09,NA,1500
"114",1977-02-23,0.005,1576
"115",1977-03-15,0.025,1596
"116",1977-06-15,0.015,1687
"117",1977-08-17,0,1750
"118",1977-09-13,0.005,1777
"119",1977-10-11,NA,1805
"120",1977-11-21,NA,1847
"121",1978-01-12,NA,1899
"122",1978-02-08,NA,1926
"123",1978-03-16,NA,1962
"124",1978-04-12,NA,1989
"125",1978-05-23,0.03,2029
"126",1978-06-12,NA,2049
"127",1978-07-12,NA,2079
"128",1978-08-08,NA,2106
"129",1978-09-06,0.02,2135
"130",1978-10-11,NA,2170
"131",1978-11-07,NA,2198
"132",1979-01-10,NA,2262
"133",1979-01-31,0.04,2283
"134",1979-03-07,0.04,2318
"135",1979-04-10,0.02,2352
"136",1979-05-09,NA,2380
"137",1979-06-06,0.01,2408
"138",1979-07-04,NA,2436
"139",1979-08-08,0.01,2471
"140",1979-09-11,0.02,2505
"141",1979-10-10,NA,2534
"142",1979-11-09,NA,2565
"143",1979-12-11,0.02,2597
"144",1980-01-09,NA,2626
"145",1980-02-08,0.0366666666666667,2656
"146",1980-03-05,NA,2682
"147",1980-04-09,0.06,2717
"148",1980-05-15,0.03,2752
"149",1980-06-16,NA,2784
"150",1980-07-21,0.02,2819
"151",1980-08-20,0.01,2849
"152",1980-09-16,0.00333333333333333,2876
"153",1980-10-16,NA,2906
"154",1980-11-06,0.00666666666666667,2928
"155",1980-12-11,NA,2963
"156",1981-01-15,NA,2998
"157",1981-02-19,NA,3033
"158",1981-03-26,NA,3068
"159",1981-04-22,NA,3095
"160",1981-05-28,NA,3130
"161",1981-06-24,0.04,3157
"162",1981-07-15,NA,3178
"163",1981-07-30,NA,3193
"164",1981-08-12,NA,3206
"165",1981-08-24,0.12,3218
"166",1981-09-10,NA,3235
"167",1981-09-22,NA,3247
"168",1981-10-08,NA,3263
"169",1981-11-24,NA,3311
"170",1982-01-07,NA,3355
"171",1982-02-11,0.01,3390
"172",1982-03-04,0.01,3411
"173",1982-04-01,NA,3439
"174",1982-05-19,0.02,3486
"175",1982-06-24,NA,3522
"176",1982-07-09,NA,3537
"177",1982-08-25,NA,3584
"178",1982-09-28,NA,3618
"179",1982-11-23,0.01,3675
"180",1982-12-20,0.01,3702
"181",1983-01-25,NA,3738
"182",1983-02-24,NA,3768
"183",1983-03-23,NA,3795
"184",1983-04-20,NA,3823
"185",1983-05-26,0.01,3858
"186",1983-06-28,0.01,3891
"187",1983-07-19,NA,3912
"188",1983-08-30,0.02,3954
"189",1983-09-30,0.02,3985
"190",1983-10-27,0.08,4012
"191",1983-12-21,NA,4068
"192",1984-01-18,0.03,4096
"193",1984-02-15,NA,4124
"194",1984-03-22,NA,4160
"195",1984-04-18,NA,4187
"196",1984-05-16,0.01,4214
"197",1984-06-21,0.01,4250
"198",1984-07-26,0.01,4285
"199",1984-08-22,0.01,4312
"200",1984-10-18,0.01,4369
"201",1984-11-29,NA,4412
"202",1984-12-20,0.02,4433
"203",1985-01-15,NA,4459
"204",1985-02-27,0.02,4502
"205",1985-04-04,NA,4538
"206",1985-05-01,NA,4564
"207",1985-06-06,0.03,4600
"208",1985-07-10,NA,4634
"209",1985-08-08,NA,4663
"210",1985-09-05,NA,4691
"211",1985-10-17,0.03,4733
"212",1985-11-14,0.08,4762
"213",1985-12-11,0.09,4789
"214",1986-01-30,0.04,4839
"215",1986-02-20,NA,4860
"216",1986-04-03,NA,4902
"217",1986-05-01,NA,4929
"218",1986-06-03,NA,4962
"219",1986-07-02,NA,4991
"220",1986-08-07,NA,5027
"221",1986-09-25,NA,5076
"222",1986-10-23,NA,5104
"223",1986-12-10,NA,5153
"224",1987-01-14,NA,5188
"225",1987-02-12,NA,5217
"226",1987-04-03,NA,5267
"227",1987-05-01,NA,5294
"228",1987-06-04,NA,5328
"229",1987-06-24,NA,5348
"230",1987-07-21,NA,5375
"231",1987-08-18,NA,5403
"232",1987-09-14,NA,5430
"233",1987-10-19,NA,5465
"234",1987-11-18,NA,5496
"235",1987-12-14,NA,5522
"236",1988-01-19,NA,5558
"237",1988-02-17,NA,5587
"238",1988-03-22,NA,5621
"239",1988-04-20,NA,5649
"240",1988-05-04,NA,5663
"241",1988-05-18,NA,5677
"242",1988-06-02,NA,5692
"243",1988-06-15,NA,5705
"244",1988-06-29,NA,5719
"245",1988-07-13,NA,5733
"246",1988-07-25,0.01,5745
"247",1988-08-10,NA,5761
"248",1988-08-24,0.04,5775
"249",1988-09-08,NA,5790
"250",1988-09-21,NA,5803
"251",1988-10-05,NA,5817
"252",1988-10-19,NA,5831
"253",1988-11-02,NA,5846
"254",1988-11-16,0.02,5860
"255",1988-12-12,NA,5886
"256",1989-01-11,NA,5916
"257",1989-02-08,NA,5944
"258",1989-03-15,NA,5979
"259",1989-04-05,0.02,5999
"260",1989-05-17,NA,6041
"261",1989-06-13,0.01,6068
"262",1989-06-27,NA,6082
"263",1989-07-11,NA,6096
"264",1989-07-26,NA,6111
"265",1989-08-08,NA,6124
"266",1989-08-22,NA,6138
"267",1989-09-06,NA,6153
"268",1989-09-20,NA,6167
"269",1989-10-05,0.01,6182
"270",1989-10-18,NA,6195
"271",1989-11-01,NA,6210
"272",1989-11-15,NA,6224
"273",1989-12-13,NA,6252
"274",1990-01-10,NA,6280
"275",1990-02-07,NA,6308
"276",1990-03-07,0.02,6336
"277",1990-04-05,0.02,6364
"278",1990-04-18,NA,6377
"279",1990-05-02,NA,6391
"280",1990-05-16,0.02,6405
"281",1990-05-31,NA,6420
"282",1990-06-12,NA,6432
"283",1990-06-26,NA,6446
"284",1990-07-10,NA,6460
"285",1990-07-24,NA,6474
"286",1990-08-07,NA,6488
"287",1990-08-20,NA,6501
"288",1990-09-18,NA,6530
"289",1990-10-02,NA,6544
"290",1990-10-17,0.01,6559
"291",1990-10-31,NA,6574
"292",1990-11-14,0.02,6588
"293",1990-12-11,0.02,6615
"294",1991-01-07,0.07,6642
"295",1991-02-07,NA,6673
"296",1991-03-06,NA,6700
"297",1991-04-17,NA,6741
"298",1991-05-01,NA,6755
"299",1991-05-13,NA,6767
"300",1991-05-29,NA,6783
"301",1991-06-12,0.01,6797
"302",1991-07-10,NA,6825
"303",1991-07-24,NA,6839
"304",1991-08-06,NA,6852
"305",1991-08-20,0.02,6866
"306",1991-09-03,NA,6880
"307",1991-09-16,NA,6893
"308",1991-10-14,NA,6921
"309",1991-10-28,NA,6936
"310",1991-12-12,NA,6981
"311",1992-01-22,NA,7022
"312",1992-02-04,NA,7035
"313",1992-03-09,NA,7069
"314",1992-04-08,NA,7098
"315",1992-05-05,NA,7125
"316",1992-05-19,NA,7139
"317",1992-06-02,NA,7153
"318",1992-06-16,NA,7167
"319",1992-08-03,NA,7215
"320",1992-08-18,NA,7230
"321",1992-08-26,NA,7238
"322",1992-09-08,NA,7251
"323",1992-10-12,NA,7285
"324",1992-11-23,NA,7328
"325",1992-12-08,0.03,7343
"326",1993-01-06,NA,7372
"327",1993-02-22,NA,7419
"328",1993-03-09,0.13,7434
"329",1993-04-20,NA,7475
"330",1993-05-11,NA,7496
"331",1993-05-25,NA,7510
"332",1993-06-09,NA,7525
"333",1993-06-15,NA,7531
"334",1993-07-07,NA,7553
"335",1993-07-20,NA,7566
"336",1993-08-02,0.01,7579
"337",1993-08-17,NA,7594
"338",1993-08-31,0.02,7608
"339",1993-10-06,0.02,7644
"340",1993-10-20,0.01,7658
"341",1993-11-15,0.02,7685
"342",1993-12-28,NA,7728
"343",1994-02-03,NA,7765
"344",1994-02-24,NA,7786
"345",1994-03-16,NA,7806
"346",1994-04-13,NA,7833
"347",1994-04-27,NA,7847
"348",1994-05-11,0.012,7861
"349",1994-05-17,NA,7867
"350",1994-05-25,NA,7875
"351",1994-06-27,NA,7908
"352",1994-07-07,NA,7918
"353",1994-07-20,NA,7931
"354",1994-08-08,NA,7950
"355",1994-08-18,0.015,7960
"356",1994-10-12,NA,8015
"357",1994-10-27,NA,8030
"358",1995-01-18,NA,8114
"359",1995-02-14,0.015,8141
"360",1995-03-14,NA,8169
"361",1995-04-04,NA,8189
"362",1995-04-19,NA,8204
"363",1995-05-02,NA,8217
"364",1995-06-01,NA,8247
"365",1995-06-14,NA,8260
"366",1995-06-28,0.012,8274
"367",1995-07-13,0.01,8289
"368",1995-08-09,NA,8316
"369",1995-09-21,0.013,8359
"370",1995-10-26,NA,8394
"371",1995-11-27,0.035,8427
"372",1996-01-17,0.029,8478
"373",1996-02-14,0.085,8506
"374",1996-03-25,0.043,8546
"375",1996-04-15,0.032,8566
"376",1996-05-14,0.033,8595
"377",1996-05-28,0.018,8609
"378",1996-06-25,0.031,8637
"379",1996-07-11,NA,8653
"380",1996-08-08,NA,8681
"381",1996-08-19,0.025,8692
"382",1996-09-05,NA,8709
"383",1996-10-16,0.019,8750
"384",1996-11-12,NA,8778
"385",1996-12-10,0.028,8806
"386",1997-01-06,0.016,8833
"387",1997-02-03,0.016,8861
"388",1997-03-03,0.02,8889
"389",1997-04-08,0.018,8924
"390",1997-04-24,NA,8940
"391",1997-05-08,0.021,8954
"392",1997-05-20,0.022,8966
"393",1997-06-02,0.031,8979
"394",1997-06-17,0.028,8994
"395",1997-07-15,NA,9022
"396",1997-08-13,0.037,9051
"397",1997-08-25,NA,9063
"398",1997-09-09,NA,9078
"399",1997-09-23,NA,9092
"400",1997-10-20,0.014,9119
"401",1997-11-17,0.012,9148
"402",1998-01-12,NA,9204
"403",1998-02-10,NA,9233
"404",1998-03-16,NA,9267
"405",1998-03-31,0.012,9282
"406",1998-04-14,0.025,9295
"407",1998-04-28,0.013,9309
"408",1998-05-11,NA,9322
"409",1998-05-27,NA,9338
"410",1998-06-09,NA,9351
"411",1998-06-23,NA,9365
"412",1998-07-07,NA,9379
"413",1998-07-21,NA,9393
"414",1998-08-03,NA,9406
"415",1998-08-18,NA,9421
"416",1998-09-01,NA,9435
"417",1998-09-15,NA,9449
"418",1998-09-29,NA,9463
"419",1998-10-27,NA,9492
"420",1998-11-24,0.01,9520
"421",1998-12-21,0.01,9547
"422",1999-01-20,0.012,9577
"423",1999-02-17,0.016,9605
"424",1999-04-13,0.016,9659
"425",1999-04-27,NA,9673
"426",1999-05-25,0.023,9701
"427",1999-06-15,NA,9722
"428",1999-06-22,0.014,9729
"429",1999-07-06,NA,9743
"430",1999-07-19,0.013,9756
"431",1999-08-03,NA,9771
"432",1999-08-16,NA,9784
"433",1999-08-31,0.009,9799
"434",1999-09-28,NA,9827
"435",1999-10-11,0.011,9840
"436",1999-12-06,NA,9897
"437",2000-01-12,NA,9934
"438",2000-02-14,NA,9967
"439",2000-03-13,NA,9995
"440",2000-04-10,NA,10022
"441",2000-05-08,NA,10050
"442",2000-05-23,NA,10065
"443",2000-06-06,NA,10079
"444",2000-06-20,NA,10093
"445",2000-07-05,NA,10108
"446",2000-08-15,NA,10149
"447",2000-09-12,0.011,10177
"448",2000-09-26,NA,10191
"449",2000-10-12,NA,10207
"450",2000-11-07,NA,10234
"451",2000-12-05,NA,10262
"452",2001-01-02,0.012,10290
"453",2001-01-29,NA,10317
"454",2001-02-28,0.011,10347
"455",2001-04-04,NA,10381
"456",2001-05-30,NA,10437
"457",2001-06-14,NA,10452
"458",2001-06-25,NA,10463
"459",2001-08-09,0.009,10508
"460",2001-08-20,NA,10519
"461",2001-09-04,NA,10534
"462",2001-10-15,NA,10575
"463",2001-11-27,NA,10619
"464",2001-12-10,NA,10632
"465",2002-01-14,0.001,10667
"466",2002-02-11,NA,10695
"467",2002-03-12,NA,10724
"468",2002-04-10,NA,10752
"469",2002-04-22,0.016,10764
"470",2002-05-06,0.01,10778
"471",2002-05-20,NA,10792
"472",2002-06-04,NA,10807
"473",2002-06-17,0.011,10820
"474",2002-07-15,0.012,10848
"475",2002-07-29,0.009,10862
"476",2002-08-12,NA,10876
"477",2002-08-26,0.009,10890
"478",2002-09-09,NA,10904
"479",2002-09-25,0.02,10920
"480",2002-10-21,NA,10946
"481",2002-11-19,0.029,10976
"482",2002-12-16,NA,11003
"483",2003-01-21,NA,11039
"484",2003-02-18,NA,11067
"485",2003-03-11,NA,11088
"486",2003-04-02,NA,11110
"487",2003-04-14,NA,11121
"488",2003-05-05,NA,11142
"489",2003-06-09,NA,11177
"490",2003-07-14,NA,11212
"491",2003-08-27,NA,11256
"492",2003-09-09,NA,11269
"493",2003-10-14,NA,11304
"494",2003-11-13,NA,11335
"495",2003-12-09,NA,11361
"496",2004-01-06,NA,11389
"497",2004-02-04,0.009,11418
"498",2004-03-17,NA,11460
"499",2004-04-20,NA,11493
"500",2004-05-18,NA,11521
"501",2004-08-10,NA,11605
"502",2004-10-11,0.01,11667
"503",2004-11-18,0.0015,11706
"504",2004-12-29,NA,11747
"505",2005-01-10,0.009,11759
"506",2005-02-07,NA,11787
"507",2005-03-07,NA,11815
"508",2005-04-11,NA,11849
"509",2005-05-09,NA,11877
"510",2005-06-21,NA,11920
"511",2005-07-20,0.031,11949
"512",2005-08-16,0.013,11976
"513",2005-09-13,NA,12004
"514",2005-10-10,0.011,12031
"515",2005-11-01,0.076,12054
"516",2005-11-29,NA,12082
"517",2005-12-19,NA,12102
"518",2006-01-19,NA,12133
"519",2006-02-14,0.021,12159
"520",2006-03-14,NA,12187
"521",2006-04-24,NA,12227
"522",2006-05-17,NA,12250
"523",2006-06-14,NA,12278
"524",2006-07-10,NA,12304
"525",2006-08-14,0.012,12339
"526",2006-09-27,0.012,12383
"527",2006-10-16,0.012,12402
"528",2006-11-06,NA,12424
"529",2006-12-12,0.012,12460
"530",2007-01-16,NA,12495
"531",2007-02-13,NA,12523
"532",2007-03-19,0.005,12556
"533",2007-04-18,NA,12586
"534",2007-08-13,0.013,12703
"535",2007-09-26,0.012,12747
"536",2007-10-15,0.015,12766
"537",2007-11-06,0.01,12789
"538",2007-12-10,0.016,12823
"539",2008-01-14,0.018,12858
"540",2008-02-14,0.014,12889
"541",2008-03-11,0.013,12914
"542",2008-04-14,0.0025,12948
"543",2008-05-21,0.015,12985
"544",2008-06-09,0.002,13004
"545",2008-07-21,0.017,13046
"546",2008-08-11,0.009,13067
"547",2008-09-23,0.015,13110
"548",2008-10-20,NA,13137
"549",2008-11-18,0.01,13167
"550",2008-12-16,0.01,13195
"551",2009-01-13,0.012,13223
"552",2009-02-12,0.006,13253
"553",2009-03-10,0.007,13278
"554",2009-04-28,0.013,13327
"555",2009-05-12,0.01,13341
"556",2009-06-10,0.01,13370
"557",2009-07-07,0.006,13397
"558",2009-08-18,0.008,13439
"559",2009-09-15,0.011,13467
"560",2009-10-13,0.011,13495
"561",2009-11-17,0.008,13531
"562",2009-12-15,0.015,13559
"563",2010-01-14,0.012,13589
"564",2010-03-10,0.009,13644
"565",2010-04-20,0.01,13684
"566",2010-05-19,0.014,13713
"567",2010-06-15,0.012,13740
"568",2010-07-13,0.012,13768
"569",2010-08-25,0.009,13811
"570",2010-09-20,0.01,13837
"571",2010-10-20,0.011,13867
"572",2010-11-01,NA,13879
"573",2010-12-15,0.008,13924
"574",2011-01-04,NA,13944
"575",2011-02-14,NA,13985
"576",2011-03-08,0.01,14007
"577",2011-04-18,0.005,14047
"578",2011-05-23,0.011,14082
"579",2011-06-07,0.011,14097
"580",2011-07-12,0.009,14132
"581",2011-08-02,0.005,14153
"582",2011-09-19,0.006,14201
"583",2011-10-10,0.007,14222
"584",2011-11-14,0.006,14258
"585",2011-12-06,NA,14280
"586",2012-01-24,0.005,14329
"587",2012-02-06,0.006,14342
"588",2012-03-20,0.01,14384
"589",2012-04-03,NA,14398
"590",2012-05-21,0.006,14446
"591",2012-06-11,0.011,14467
"592",2012-07-17,0.01,14503
"593",2012-08-14,0.01,14531
"594",2012-09-19,0.014,14567
"595",2012-10-09,NA,14587
"596",2012-11-27,0.026,14637
"597",2012-12-11,0.005,14651
"598",2013-01-08,0.012,14679
"599",2013-02-11,0.01,14713
"600",2013-03-27,0.012,14756
"601",2013-04-08,0.008,14768
"602",2013-05-14,0.011,14804
"603",2013-06-03,0.012,14824
"604",2013-07-17,0.016,14868
"605",2013-08-06,0.013,14888
"606",2013-09-17,NA,14930
"607",2013-10-01,0.007,14944
"608",2013-11-12,0.005,14987
"609",2013-12-04,0.007,15009
"610",2014-01-14,0.011,15050
"611",2014-02-05,NA,15072
"612",2014-03-11,0.009,15105
"613",2014-04-15,0.012,15140
"614",2014-05-14,0.017,15169
"615",2014-06-04,0.009,15190
"616",2014-07-15,0.009,15231
"617",2014-08-05,0.011,15252
"618",2014-09-02,0.009,15280
"619",2014-10-07,0.012,15315
"620",2014-11-04,0.009,15344
"621",2014-12-02,0.013,15372
"622",2015-01-06,0.009,15407
"623",2015-02-03,0.008,15435
"624",2015-03-03,0.006,15463
"625",2015-04-07,0.012,15497
"626",2015-05-12,0.011,15532
"627",2015-06-03,0.01,15554
"628",2015-07-08,0.01,15589
"629",2015-08-04,0.043,15616
"630",2015-09-01,0.011,15644
"631",2015-10-06,0.006,15679
"632",2015-11-04,0.007,15709
"633",2015-12-01,0.01,15736
"634",2016-01-11,0.014,15777
"635",2016-02-02,0.008,15799
"636",2016-03-01,0.009,15827
"637",2016-04-05,0.01,15861
"638",2016-05-03,NA,15889
"639",2016-06-14,0.012,15931
"640",2016-07-11,0.015,15958
"641",2016-08-02,0.014,15980
"642",2016-09-06,0.025,16015
"643",2016-10-18,0.016,16057
"644",2016-11-01,0.015,16071
"645",2016-12-07,0.015,16108
"646",2017-01-09,0.013,16141
"647",2017-02-07,0.007,16170
"648",2017-03-22,0.011,16212
"649",2017-04-17,0.01,16238
"650",2017-05-23,0.012,16274
"651",2017-06-20,0.007,16302
"652",2017-07-10,NA,16322
"653",2017-08-14,0.018,16357
"654",2017-09-18,0.064,16392
"655",2017-10-10,0.008,16414
"656",2017-11-07,0.019,16443
"657",2017-12-05,0.01,16471
"658",2018-01-17,0.009,16514
"659",2018-02-06,0.007,16534
"660",2018-03-06,0.012,16562
"661",2018-04-03,0.006,16589
"662",2018-05-01,0.013,16617
"663",2018-06-05,0.022,16652
"664",2018-07-17,0.011,16694
"665",2018-08-14,0.01,16722
"666",2018-09-04,0.005,16743
"667",2018-10-16,0.011,16785
"668",2018-11-06,0.011,16807
"669",2018-12-04,0.009,16835
"670",2019-01-08,0.008,16870
"671",2019-02-12,0.008,16905
"672",2019-03-12,0.016,16932
"673",2019-04-02,0.01,16953
"674",2019-05-08,0.009,16989
"675",2019-06-05,0.01,17017
"676",2019-07-09,0.007,17051
"677",2019-08-06,0.008,17079
"678",2019-09-09,0.014,17113
"679",2019-10-01,0.015,17135
"680",2019-11-05,0.012,17171
"681",2019-12-03,0.007,17199
"682",2020-01-14,0.008,17241
"683",2020-02-12,0.005,17270
"684",2020-03-10,0.024,17296
"685",2020-04-07,0.009,17324
"686",2020-05-05,0.013,17352
"687",2020-05-20,0.012,17367
"688",2020-06-02,0.009,17380
"689",2020-06-23,0.011,17401
"690",2020-07-07,0.018,17415
"691",2020-07-21,0.012,17429
"692",2020-08-04,0.01,17443
"693",2020-08-25,0.013,17464
"694",2020-09-08,0.013,17478
"695",2020-09-23,0.008,17493
"696",2020-10-06,0.012,17506
"697",2020-10-21,0.01,17521
"698",2020-11-17,0.009,17549
"699",2020-12-15,0.013,17577
"700",2021-01-05,0.012,17598
"701",2021-02-09,0.006,17633
"702",2021-03-10,NA,17662
"703",2021-04-06,0.011,17688
"704",2021-05-04,0.01,17716
"705",2021-05-18,0.008,17730
"706",2021-06-08,0.011,17751
"707",2021-06-22,0.007,17765
"708",2021-07-08,0.009,17781
"709",2021-07-20,0.015,17793
"710",2021-08-03,0.009,17807
"711",2021-08-24,0.008,17828
"712",2021-09-08,0.007,17843
"713",2021-09-21,NA,17856
"714",2021-10-05,0.011,17870
"715",2021-10-19,0.007,17884
"716",2021-11-02,0.007,17898
"717",2021-12-07,0.011,17934
"718",2022-01-04,0.014,17962
"719",2022-02-08,0.009,17997
"720",2022-03-08,0.009,18025
"721",2022-04-05,NA,18052
"722",2022-05-03,0.009,18080
"723",2022-05-18,NA,18095
"724",2022-06-07,NA,18115
"725",2022-06-21,0.006,18129
"726",2022-07-06,0.007,18144
"727",2022-07-19,0.019,18157
"728",2022-08-02,0.007,18171
"729",2022-08-16,0.007,18185
"730",2022-09-06,0.006,18206
"731",2022-09-20,NA,18220
"732",2022-10-04,NA,18234
"733",2022-10-18,0.009,18248
"734",2022-11-15,0.009,18277
"735",2022-12-06,0.009,18298
"736",2023-01-10,0.008,18333
"737",2023-02-07,0.013,18361
"738",2023-03-07,0.011,18389
"739",2023-04-04,0.008,18416
"740",2023-05-02,0.012,18444
