"date","station_id","parameter","unit","value"
2023-01-26,"LZ40","AIRT","Degrees Celsius",18.77
2023-01-26,"LZ40","BARO","mm Mercury",762.08
2023-01-26,"LZ40","HUMI","Percent",81.59
2023-01-26,"LZ40","RADT","kW/m^2",0.069
2023-01-26,"LZ40","WNDD","DEGREES CLOCKWI",238.35
2023-01-26,"LZ40","WNDS","MPH",NA
2023-01-27,"L001","AIRT","Degrees Celsius",15.07
2023-01-27,"L001","BARO","mm Mercury",768.14
2023-01-27,"L001","HUMI","Percent",61.2
2023-01-27,"L001","WNDS","MPH",17.32
2023-01-27,"L005","AIRT","Degrees Celsius",14.79
2023-01-27,"L005","BARO","mm Mercury",768.15
2023-01-27,"L005","HUMI","Percent",61.17
2023-01-27,"L005","WNDS","MPH",16.27
2023-01-27,"L006","AIRT","Degrees Celsius",15.55
2023-01-27,"L006","BARO","mm Mercury",767.16
2023-01-27,"L006","HUMI","Percent",67.49
2023-01-27,"L006","RADP","MICROMOLE/m^2/s",134.13
2023-01-27,"L006","RADT","kW/m^2",0.072
2023-01-27,"L006","WNDS","MPH",20.03
2023-01-27,"LZ40","AIRT","Degrees Celsius",15.04
2023-01-27,"LZ40","BARO","mm Mercury",765.79
2023-01-27,"LZ40","HUMI","Percent",64.68
2023-01-27,"LZ40","RADT","kW/m^2",0.063
2023-01-27,"LZ40","WNDD","DEGREES CLOCKWI",30.7
2023-01-27,"LZ40","WNDS","MPH",19.01
2023-01-28,"L001","AIRT","Degrees Celsius",18.15
2023-01-28,"L001","BARO","mm Mercury",768.77
2023-01-28,"L001","HUMI","Percent",77.85
2023-01-28,"L001","WNDS","MPH",11.61
2023-01-28,"L005","AIRT","Degrees Celsius",17.47
2023-01-28,"L005","BARO","mm Mercury",768.75
2023-01-28,"L005","HUMI","Percent",79.55
2023-01-28,"L005","WNDS","MPH",10.24
2023-01-28,"L006","AIRT","Degrees Celsius",18.15
2023-01-28,"L006","BARO","mm Mercury",767.89
2023-01-28,"L006","HUMI","Percent",91.09
2023-01-28,"L006","RADP","MICROMOLE/m^2/s",124.54
2023-01-28,"L006","RADT","kW/m^2",0.067
2023-01-28,"L006","WNDS","MPH",13.32
2023-01-28,"LZ40","AIRT","Degrees Celsius",17.6
2023-01-28,"LZ40","BARO","mm Mercury",766.61
2023-01-28,"LZ40","HUMI","Percent",82.02
2023-01-28,"LZ40","RADT","kW/m^2",0.076
2023-01-28,"LZ40","WNDD","DEGREES CLOCKWI",57.79
2023-01-28,"LZ40","WNDS","MPH",10.79
2023-01-29,"L001","AIRT","Degrees Celsius",20.46
2023-01-29,"L001","BARO","mm Mercury",767.31
2023-01-29,"L001","HUMI","Percent",83.21
2023-01-29,"L001","WNDS","MPH",7.04
2023-01-29,"L005","AIRT","Degrees Celsius",20.49
2023-01-29,"L005","BARO","mm Mercury",767.43
2023-01-29,"L005","HUMI","Percent",83.72
2023-01-29,"L005","WNDS","MPH",6.47
2023-01-29,"L006","AIRT","Degrees Celsius",20.32
2023-01-29,"L006","BARO","mm Mercury",766.64
2023-01-29,"L006","HUMI","Percent",90.09
2023-01-29,"L006","RADP","MICROMOLE/m^2/s",305.79
2023-01-29,"L006","RADT","kW/m^2",0.177
2023-01-29,"L006","WNDS","MPH",8.95
2023-01-29,"LZ40","AIRT","Degrees Celsius",19.76
2023-01-29,"LZ40","BARO","mm Mercury",765.33
2023-01-29,"LZ40","HUMI","Percent",86.71
2023-01-29,"LZ40","RADT","kW/m^2",0.171
2023-01-29,"LZ40","WNDD","DEGREES CLOCKWI",92.87
2023-01-29,"LZ40","WNDS","MPH",NA
2023-01-30,"L001","AIRT","Degrees Celsius",22.59
2023-01-30,"L001","BARO","mm Mercury",766.17
2023-01-30,"L001","HUMI","Percent",85.17
2023-01-30,"L001","WNDS","MPH",4.67
2023-01-30,"L005","AIRT","Degrees Celsius",21.98
2023-01-30,"L005","BARO","mm Mercury",766.2
2023-01-30,"L005","HUMI","Percent",87.66
2023-01-30,"L005","WNDS","MPH",3.97
2023-01-30,"L006","AIRT","Degrees Celsius",21.82
2023-01-30,"L006","BARO","mm Mercury",765.47
2023-01-30,"L006","HUMI","Percent",93.1
2023-01-30,"L006","RADP","MICROMOLE/m^2/s",305.86
2023-01-30,"L006","RADT","kW/m^2",0.177
2023-01-30,"L006","WNDS","MPH",4.93
2023-01-30,"LZ40","AIRT","Degrees Celsius",21.99
2023-01-30,"LZ40","BARO","mm Mercury",764.08
2023-01-30,"LZ40","HUMI","Percent",88.41
2023-01-30,"LZ40","RADT","kW/m^2",0.163
2023-01-30,"LZ40","WNDD","DEGREES CLOCKWI",113.81
2023-01-30,"LZ40","WNDS","MPH",NA
2023-01-31,"L001","AIRT","Degrees Celsius",22.47
2023-01-31,"L001","BARO","mm Mercury",766.14
2023-01-31,"L001","HUMI","Percent",84.28
2023-01-31,"L001","WNDS","MPH",3.98
2023-01-31,"L005","AIRT","Degrees Celsius",22.34
2023-01-31,"L005","BARO","mm Mercury",766.17
2023-01-31,"L005","HUMI","Percent",85.43
2023-01-31,"L005","WNDS","MPH",4.05
2023-01-31,"L006","AIRT","Degrees Celsius",21.06
2023-01-31,"L006","BARO","mm Mercury",765.44
2023-01-31,"L006","HUMI","Percent",98.67
2023-01-31,"L006","RADP","MICROMOLE/m^2/s",310.85
2023-01-31,"L006","RADT","kW/m^2",0.178
2023-01-31,"L006","WNDS","MPH",4.77
2023-01-31,"LZ40","AIRT","Degrees Celsius",21.12
2023-01-31,"LZ40","BARO","mm Mercury",764.01
2023-01-31,"LZ40","HUMI","Percent",93.44
2023-01-31,"LZ40","RADT","kW/m^2",0.169
2023-01-31,"LZ40","WNDD","DEGREES CLOCKWI",102.38
2023-01-31,"LZ40","WNDS","MPH",NA
2023-02-01,"L001","AIRT","Degrees Celsius",22.98
2023-02-01,"L001","BARO","mm Mercury",766.59
2023-02-01,"L001","HUMI","Percent",81.4
2023-02-01,"L001","WNDS","MPH",4.11
2023-02-01,"L005","AIRT","Degrees Celsius",23.08
2023-02-01,"L005","BARO","mm Mercury",766.62
2023-02-01,"L005","HUMI","Percent",80.8
2023-02-01,"L005","WNDS","MPH",2.78
2023-02-01,"L006","AIRT","Degrees Celsius",22.58
2023-02-01,"L006","BARO","mm Mercury",765.93
2023-02-01,"L006","HUMI","Percent",92.52
2023-02-01,"L006","RADP","MICROMOLE/m^2/s",289.97
2023-02-01,"L006","RADT","kW/m^2",0.17
2023-02-01,"L006","WNDS","MPH",3.51
2023-02-01,"LZ40","AIRT","Degrees Celsius",22.69
2023-02-01,"LZ40","BARO","mm Mercury",764.47
2023-02-01,"LZ40","HUMI","Percent",84.34
2023-02-01,"LZ40","RADT","kW/m^2",0.171
2023-02-01,"LZ40","WNDD","DEGREES CLOCKWI",159.47
2023-02-01,"LZ40","WNDS","MPH",NA
2023-02-02,"L001","AIRT","Degrees Celsius",23.31
2023-02-02,"L001","BARO","mm Mercury",765.52
2023-02-02,"L001","HUMI","Percent",82.38
2023-02-02,"L001","WNDS","MPH",4.36
2023-02-02,"L005","AIRT","Degrees Celsius",23.11
2023-02-02,"L005","BARO","mm Mercury",765.54
2023-02-02,"L005","HUMI","Percent",83.66
2023-02-02,"L005","WNDS","MPH",3.71
2023-02-02,"L006","AIRT","Degrees Celsius",22.93
2023-02-02,"L006","BARO","mm Mercury",764.87
2023-02-02,"L006","HUMI","Percent",89.95
2023-02-02,"L006","RADP","MICROMOLE/m^2/s",231.46
2023-02-02,"L006","RADT","kW/m^2",0.129
2023-02-02,"L006","WNDS","MPH",4.02
2023-02-02,"LZ40","AIRT","Degrees Celsius",22.8
2023-02-02,"LZ40","BARO","mm Mercury",763.39
2023-02-02,"LZ40","HUMI","Percent",86.09
2023-02-02,"LZ40","RADT","kW/m^2",0.163
2023-02-02,"LZ40","WNDD","DEGREES CLOCKWI",179.01
2023-02-02,"LZ40","WNDS","MPH",NA
2023-02-03,"L001","AIRT","Degrees Celsius",20.65
2023-02-03,"L001","BARO","mm Mercury",764.56
2023-02-03,"L001","HUMI","Percent",88.68
2023-02-03,"L001","WNDS","MPH",13.02
2023-02-03,"L005","AIRT","Degrees Celsius",21.05
2023-02-03,"L005","BARO","mm Mercury",764.71
2023-02-03,"L005","HUMI","Percent",84.52
2023-02-03,"L005","WNDS","MPH",12.44
2023-02-03,"L006","AIRT","Degrees Celsius",21.11
2023-02-03,"L006","BARO","mm Mercury",763.9
2023-02-03,"L006","HUMI","Percent",96.09
2023-02-03,"L006","RADP","MICROMOLE/m^2/s",283.77
2023-02-03,"L006","RADT","kW/m^2",0.157
2023-02-03,"L006","WNDS","MPH",12.27
2023-02-03,"LZ40","AIRT","Degrees Celsius",20.45
2023-02-03,"LZ40","BARO","mm Mercury",762.51
2023-02-03,"LZ40","HUMI","Percent",90.82
2023-02-03,"LZ40","RADT","kW/m^2",0.172
2023-02-03,"LZ40","WNDD","DEGREES CLOCKWI",168.41
2023-02-03,"LZ40","WNDS","MPH",NA
2023-02-04,"L001","AIRT","Degrees Celsius",18.35
2023-02-04,"L001","BARO","mm Mercury",768.32
2023-02-04,"L001","HUMI","Percent",75
2023-02-04,"L001","WNDS","MPH",17.49
2023-02-04,"L005","AIRT","Degrees Celsius",18.26
2023-02-04,"L005","BARO","mm Mercury",768.51
2023-02-04,"L005","HUMI","Percent",75.98
2023-02-04,"L005","WNDS","MPH",17.81
2023-02-04,"L006","AIRT","Degrees Celsius",18.9
2023-02-04,"L006","BARO","mm Mercury",767.48
2023-02-04,"L006","HUMI","Percent",88.95
2023-02-04,"L006","RADP","MICROMOLE/m^2/s",115.18
2023-02-04,"L006","RADT","kW/m^2",0.062
2023-02-04,"L006","WNDS","MPH",19
2023-02-04,"LZ40","AIRT","Degrees Celsius",18.35
2023-02-04,"LZ40","BARO","mm Mercury",766.11
2023-02-04,"LZ40","HUMI","Percent",77.92
2023-02-04,"LZ40","RADT","kW/m^2",0.082
2023-02-04,"LZ40","WNDD","DEGREES CLOCKWI",54.72
2023-02-04,"LZ40","WNDS","MPH",19.37
2023-02-05,"L001","AIRT","Degrees Celsius",19.79
2023-02-05,"L001","BARO","mm Mercury",765.4
2023-02-05,"L001","HUMI","Percent",88.94
2023-02-05,"L001","WNDS","MPH",10.9
2023-02-05,"L005","AIRT","Degrees Celsius",20.12
2023-02-05,"L005","BARO","mm Mercury",765.61
2023-02-05,"L005","HUMI","Percent",88.51
2023-02-05,"L005","WNDS","MPH",10.43
2023-02-05,"L006","AIRT","Degrees Celsius",19.65
2023-02-05,"L006","BARO","mm Mercury",764.79
2023-02-05,"L006","HUMI","Percent",99.15
2023-02-05,"L006","RADP","MICROMOLE/m^2/s",170.23
2023-02-05,"L006","RADT","kW/m^2",0.094
2023-02-05,"L006","WNDS","MPH",11.04
2023-02-05,"LZ40","AIRT","Degrees Celsius",19.29
2023-02-05,"LZ40","BARO","mm Mercury",763.38
2023-02-05,"LZ40","HUMI","Percent",95.17
2023-02-05,"LZ40","RADT","kW/m^2",0.081
2023-02-05,"LZ40","WNDD","DEGREES CLOCKWI",96.59
2023-02-05,"LZ40","WNDS","MPH",9.84
2023-02-06,"L001","AIRT","Degrees Celsius",19.63
2023-02-06,"L001","BARO","mm Mercury",765.43
2023-02-06,"L001","HUMI","Percent",76.09
2023-02-06,"L001","WNDS","MPH",10.4
2023-02-06,"L005","AIRT","Degrees Celsius",19.87
2023-02-06,"L005","BARO","mm Mercury",765.6
2023-02-06,"L005","HUMI","Percent",75.11
2023-02-06,"L005","WNDS","MPH",10.01
2023-02-06,"L006","AIRT","Degrees Celsius",19.86
2023-02-06,"L006","BARO","mm Mercury",764.77
2023-02-06,"L006","HUMI","Percent",85.68
2023-02-06,"L006","RADP","MICROMOLE/m^2/s",318.8
2023-02-06,"L006","RADT","kW/m^2",0.183
2023-02-06,"L006","WNDS","MPH",12.21
2023-02-06,"LZ40","AIRT","Degrees Celsius",19.5
2023-02-06,"LZ40","BARO","mm Mercury",763.37
2023-02-06,"LZ40","HUMI","Percent",77.98
2023-02-06,"LZ40","RADT","kW/m^2",0.186
2023-02-06,"LZ40","WNDD","DEGREES CLOCKWI",46.57
2023-02-06,"LZ40","WNDS","MPH",10.87
2023-02-07,"L001","AIRT","Degrees Celsius",19.99
2023-02-07,"L001","BARO","mm Mercury",767.73
2023-02-07,"L001","HUMI","Percent",71.5
2023-02-07,"L001","WNDS","MPH",10.14
2023-02-07,"L005","AIRT","Degrees Celsius",20.59
2023-02-07,"L005","BARO","mm Mercury",767.86
2023-02-07,"L005","HUMI","Percent",73.16
2023-02-07,"L005","WNDS","MPH",9.34
2023-02-07,"L006","AIRT","Degrees Celsius",20.58
2023-02-07,"L006","BARO","mm Mercury",767
2023-02-07,"L006","HUMI","Percent",75.39
2023-02-07,"L006","RADP","MICROMOLE/m^2/s",335.36
2023-02-07,"L006","RADT","kW/m^2",0.196
2023-02-07,"L006","WNDS","MPH",11.56
2023-02-07,"LZ40","AIRT","Degrees Celsius",20.13
2023-02-07,"LZ40","BARO","mm Mercury",765.68
2023-02-07,"LZ40","HUMI","Percent",73.3
2023-02-07,"LZ40","RADT","kW/m^2",0.194
2023-02-07,"LZ40","WNDD","DEGREES CLOCKWI",78.61
2023-02-07,"LZ40","WNDS","MPH",9.78
2023-02-08,"L001","AIRT","Degrees Celsius",21.31
2023-02-08,"L001","BARO","mm Mercury",767.67
2023-02-08,"L001","HUMI","Percent",70.56
2023-02-08,"L001","WNDS","MPH",9.5
2023-02-08,"L005","AIRT","Degrees Celsius",21.56
2023-02-08,"L005","BARO","mm Mercury",767.64
2023-02-08,"L005","HUMI","Percent",73.77
2023-02-08,"L005","WNDS","MPH",8.8
2023-02-08,"L006","AIRT","Degrees Celsius",21.24
2023-02-08,"L006","BARO","mm Mercury",766.88
2023-02-08,"L006","HUMI","Percent",77.02
2023-02-08,"L006","RADP","MICROMOLE/m^2/s",300.21
2023-02-08,"L006","RADT","kW/m^2",0.168
2023-02-08,"L006","WNDS","MPH",10.18
2023-02-08,"LZ40","AIRT","Degrees Celsius",20.96
2023-02-08,"LZ40","BARO","mm Mercury",765.61
2023-02-08,"LZ40","HUMI","Percent",73.68
2023-02-08,"LZ40","RADT","kW/m^2",0.185
2023-02-08,"LZ40","WNDD","DEGREES CLOCKWI",79.27
2023-02-08,"LZ40","WNDS","MPH",9.81
2023-02-09,"L001","AIRT","Degrees Celsius",21.93
2023-02-09,"L001","BARO","mm Mercury",766.29
2023-02-09,"L001","HUMI","Percent",82.92
2023-02-09,"L001","WNDS","MPH",8.83
2023-02-09,"L005","AIRT","Degrees Celsius",22.38
2023-02-09,"L005","BARO","mm Mercury",766.36
2023-02-09,"L005","HUMI","Percent",82.69
2023-02-09,"L005","WNDS","MPH",8.22
2023-02-09,"L006","AIRT","Degrees Celsius",21.89
2023-02-09,"L006","BARO","mm Mercury",765.64
2023-02-09,"L006","HUMI","Percent",91.99
2023-02-09,"L006","RADP","MICROMOLE/m^2/s",307.05
2023-02-09,"L006","RADT","kW/m^2",0.174
2023-02-09,"L006","WNDS","MPH",10.18
2023-02-09,"LZ40","AIRT","Degrees Celsius",21.57
2023-02-09,"LZ40","BARO","mm Mercury",764.31
2023-02-09,"LZ40","HUMI","Percent",85.23
2023-02-09,"LZ40","RADT","kW/m^2",0.165
2023-02-09,"LZ40","WNDD","DEGREES CLOCKWI",117.16
2023-02-09,"LZ40","WNDS","MPH",9.74
2023-02-10,"L001","AIRT","Degrees Celsius",23.01
2023-02-10,"L001","BARO","mm Mercury",764.99
2023-02-10,"L001","HUMI","Percent",83.99
2023-02-10,"L001","WNDS","MPH",6.97
2023-02-10,"L005","AIRT","Degrees Celsius",23.12
2023-02-10,"L005","BARO","mm Mercury",765
2023-02-10,"L005","HUMI","Percent",82.85
2023-02-10,"L005","WNDS","MPH",7.38
2023-02-10,"L006","AIRT","Degrees Celsius",22.47
2023-02-10,"L006","BARO","mm Mercury",764.29
2023-02-10,"L006","HUMI","Percent",90.26
2023-02-10,"L006","RADP","MICROMOLE/m^2/s",316.5
2023-02-10,"L006","RADT","kW/m^2",0.18
2023-02-10,"L006","WNDS","MPH",8.25
2023-02-10,"LZ40","AIRT","Degrees Celsius",22.38
2023-02-10,"LZ40","BARO","mm Mercury",762.89
2023-02-10,"LZ40","HUMI","Percent",86.49
2023-02-10,"LZ40","RADT","kW/m^2",0.183
2023-02-10,"LZ40","WNDD","DEGREES CLOCKWI",144.95
2023-02-10,"LZ40","WNDS","MPH",7.42
2023-02-11,"L001","AIRT","Degrees Celsius",23.16
2023-02-11,"L001","BARO","mm Mercury",762.33
2023-02-11,"L001","HUMI","Percent",87.43
2023-02-11,"L001","WNDS","MPH",9.36
2023-02-11,"L005","AIRT","Degrees Celsius",23.9
2023-02-11,"L005","BARO","mm Mercury",762.41
2023-02-11,"L005","HUMI","Percent",81.63
2023-02-11,"L005","WNDS","MPH",9.69
2023-02-11,"L006","AIRT","Degrees Celsius",22.99
2023-02-11,"L006","BARO","mm Mercury",761.74
2023-02-11,"L006","HUMI","Percent",92.01
2023-02-11,"L006","RADP","MICROMOLE/m^2/s",296.11
2023-02-11,"L006","RADT","kW/m^2",0.167
2023-02-11,"L006","WNDS","MPH",9.02
2023-02-11,"LZ40","AIRT","Degrees Celsius",22.62
2023-02-11,"LZ40","BARO","mm Mercury",760.34
2023-02-11,"LZ40","HUMI","Percent",90.33
2023-02-11,"LZ40","RADT","kW/m^2",0.178
2023-02-11,"LZ40","WNDD","DEGREES CLOCKWI",169.2
2023-02-11,"LZ40","WNDS","MPH",8.33
2023-02-12,"L001","AIRT","Degrees Celsius",19.99
2023-02-12,"L001","BARO","mm Mercury",760.19
2023-02-12,"L001","HUMI","Percent",73
2023-02-12,"L001","WNDS","MPH",21.24
2023-02-12,"L005","AIRT","Degrees Celsius",19.84
2023-02-12,"L005","BARO","mm Mercury",760.77
2023-02-12,"L005","HUMI","Percent",72.62
2023-02-12,"L005","WNDS","MPH",20.37
2023-02-12,"L006","AIRT","Degrees Celsius",20
2023-02-12,"L006","BARO","mm Mercury",759.84
2023-02-12,"L006","HUMI","Percent",78.1
2023-02-12,"L006","RADP","MICROMOLE/m^2/s",269.52
2023-02-12,"L006","RADT","kW/m^2",0.147
2023-02-12,"L006","WNDS","MPH",22.08
2023-02-12,"LZ40","AIRT","Degrees Celsius",19.7
2023-02-12,"LZ40","BARO","mm Mercury",758.54
2023-02-12,"LZ40","HUMI","Percent",74.59
2023-02-12,"LZ40","RADT","kW/m^2",0.173
2023-02-12,"LZ40","WNDD","DEGREES CLOCKWI",266.42
2023-02-12,"LZ40","WNDS","MPH",22.17
2023-02-13,"L001","AIRT","Degrees Celsius",16.61
2023-02-13,"L001","BARO","mm Mercury",762.71
2023-02-13,"L001","HUMI","Percent",59.65
2023-02-13,"L001","WNDS","MPH",12.58
2023-02-13,"L005","AIRT","Degrees Celsius",16.73
2023-02-13,"L005","BARO","mm Mercury",763.01
2023-02-13,"L005","HUMI","Percent",59.6
2023-02-13,"L005","WNDS","MPH",12.4
2023-02-13,"L006","AIRT","Degrees Celsius",17.14
2023-02-13,"L006","BARO","mm Mercury",762.09
2023-02-13,"L006","HUMI","Percent",60.55
2023-02-13,"L006","RADP","MICROMOLE/m^2/s",361.26
2023-02-13,"L006","RADT","kW/m^2",0.207
2023-02-13,"L006","WNDS","MPH",15.37
2023-02-13,"LZ40","AIRT","Degrees Celsius",16.75
2023-02-13,"LZ40","BARO","mm Mercury",760.78
2023-02-13,"LZ40","HUMI","Percent",58.27
2023-02-13,"LZ40","RADT","kW/m^2",0.212
2023-02-13,"LZ40","WNDD","DEGREES CLOCKWI",280.53
2023-02-13,"LZ40","WNDS","MPH",15.04
2023-02-14,"L001","AIRT","Degrees Celsius",18.5
2023-02-14,"L001","BARO","mm Mercury",764.28
2023-02-14,"L001","HUMI","Percent",65.31
2023-02-14,"L001","WNDS","MPH",8.04
2023-02-14,"L005","AIRT","Degrees Celsius",18.11
2023-02-14,"L005","BARO","mm Mercury",764.34
2023-02-14,"L005","HUMI","Percent",67.8
2023-02-14,"L005","WNDS","MPH",8.52
2023-02-14,"L006","AIRT","Degrees Celsius",18.71
2023-02-14,"L006","BARO","mm Mercury",763.55
2023-02-14,"L006","HUMI","Percent",67.34
2023-02-14,"L006","RADP","MICROMOLE/m^2/s",355.8
2023-02-14,"L006","RADT","kW/m^2",0.201
2023-02-14,"L006","WNDS","MPH",9.15
2023-02-14,"LZ40","AIRT","Degrees Celsius",18.49
2023-02-14,"LZ40","BARO","mm Mercury",762.22
2023-02-14,"LZ40","HUMI","Percent",65.08
2023-02-14,"LZ40","RADT","kW/m^2",0.204
2023-02-14,"LZ40","WNDD","DEGREES CLOCKWI",128.64
2023-02-14,"LZ40","WNDS","MPH",8.52
2023-02-15,"L001","AIRT","Degrees Celsius",21.28
2023-02-15,"L001","BARO","mm Mercury",765.74
2023-02-15,"L001","HUMI","Percent",77.49
2023-02-15,"L001","WNDS","MPH",7.33
2023-02-15,"L005","AIRT","Degrees Celsius",21.55
2023-02-15,"L005","BARO","mm Mercury",765.75
2023-02-15,"L005","HUMI","Percent",77.33
2023-02-15,"L005","WNDS","MPH",8.75
2023-02-15,"L006","AIRT","Degrees Celsius",21.14
2023-02-15,"L006","BARO","mm Mercury",765.01
2023-02-15,"L006","HUMI","Percent",79.6
2023-02-15,"L006","RADP","MICROMOLE/m^2/s",330.35
2023-02-15,"L006","RADT","kW/m^2",0.184
2023-02-15,"L006","WNDS","MPH",9.2
2023-02-15,"LZ40","AIRT","Degrees Celsius",20.92
2023-02-15,"LZ40","BARO","mm Mercury",763.65
2023-02-15,"LZ40","HUMI","Percent",75.57
2023-02-15,"LZ40","RADT","kW/m^2",0.195
2023-02-15,"LZ40","WNDD","DEGREES CLOCKWI",125.87
2023-02-15,"LZ40","WNDS","MPH",7.79
2023-02-16,"L001","AIRT","Degrees Celsius",22.56
2023-02-16,"L001","BARO","mm Mercury",764.77
2023-02-16,"L001","HUMI","Percent",79.1
2023-02-16,"L001","WNDS","MPH",6.3
2023-02-16,"L005","AIRT","Degrees Celsius",22.61
2023-02-16,"L005","BARO","mm Mercury",764.75
2023-02-16,"L005","HUMI","Percent",79.15
2023-02-16,"L005","WNDS","MPH",6.56
2023-02-16,"L006","AIRT","Degrees Celsius",22.15
2023-02-16,"L006","BARO","mm Mercury",764.04
2023-02-16,"L006","HUMI","Percent",85.72
2023-02-16,"L006","RADP","MICROMOLE/m^2/s",298.41
2023-02-16,"L006","RADT","kW/m^2",0.167
2023-02-16,"L006","WNDS","MPH",7.99
2023-02-16,"LZ40","AIRT","Degrees Celsius",22.16
2023-02-16,"LZ40","BARO","mm Mercury",762.63
2023-02-16,"LZ40","HUMI","Percent",78.29
2023-02-16,"LZ40","RADT","kW/m^2",0.185
2023-02-16,"LZ40","WNDD","DEGREES CLOCKWI",134.17
2023-02-16,"LZ40","WNDS","MPH",6.54
2023-02-17,"L001","AIRT","Degrees Celsius",22.75
2023-02-17,"L001","BARO","mm Mercury",764
2023-02-17,"L001","HUMI","Percent",89.38
2023-02-17,"L001","WNDS","MPH",8.89
2023-02-17,"L005","AIRT","Degrees Celsius",23.89
2023-02-17,"L005","BARO","mm Mercury",764.09
2023-02-17,"L005","HUMI","Percent",81.37
2023-02-17,"L005","WNDS","MPH",9.42
2023-02-17,"L006","AIRT","Degrees Celsius",22.88
2023-02-17,"L006","BARO","mm Mercury",763.5
2023-02-17,"L006","HUMI","Percent",94.41
2023-02-17,"L006","RADP","MICROMOLE/m^2/s",276
2023-02-17,"L006","RADT","kW/m^2",0.149
2023-02-17,"L006","WNDS","MPH",7.75
2023-02-17,"LZ40","AIRT","Degrees Celsius",22.29
2023-02-17,"LZ40","BARO","mm Mercury",762.1
2023-02-17,"LZ40","HUMI","Percent",92.16
2023-02-17,"LZ40","RADT","kW/m^2",0.143
2023-02-17,"LZ40","WNDD","DEGREES CLOCKWI",187.55
2023-02-17,"LZ40","WNDS","MPH",7.02
2023-02-18,"L001","AIRT","Degrees Celsius",20.28
2023-02-18,"L001","BARO","mm Mercury",767.22
2023-02-18,"L001","HUMI","Percent",79.26
2023-02-18,"L001","WNDS","MPH",15.12
2023-02-18,"L005","AIRT","Degrees Celsius",20.05
2023-02-18,"L005","BARO","mm Mercury",767.56
2023-02-18,"L005","HUMI","Percent",80.09
2023-02-18,"L005","WNDS","MPH",14.94
2023-02-18,"L006","AIRT","Degrees Celsius",20.45
2023-02-18,"L006","BARO","mm Mercury",766.53
2023-02-18,"L006","HUMI","Percent",90.29
2023-02-18,"L006","RADP","MICROMOLE/m^2/s",176.8
2023-02-18,"L006","RADT","kW/m^2",0.092
2023-02-18,"L006","WNDS","MPH",16.23
2023-02-18,"LZ40","AIRT","Degrees Celsius",19.95
2023-02-18,"LZ40","BARO","mm Mercury",765.26
2023-02-18,"LZ40","HUMI","Percent",84.01
2023-02-18,"LZ40","RADT","kW/m^2",0.087
2023-02-18,"LZ40","WNDD","DEGREES CLOCKWI",105.81
2023-02-18,"LZ40","WNDS","MPH",15.9
2023-02-19,"L001","AIRT","Degrees Celsius",23.54
2023-02-19,"L001","BARO","mm Mercury",766.95
2023-02-19,"L001","HUMI","Percent",74.02
2023-02-19,"L001","WNDS","MPH",5.07
2023-02-19,"L005","AIRT","Degrees Celsius",22.46
2023-02-19,"L005","BARO","mm Mercury",766.96
2023-02-19,"L005","HUMI","Percent",78.45
2023-02-19,"L005","WNDS","MPH",4.59
2023-02-19,"L006","AIRT","Degrees Celsius",22.63
2023-02-19,"L006","BARO","mm Mercury",766.19
2023-02-19,"L006","HUMI","Percent",95.66
2023-02-19,"L006","RADP","MICROMOLE/m^2/s",345.76
2023-02-19,"L006","RADT","kW/m^2",0.189
2023-02-19,"L006","WNDS","MPH",6.73
2023-02-19,"LZ40","AIRT","Degrees Celsius",22.79
2023-02-19,"LZ40","BARO","mm Mercury",764.78
2023-02-19,"LZ40","HUMI","Percent",82.33
2023-02-19,"LZ40","RADT","kW/m^2",0.198
2023-02-19,"LZ40","WNDD","DEGREES CLOCKWI",127.25
2023-02-19,"LZ40","WNDS","MPH",5.79
2023-02-20,"L001","AIRT","Degrees Celsius",22.49
2023-02-20,"L001","BARO","mm Mercury",764.51
2023-02-20,"L001","HUMI","Percent",80.37
2023-02-20,"L001","WNDS","MPH",7.96
2023-02-20,"L005","AIRT","Degrees Celsius",23.07
2023-02-20,"L005","BARO","mm Mercury",764.64
2023-02-20,"L005","HUMI","Percent",76.93
2023-02-20,"L005","WNDS","MPH",6.39
2023-02-20,"L006","AIRT","Degrees Celsius",22.94
2023-02-20,"L006","BARO","mm Mercury",763.94
2023-02-20,"L006","HUMI","Percent",90.05
2023-02-20,"L006","RADP","MICROMOLE/m^2/s",356.07
2023-02-20,"L006","RADT","kW/m^2",0.196
2023-02-20,"L006","WNDS","MPH",7.26
2023-02-20,"LZ40","AIRT","Degrees Celsius",22.69
2023-02-20,"LZ40","BARO","mm Mercury",762.49
2023-02-20,"LZ40","HUMI","Percent",79.54
2023-02-20,"LZ40","RADT","kW/m^2",0.189
2023-02-20,"LZ40","WNDD","DEGREES CLOCKWI",257.47
2023-02-20,"LZ40","WNDS","MPH",6.94
2023-02-21,"L001","AIRT","Degrees Celsius",22.26
2023-02-21,"L001","BARO","mm Mercury",763.11
2023-02-21,"L001","HUMI","Percent",85.36
2023-02-21,"L001","WNDS","MPH",7.31
2023-02-21,"L005","AIRT","Degrees Celsius",22.54
2023-02-21,"L005","BARO","mm Mercury",763.25
2023-02-21,"L005","HUMI","Percent",81.36
2023-02-21,"L005","WNDS","MPH",4.29
2023-02-21,"L006","AIRT","Degrees Celsius",22.68
2023-02-21,"L006","BARO","mm Mercury",762.42
