"date","station_id","parameter","unit","value"
2023-03-19,"L005","BARO","mm Mercury",764.11
2023-03-19,"L005","HUMI","Percent",76.13
2023-03-19,"L005","WNDS","MPH",14.05
2023-03-19,"L006","AIRT","Degrees Celsius",17.71
2023-03-19,"L006","BARO","mm Mercury",762.73
2023-03-19,"L006","HUMI","Percent",81.53
2023-03-19,"L006","RADP","MICROMOLE/m^2/s",117.11
2023-03-19,"L006","RADT","kW/m^2",0.061
2023-03-19,"L006","WNDS","MPH",17.91
2023-03-19,"LZ40","AIRT","Degrees Celsius",17
2023-03-19,"LZ40","BARO","mm Mercury",761.6
2023-03-19,"LZ40","HUMI","Percent",82.59
2023-03-19,"LZ40","RADT","kW/m^2",0.057
2023-03-19,"LZ40","WNDD","DEGREES CLOCKWI",50.43
2023-03-19,"LZ40","WNDS","MPH",18.05
2023-03-20,"L001","AIRT","Degrees Celsius",15.94
2023-03-20,"L001","BARO","mm Mercury",765.89
2023-03-20,"L001","HUMI","Percent",64.26
2023-03-20,"L001","WNDS","MPH",15.05
2023-03-20,"L005","AIRT","Degrees Celsius",16.13
2023-03-20,"L005","BARO","mm Mercury",765.96
2023-03-20,"L005","HUMI","Percent",63.04
2023-03-20,"L005","WNDS","MPH",14.07
2023-03-20,"L006","AIRT","Degrees Celsius",16.63
2023-03-20,"L006","BARO","mm Mercury",764.75
2023-03-20,"L006","HUMI","Percent",66.26
2023-03-20,"L006","RADP","MICROMOLE/m^2/s",364.48
2023-03-20,"L006","RADT","kW/m^2",0.212
2023-03-20,"L006","WNDS","MPH",19.12
2023-03-20,"LZ40","AIRT","Degrees Celsius",16.14
2023-03-20,"LZ40","BARO","mm Mercury",763.63
2023-03-20,"LZ40","HUMI","Percent",65.2
2023-03-20,"LZ40","RADT","kW/m^2",0.211
2023-03-20,"LZ40","WNDD","DEGREES CLOCKWI",94.25
2023-03-20,"LZ40","WNDS","MPH",19.03
2023-03-21,"L001","AIRT","Degrees Celsius",18.12
2023-03-21,"L001","BARO","mm Mercury",767.49
2023-03-21,"L001","HUMI","Percent",67.13
2023-03-21,"L001","WNDS","MPH",10.32
2023-03-21,"L005","AIRT","Degrees Celsius",17.58
2023-03-21,"L005","BARO","mm Mercury",767.55
2023-03-21,"L005","HUMI","Percent",67.02
2023-03-21,"L005","WNDS","MPH",10.3
2023-03-21,"L006","AIRT","Degrees Celsius",18.82
2023-03-21,"L006","BARO","mm Mercury",766.39
2023-03-21,"L006","HUMI","Percent",71.31
2023-03-21,"L006","RADP","MICROMOLE/m^2/s",416.81
2023-03-21,"L006","RADT","kW/m^2",0.245
2023-03-21,"L006","WNDS","MPH",13.34
2023-03-21,"LZ40","AIRT","Degrees Celsius",18.51
2023-03-21,"LZ40","BARO","mm Mercury",765.32
2023-03-21,"LZ40","HUMI","Percent",68.89
2023-03-21,"LZ40","RADT","kW/m^2",0.254
2023-03-21,"LZ40","WNDD","DEGREES CLOCKWI",104.66
2023-03-21,"LZ40","WNDS","MPH",12.76
2023-03-22,"L001","AIRT","Degrees Celsius",20.99
2023-03-22,"L001","BARO","mm Mercury",768.19
2023-03-22,"L001","HUMI","Percent",74.46
2023-03-22,"L001","WNDS","MPH",8.16
2023-03-22,"L005","AIRT","Degrees Celsius",21.11
2023-03-22,"L005","BARO","mm Mercury",768.16
2023-03-22,"L005","HUMI","Percent",78.08
2023-03-22,"L005","WNDS","MPH",8.61
2023-03-22,"L006","AIRT","Degrees Celsius",21.57
2023-03-22,"L006","BARO","mm Mercury",767.07
2023-03-22,"L006","HUMI","Percent",72.88
2023-03-22,"L006","RADP","MICROMOLE/m^2/s",385.29
2023-03-22,"L006","RADT","kW/m^2",0.223
2023-03-22,"L006","WNDS","MPH",9.66
2023-03-22,"LZ40","AIRT","Degrees Celsius",21.25
2023-03-22,"LZ40","BARO","mm Mercury",766.03
2023-03-22,"LZ40","HUMI","Percent",73.1
2023-03-22,"LZ40","RADT","kW/m^2",0.23
2023-03-22,"LZ40","WNDD","DEGREES CLOCKWI",84.16
2023-03-22,"LZ40","WNDS","MPH",9.24
2023-03-23,"L001","AIRT","Degrees Celsius",21.95
2023-03-23,"L001","BARO","mm Mercury",767.33
2023-03-23,"L001","HUMI","Percent",74.17
2023-03-23,"L001","WNDS","MPH",8.17
2023-03-23,"L005","AIRT","Degrees Celsius",22.05
2023-03-23,"L005","BARO","mm Mercury",767.35
2023-03-23,"L005","HUMI","Percent",76.59
2023-03-23,"L005","WNDS","MPH",8.55
2023-03-23,"L006","AIRT","Degrees Celsius",22.12
2023-03-23,"L006","BARO","mm Mercury",766.22
2023-03-23,"L006","HUMI","Percent",74.34
2023-03-23,"L006","RADP","MICROMOLE/m^2/s",419.94
2023-03-23,"L006","RADT","kW/m^2",0.242
2023-03-23,"L006","WNDS","MPH",9.61
2023-03-23,"LZ40","AIRT","Degrees Celsius",21.79
2023-03-23,"LZ40","BARO","mm Mercury",765.2
2023-03-23,"LZ40","HUMI","Percent",74.36
2023-03-23,"LZ40","RADT","kW/m^2",0.23
2023-03-23,"LZ40","WNDD","DEGREES CLOCKWI",93.36
2023-03-23,"LZ40","WNDS","MPH",9.39
2023-03-24,"L001","AIRT","Degrees Celsius",23.22
2023-03-24,"L001","BARO","mm Mercury",763.89
2023-03-24,"L001","HUMI","Percent",77.29
2023-03-24,"L001","WNDS","MPH",6.84
2023-03-24,"L005","AIRT","Degrees Celsius",23.52
2023-03-24,"L005","BARO","mm Mercury",763.87
2023-03-24,"L005","HUMI","Percent",78.58
2023-03-24,"L005","WNDS","MPH",7.57
2023-03-24,"L006","AIRT","Degrees Celsius",23.57
2023-03-24,"L006","BARO","mm Mercury",762.86
2023-03-24,"L006","HUMI","Percent",75.37
2023-03-24,"L006","RADP","MICROMOLE/m^2/s",414.03
2023-03-24,"L006","RADT","kW/m^2",0.234
2023-03-24,"L006","WNDS","MPH",6.69
2023-03-24,"LZ40","AIRT","Degrees Celsius",23.35
2023-03-24,"LZ40","BARO","mm Mercury",761.77
2023-03-24,"LZ40","HUMI","Percent",76.86
2023-03-24,"LZ40","RADT","kW/m^2",0.235
2023-03-24,"LZ40","WNDD","DEGREES CLOCKWI",123.04
2023-03-24,"LZ40","WNDS","MPH",6.31
2023-03-25,"L001","AIRT","Degrees Celsius",24.33
2023-03-25,"L001","BARO","mm Mercury",762.53
2023-03-25,"L001","HUMI","Percent",85.57
2023-03-25,"L001","WNDS","MPH",8.62
2023-03-25,"L005","AIRT","Degrees Celsius",24.62
2023-03-25,"L005","BARO","mm Mercury",762.5
2023-03-25,"L005","HUMI","Percent",85.26
2023-03-25,"L005","WNDS","MPH",10.01
2023-03-25,"L006","AIRT","Degrees Celsius",24.86
2023-03-25,"L006","BARO","mm Mercury",761.55
2023-03-25,"L006","HUMI","Percent",80.5
2023-03-25,"L006","RADP","MICROMOLE/m^2/s",419.51
2023-03-25,"L006","RADT","kW/m^2",0.234
2023-03-25,"L006","WNDS","MPH",8.17
2023-03-25,"LZ40","AIRT","Degrees Celsius",24.13
2023-03-25,"LZ40","BARO","mm Mercury",760.41
2023-03-25,"LZ40","HUMI","Percent",86.2
2023-03-25,"LZ40","RADT","kW/m^2",0.237
2023-03-25,"LZ40","WNDD","DEGREES CLOCKWI",156.12
2023-03-25,"LZ40","WNDS","MPH",8.06
2023-03-26,"L001","AIRT","Degrees Celsius",25.34
2023-03-26,"L001","BARO","mm Mercury",763.29
2023-03-26,"L001","HUMI","Percent",79.54
2023-03-26,"L001","WNDS","MPH",7.17
2023-03-26,"L005","AIRT","Degrees Celsius",25.28
2023-03-26,"L005","BARO","mm Mercury",763.15
2023-03-26,"L005","HUMI","Percent",81.71
2023-03-26,"L005","WNDS","MPH",8.21
2023-03-26,"L006","AIRT","Degrees Celsius",25.12
2023-03-26,"L006","BARO","mm Mercury",762.23
2023-03-26,"L006","HUMI","Percent",79.53
2023-03-26,"L006","RADP","MICROMOLE/m^2/s",409.4
2023-03-26,"L006","RADT","kW/m^2",0.224
2023-03-26,"L006","WNDS","MPH",6.59
2023-03-26,"LZ40","AIRT","Degrees Celsius",24.87
2023-03-26,"LZ40","BARO","mm Mercury",761.06
2023-03-26,"LZ40","HUMI","Percent",83.61
2023-03-26,"LZ40","RADT","kW/m^2",0.232
2023-03-26,"LZ40","WNDD","DEGREES CLOCKWI",145.05
2023-03-26,"LZ40","WNDS","MPH",5.81
2023-03-27,"L001","AIRT","Degrees Celsius",25.65
2023-03-27,"L001","BARO","mm Mercury",763.54
2023-03-27,"L001","HUMI","Percent",77.31
2023-03-27,"L001","WNDS","MPH",7.09
2023-03-27,"L005","AIRT","Degrees Celsius",26.15
2023-03-27,"L005","BARO","mm Mercury",763.47
2023-03-27,"L005","HUMI","Percent",75.69
2023-03-27,"L005","WNDS","MPH",6.61
2023-03-27,"L006","AIRT","Degrees Celsius",25.34
2023-03-27,"L006","BARO","mm Mercury",762.46
2023-03-27,"L006","HUMI","Percent",76.89
2023-03-27,"L006","RADP","MICROMOLE/m^2/s",411.14
2023-03-27,"L006","RADT","kW/m^2",0.234
2023-03-27,"L006","WNDS","MPH",6.27
2023-03-27,"LZ40","AIRT","Degrees Celsius",25.09
2023-03-27,"LZ40","BARO","mm Mercury",761.33
2023-03-27,"LZ40","HUMI","Percent",80.17
2023-03-27,"LZ40","RADT","kW/m^2",0.236
2023-03-27,"LZ40","WNDD","DEGREES CLOCKWI",150.09
2023-03-27,"LZ40","WNDS","MPH",5.6
2023-03-28,"L001","AIRT","Degrees Celsius",24.94
2023-03-28,"L001","BARO","mm Mercury",763
2023-03-28,"L001","HUMI","Percent",78.7
2023-03-28,"L001","WNDS","MPH",8.41
2023-03-28,"L005","AIRT","Degrees Celsius",26.07
2023-03-28,"L005","BARO","mm Mercury",763.08
2023-03-28,"L005","HUMI","Percent",73.99
2023-03-28,"L005","WNDS","MPH",7.59
2023-03-28,"L006","AIRT","Degrees Celsius",24.7
2023-03-28,"L006","BARO","mm Mercury",762.13
2023-03-28,"L006","HUMI","Percent",82.53
2023-03-28,"L006","RADP","MICROMOLE/m^2/s",377.04
2023-03-28,"L006","RADT","kW/m^2",0.215
2023-03-28,"L006","WNDS","MPH",8.12
2023-03-28,"LZ40","AIRT","Degrees Celsius",24.6
2023-03-28,"LZ40","BARO","mm Mercury",760.95
2023-03-28,"LZ40","HUMI","Percent",83.36
2023-03-28,"LZ40","RADT","kW/m^2",0.225
2023-03-28,"LZ40","WNDD","DEGREES CLOCKWI",266.26
2023-03-28,"LZ40","WNDS","MPH",7
2023-03-29,"L001","AIRT","Degrees Celsius",23.78
2023-03-29,"L001","BARO","mm Mercury",762.99
2023-03-29,"L001","HUMI","Percent",76.72
2023-03-29,"L001","WNDS","MPH",10.93
2023-03-29,"L005","AIRT","Degrees Celsius",23.83
2023-03-29,"L005","BARO","mm Mercury",763.11
2023-03-29,"L005","HUMI","Percent",79.4
2023-03-29,"L005","WNDS","MPH",9.63
2023-03-29,"L006","AIRT","Degrees Celsius",23.98
2023-03-29,"L006","BARO","mm Mercury",762.05
2023-03-29,"L006","HUMI","Percent",78.37
2023-03-29,"L006","RADP","MICROMOLE/m^2/s",399.44
2023-03-29,"L006","RADT","kW/m^2",0.227
2023-03-29,"L006","WNDS","MPH",10.53
2023-03-29,"LZ40","AIRT","Degrees Celsius",23.42
2023-03-29,"LZ40","BARO","mm Mercury",760.82
2023-03-29,"LZ40","HUMI","Percent",80.32
2023-03-29,"LZ40","RADT","kW/m^2",0.214
2023-03-29,"LZ40","WNDD","DEGREES CLOCKWI",122.46
2023-03-29,"LZ40","WNDS","MPH",10.1
2023-03-30,"L001","AIRT","Degrees Celsius",22.97
2023-03-30,"L001","BARO","mm Mercury",765.51
2023-03-30,"L001","HUMI","Percent",68.93
2023-03-30,"L001","WNDS","MPH",12.81
2023-03-30,"L005","AIRT","Degrees Celsius",22.9
2023-03-30,"L005","BARO","mm Mercury",765.57
2023-03-30,"L005","HUMI","Percent",70.6
2023-03-30,"L005","WNDS","MPH",13.95
2023-03-30,"L006","AIRT","Degrees Celsius",23.47
2023-03-30,"L006","BARO","mm Mercury",764.4
2023-03-30,"L006","HUMI","Percent",69.59
2023-03-30,"L006","RADP","MICROMOLE/m^2/s",454.58
2023-03-30,"L006","RADT","kW/m^2",0.261
2023-03-30,"L006","WNDS","MPH",15.71
2023-03-30,"LZ40","AIRT","Degrees Celsius",22.95
2023-03-30,"LZ40","BARO","mm Mercury",763.26
2023-03-30,"LZ40","HUMI","Percent",69.74
2023-03-30,"LZ40","RADT","kW/m^2",0.222
2023-03-30,"LZ40","WNDD","DEGREES CLOCKWI",56.57
2023-03-30,"LZ40","WNDS","MPH",15.25
2023-03-31,"L001","AIRT","Degrees Celsius",23.91
2023-03-31,"L001","BARO","mm Mercury",766.93
2023-03-31,"L001","HUMI","Percent",67.01
2023-03-31,"L001","WNDS","MPH",12.98
2023-03-31,"L005","AIRT","Degrees Celsius",24.48
2023-03-31,"L005","BARO","mm Mercury",767
2023-03-31,"L005","HUMI","Percent",65.64
2023-03-31,"L005","WNDS","MPH",14.86
2023-03-31,"L006","AIRT","Degrees Celsius",23.82
2023-03-31,"L006","BARO","mm Mercury",765.83
2023-03-31,"L006","HUMI","Percent",65.82
2023-03-31,"L006","RADP","MICROMOLE/m^2/s",473.8
2023-03-31,"L006","RADT","kW/m^2",0.273
2023-03-31,"L006","WNDS","MPH",14.21
2023-03-31,"LZ40","AIRT","Degrees Celsius",23.5
2023-03-31,"LZ40","BARO","mm Mercury",764.75
2023-03-31,"LZ40","HUMI","Percent",66.38
2023-03-31,"LZ40","RADT","kW/m^2",0.252
2023-03-31,"LZ40","WNDD","DEGREES CLOCKWI",112.72
2023-03-31,"LZ40","WNDS","MPH",14.05
2023-04-01,"L001","AIRT","Degrees Celsius",25.22
2023-04-01,"L001","BARO","mm Mercury",764.83
2023-04-01,"L001","HUMI","Percent",77.08
2023-04-01,"L001","WNDS","MPH",9.53
2023-04-01,"L005","AIRT","Degrees Celsius",26
2023-04-01,"L005","BARO","mm Mercury",764.77
2023-04-01,"L005","HUMI","Percent",71.66
2023-04-01,"L005","WNDS","MPH",8.33
2023-04-01,"L006","AIRT","Degrees Celsius",25.32
2023-04-01,"L006","BARO","mm Mercury",763.87
2023-04-01,"L006","HUMI","Percent",73.44
2023-04-01,"L006","RADP","MICROMOLE/m^2/s",396.82
2023-04-01,"L006","RADT","kW/m^2",0.222
2023-04-01,"L006","WNDS","MPH",7.61
2023-04-01,"LZ40","AIRT","Degrees Celsius",25.21
2023-04-01,"LZ40","BARO","mm Mercury",762.58
2023-04-01,"LZ40","HUMI","Percent",73.16
2023-04-01,"LZ40","RADT","kW/m^2",0.221
2023-04-01,"LZ40","WNDD","DEGREES CLOCKWI",203.05
2023-04-01,"LZ40","WNDS","MPH",8.03
2023-04-02,"L001","AIRT","Degrees Celsius",24.43
2023-04-02,"L001","BARO","mm Mercury",762.99
2023-04-02,"L001","HUMI","Percent",84.31
2023-04-02,"L001","WNDS","MPH",10.45
2023-04-02,"L005","AIRT","Degrees Celsius",25.25
2023-04-02,"L005","BARO","mm Mercury",763.04
2023-04-02,"L005","HUMI","Percent",79.28
2023-04-02,"L005","WNDS","MPH",7.37
2023-04-02,"L006","AIRT","Degrees Celsius",24.98
2023-04-02,"L006","BARO","mm Mercury",762.14
2023-04-02,"L006","HUMI","Percent",78.73
2023-04-02,"L006","RADP","MICROMOLE/m^2/s",407.93
2023-04-02,"L006","RADT","kW/m^2",0.238
2023-04-02,"L006","WNDS","MPH",6.99
2023-04-02,"LZ40","AIRT","Degrees Celsius",24.57
2023-04-02,"LZ40","BARO","mm Mercury",760.88
2023-04-02,"LZ40","HUMI","Percent",82.12
2023-04-02,"LZ40","RADT","kW/m^2",0.22
2023-04-02,"LZ40","WNDD","DEGREES CLOCKWI",232.96
2023-04-02,"LZ40","WNDS","MPH",7.69
2023-04-03,"L001","AIRT","Degrees Celsius",25.75
2023-04-03,"L001","BARO","mm Mercury",762.18
2023-04-03,"L001","HUMI","Percent",78.87
2023-04-03,"L001","WNDS","MPH",9.52
2023-04-03,"L005","AIRT","Degrees Celsius",25.42
2023-04-03,"L005","BARO","mm Mercury",762.2
2023-04-03,"L005","HUMI","Percent",77.62
2023-04-03,"L005","WNDS","MPH",5.12
2023-04-03,"L006","AIRT","Degrees Celsius",25.26
2023-04-03,"L006","BARO","mm Mercury",761.24
2023-04-03,"L006","HUMI","Percent",77.94
2023-04-03,"L006","RADP","MICROMOLE/m^2/s",362.11
2023-04-03,"L006","RADT","kW/m^2",0.206
2023-04-03,"L006","WNDS","MPH",7.64
2023-04-03,"LZ40","AIRT","Degrees Celsius",25.09
2023-04-03,"LZ40","BARO","mm Mercury",759.97
2023-04-03,"LZ40","HUMI","Percent",80.49
2023-04-03,"LZ40","RADT","kW/m^2",0.23
2023-04-03,"LZ40","WNDD","DEGREES CLOCKWI",207.99
2023-04-03,"LZ40","WNDS","MPH",8.01
2023-04-04,"L001","AIRT","Degrees Celsius",26.33
2023-04-04,"L001","BARO","mm Mercury",762.98
2023-04-04,"L001","HUMI","Percent",73.72
2023-04-04,"L001","WNDS","MPH",7.94
2023-04-04,"L005","AIRT","Degrees Celsius",26.67
2023-04-04,"L005","BARO","mm Mercury",762.88
2023-04-04,"L005","HUMI","Percent",73.18
2023-04-04,"L005","WNDS","MPH",6.68
2023-04-04,"L006","AIRT","Degrees Celsius",25.83
2023-04-04,"L006","BARO","mm Mercury",761.9
2023-04-04,"L006","HUMI","Percent",77.22
2023-04-04,"L006","RADP","MICROMOLE/m^2/s",414
2023-04-04,"L006","RADT","kW/m^2",0.235
2023-04-04,"L006","WNDS","MPH",8.27
2023-04-04,"LZ40","AIRT","Degrees Celsius",25.55
2023-04-04,"LZ40","BARO","mm Mercury",760.66
2023-04-04,"LZ40","HUMI","Percent",78.36
2023-04-04,"LZ40","RADT","kW/m^2",0.237
2023-04-04,"LZ40","WNDD","DEGREES CLOCKWI",135.38
2023-04-04,"LZ40","WNDS","MPH",7.48
2023-04-05,"L001","AIRT","Degrees Celsius",26.01
2023-04-05,"L001","BARO","mm Mercury",764.62
2023-04-05,"L001","HUMI","Percent",71.75
2023-04-05,"L001","WNDS","MPH",11.68
2023-04-05,"L005","AIRT","Degrees Celsius",26.56
2023-04-05,"L005","BARO","mm Mercury",764.51
2023-04-05,"L005","HUMI","Percent",69.41
2023-04-05,"L005","WNDS","MPH",13.55
2023-04-05,"L006","AIRT","Degrees Celsius",25.71
2023-04-05,"L006","BARO","mm Mercury",763.5
2023-04-05,"L006","HUMI","Percent",71.08
2023-04-05,"L006","RADP","MICROMOLE/m^2/s",412.94
2023-04-05,"L006","RADT","kW/m^2",0.244
2023-04-05,"L006","WNDS","MPH",11.7
2023-04-05,"LZ40","AIRT","Degrees Celsius",25.52
2023-04-05,"LZ40","BARO","mm Mercury",762.32
2023-04-05,"LZ40","HUMI","Percent",70.91
2023-04-05,"LZ40","RADT","kW/m^2",0.227
2023-04-05,"LZ40","WNDD","DEGREES CLOCKWI",116.61
2023-04-05,"LZ40","WNDS","MPH",11.66
2023-04-06,"L001","AIRT","Degrees Celsius",25.84
2023-04-06,"L001","BARO","mm Mercury",765.67
2023-04-06,"L001","HUMI","Percent",71.35
2023-04-06,"L001","WNDS","MPH",11.01
2023-04-06,"L005","AIRT","Degrees Celsius",26.65
2023-04-06,"L005","BARO","mm Mercury",765.49
2023-04-06,"L005","HUMI","Percent",68.32
2023-04-06,"L005","WNDS","MPH",13.59
2023-04-06,"L006","AIRT","Degrees Celsius",25.61
2023-04-06,"L006","BARO","mm Mercury",764.52
2023-04-06,"L006","HUMI","Percent",71.6
2023-04-06,"L006","RADP","MICROMOLE/m^2/s",427.44
2023-04-06,"L006","RADT","kW/m^2",0.251
2023-04-06,"L006","WNDS","MPH",12.16
2023-04-06,"LZ40","AIRT","Degrees Celsius",25.49
2023-04-06,"LZ40","BARO","mm Mercury",763.31
2023-04-06,"LZ40","HUMI","Percent",70.5
2023-04-06,"LZ40","RADT","kW/m^2",0.238
2023-04-06,"LZ40","WNDD","DEGREES CLOCKWI",110.84
2023-04-06,"LZ40","WNDS","MPH",12.27
2023-04-07,"L001","AIRT","Degrees Celsius",25.3
2023-04-07,"L001","BARO","mm Mercury",764.57
2023-04-07,"L001","HUMI","Percent",73.24
2023-04-07,"L001","WNDS","MPH",10.31
2023-04-07,"L005","AIRT","Degrees Celsius",26.43
2023-04-07,"L005","BARO","mm Mercury",764.52
2023-04-07,"L005","HUMI","Percent",68.99
2023-04-07,"L005","WNDS","MPH",11.22
2023-04-07,"L006","AIRT","Degrees Celsius",25.35
2023-04-07,"L006","BARO","mm Mercury",763.5
2023-04-07,"L006","HUMI","Percent",71.44
2023-04-07,"L006","RADP","MICROMOLE/m^2/s",405.5
2023-04-07,"L006","RADT","kW/m^2",0.236
2023-04-07,"L006","WNDS","MPH",9.27
2023-04-07,"LZ40","AIRT","Degrees Celsius",25.3
2023-04-07,"LZ40","BARO","mm Mercury",762.3
2023-04-07,"LZ40","HUMI","Percent",71.68
2023-04-07,"LZ40","RADT","kW/m^2",0.238
2023-04-07,"LZ40","WNDD","DEGREES CLOCKWI",118.81
2023-04-07,"LZ40","WNDS","MPH",10.37
2023-04-08,"L001","AIRT","Degrees Celsius",25.32
2023-04-08,"L001","BARO","mm Mercury",762.7
2023-04-08,"L001","HUMI","Percent",75.12
2023-04-08,"L001","WNDS","MPH",9.43
2023-04-08,"L005","AIRT","Degrees Celsius",26.46
2023-04-08,"L005","BARO","mm Mercury",762.64
2023-04-08,"L005","HUMI","Percent",70.96
2023-04-08,"L005","WNDS","MPH",9.23
2023-04-08,"L006","AIRT","Degrees Celsius",25.39
2023-04-08,"L006","BARO","mm Mercury",761.62
2023-04-08,"L006","HUMI","Percent",73.37
2023-04-08,"L006","RADP","MICROMOLE/m^2/s",430.64
2023-04-08,"L006","RADT","kW/m^2",0.248
2023-04-08,"L006","WNDS","MPH",8.35
2023-04-08,"LZ40","AIRT","Degrees Celsius",25.21
2023-04-08,"LZ40","BARO","mm Mercury",760.43
2023-04-08,"LZ40","HUMI","Percent",73.91
2023-04-08,"LZ40","RADT","kW/m^2",0.233
2023-04-08,"LZ40","WNDD","DEGREES CLOCKWI",153.67
2023-04-08,"LZ40","WNDS","MPH",8.24
2023-04-09,"L001","AIRT","Degrees Celsius",23.42
2023-04-09,"L001","BARO","mm Mercury",761.56
2023-04-09,"L001","HUMI","Percent",80.56
2023-04-09,"L001","WNDS","MPH",14.5
2023-04-09,"L005","AIRT","Degrees Celsius",23.24
2023-04-09,"L005","BARO","mm Mercury",761.74
2023-04-09,"L005","HUMI","Percent",82.05
2023-04-09,"L005","WNDS","MPH",12.75
2023-04-09,"L006","AIRT","Degrees Celsius",23.59
2023-04-09,"L006","BARO","mm Mercury",760.59
2023-04-09,"L006","HUMI","Percent",80.56
2023-04-09,"L006","RADP","MICROMOLE/m^2/s",322.87
2023-04-09,"L006","RADT","kW/m^2",0.181
2023-04-09,"L006","WNDS","MPH",15.12
2023-04-09,"LZ40","AIRT","Degrees Celsius",23.23
2023-04-09,"LZ40","BARO","mm Mercury",759.38
2023-04-09,"LZ40","HUMI","Percent",82.31
2023-04-09,"LZ40","RADT","kW/m^2",0.162
2023-04-09,"LZ40","WNDD","DEGREES CLOCKWI",122.74
2023-04-09,"LZ40","WNDS","MPH",15.55
2023-04-10,"L001","AIRT","Degrees Celsius",21.87
2023-04-10,"L001","BARO","mm Mercury",763
2023-04-10,"L001","HUMI","Percent",82.43
2023-04-10,"L001","WNDS","MPH",17.58
2023-04-10,"L005","AIRT","Degrees Celsius",21.97
2023-04-10,"L005","BARO","mm Mercury",763.06
2023-04-10,"L005","HUMI","Percent",84.97
2023-04-10,"L005","WNDS","MPH",20.82
2023-04-10,"L006","AIRT","Degrees Celsius",22.25
2023-04-10,"L006","BARO","mm Mercury",761.79
2023-04-10,"L006","HUMI","Percent",82.12
2023-04-10,"L006","RADP","MICROMOLE/m^2/s",294.14
2023-04-10,"L006","RADT","kW/m^2",0.165
2023-04-10,"L006","WNDS","MPH",21.7
2023-04-10,"LZ40","AIRT","Degrees Celsius",21.91
2023-04-10,"LZ40","BARO","mm Mercury",760.66
2023-04-10,"LZ40","HUMI","Percent",85.02
2023-04-10,"LZ40","RADT","kW/m^2",0.157
2023-04-10,"LZ40","WNDD","DEGREES CLOCKWI",67.42
2023-04-10,"LZ40","WNDS","MPH",21.47
2023-04-11,"L001","AIRT","Degrees Celsius",22.56
2023-04-11,"L001","BARO","mm Mercury",763.5
2023-04-11,"L001","HUMI","Percent",70.08
2023-04-11,"L001","WNDS","MPH",20.37
2023-04-11,"L005","AIRT","Degrees Celsius",23.08
2023-04-11,"L005","BARO","mm Mercury",763.53
2023-04-11,"L005","HUMI","Percent",70.94
2023-04-11,"L005","WNDS","MPH",24.24
2023-04-11,"L006","AIRT","Degrees Celsius",22.53
2023-04-11,"L006","BARO","mm Mercury",762.28
2023-04-11,"L006","HUMI","Percent",73.45
2023-04-11,"L006","RADP","MICROMOLE/m^2/s",281.94
2023-04-11,"L006","RADT","kW/m^2",0.156
2023-04-11,"L006","WNDS","MPH",23.36
2023-04-11,"LZ40","AIRT","Degrees Celsius",22.29
2023-04-11,"LZ40","BARO","mm Mercury",761.22
2023-04-11,"LZ40","HUMI","Percent",71.54
2023-04-11,"LZ40","RADT","kW/m^2",0.149
2023-04-11,"LZ40","WNDD","DEGREES CLOCKWI",69.41
2023-04-11,"LZ40","WNDS","MPH",24.05
2023-04-12,"L001","AIRT","Degrees Celsius",22.06
2023-04-12,"L001","BARO","mm Mercury",761.33
2023-04-12,"L001","HUMI","Percent",83.65
2023-04-12,"L001","WNDS","MPH",17.09
2023-04-12,"L005","AIRT","Degrees Celsius",21.73
2023-04-12,"L005","BARO","mm Mercury",761.44
2023-04-12,"L005","HUMI","Percent",88.45
2023-04-12,"L005","WNDS","MPH",19.69
2023-04-12,"L006","AIRT","Degrees Celsius",21.72
2023-04-12,"L006","BARO","mm Mercury",760.12
2023-04-12,"L006","HUMI","Percent",86.31
2023-04-12,"L006","RADP","MICROMOLE/m^2/s",99.05
2023-04-12,"L006","RADT","kW/m^2",0.052
2023-04-12,"L006","WNDS","MPH",18.92
2023-04-12,"LZ40","AIRT","Degrees Celsius",21.5
2023-04-12,"LZ40","BARO","mm Mercury",759.11
2023-04-12,"LZ40","HUMI","Percent",88.33
2023-04-12,"LZ40","RADT","kW/m^2",0.053
2023-04-12,"LZ40","WNDD","DEGREES CLOCKWI",85.58
2023-04-12,"LZ40","WNDS","MPH",19.5
2023-04-13,"L001","AIRT","Degrees Celsius",23.91
2023-04-13,"L001","BARO","mm Mercury",759.67
2023-04-13,"L001","HUMI","Percent",86.31
2023-04-13,"L001","WNDS","MPH",9.84
2023-04-13,"L005","AIRT","Degrees Celsius",23.95
2023-04-13,"L005","BARO","mm Mercury",759.76
2023-04-13,"L005","HUMI","Percent",87.02
2023-04-13,"L005","WNDS","MPH",9.29
2023-04-13,"L006","AIRT","Degrees Celsius",23.75
2023-04-13,"L006","BARO","mm Mercury",758.76
2023-04-13,"L006","HUMI","Percent",84.71
2023-04-13,"L006","RADP","MICROMOLE/m^2/s",393.7
2023-04-13,"L006","RADT","kW/m^2",0.22
2023-04-13,"L006","WNDS","MPH",7.91
2023-04-13,"LZ40","AIRT","Degrees Celsius",23.61
2023-04-13,"LZ40","BARO","mm Mercury",757.53
2023-04-13,"LZ40","HUMI","Percent",87.17
2023-04-13,"LZ40","RADT","kW/m^2",0.227
2023-04-13,"LZ40","WNDD","DEGREES CLOCKWI",165.02
2023-04-13,"LZ40","WNDS","MPH",8.68
2023-04-14,"L001","AIRT","Degrees Celsius",25.22
