"","date","L006_PHOSPHATE, ORTHO AS P_mg/L","days"
"259",1989-08-08,0.026,6124
"260",1989-08-22,0.032,6138
"261",1989-09-06,0.033,6153
"262",1989-09-20,0.032,6167
"263",1989-10-05,0.03,6182
"264",1989-10-18,0.019,6195
"265",1989-11-01,0.03,6210
"266",1989-11-15,0.021,6224
"267",1989-12-13,0.009,6252
"268",1990-01-10,0.042,6280
"269",1990-02-07,0.042,6308
"270",1990-03-07,0.061,6336
"271",1990-04-05,0.065,6364
"272",1990-04-18,0.052,6377
"273",1990-05-02,0.05,6391
"274",1990-05-16,0.044,6405
"275",1990-05-31,0.013,6420
"276",1990-06-12,0.018,6432
"277",1990-06-26,0.018,6446
"278",1990-07-10,0.016,6460
"279",1990-07-24,0.014,6474
"280",1990-08-07,NA,6488
"281",1990-08-20,0.005,6501
"282",1990-09-18,0.019,6530
"283",1990-10-02,0.026,6544
"284",1990-10-31,NA,6574
"285",1990-11-14,0.005,6588
"286",1990-12-11,0.004,6615
"287",1991-01-07,0.01,6642
"288",1991-02-07,0.028,6673
"289",1991-03-06,0.048,6700
"290",1991-03-22,0.044,6716
"291",1991-04-17,0.081,6741
"292",1991-05-01,0.045,6755
"293",1991-05-13,0.028,6767
"294",1991-05-29,0.032,6783
"295",1991-06-12,0.029,6797
"296",1991-07-10,0.009,6825
"297",1991-07-24,0.026,6839
"298",1991-08-06,0.009,6852
"299",1991-08-20,0.031,6866
"300",1991-09-03,0.033,6880
"301",1991-09-16,0.026,6893
"302",1991-10-14,0.017,6921
"303",1991-10-28,NA,6936
"304",1991-12-12,0.017,6981
"305",1992-01-22,0.038,7022
"306",1992-02-04,0.049,7035
"307",1992-03-09,0.034,7069
"308",1992-04-08,0.053,7098
"309",1992-05-05,0.042,7125
"310",1992-05-19,0.061,7139
"311",1992-06-02,0.031,7153
"312",1992-06-16,0.028,7167
"313",1992-07-01,0.027,7182
"314",1992-07-22,0.026,7203
"315",1992-08-03,0.005,7215
"316",1992-08-18,0.031,7230
"317",1992-08-26,0.031,7238
"318",1992-09-08,0.025,7251
"319",1992-10-12,0.039,7285
"320",1992-11-23,0.03,7328
"321",1992-12-08,0.007,7343
"322",1993-01-06,0.014,7372
"323",1993-02-22,0.031,7419
"324",1993-03-09,0.035,7434
"325",1993-04-20,0.045,7475
"326",1993-05-11,0.057,7496
"327",1993-05-25,0.067,7510
"328",1993-06-09,0.031,7525
"329",1993-06-15,0.034,7531
"330",1993-07-07,0.01,7553
"331",1993-07-20,0.02,7566
"332",1993-08-02,0.034,7579
"333",1993-08-17,0.039,7594
"334",1993-08-31,0.021,7608
"335",1993-09-16,0.039,7624
"336",1993-10-05,0.02775,7643
"337",1993-10-06,0.038,7644
"338",1993-10-12,0.015,7650
"339",1993-10-19,0.03,7657
"340",1993-10-20,0.039,7658
"341",1993-10-26,0.0223333333333333,7664
"342",1993-11-04,0.004,7674
"343",1993-11-09,0.0106666666666667,7679
"344",1993-11-15,0.027,7685
"345",1993-11-16,0.0303333333333333,7686
"346",1993-12-07,0.0476666666666667,7707
"347",1993-12-27,0.033,7727
"348",1994-01-06,0.0563333333333333,7737
"349",1994-01-13,0.0573333333333333,7744
"350",1994-01-25,0.0351428571428571,7756
"351",1994-02-01,0.02925,7763
"352",1994-02-03,0.053,7765
"353",1994-02-08,0.0296666666666667,7770
"354",1994-02-23,0.029,7785
"355",1994-02-24,0.029,7786
"356",1994-03-08,0.0318571428571429,7798
"357",1994-03-16,0.058,7806
"358",1994-03-17,0.0376666666666667,7807
"359",1994-03-22,0.03575,7812
"360",1994-04-05,0.03,7825
"361",1994-04-13,0.053,7833
"362",1994-04-14,0.04,7834
"363",1994-04-19,0.03525,7839
"364",1994-04-26,0.032,7846
"365",1994-04-27,0.055,7847
"366",1994-05-03,0.03575,7853
"367",1994-05-12,0.034,7862
"368",1994-05-17,0.0225,7867
"369",1994-05-24,0.039,7874
"370",1994-05-25,0.029,7875
"371",1994-05-31,0.0316666666666667,7881
"372",1994-06-07,0.042,7888
"373",1994-06-13,0.036,7894
"374",1994-06-14,0.00733333333333333,7895
"375",1994-06-21,0.019,7902
"376",1994-06-27,0.018,7908
"377",1994-06-28,0.0225,7909
"378",1994-07-05,0.0343333333333333,7916
"379",1994-07-07,0.051,7918
"380",1994-07-19,0.0173333333333333,7930
"381",1994-07-20,0.006,7931
"382",1994-07-26,0.0145,7937
"383",1994-08-03,0.01875,7945
"384",1994-08-08,0.03,7950
"385",1994-08-09,0.02025,7951
"386",1994-08-16,0.02675,7958
"387",1994-08-18,0.02,7960
"388",1994-08-23,0.0243333333333333,7965
"389",1994-08-30,0.024,7972
"390",1994-09-06,0.0236666666666667,7979
"391",1994-09-14,0.041,7987
"392",1994-09-21,0.0316666666666667,7994
"393",1994-09-30,0.037,8003
"394",1994-10-03,0.03325,8006
"395",1994-10-13,0.038,8016
"396",1994-10-27,0.035,8030
"397",1994-12-13,0.03,8078
"398",1995-01-18,0.042,8114
"399",1995-02-15,0.047,8142
"400",1995-03-14,0.065,8169
"401",1995-04-19,0.059,8204
"402",1995-05-02,0.059,8217
"403",1995-05-16,0.048,8231
"404",1995-06-01,0.016,8247
"405",1995-06-14,0.006,8260
"406",1995-06-28,0.023,8274
"407",1995-07-13,0.032,8289
"408",1995-08-10,0.02,8317
"409",1995-09-06,0.029,8344
"410",1995-09-19,0.026,8357
"411",1995-10-26,0.051,8394
"412",1995-11-27,0.045,8427
"413",1995-12-26,0.067,8456
"414",1996-01-17,0.072,8478
"415",1996-02-14,0.058,8506
"416",1996-03-25,0.06,8546
"417",1996-04-15,0.051,8566
"418",1996-04-29,0.055,8580
"419",1996-05-14,0.059,8595
"420",1996-05-28,0.063,8609
"421",1996-06-10,0.056,8622
"422",1996-06-25,0.017,8637
"423",1996-07-23,0.021,8665
"424",1996-08-07,0.023,8680
"425",1996-08-19,0.019,8692
"426",1996-09-05,0.029,8709
"427",1996-09-16,0.013,8720
"428",1996-10-15,0.05,8749
"429",1996-11-13,0.039,8779
"430",1996-12-11,0.018,8807
"431",1997-01-07,0.005,8834
"432",1997-02-04,0.023,8862
"433",1997-03-04,0.027,8890
"434",1997-04-07,0.052,8923
"435",1997-05-08,0.055,8954
"436",1997-05-21,0.051,8967
"437",1997-06-03,0.061,8980
"438",1997-06-16,0.036,8993
"439",1997-07-14,0.036,9021
"440",1997-08-14,0.029,9052
"441",1997-08-26,0.035,9064
"442",1997-09-08,0.046,9077
"443",1997-09-22,0.038,9091
"444",1997-10-21,0.073,9120
"445",1997-11-18,0.1,9149
"446",1998-01-13,0.038,9205
"447",1998-02-09,0.03,9232
"448",1998-03-17,0.0305,9268
"449",1998-03-30,0.062,9281
"450",1998-04-13,0.057,9294
"451",1998-04-27,0.063,9308
"452",1998-05-12,0.064,9323
"453",1998-05-26,0.058,9337
"454",1998-06-08,0.054,9350
"455",1998-06-22,0.05,9364
"456",1998-07-06,0.041,9378
"457",1998-08-04,0.029,9407
"458",1998-08-17,0.032,9420
"459",1998-09-02,0.033,9436
"460",1998-09-14,0.048,9448
"461",1998-09-28,0.05,9462
"462",1998-10-26,0.041,9491
"463",1998-11-23,0.03,9519
"464",1998-12-22,0.05,9548
"465",1999-01-19,0.036,9576
"466",1999-02-16,0.043,9604
"467",1999-03-17,0.047,9633
"468",1999-04-12,0.032,9658
"469",1999-04-26,0.026,9672
"470",1999-05-10,0.038,9686
"471",1999-05-24,0.03,9700
"472",1999-06-14,0.042,9721
"473",1999-06-21,0.045,9728
"474",1999-07-07,0.052,9744
"475",1999-07-20,0.041,9757
"476",1999-08-02,0.012,9770
"477",1999-08-30,0.018,9798
"478",1999-10-12,0.049,9841
"479",1999-11-09,0.049,9870
"480",1999-12-07,0.075,9898
"481",2000-01-13,0.074,9935
"482",2000-02-15,0.072,9968
"483",2000-03-14,0.072,9996
"484",2000-04-11,0.073,10023
"485",2000-05-09,0.068,10051
"486",2000-05-22,0.031,10064
"487",2000-06-05,0.048,10078
"488",2000-06-19,0.06,10092
"489",2000-08-14,0.044,10148
"490",2000-08-28,0.033,10162
"491",2000-09-11,0.034,10176
"492",2000-09-25,0.032,10190
"493",2000-10-11,0.013,10206
"494",2000-11-06,0.026,10233
"495",2000-12-04,0.034,10261
"496",2001-01-03,0.029,10291
"497",2001-01-29,0.036,10317
"498",2001-02-28,0.031,10347
"499",2001-04-04,0.046,10381
"500",2001-05-30,0.038,10437
"501",2001-06-14,0.041,10452
"502",2001-06-25,0.052,10463
"503",2001-07-10,0.035,10478
"504",2001-08-09,0.035,10508
"505",2001-08-20,0.038,10519
"506",2001-09-04,0.036,10534
"507",2001-10-16,0.04,10576
"508",2001-11-28,0.055,10620
"509",2001-12-11,0.056,10633
"510",2002-01-16,0.062,10669
"511",2002-02-12,0.056,10696
"512",2002-03-13,0.043,10725
"513",2002-04-11,0.053,10753
"514",2002-04-23,0.037,10765
"515",2002-05-07,0.041,10779
"516",2002-05-21,0.066,10793
"517",2002-06-03,0.03,10806
"518",2002-06-18,0.065,10821
"519",2002-07-16,0.039,10849
"520",2002-07-30,0.047,10863
"521",2002-08-13,0.04,10877
"522",2002-08-27,0.057,10891
"523",2002-09-10,0.066,10905
"524",2002-09-26,0.066,10921
"525",2002-10-22,0.059,10947
"526",2002-11-20,0.065,10977
"527",2002-12-17,0.061,11004
"528",2003-01-22,0.06,11040
"529",2003-02-19,0.049,11068
"530",2003-03-12,0.05,11089
"531",2003-04-01,0.057,11109
"532",2003-04-16,0.061,11123
"533",2003-05-06,0.052,11143
"534",2003-06-10,0.056,11178
"535",2003-07-15,0.0363333333333333,11213
"536",2003-08-28,0.054,11257
"537",2003-09-08,0.052,11268
"538",2003-10-13,0.039,11303
"539",2003-11-12,0.065,11334
"540",2003-12-10,0.05,11362
"541",2004-01-22,0.045,11405
"542",2004-02-03,0.0483333333333333,11417
"543",2004-03-16,0.057,11459
"544",2004-04-19,0.056,11492
"545",2004-05-17,0.062,11520
"546",2004-06-08,0.023,11542
"547",2004-07-07,0.048,11571
"548",2004-08-09,0.055,11604
"549",2004-10-12,0.054,11668
"550",2004-11-17,0.076,11705
"551",2004-12-29,0.08,11747
"552",2005-01-11,0.076,11760
"553",2005-02-08,0.087,11788
"554",2005-03-09,0.085,11817
"555",2005-04-12,0.087,11850
"556",2005-05-10,0.086,11878
"557",2005-06-23,0.084,11922
"558",2005-07-19,0.092,11948
"559",2005-08-15,0.067,11975
"560",2005-09-12,0.088,12003
"561",2005-10-11,0.085,12032
"562",2005-11-02,0.062,12055
"563",2005-11-28,0.04,12081
"564",2005-12-20,0.065,12103
"565",2006-01-17,0.046,12131
"566",2006-02-13,0.076,12158
"567",2006-03-14,0.086,12187
"568",2006-04-25,0.078,12228
"569",2006-05-15,0.083,12248
"570",2006-06-15,0.11,12279
"571",2006-07-11,0.112,12305
"572",2006-08-15,0.055,12340
"573",2006-09-26,0.045,12382
"574",2006-10-17,0.057,12403
"575",2006-11-08,0.074,12426
"576",2006-12-11,0.073,12459
"577",2007-01-17,0.079,12496
"578",2007-02-12,0.061,12522
"579",2007-03-19,0.067,12556
"580",2007-04-18,0.056,12586
"581",2007-06-07,0.059,12636
"582",2007-07-05,0.064,12664
"583",2007-08-13,0.0488,12703
"584",2007-09-26,0.08,12747
"585",2007-10-15,0.064,12766
"586",2007-11-05,0.023,12788
"587",2007-12-11,0.06,12824
"588",2008-01-14,0.049,12858
"589",2008-02-14,0.0346,12889
"590",2008-03-11,0.074,12914
"591",2008-04-14,0.074,12948
"592",2008-05-21,0.081,12985
"593",2008-06-09,0.069,13004
"594",2008-07-21,0.026,13046
"595",2008-08-11,0.034,13067
"596",2008-09-22,0.043,13109
"597",2008-10-21,0.058,13138
"598",2008-11-17,0.072,13166
"599",2008-12-15,0.079,13194
"600",2009-01-12,0.076,13222
"601",2009-02-09,0.081,13250
"602",2009-03-09,0.078,13277
"603",2009-04-29,0.056,13328
"604",2009-05-12,0.043,13341
"605",2009-06-10,0.034,13370
"606",2009-07-06,0.046,13396
"607",2009-08-17,0.055,13438
"608",2009-09-14,0.036,13466
"609",2009-10-12,0.07,13494
"610",2009-11-16,0.056,13530
"611",2009-12-14,0.046,13558
"612",2010-01-13,0.026,13588
"613",2010-03-01,0.07,13635
"614",2010-04-22,0.081,13686
"615",2010-05-18,0.084,13712
"616",2010-06-14,0.055,13739
"617",2010-07-12,0.031,13767
"618",2010-08-23,0.04,13809
"619",2010-09-21,0.051,13838
"620",2010-11-02,0.045,13880
"621",2010-12-20,0.057,13929
"622",2011-01-03,0.044,13943
"623",2011-02-14,0.059,13985
"624",2011-03-21,0.055,14019
"625",2011-04-19,0.059,14048
"626",2011-05-23,0.031,14082
"627",2011-06-07,0.033,14097
"628",2011-07-12,0.025,14132
"629",2011-08-02,0.025,14153
"630",2011-09-19,0.026,14201
"631",2011-10-10,0.045,14222
"632",2011-11-15,NA,14259
"633",2011-12-05,0.047,14279
"634",2012-01-23,0.029,14328
"635",2012-02-07,0.041,14343
"636",2012-03-19,0.035,14383
"637",2012-04-02,0.05,14397
"638",2012-05-21,0.052,14446
"639",2012-06-11,0.046,14467
"640",2012-07-16,0.04,14502
"641",2012-08-13,0.038,14530
"642",2012-09-18,0.046,14566
"643",2012-10-08,0.049,14586
"644",2012-11-26,0.052,14636
"645",2012-12-10,0.055,14650
"646",2013-01-07,0.067,14678
"647",2013-02-12,0.066,14714
"648",2013-03-28,0.075,14757
"649",2013-04-09,0.071,14769
"650",2013-05-15,0.062,14805
"651",2013-06-04,0.061,14825
"652",2013-07-16,0.06,14867
"653",2013-08-05,0.065,14887
"654",2013-09-16,0.061,14929
"655",2013-10-02,0.064,14945
"656",2013-11-18,0.039,14993
"657",2013-12-03,0.039,15008
"658",2014-01-15,0.054,15051
"659",2014-02-04,0.051,15071
"660",2014-03-12,0.053,15106
"661",2014-04-21,0.085,15146
"662",2014-05-13,0.079,15168
"663",2014-06-03,0.081,15189
"664",2014-07-16,0.05,15232
"665",2014-08-06,0.029,15253
"666",2014-09-03,0.047,15281
"667",2014-10-08,0.058,15316
"668",2014-11-05,0.05,15345
"669",2014-12-03,0.03,15373
"670",2015-01-07,0.055,15408
"671",2015-02-04,0.063,15436
"672",2015-03-04,0.061,15464
"673",2015-04-08,0.062,15498
"674",2015-05-13,0.066,15533
"675",2015-06-02,0.061,15553
"676",2015-07-08,0.043,15589
"677",2015-08-04,0.05,15616
"678",2015-09-02,0.048,15645
"679",2015-10-07,0.056,15680
"680",2015-11-03,0.024,15708
"681",2015-12-02,0.053,15737
"682",2016-01-12,0.052,15778
"683",2016-02-03,0.034,15800
"684",2016-03-02,0.043,15828
"685",2016-04-06,0.062,15862
"686",2016-05-09,0.069,15895
"687",2016-06-15,0.046,15932
"688",2016-07-12,0.045,15959
"689",2016-08-03,0.052,15981
"690",2016-09-07,0.061,16016
"691",2016-10-19,0.027,16058
"692",2016-11-02,0.04,16072
"693",2016-12-06,0.046,16107
"694",2017-01-10,0.064,16142
"695",2017-02-08,0.059,16171
"696",2017-03-21,0.071,16211
"697",2017-04-18,0.074,16239
"698",2017-05-23,0.075,16274
"699",2017-06-20,0.08,16302
"700",2017-07-11,0.068,16323
"701",2017-08-16,0.054,16359
"702",2017-10-09,0.056,16413
"703",2017-11-08,0.068,16444
"704",2017-12-06,0.089,16472
"705",2018-01-18,0.084,16515
"706",2018-02-07,0.077,16535
"707",2018-03-07,0.08,16563
"708",2018-04-04,0.091,16590
"709",2018-05-02,0.107,16618
"710",2018-06-06,0.086,16653
"711",2018-07-18,0.072,16695
"712",2018-08-15,0.075,16723
"713",2018-09-05,0.084,16744
"714",2018-10-17,0.076,16786
"715",2018-11-07,0.059,16808
"716",2018-12-11,0.068,16842
"717",2019-01-09,0.063,16871
"718",2019-02-14,0.055,16907
"719",2019-04-03,0.068,16954
"720",2019-05-07,0.083,16988
"721",2019-06-04,0.049,17016
"722",2019-07-10,0.064,17052
"723",2019-08-07,0.063,17080
"724",2019-09-10,0.052,17114
"725",2019-10-02,0.07,17136
"726",2019-11-06,0.058,17172
"727",2019-12-04,0.045,17200
"728",2020-01-15,0.048,17242
"729",2020-02-05,0.046,17263
"730",2020-03-11,0.075,17297
"731",2020-04-08,0.078,17325
"732",2020-05-06,0.085,17353
"733",2020-05-21,0.072,17368
"734",2020-06-03,0.063,17381
"735",2020-06-24,0.043,17402
"736",2020-07-08,0.056,17416
"737",2020-07-22,0.064,17430
"738",2020-08-05,0.064,17444
"739",2020-08-26,0.054,17465
"740",2020-09-09,0.052,17479
"741",2020-09-24,0.063,17494
"742",2020-10-07,0.069,17507
"743",2020-10-22,0.046,17522
"744",2020-11-18,0.045,17550
"745",2020-12-16,0.066,17578
"746",2021-01-06,0.071,17599
"747",2021-02-10,0.066,17634
"748",2021-03-11,0.074,17663
"749",2021-04-07,0.074,17689
"750",2021-05-05,0.064,17717
"751",2021-05-19,0.077,17731
"752",2021-06-09,0.061,17752
"753",2021-06-23,0.07,17766
"754",2021-07-07,0.06,17780
"755",2021-07-21,0.048,17794
"756",2021-08-04,0.045,17808
"757",2021-08-25,0.049,17829
"758",2021-09-09,0.047,17844
"759",2021-09-22,0.048,17857
"760",2021-10-06,0.056,17871
"761",2021-10-20,0.059,17885
"762",2021-11-03,0.068,17899
"763",2021-12-08,0.016,17935
"764",2022-01-05,0.059,17963
"765",2022-02-09,0.058,17998
"766",2022-03-09,0.044,18026
"767",2022-04-06,0.077,18053
"768",2022-05-04,0.082,18081
"769",2022-05-17,0.069,18094
"770",2022-06-08,0.079,18116
"771",2022-06-22,0.068,18130
"772",2022-07-07,0.052,18145
"773",2022-07-20,0.054,18158
"774",2022-08-17,0.057,18186
"775",2022-09-07,0.059,18207
"776",2022-09-21,0.072,18221
"777",2022-10-05,0.054,18235
"778",2022-10-19,0.054,18249
"779",2022-11-16,0.066,18278
"780",2022-12-07,0.056,18299
"781",2023-01-11,0.064,18334
"782",2023-02-08,0.073,18362
"783",2023-03-08,0.076,18390
"784",2023-04-05,0.084,18417
"785",2023-05-03,0.167,18445
