"Date","S191_AMMONIA_N_Ld_mg","S191_S_FLOW_cfd"
"1994-09-14",142349007.14386,1078401.56927167
"1994-09-21",276283458.080026,3069816.20088918
"1994-09-28",175331145.288189,1166282.56289261
"1994-10-05",69781521.3189229,840741.220709914
"1994-10-10",40947649.876266,338410.329555917
"1994-10-11",40250669.4346531,314458.354958227
"1994-10-19",38462589.6966835,258138.185883782
"1994-10-24",16221529.8442351,153033.300417312
"1994-10-25",9402806.36123796,155675.602007251
"1994-11-01",17853175.541778,776225.023555565
"1994-11-07",13954777.6006437,183615.494745312
"1994-11-21",135849740.369662,1687574.41452996
"1994-11-22",88169469.3435979,1207800.9499123
"1994-11-30",6593423.23409494,183150.645391526
"1994-12-05",27304981.9180561,384577.210113466
"1994-12-06",9509349.83312563,463870.723567104
"1994-12-19",1158404.58963372,165486.369947674
"1995-01-04",3690903.86905766,184545.193452883
"1995-01-17",4816365.31896126,875702.785265683
"1995-01-31",9318443.54325251,190172.317209235
"1995-02-01",5769220.86407763,180288.152002426
"1995-02-13",5074393.40894547,174979.083067085
"1995-02-15",953342.413650062,198613.002843763
"1995-02-22",10949697.788708,405544.362544742
"1995-03-01",4232399.54155588,209524.729779994
"1995-03-08",11978433.874391,469742.50487808
"1995-03-13",11837853.6435041,178012.836744422
"1995-03-15",2684969.86746563,176642.754438528
"1995-03-29",9654925.97127798,178135.165521734
"1995-04-10",4854446.26733849,167394.698873741
"1995-04-24",4990524.79922035,178233.028543584
"1995-05-22",7613302.71630057,200350.071481594
"1995-05-24",770240.699769464,167443.630384666
"1995-06-05",10308694.9955931,166269.27412247
"1995-06-07",1516348.37835081,172312.315721683
"1995-06-28",46345867.1313605,1098243.29695167
"1995-07-05",23802937.3706645,382889.07298656
"1995-07-12",31612104.7699452,379953.182331072
"1995-07-17",39323319.4396063,655388.657326771
"1995-07-19",13053831.0488919,254957.63767367
"1995-07-26",74207156.2902721,1216510.75885692
"1995-08-03",337259435.95321,4198250.24008145
"1995-08-09",181528144.993376,1154759.19206982
"1995-08-14",287229804.060235,1335952.57702435
"1995-08-16",87384740.0234436,906480.705637382
"1995-08-23",84248435.6855098,697420.825211174
"1995-08-29",168126567.482643,1334337.83716383
"1995-08-30",76087716.5838891,850821.111960422
"1995-09-06",194237826.04648,1994228.19349569
"1995-09-11",1028081944.7792,7847953.77694044
"1995-09-13",150840728.344283,2556622.51430988
"1995-09-20",71170863.0675173,801473.683192762
"1995-09-26",74505075.7945375,532179.112818125
"1995-09-27",29508128.0905963,370705.126766285
"1995-10-04",199829841.443743,2281162.57355871
"1995-10-09",212191497.125395,1443479.5722816
"1995-10-11",78646819.925803,966177.148965639
"1995-10-18",195460879.763873,3564636.10511622
"1995-10-24",71226725.7269647,1356699.53765647
"1995-10-25",68592886.8418397,853145.35872935
"1995-11-01",31382880.2138669,358252.057235923
"1995-11-06",32279334.8529157,194453.824415155
"1995-11-08",10757886.2658828,192105.111890765
"1995-11-15",7907591.50245559,172654.836298157
"1995-11-19",10502096.7925234,172165.521188909
"1996-01-02",5012225.92431549,128518.613443987
"1996-01-03",1883465.60207853,167419.164629203
"1996-01-10",2706949.90217304,136714.641523891
"1996-01-16",7400519.14789296,190735.02958487
"1996-01-29",4527436.97982804,53898.0592836672
"1996-02-07",2569873.16746832,125974.174875898
"1996-02-12",1815554.78135378,151296.231779482
"1996-02-21",5106874.14589735,119319.489390125
"1996-03-11",12653610.4347358,278713.886227661
"1996-03-13",26179777.3585848,396663.293311891
"1996-03-25",21045442.8487565,112542.47512704
"1996-04-03",70085092.4127002,483345.464915174
