"","date","S84_NITRATE+NITRITE-N_mg/L","days"
"117",1979-10-01,NA,2374
"118",1979-10-15,0.068,2388
"119",1979-10-29,0.106,2403
"120",1979-11-13,0.076,2418
"121",1979-11-27,0.214,2432
"122",1979-12-11,0.3,2446
"123",1979-12-27,0.351,2462
"124",1980-01-08,0.336,2474
"125",1980-01-22,0.359,2488
"126",1980-02-05,0.311,2502
"127",1980-02-19,0.166,2516
"128",1980-03-04,0.06,2530
"129",1980-03-18,0.023,2544
"130",1980-04-02,0.068,2559
"131",1980-04-16,0.031,2573
"132",1980-04-30,0.013,2586
"133",1980-05-13,0.012,2599
"134",1980-05-28,0.026,2614
"135",1980-06-09,0.005,2626
"136",1980-06-25,NA,2642
"137",1980-07-08,0.016,2655
"138",1980-07-24,NA,2671
"139",1980-08-04,NA,2682
"140",1980-08-20,0.004,2698
"141",1980-09-03,NA,2712
"142",1980-09-17,0.006,2726
"143",1980-10-01,NA,2740
"144",1980-10-14,0.049,2753
"145",1980-10-29,0.02,2769
"146",1980-11-12,0.044,2783
"147",1980-12-02,0.084,2803
"148",1980-12-31,0.0806666666666667,2832
"149",1981-01-14,0.111,2846
"150",1981-01-27,0.103,2859
"151",1981-02-11,0.116,2874
"152",1981-02-24,0.112,2887
"153",1981-03-11,0.109,2902
"154",1981-03-24,0.109,2915
"155",1981-04-08,0.116,2930
"156",1981-04-21,0.111,2943
"157",1981-05-06,0.092,2957
"158",1981-05-19,0.082,2970
"159",1981-06-02,0.044,2984
"160",1981-06-17,NA,2999
"161",1981-06-30,NA,3012
"162",1981-07-16,NA,3028
"163",1981-07-28,0.011,3040
"164",1981-08-12,0.023,3055
"165",1981-08-25,0.016,3068
"166",1981-09-10,0.00933333333333333,3084
"167",1981-09-23,0.042,3097
"168",1981-10-06,0.263,3110
"169",1981-10-20,0.408,3124
"170",1981-11-04,0.374,3140
"171",1981-12-02,0.384,3168
"172",1981-12-29,0.307,3195
"173",1982-02-24,0.261,3252
"174",1982-04-05,0.824,3292
"175",1982-04-19,0.017,3306
"176",1982-05-04,NA,3320
"177",1982-06-01,0.056,3348
"178",1982-06-14,NA,3361
"179",1982-07-01,0.015,3378
"180",1982-07-12,0.027,3389
"181",1982-07-27,0.074,3404
"182",1982-08-25,0.032,3433
"183",1982-09-21,0.09,3460
"184",1982-10-05,0.085,3474
"185",1982-10-20,0.067,3489
"186",1982-11-22,0.108,3523
"187",1982-12-22,0.149,3553
"188",1983-01-18,0.186,3580
"189",1983-02-01,0.205,3594
"190",1983-02-17,0.135,3610
"191",1983-03-02,0.143,3623
"192",1983-03-15,0.11,3636
"193",1983-03-29,0.092,3650
"194",1983-04-15,0.034,3667
"195",1983-08-30,0.027,3803
"196",1984-02-29,0.087,3987
"197",1984-06-04,NA,4082
"198",1984-07-31,0.022,4139
"199",1984-09-25,0.2,4195
"200",1984-10-23,0.046,4223
"201",1984-11-19,0.156,4251
"202",1984-12-18,0.11,4280
"203",1985-01-15,0.126,4308
"204",1985-03-26,0.107,4378
"205",1985-04-23,0.025,4406
"206",1985-05-20,0.044,4432
"207",1985-06-19,0.009,4462
"208",1985-07-30,0.044,4503
"209",1985-09-09,0.019,4544
"210",1985-09-24,0.051,4559
"211",1985-10-08,0.115,4573
"212",1985-11-05,0.138,4602
"213",1985-12-03,0.146,4630
"214",1986-01-14,0.168,4672
"215",1986-02-12,0.147,4701
"216",1986-02-25,0.167,4714
"217",1986-03-25,0.087,4742
"218",1986-04-22,0.086,4770
"219",1986-05-06,0.099,4783
"220",1986-06-17,0.022,4825
"221",1986-07-29,0.084,4867
"222",1986-08-26,0.058,4895
"223",1986-09-23,0.255,4923
"224",1986-10-21,0.404,4951
"225",1986-11-18,0.286,4980
"226",1986-12-18,0.261,5010
"227",1987-01-22,0.114,5045
"228",1987-02-03,0.128,5057
"229",1987-03-17,0.126,5099
"230",1987-04-14,0.02,5126
"231",1987-05-11,0.034,5153
"232",1987-06-10,0.013,5183
"233",1987-07-21,NA,5224
"234",1987-08-18,0.013,5252
"235",1987-09-29,0.028,5294
"236",1987-10-28,0.068,5324
"237",1987-11-10,0.097,5337
"238",1987-11-24,0.067,5351
"239",1987-12-08,0.106,5365
"240",1988-01-19,0.135,5407
"241",1988-02-16,0.081,5435
"242",1988-03-01,0.035,5449
"243",1988-04-12,0.061,5490
"244",1988-05-10,0.01,5518
"245",1988-06-21,0.013,5560
"246",1988-07-19,0.012,5588
"247",1988-08-02,0.02,5602
"248",1988-09-13,0.026,5644
"249",1988-10-11,0.028,5672
"250",1988-11-22,0.102,5715
"251",1988-12-20,0.118,5743
"252",1989-01-31,NA,5785
"253",1989-02-28,0.043,5813
"254",1989-03-28,0.031,5841
"255",1989-04-26,0.082,5869
"256",1989-05-10,0.022,5883
"257",1989-06-21,0.035,5925
"258",1989-07-19,0.007,5953
"259",1989-08-29,0.027,5994
"260",1989-09-27,0.287,6023
"261",1989-10-11,0.033,6037
"262",1989-11-20,0.052,6078
"263",1989-12-18,0.177,6106
"264",1990-01-02,0.126,6121
"265",1990-01-04,0.134,6123
"266",1990-01-09,0.115,6128
"267",1990-01-17,0.135,6136
"268",1990-01-23,0.132,6142
"269",1990-01-30,0.135,6149
"270",1990-02-06,0.159,6156
"271",1990-02-13,0.166,6163
"272",1990-02-21,0.174,6171
"273",1990-02-28,0.1795,6178
"274",1990-03-07,0.178,6185
"275",1990-03-13,0.166,6191
"276",1990-03-20,0.188,6198
"277",1990-03-27,0.203,6205
"278",1990-04-03,0.196,6211
"279",1990-04-10,0.199,6218
"280",1990-04-17,0.212,6225
"281",1990-04-23,0.203,6231
"282",1990-04-24,0.223,6232
"283",1990-04-30,0.219,6238
"284",1990-05-07,0.2,6245
"285",1990-05-14,0.197,6252
"286",1990-05-21,0.158,6259
"287",1990-05-23,0.15,6261
"288",1990-05-28,0.054,6266
"289",1990-05-29,0.146,6267
"290",1990-06-04,0.116,6273
"291",1990-06-05,0.092,6274
"292",1990-06-12,0.068,6281
"293",1990-06-18,0.049,6287
"294",1990-06-25,0.031,6294
"295",1990-07-02,0.039,6301
"296",1990-07-03,0.068,6302
"297",1990-07-09,0.006,6308
"298",1990-07-16,0.012,6315
"299",1990-07-23,0.005,6322
"300",1990-07-30,0.006,6329
"301",1990-08-06,0.01,6336
"302",1990-08-13,0.013,6343
"303",1990-08-20,0.01,6350
"304",1990-08-27,0.011,6357
"305",1990-08-29,0.033,6359
"306",1990-09-04,0.029,6365
"307",1990-09-17,0.071,6378
"308",1990-09-24,0.298,6385
"309",1990-09-26,0.3,6387
"310",1990-10-01,0.358,6392
"311",1990-10-09,0.312,6400
"312",1990-10-16,0.068,6407
"313",1990-10-22,0.074,6413
"314",1990-10-24,0.062,6415
"315",1990-10-31,0.088,6423
"316",1990-11-06,0.12,6429
"317",1990-11-13,0.194,6436
"318",1990-11-19,0.2,6442
"319",1990-11-20,0.207,6443
"320",1990-11-26,0.172,6449
"321",1990-12-03,0.18,6456
"322",1990-12-10,0.199,6463
"323",1990-12-18,0.176,6471
"324",1990-12-19,0.175,6472
"325",1990-12-26,0.188,6479
"326",1990-12-31,NA,6484
"327",1991-01-07,0.206,6491
"328",1991-01-14,0.202,6498
"329",1991-01-22,0.244,6506
"330",1991-01-28,0.274,6512
"331",1991-01-30,0.224,6514
"332",1991-02-04,0.224,6519
"333",1991-02-11,0.229,6526
"334",1991-02-19,0.277,6534
"335",1991-02-25,0.243,6540
"336",1991-02-27,0.38,6542
"337",1991-03-04,0.294,6547
"338",1991-03-11,0.377,6554
"339",1991-03-18,0.432,6561
"340",1991-03-25,0.322,6568
"341",1991-04-08,0.191,6581
"342",1991-04-15,0.198,6588
"343",1991-04-22,0.172,6595
"344",1991-04-23,0.165,6596
"345",1991-04-29,0.158,6602
"346",1991-05-06,0.146,6609
"347",1991-05-13,0.006,6616
"348",1991-05-22,0.069,6625
"349",1991-05-23,0.056,6626
"350",1991-06-04,0.076,6638
"351",1991-06-06,0.066,6640
"352",1991-06-10,0.097,6644
"353",1991-06-17,0.082,6651
"354",1991-06-24,0.077,6658
"355",1991-07-01,0.041,6665
"356",1991-07-08,0.057,6672
"357",1991-07-15,0.067,6679
"358",1991-07-22,0.053,6686
"359",1991-07-29,0.0395,6693
"360",1991-08-05,0.061,6700
"361",1991-08-12,0.043,6707
"362",1991-08-13,0.048,6708
"363",1991-08-19,0.042,6714
"364",1991-08-26,0.04,6721
"365",1991-08-28,0.044,6723
"366",1991-09-03,0.056,6729
"367",1991-09-09,0.066,6735
"368",1991-09-16,0.081,6742
"369",1991-09-23,0.099,6749
"370",1991-09-25,0.077,6751
"371",1991-09-30,0.16,6756
"372",1991-10-07,0.124,6763
"373",1991-10-14,0.157,6770
"374",1991-10-21,0.169,6777
"375",1991-10-23,0.145,6779
"376",1991-10-28,0.171,6785
"377",1991-11-04,0.238,6792
"378",1991-11-13,0.304,6801
"379",1991-11-18,0.297,6806
"380",1991-11-20,1.241,6808
"381",1991-11-25,0.319,6813
"382",1991-12-02,0.308,6820
"383",1991-12-09,0.295,6827
"384",1991-12-16,0.29,6834
"385",1991-12-23,0.291,6841
"386",1991-12-30,0.304,6848
"387",1991-12-31,0.284,6849
"388",1992-01-06,0.248,6855
"389",1992-01-13,0.254,6862
"390",1992-01-21,0.229,6870
"391",1992-01-27,0.233,6876
"392",1992-01-29,0.244,6878
"393",1992-02-03,0.238,6883
"394",1992-02-10,0.229,6890
"395",1992-02-19,0.176,6899
"396",1992-02-24,0.22,6904
"397",1992-02-26,0.282,6906
"398",1992-03-02,0.235,6911
"399",1992-03-09,0.219,6918
"400",1992-03-16,0.219,6925
"401",1992-03-23,0.222,6932
"402",1992-03-24,0.661,6933
"403",1992-03-30,0.223,6939
"404",1992-04-06,0.194,6945
"405",1992-04-13,0.212,6952
"406",1992-04-20,0.216,6959
"407",1992-04-21,0.2,6960
"408",1992-04-27,0.14,6966
"409",1992-05-04,0.134,6973
"410",1992-05-11,0.156,6980
"411",1992-05-18,0.192,6987
"412",1992-05-26,0.159,6995
"413",1992-06-01,0.17,7001
"414",1992-06-08,0.169,7008
"415",1992-06-15,0.158,7015
"416",1992-06-22,0.079,7022
"417",1992-06-29,0.128,7029
"418",1992-07-01,0.031,7031
"419",1992-07-06,0.02,7036
"420",1992-07-13,0.011,7043
"421",1992-07-21,0.05,7051
"422",1992-07-27,0.0965,7057
"423",1992-08-03,0.092,7064
"424",1992-08-11,0.071,7072
"425",1992-08-17,0.068,7078
"426",1992-08-25,0.02,7086
"427",1992-08-26,0.05,7087
"428",1992-08-31,0.039,7092
"429",1992-09-08,0.054,7100
"430",1992-09-15,0.053,7107
"431",1992-09-21,0.068,7113
"432",1992-09-22,0.08,7114
"433",1992-09-28,0.089,7120
"434",1992-10-06,0.131,7128
"435",1992-10-13,0.147333333333333,7135
"436",1992-10-20,0.076,7142
"437",1992-10-27,0.168,7150
"438",1992-11-03,0.211,7157
"439",1992-11-10,0.234,7164
"440",1992-11-18,0.275857142857143,7172
"441",1992-11-23,0.348,7177
"442",1992-12-02,0.374,7186
"443",1992-12-03,0.373,7187
"444",1992-12-08,0.301,7192
"445",1992-12-15,0.372,7199
"446",1992-12-22,0.291,7206
"447",1992-12-29,0.2635,7213
"448",1993-01-06,0.349,7221
"449",1993-01-13,0.224666666666667,7228
"450",1993-01-21,0.256,7236
"451",1993-01-27,0.2345,7242
"452",1993-02-03,0.0913333333333333,7249
"453",1993-02-10,0.065,7256
"454",1993-02-18,0.084,7264
"455",1993-02-23,0.104,7269
"456",1993-02-24,0.146333333333333,7270
"457",1993-03-03,0.072,7277
"458",1993-03-10,0.066,7284
"459",1993-03-17,0.066,7291
"460",1993-03-23,0.075,7297
"461",1993-03-25,0.124333333333333,7299
"462",1993-03-30,0.006,7304
"463",1993-04-06,0.044,7310
"464",1993-04-13,0.0762857142857143,7317
"465",1993-04-20,0.0258,7324
"466",1993-04-27,0.0541428571428571,7331
"467",1993-05-04,0.039,7338
"468",1993-05-11,0.0313333333333333,7345
"469",1993-05-18,0.0611428571428571,7352
"470",1993-05-20,0.014,7354
"471",1993-05-25,0.0528571428571429,7359
"472",1993-06-02,0.006,7367
"473",1993-06-08,0.0613333333333333,7373
"474",1993-06-16,0,7381
"475",1993-06-22,0.0481428571428571,7387
"476",1993-06-26,0.005,7391
"477",1993-06-29,0.007,7394
"478",1993-07-07,NA,7402
"479",1993-07-13,0.0034,7408
"480",1993-07-20,0.001,7415
"481",1993-07-27,NA,7422
"482",1993-08-03,NA,7429
"483",1993-08-10,NA,7436
"484",1993-08-17,0.006,7443
"485",1993-08-24,0.008,7450
"486",1993-08-31,NA,7457
"487",1993-09-08,0.001,7465
"488",1993-09-14,0.004,7471
"489",1993-09-21,NA,7478
"490",1993-09-28,NA,7485
"491",1993-10-05,0.0135,7492
"492",1993-10-12,0.194,7499
"493",1993-10-19,0.0672,7506
"494",1993-10-26,0.165,7513
"495",1993-11-02,0.1435,7521
"496",1993-11-09,0.216,7528
"497",1993-11-16,0.178125,7535
"498",1993-11-23,0.22775,7542
"499",1993-11-30,0.1888,7549
"500",1993-12-07,0.192,7556
"501",1993-12-14,0.222166666666667,7563
"502",1993-12-21,0.1768,7570
"503",1993-12-28,0.179,7577
"504",1994-01-04,0.178,7584
"505",1994-01-11,0.29,7591
"506",1994-01-19,0.2248,7599
"507",1994-01-25,0.2405,7605
"508",1994-02-01,0.2205,7612
"509",1994-02-08,0.055,7619
"510",1994-02-15,0.00555555555555555,7626
"511",1994-02-23,0.0064,7634
"512",1994-03-01,0.016,7640
"513",1994-03-08,0.1385,7647
"514",1994-03-15,0.055625,7654
"515",1994-03-22,0.00475,7661
"516",1994-03-29,0.0245,7668
"517",1994-04-05,0.0444,7674
"518",1994-04-12,0.048,7681
"519",1994-04-19,0.0606,7688
"520",1994-04-26,0.08225,7695
"521",1994-05-03,NA,7702
"522",1994-05-10,0.00425,7709
"523",1994-05-17,0.0068,7716
"524",1994-05-24,0.00575,7723
"525",1994-06-01,5e-04,7731
"526",1994-06-07,NA,7737
"527",1994-06-14,0.003375,7744
"528",1994-06-21,0.0315,7751
"529",1994-06-28,0.0334,7758
"530",1994-07-05,0.04025,7765
"531",1994-07-12,0.0462,7772
"532",1994-07-19,0.0795,7779
"533",1994-07-20,0.0825,7780
"534",1994-07-26,0.0378,7786
"535",1994-08-02,0.0778,7793
"536",1994-08-03,0.114,7794
"537",1994-08-10,0.012,7801
"538",1994-08-16,0,7807
"539",1994-08-17,NA,7808
"540",1994-08-24,NA,7815
"541",1994-08-29,0.055,7820
"542",1994-08-30,0.04825,7821
"543",1994-09-07,0.03675,7829
"544",1994-09-12,0.07,7834
"545",1994-09-13,0.03025,7835
"546",1994-09-21,0.01925,7843
"547",1994-09-26,0.035,7848
"548",1994-09-28,0.0205,7850
"549",1994-10-05,0.04,7857
"550",1994-10-10,0.028,7862
"551",1994-10-11,0.01675,7863
"552",1994-10-19,0.029,7871
"553",1994-10-25,0.009,7877
"554",1994-11-01,0.05075,7885
"555",1994-11-09,0.02925,7893
"556",1994-11-22,0.0294,7906
"557",1994-11-30,0.045,7914
"558",1994-12-05,0.095,7919
"559",1994-12-06,0.08775,7920
"560",1994-12-13,0.009,7927
"561",1994-12-21,0.02775,7935
"562",1994-12-28,0.02225,7942
"563",1995-01-04,0.027,7949
"564",1995-01-10,0.021,7955
"565",1995-01-18,0.037,7963
"566",1995-01-19,0.03,7964
"567",1995-01-25,0.061,7970
"568",1995-01-30,0.036,7975
"569",1995-02-01,0.049,7977
"570",1995-02-15,0.013,7991
"571",1995-02-22,0.00675,7998
"572",1995-02-27,0.038,8003
"573",1995-03-01,0.052,8005
"574",1995-03-09,0.062,8013
"575",1995-03-15,0.049,8019
"576",1995-03-22,0.027,8026
"577",1995-03-27,0.03175,8031
"578",1995-03-29,0.039,8033
"579",1995-04-05,0.06,8039
"580",1995-04-10,0.027,8044
"581",1995-04-24,0.007,8058
"582",1995-05-08,0.006,8072
"583",1995-05-22,0.01375,8086
"584",1995-06-05,0.013,8100
"585",1995-06-19,0.009,8114
"586",1995-07-05,0.016,8130
"587",1995-07-17,0.00225,8142
"588",1995-08-03,0.01325,8159
"589",1995-08-14,0.02375,8170
"590",1995-08-30,0.024,8186
"591",1995-09-11,0.01775,8198
"592",1995-09-26,0.029,8213
"593",1995-10-09,0.045,8226
"594",1995-10-25,0.039,8242
"595",1995-11-06,0.093,8255
"596",1995-11-20,0.104,8269
"597",1995-12-04,0.0865,8283
"598",1995-12-19,0.114,8298
"599",1996-01-02,0.105,8312
"600",1996-01-16,0.117,8326
"601",1996-01-29,0.06975,8339
"602",1996-02-12,0.079,8353
"603",1996-02-26,0.04425,8367
"604",1996-03-11,0.08,8381
"605",1996-03-25,0.12025,8395
"606",1996-04-08,0.1035,8408
"607",1996-04-22,0.13925,8422
"608",1996-05-06,0.185,8436
"609",1996-05-20,0.18025,8450
"610",1996-06-03,0.046,8464
"611",1996-06-18,0.00775,8479
"612",1996-07-01,NA,8492
"613",1996-07-15,NA,8506
"614",1996-07-30,NA,8521
"615",1996-08-13,NA,8535
"616",1996-08-26,0.0108,8548
"617",1996-09-09,NA,8562
"618",1996-09-23,NA,8576
"619",1996-10-07,0.018,8590
"620",1996-10-21,0.072,8604
"621",1996-11-04,0.063,8619
"622",1996-11-18,0.0494,8633
"623",1996-12-02,0.047,8647
"624",1996-12-16,0.031,8661
"625",1996-12-30,0.052,8675
"626",1997-01-13,0.029,8689
"627",1997-01-27,0.028,8703
"628",1997-02-10,0.016,8717
"629",1997-02-24,0.102,8731
"630",1997-03-10,NA,8745
"631",1997-03-24,0.011,8759
"632",1997-04-07,0.0075,8772
"633",1997-04-21,0.012,8786
"634",1997-05-05,0.006,8800
"635",1997-05-19,0.0355,8814
"636",1997-06-02,0.007,8828
"637",1997-06-16,0.009,8842
"638",1997-06-30,0.005,8856
"639",1997-07-14,5e-04,8870
"640",1997-07-28,0.029,8884
"641",1997-08-11,0.0075,8898
"642",1997-08-28,0.01,8915
"643",1997-09-08,0.008,8926
"644",1997-09-22,0.012,8940
"645",1997-10-06,0.00225,8954
"646",1997-10-20,0.057,8968
"647",1997-11-03,0.035,8983
"648",1997-11-17,0.014,8997
"649",1997-12-01,0.006,9011
"650",1997-12-22,0.083,9032
"651",1998-01-05,0.041,9046
"652",1998-01-20,0.04,9061
"653",1998-02-02,0.081,9074
"654",1998-02-18,0.0464,9090
"655",1998-03-02,0.077,9102
"656",1998-03-16,0.075,9116
"657",1998-04-06,0.036,9136
"658",1998-04-21,0.022,9151
"659",1998-05-05,0.004,9165
"660",1998-05-18,0.029,9178
"661",1998-06-01,0.005,9192
"662",1998-06-15,NA,9206
"663",1998-06-29,0.004,9220
"664",1998-07-13,0.005,9234
"665",1998-07-27,NA,9248
"666",1998-08-10,0.006,9262
"667",1998-08-24,0.008,9276
"668",1998-09-08,0.01325,9291
"669",1998-09-21,0.013,9304
"670",1998-10-05,0.025,9318
"671",1998-10-19,0.451,9332
"672",1998-11-02,0.005,9347
"673",1998-11-16,0.032,9361
"674",1998-11-30,0.052,9375
"675",1998-12-14,0.103,9389
"676",1998-12-28,0.142,9403
"677",1999-01-11,0.04925,9417
"678",1999-01-25,0.0385,9431
"679",1999-02-08,0.041,9445
"680",1999-02-22,0.054,9459
"681",1999-03-08,0.0308,9473
"682",1999-03-22,0.036,9487
"683",1999-04-05,0.007,9500
"684",1999-04-19,0.01575,9514
"685",1999-05-03,0.00425,9528
"686",1999-05-17,0.00625,9542
"687",1999-06-07,NA,9563
"688",1999-06-21,0.004,9577
"689",1999-07-12,0.009,9598
"690",1999-07-26,NA,9612
"691",1999-08-09,0.004,9626
"692",1999-08-23,0.008,9640
"693",1999-09-20,0.008,9668
"694",1999-10-04,0.035,9682
"695",1999-10-18,0.033,9696
"696",1999-11-01,0.006,9711
"697",1999-11-15,0.014,9725
"698",1999-12-13,0.087,9753
"699",1999-12-27,0.02,9767
"700",2000-01-10,0.022,9781
"701",2000-01-24,0.054,9795
"702",2000-02-07,0.07,9809
"703",2000-02-22,0.054,9824
"704",2000-03-06,0.028,9837
"705",2000-03-20,0.025,9851
"706",2000-04-04,0.059,9865
"707",2000-04-17,0.005,9878
"708",2000-05-01,0.009,9892
"709",2000-05-15,0.004,9906
"710",2000-06-12,0.008,9934
"711",2000-06-26,0.008,9948
"712",2000-07-10,NA,9962
"713",2000-07-25,0.005,9977
"714",2000-08-07,0.013,9990
"715",2000-08-21,0.026,10004
"716",2000-09-05,0.032,10019
"717",2000-09-18,0.021,10032
"718",2000-10-02,0.031,10046
"719",2000-10-16,0.06,10060
"720",2000-10-30,0.1658,10075
"721",2000-11-13,0.557,10089
"722",2000-12-04,0.764,10110
"723",2000-12-18,0.791,10124
"724",2001-01-08,0.932,10145
"725",2001-01-22,0.993,10159
"726",2001-02-05,0.5328,10173
"727",2001-02-20,0.857,10188
"728",2001-03-05,0.671,10201
"729",2001-03-19,0.617,10215
"730",2001-04-02,0.548,10228
"731",2001-04-16,0.18,10242
"732",2001-04-30,0.231,10256
"733",2001-05-14,0.146,10270
"734",2001-06-04,0.005,10291
"735",2001-06-18,NA,10305
"736",2001-07-02,0,10319
"737",2001-07-16,0.031,10333
"738",2001-07-30,0.004,10347
"739",2001-08-13,NA,10361
"740",2001-08-27,0.01,10375
"741",2001-09-10,0.117,10389
"742",2001-09-24,0.017,10403
"743",2001-10-08,0.026,10417
"744",2001-10-22,0.028,10431
"745",2001-11-05,0.011,10446
"746",2001-11-19,0.015,10460
"747",2001-12-03,0.2505,10474
"748",2001-12-17,0.415,10488
"749",2002-01-07,0.428,10509
"750",2002-01-22,0.06,10524
"751",2002-02-04,0.033,10537
"752",2002-02-19,0.024,10552
"753",2002-03-04,0.0255,10565
"754",2002-03-18,0.176,10579
"755",2002-04-01,0.015,10593
"756",2002-04-15,0.048,10606
"757",2002-04-29,NA,10620
"758",2002-05-13,NA,10634
"759",2002-05-28,NA,10649
"760",2002-06-10,0.011,10662
"761",2002-06-24,0.0586666666666667,10676
"762",2002-07-08,NA,10690
"763",2002-07-22,0.00466666666666667,10704
"764",2002-08-05,NA,10718
"765",2002-08-19,0.024,10732
"766",2002-09-03,NA,10747
"767",2002-09-16,0.0193333333333333,10760
"768",2002-09-30,0.01,10774
"769",2002-10-14,0.204,10788
"770",2002-10-28,0.011,10803
"771",2002-11-12,NA,10818
"772",2002-11-25,0.005,10831
"773",2002-12-09,0.005,10845
"774",2002-12-30,0.032,10866
"775",2003-01-27,0.093,10894
"776",2003-02-10,0.028,10908
"777",2003-02-24,0.101,10922
"778",2003-03-10,0.081,10936
"779",2003-03-24,0.0235,10950
"780",2003-04-07,0.021,10963
"781",2003-04-21,NA,10977
"782",2003-05-05,NA,10991
"783",2003-05-19,0.005,11005
"784",2003-06-02,0.011,11019
"785",2003-06-16,0.007,11033
"786",2003-07-08,0.005,11055
"787",2003-07-21,NA,11068
"788",2003-08-04,0.041,11082
"789",2003-08-18,0.021,11096
"790",2003-09-02,0.0425,11111
"791",2003-09-15,0.039,11124
"792",2003-10-06,0.073,11145
"793",2003-10-20,0.055,11159
"794",2003-11-03,0.062,11174
"795",2003-11-17,0.081,11188
"796",2003-12-01,0.178,11202
"797",2003-12-15,0.232,11216
"798",2004-01-05,0.066,11237
"799",2004-01-21,0.02,11253
"800",2004-02-02,0.021,11265
"801",2004-02-17,0.005,11280
"802",2004-03-01,0.09,11293
"803",2004-03-15,NA,11307
"804",2004-04-05,0.005,11327
"805",2004-04-19,0.018,11341
"806",2004-05-03,NA,11355
"807",2004-06-07,0.012,11390
"808",2004-06-21,NA,11404
"809",2004-07-12,NA,11425
"810",2004-07-26,NA,11439
"811",2004-08-09,NA,11453
"812",2004-08-23,0.005,11467
"813",2004-09-13,0.008,11488
"814",2004-10-04,0.075,11509
"815",2004-10-18,0.025,11523
"816",2004-11-01,0.054,11538
"817",2004-11-15,0.422,11552
"818",2004-12-06,0.255,11573
