"date","Days","S4_PHOSPHATE, TOTAL AS P_mg/L","S65E_PHOSPHATE, TOTAL AS P_mg/L","S84_PHOSPHATE, TOTAL AS P_mg/L","S71_PHOSPHATE, TOTAL AS P_mg/L","S72_PHOSPHATE, TOTAL AS P_mg/L","S191_PHOSPHATE, TOTAL AS P_mg/L","S127_PHOSPHATE, TOTAL AS P_mg/L","S133_PHOSPHATE, TOTAL AS P_mg/L"
1999-07-30,9608,NA,0.216,NA,NA,NA,0.611,NA,NA
1999-07-31,9609,NA,0.188,NA,NA,NA,0.593,NA,NA
1999-08-01,9610,NA,0.195,NA,NA,NA,0.589,NA,NA
1999-08-02,9611,NA,0.195,NA,NA,NA,0.562,NA,NA
1999-08-03,9612,NA,0.135,NA,NA,NA,0.538,NA,NA
1999-08-04,9613,NA,0.197,NA,NA,NA,0.2655,NA,NA
1999-08-05,9614,NA,0.212,NA,NA,NA,0.537,NA,NA
1999-08-06,9615,NA,0.234,NA,NA,NA,0.547,NA,NA
1999-08-07,9616,NA,0.219,NA,NA,NA,0.565,NA,NA
1999-08-08,9617,NA,0.136,NA,NA,NA,0.55,NA,NA
1999-08-09,9618,NA,0.224,0.056,0.215,NA,0.395666666666667,NA,NA
1999-08-10,9619,NA,0.207,NA,NA,NA,0.539,NA,NA
1999-08-11,9620,NA,0.144666666666667,NA,NA,NA,0.533,NA,NA
1999-08-12,9621,NA,0.245,NA,NA,NA,NA,NA,NA
1999-08-13,9622,NA,0.219,NA,NA,NA,NA,NA,NA
1999-08-14,9623,NA,0.218,NA,NA,NA,NA,NA,NA
1999-08-15,9624,NA,0.232,NA,NA,NA,NA,NA,NA
1999-08-16,9625,NA,0.228,NA,NA,NA,NA,NA,NA
1999-08-17,9626,NA,0.2345,NA,NA,NA,NA,NA,NA
1999-08-18,9627,NA,0.205,NA,NA,NA,NA,NA,NA
1999-08-19,9628,NA,0.188,NA,NA,NA,0.5035,NA,NA
1999-08-20,9629,NA,0.194,NA,NA,NA,0.491,NA,NA
1999-08-21,9630,NA,0.179,NA,NA,NA,0.467,NA,NA
1999-08-22,9631,NA,0.173,NA,NA,NA,0.466,NA,NA
1999-08-23,9632,0.304,0.162,0.075,0.205,0.209,0.437,0.207,0.1296
1999-08-24,9633,NA,0.158,NA,NA,NA,0.374,NA,NA
1999-08-25,9634,NA,0.183,NA,NA,NA,0.1985,NA,NA
1999-08-26,9635,NA,0.158,NA,NA,NA,0.54,NA,NA
1999-08-27,9636,NA,0.174,NA,NA,NA,0.594,NA,NA
1999-08-28,9637,NA,0.166,NA,NA,NA,0.618,NA,NA
1999-08-29,9638,NA,0.158,NA,NA,NA,0.657,NA,NA
1999-08-30,9639,NA,0.164,NA,NA,NA,0.674,NA,NA
1999-08-31,9640,NA,0.2055,NA,NA,NA,0.685,NA,NA
1999-09-01,9641,NA,0.199,NA,NA,NA,0.69,NA,NA
1999-09-02,9642,NA,0.206,NA,NA,NA,0.6905,NA,NA
1999-09-03,9643,NA,0.196,NA,NA,NA,0.715,NA,NA
1999-09-04,9644,NA,0.335,NA,NA,NA,0.724,NA,NA
1999-09-05,9645,NA,0.174,NA,NA,NA,0.708,NA,NA
1999-09-06,9646,NA,0.176,NA,NA,NA,0.734,NA,NA
1999-09-07,9647,NA,0.178,NA,0.197,NA,0.485166666666667,0.15,NA
1999-09-08,9648,NA,0.199,NA,NA,NA,0.352,NA,NA
1999-09-09,9649,NA,0.159,NA,NA,NA,0.73,NA,NA
1999-09-10,9650,NA,0.139,NA,NA,NA,0.648,NA,NA
1999-09-11,9651,NA,0.121,NA,NA,NA,0.561,NA,NA
1999-09-12,9652,NA,0.129,NA,NA,NA,0.467,NA,NA
1999-09-13,9653,NA,0.124,NA,NA,NA,0.512,NA,NA
1999-09-14,9654,NA,0.154,NA,NA,NA,0.542,NA,NA
1999-09-15,9655,NA,0.154,NA,NA,NA,0.428333333333333,NA,NA
1999-09-16,9656,NA,0.0796,NA,NA,NA,NA,NA,NA
1999-09-17,9657,NA,0.122,NA,NA,NA,0.708,NA,NA
1999-09-18,9658,NA,0.127,NA,NA,NA,0.716,NA,NA
1999-09-19,9659,NA,0.126,NA,NA,NA,0.712,NA,NA
1999-09-20,9660,0.29,0.128,0.089,0.101,0.243,0.7245,0.256,0.136
1999-09-21,9661,NA,0.132,NA,NA,NA,0.697,NA,NA
1999-09-22,9662,NA,0.145,NA,NA,NA,0.3245,NA,NA
1999-09-23,9663,NA,0.146,NA,NA,NA,0.628,NA,NA
1999-09-24,9664,NA,0.153,NA,NA,NA,0.608,NA,NA
1999-09-25,9665,NA,0.162,NA,NA,NA,0.612,NA,NA
1999-09-26,9666,NA,0.136,NA,NA,NA,0.624,NA,NA
1999-09-27,9667,NA,0.128,NA,NA,NA,0.602,NA,NA
1999-09-28,9668,NA,0.0776666666666667,NA,NA,NA,0.577,NA,NA
1999-09-29,9669,NA,0.119,NA,NA,NA,0.2865,NA,NA
1999-09-30,9670,NA,0.135,NA,NA,NA,0.587,NA,NA
1999-10-01,9671,NA,0.123,NA,NA,NA,0.587,NA,NA
1999-10-02,9672,NA,0.125,NA,NA,NA,0.6,NA,NA
1999-10-03,9673,NA,0.124,NA,NA,NA,0.639,NA,NA
1999-10-04,9674,NA,0.117,0.089,0.146,0.258,0.433,NA,NA
1999-10-05,9675,NA,NA,NA,NA,NA,0.707,NA,NA
1999-10-06,9676,NA,NA,NA,NA,NA,0.895,NA,NA
1999-10-07,9677,NA,0.107,NA,NA,NA,0.9135,NA,NA
1999-10-08,9678,NA,0.136,NA,NA,NA,0.943,NA,NA
1999-10-09,9679,NA,0.16,NA,NA,NA,0.993,NA,NA
1999-10-10,9680,NA,0.18,NA,NA,NA,1.018,NA,NA
1999-10-11,9681,NA,0.183,NA,NA,NA,1.044,NA,NA
1999-10-12,9682,NA,0.1865,NA,NA,NA,1.024,NA,NA
1999-10-13,9683,NA,0.177,NA,NA,NA,0.505,NA,NA
1999-10-14,9684,NA,0.177,NA,NA,NA,0.9945,NA,NA
1999-10-15,9685,NA,0.149,NA,NA,NA,0.945,NA,NA
1999-10-16,9686,NA,0.153,NA,NA,NA,0.909,NA,NA
1999-10-17,9687,NA,0.156,NA,NA,NA,0.995,NA,NA
1999-10-18,9688,0.399,0.132,0.176,0.147,0.216,0.9765,0.099,0.18
1999-10-19,9689,NA,0.179,NA,NA,NA,0.987,NA,NA
1999-10-20,9690,NA,0.198,NA,NA,NA,0.5155,NA,NA
1999-10-21,9691,NA,0.223,NA,NA,NA,1.075,NA,NA
1999-10-22,9692,NA,0.212,NA,NA,NA,1.013,NA,NA
1999-10-23,9693,NA,0.206,NA,NA,NA,0.963,NA,NA
1999-10-24,9694,NA,0.198,NA,NA,NA,NA,NA,NA
1999-10-25,9695,NA,0.165,NA,NA,NA,NA,NA,NA
1999-10-26,9696,NA,0.1365,NA,NA,NA,NA,NA,NA
1999-10-27,9697,NA,0.0986666666666667,NA,NA,NA,1.114,NA,NA
1999-10-28,9698,NA,0.18,NA,NA,NA,NA,NA,NA
1999-10-29,9699,NA,0.18,NA,NA,NA,1,NA,NA
1999-10-30,9700,NA,0.15,NA,NA,NA,0.8,NA,NA
1999-10-31,9701,NA,0.14,NA,NA,NA,0.72,NA,NA
1999-11-01,9702,0.0945,0.14,0.086,0.137,NA,0.446,0.08725,NA
1999-11-02,9703,NA,0.12,NA,NA,NA,0.53,NA,NA
1999-11-03,9704,NA,0.14,NA,NA,NA,0.251,NA,NA
1999-11-04,9705,NA,0.14,NA,NA,NA,0.65,NA,NA
1999-11-05,9706,NA,0.12,NA,NA,NA,0.63,NA,NA
1999-11-06,9707,NA,0.13,NA,NA,NA,0.68,NA,NA
1999-11-07,9708,NA,0.18,NA,NA,NA,0.62,NA,NA
1999-11-08,9709,NA,0.19,NA,NA,NA,0.62,NA,NA
1999-11-09,9710,NA,0.142,NA,NA,NA,0.6,NA,NA
1999-11-10,9711,NA,0.15,NA,NA,NA,0.8,NA,NA
1999-11-11,9712,NA,NA,NA,NA,NA,0.56,NA,NA
1999-11-12,9713,NA,NA,NA,NA,NA,0.56,NA,NA
1999-11-13,9714,NA,NA,NA,NA,NA,0.62,NA,NA
1999-11-14,9715,NA,NA,NA,NA,NA,0.62,NA,NA
1999-11-15,9716,NA,NA,0.069,0.14,0.121,0.583,0.095,0.0925
1999-11-16,9717,NA,NA,NA,NA,NA,0.58,NA,NA
1999-11-17,9718,NA,NA,NA,NA,NA,0.293,NA,NA
1999-11-18,9719,NA,NA,NA,NA,NA,0.54,NA,NA
1999-11-19,9720,NA,NA,NA,NA,NA,0.53,NA,NA
1999-11-20,9721,NA,NA,NA,NA,NA,0.51,NA,NA
1999-11-21,9722,NA,NA,NA,NA,NA,0.49,NA,NA
1999-11-22,9723,NA,NA,NA,NA,NA,0.51,NA,NA
1999-11-23,9724,NA,0.16,NA,NA,NA,0.49,NA,NA
1999-11-24,9725,NA,NA,NA,NA,NA,0.2415,NA,NA
1999-11-25,9726,NA,NA,NA,NA,NA,0.55,NA,NA
1999-11-26,9727,NA,NA,NA,NA,NA,0.5,NA,NA
1999-11-27,9728,NA,NA,NA,NA,NA,0.51,NA,NA
1999-11-28,9729,NA,NA,NA,NA,NA,0.5,NA,NA
1999-11-29,9730,NA,NA,NA,NA,NA,0.53,NA,NA
1999-11-30,9731,NA,NA,NA,NA,NA,0.53,NA,NA
1999-12-01,9732,NA,NA,NA,NA,NA,0.267,NA,NA
1999-12-02,9733,NA,0.24,NA,NA,NA,0.49,NA,NA
1999-12-03,9734,NA,0.16,NA,NA,NA,0.5,NA,NA
1999-12-04,9735,NA,0.15,NA,NA,NA,0.46,NA,NA
1999-12-05,9736,NA,0.16,NA,NA,NA,0.46,NA,NA
1999-12-06,9737,NA,0.15,NA,NA,NA,0.45,NA,NA
1999-12-07,9738,NA,0.103,NA,NA,NA,0.44,NA,NA
1999-12-08,9739,NA,0.15,NA,NA,NA,0.287,NA,NA
1999-12-09,9740,NA,0.19,NA,NA,NA,NA,NA,NA
1999-12-10,9741,NA,0.17,NA,NA,NA,NA,NA,NA
1999-12-11,9742,NA,0.2,NA,NA,NA,NA,NA,NA
1999-12-12,9743,NA,0.18,NA,NA,NA,NA,NA,NA
1999-12-13,9744,NA,0.2,0.049,0.0544,NA,0.242,NA,NA
1999-12-14,9745,NA,0.21,NA,NA,NA,NA,NA,NA
1999-12-15,9746,NA,0.2,NA,NA,NA,NA,NA,NA
1999-12-16,9747,NA,0.17,NA,NA,NA,0.425,NA,NA
1999-12-17,9748,NA,0.17,NA,NA,NA,0.42,NA,NA
1999-12-18,9749,NA,0.21,NA,NA,NA,0.42,NA,NA
1999-12-19,9750,NA,0.15,NA,NA,NA,0.42,NA,NA
1999-12-20,9751,NA,0.13,NA,NA,NA,0.45,NA,NA
1999-12-21,9752,NA,0.0776666666666667,NA,NA,NA,0.43,NA,NA
1999-12-22,9753,NA,0.12,NA,NA,NA,0.2085,NA,NA
1999-12-23,9754,NA,0.15,NA,NA,NA,0.415,NA,NA
1999-12-24,9755,NA,0.13,NA,NA,NA,0.38,NA,NA
1999-12-25,9756,NA,0.14,NA,NA,NA,0.4,NA,NA
1999-12-26,9757,NA,0.12,NA,NA,NA,0.39,NA,NA
1999-12-27,9758,0.179,0.12,0.065,0.078,0.125,0.3555,0.056,0.085
1999-12-28,9759,NA,0.12,NA,NA,NA,0.37,NA,NA
1999-12-29,9760,NA,0.175,NA,NA,NA,0.178,NA,NA
1999-12-30,9761,NA,0.13,NA,NA,NA,0.395,NA,NA
1999-12-31,9762,NA,0.13,NA,NA,NA,0.4,NA,NA
2000-01-01,9763,NA,0.11,NA,NA,NA,0.36,NA,NA
2000-01-02,9764,NA,0.1,NA,NA,NA,0.37,NA,NA
2000-01-03,9765,NA,0.094,NA,NA,NA,0.37,NA,NA
2000-01-04,9766,NA,0.0523333333333333,NA,NA,NA,0.43,NA,NA
2000-01-05,9767,NA,0.11,NA,NA,NA,0.178,NA,NA
2000-01-10,9772,NA,NA,0.043,0.0366,NA,0.1558,NA,NA
2000-01-12,9774,NA,0.091,NA,NA,NA,0.16525,NA,NA
2000-01-18,9780,NA,0.0335,NA,NA,NA,NA,NA,NA
2000-01-19,9781,NA,0.074,NA,NA,NA,0.162,NA,NA
2000-01-24,9786,0.152,0.065,0.072,0.066,0.089,0.237,0.099,0.0745
2000-01-26,9788,NA,0.075,NA,NA,NA,0.166666666666667,NA,NA
2000-02-01,9794,NA,0.07,NA,NA,NA,NA,NA,NA
2000-02-02,9795,NA,0.067,NA,NA,NA,0.11775,NA,NA
2000-02-07,9800,NA,NA,0.048,0.064,NA,0.1125,NA,NA
2000-02-09,9802,NA,0.08,NA,NA,NA,0.11075,NA,NA
2000-02-15,9808,NA,0.065,NA,NA,NA,NA,NA,NA
2000-02-16,9809,NA,0.064,NA,NA,NA,0.09675,NA,NA
2000-02-22,9815,0.113,NA,0.035,0.065,0.06,0.12,0.0562,0.0768
2000-02-23,9816,NA,0.057,NA,NA,NA,0.09675,NA,NA
2000-02-29,9822,NA,0.0325,NA,NA,NA,NA,NA,NA
2000-03-01,9823,NA,0.06,NA,NA,NA,0.08525,NA,NA
2000-03-06,9828,NA,NA,0.043,0.047,NA,0.051,NA,NA
2000-03-08,9830,NA,0.075,NA,NA,NA,0.07,NA,NA
2000-03-14,9836,NA,0.064,NA,NA,NA,NA,NA,NA
2000-03-15,9837,NA,0.067,NA,NA,NA,0.06775,NA,NA
2000-03-20,9842,0.1315,NA,0.3,0.054,0.081,0.103,0.0512,0.1014
2000-03-22,9844,NA,0.088,NA,NA,NA,NA,NA,NA
2000-03-28,9850,NA,0.089,NA,NA,NA,NA,NA,NA
2000-03-29,9851,NA,0.094,NA,NA,NA,0.0885,NA,NA
2000-04-03,9856,NA,NA,NA,NA,NA,0.0866,NA,NA
2000-04-04,9857,NA,NA,0.042,0.0276,NA,NA,NA,NA
2000-04-05,9858,NA,0.093,NA,NA,NA,0.236,NA,NA
2000-04-11,9864,NA,0.052,NA,NA,NA,NA,NA,NA
2000-04-12,9865,NA,0.088,NA,NA,NA,0.1435,NA,NA
2000-04-17,9870,NA,0.0555,0.058,0.041,0.056,0.169,0.034,0.1144
2000-04-18,9871,0.586,NA,NA,NA,NA,NA,NA,NA
2000-04-19,9872,NA,0.092,NA,NA,NA,0.115,NA,NA
2000-04-24,9877,NA,0.0345,NA,NA,NA,NA,NA,NA
2000-04-26,9879,NA,0.04175,NA,NA,NA,0.227,NA,NA
2000-05-01,9884,NA,NA,0.051,0.063,NA,0.111333333333333,NA,NA
2000-05-03,9886,NA,0.066,NA,NA,NA,0.11175,NA,NA
2000-05-09,9892,NA,0.063,NA,NA,NA,NA,NA,NA
2000-05-10,9893,NA,0.054,NA,NA,NA,0.0723333333333333,NA,NA
2000-05-15,9898,0.091,NA,0.052,0.068,0.0915,0.252,0.0366,0.052
2000-05-17,9900,NA,0.055,NA,NA,NA,0.194,NA,NA
2000-05-23,9906,NA,0.091,NA,NA,NA,NA,NA,NA
2000-05-24,9907,NA,0.074,NA,NA,NA,0.202,NA,NA
2000-05-31,9914,NA,0.119,NA,NA,NA,0.222,NA,NA
2000-06-06,9920,NA,0.036,NA,NA,NA,NA,NA,NA
2000-06-07,9921,NA,0.175,NA,NA,NA,0.241,NA,NA
2000-06-12,9926,NA,NA,0.035,0.0294,NA,0.1548,NA,NA
2000-06-14,9928,NA,0.307,NA,NA,NA,0.261,NA,NA
2000-06-20,9934,NA,0.042,NA,NA,NA,NA,NA,NA
2000-06-21,9935,NA,0.102,NA,NA,NA,0.115,NA,NA
2000-06-26,9940,0.098,NA,0.034,0.06,0.073,0.258,0.0348,0.058
2000-06-28,9942,NA,0.044,NA,NA,NA,0.121,NA,NA
2000-07-05,9949,NA,0.045,NA,NA,NA,0.242,NA,NA
2000-07-10,9954,NA,NA,0.037,0.0432,NA,0.1185,NA,NA
2000-07-12,9956,NA,0.099,NA,NA,NA,0.1155,NA,NA
2000-07-18,9962,NA,0.031,NA,NA,NA,NA,NA,NA
2000-07-19,9963,NA,0.112,NA,NA,NA,0.116,NA,NA
2000-07-24,9968,NA,NA,NA,0.114,0.126,0.256,0.0304,0.0602
2000-07-25,9969,0.219,0.035,0.039,NA,NA,NA,NA,NA
2000-07-26,9970,NA,0.13,NA,NA,NA,0.117,NA,NA
2000-08-01,9976,NA,0.0366,NA,NA,NA,NA,NA,NA
2000-08-02,9977,NA,0.133,NA,NA,NA,0.1355,NA,NA
2000-08-07,9982,NA,NA,0.033,0.492,NA,0.3724,NA,NA
2000-08-09,9984,NA,0.0523333333333333,NA,NA,NA,-0.004,NA,NA
2000-08-15,9990,NA,0.046,NA,NA,NA,NA,NA,NA
2000-08-16,9991,NA,0.07225,NA,NA,NA,0.834,NA,NA
2000-08-21,9996,0.048,NA,0.038,0.457,0.217,0.865,0.062,0.0404
2000-08-23,9998,NA,0.175,NA,NA,NA,0.4075,NA,NA
2000-08-29,10004,NA,0.153,NA,NA,NA,NA,NA,NA
2000-08-30,10005,NA,0.139,NA,NA,NA,0.671,NA,NA
2000-09-05,10011,NA,NA,0.04,0.198,NA,0.3156,NA,NA
2000-09-06,10012,NA,0.125,NA,NA,NA,0.294,NA,NA
2000-09-12,10018,NA,0.155,NA,NA,NA,NA,NA,NA
2000-09-13,10019,NA,0.135,NA,NA,NA,0.2175,NA,NA
2000-09-18,10024,0.038,NA,0.062,0.289,0.484,0.492,0.045,0.0382
2000-09-20,10026,NA,0.194,NA,NA,NA,0.2585,NA,NA
2000-09-26,10032,NA,0.201,NA,NA,NA,NA,NA,NA
2000-09-27,10033,NA,0.178,NA,NA,NA,0.3125,NA,NA
2000-10-02,10038,NA,NA,0.066,0.273,NA,0.341,NA,NA
2000-10-04,10040,NA,0.144,NA,NA,NA,0.317,NA,NA
2000-10-10,10046,NA,0.086,NA,NA,NA,NA,NA,NA
2000-10-11,10047,NA,0.133,NA,NA,NA,0.46425,NA,NA
2000-10-16,10052,0.07,0.173,0.0545,0.236,0.254,0.869,0.0312,0.0554
2000-10-18,10054,NA,0.173,NA,NA,NA,0.4685,NA,NA
2000-10-24,10060,NA,0.154,NA,NA,NA,NA,NA,NA
2000-10-25,10061,NA,0.124,NA,NA,NA,0.33775,NA,NA
2000-10-30,10066,NA,NA,0.028,NA,NA,NA,NA,-0.004
2000-11-01,10068,NA,0.12,NA,NA,NA,0.301,NA,NA
2000-11-07,10074,NA,0.136,NA,NA,NA,NA,NA,NA
2000-11-08,10075,NA,0.0545,NA,NA,NA,0.552,NA,NA
2000-11-13,10080,0.051,NA,0.055,0.205,0.076,0.509,0.0312,0.048
2000-11-15,10082,NA,0.113,NA,NA,NA,0.23625,NA,NA
2000-11-21,10088,NA,0.127,NA,NA,NA,NA,NA,NA
2000-11-22,10089,NA,0.103,NA,NA,NA,0.453,NA,NA
2000-11-29,10096,NA,0.096,NA,NA,NA,0.2115,NA,NA
2000-12-04,10101,NA,NA,0.058,0.084,0.079,0.437,NA,NA
2000-12-05,10102,NA,0.116,NA,NA,NA,NA,NA,NA
2000-12-06,10103,NA,0.0435,NA,NA,NA,0.419,NA,NA
2000-12-13,10110,NA,0.091,NA,NA,NA,0.192,NA,NA
2000-12-18,10115,NA,NA,0.068,0.10475,0.156,0.35,0.048,0.102
2000-12-19,10116,NA,0.111,NA,NA,NA,NA,NA,NA
2000-12-20,10117,NA,0.093,NA,NA,NA,0.342,NA,NA
2000-12-27,10124,NA,0.04375,NA,NA,NA,0.306,NA,NA
2001-01-02,10130,NA,0.0515,NA,NA,NA,NA,NA,NA
2001-01-03,10131,NA,0.086,NA,NA,NA,0.324,NA,NA
2001-01-08,10136,NA,NA,0.087,0.0762,NA,0.1695,NA,NA
2001-01-10,10138,NA,0.095,NA,NA,NA,0.323,NA,NA
2001-01-16,10144,NA,0.101,NA,NA,NA,NA,NA,NA
2001-01-17,10145,NA,0.095,NA,NA,NA,0.155,NA,NA
2001-01-22,10150,0.089,0.103,0.062,0.127,0.17,0.308,0.0296,0.06
2001-01-24,10152,NA,0.093,NA,NA,NA,0.299,NA,NA
2001-01-30,10158,NA,0.104,NA,NA,NA,NA,NA,NA
2001-01-31,10159,NA,0.09,NA,NA,NA,0.13325,NA,NA
2001-02-05,10164,NA,NA,0.0656,NA,NA,0.1512,NA,NA
2001-02-07,10166,NA,0.087,NA,NA,NA,0.091,NA,NA
2001-02-13,10172,NA,0.097,NA,NA,NA,NA,NA,NA
2001-02-15,10174,NA,0.093,NA,NA,NA,0.10925,NA,NA
2001-02-20,10179,0.131,NA,0.055,0.084,0.091,0.231,0.0342,0.047
2001-02-21,10180,NA,0.04275,NA,NA,NA,0.198,NA,NA
2001-02-27,10186,NA,0.095,NA,NA,NA,NA,NA,NA
2001-02-28,10187,NA,0.089,NA,NA,NA,0.202,NA,NA
2001-03-05,10192,NA,NA,0.07,0.069,NA,0.1446,NA,NA
2001-03-07,10194,NA,0.096,NA,NA,NA,0.327,NA,NA
2001-03-13,10200,NA,0.106,NA,NA,NA,NA,NA,NA
2001-03-14,10201,NA,0.097,NA,NA,NA,0.1225,NA,NA
2001-03-19,10206,0.079,NA,0.061,0.11,0.194,0.212,0.0324,0.0684
2001-03-27,10214,NA,0.103,NA,NA,NA,NA,NA,NA
2001-03-28,10215,NA,0.09,NA,NA,NA,0.233,NA,NA
2001-04-02,10220,NA,NA,0.046,0.0536,0.087,0.094,NA,NA
2001-04-04,10222,NA,0.091,NA,NA,NA,0.10775,NA,NA
2001-04-10,10228,NA,0.102,NA,NA,NA,NA,NA,NA
2001-04-11,10229,NA,0.09,NA,NA,NA,0.203,NA,NA
2001-04-16,10234,0.08,0.054,0.0405,0.101,0.157,0.178,0.0332,0.0616
2001-04-18,10236,NA,0.089,NA,NA,NA,0.091,NA,NA
2001-04-24,10242,NA,0.0555,NA,NA,NA,NA,NA,NA
2001-04-25,10243,NA,0.095,NA,NA,NA,0.196,NA,NA
2001-04-30,10248,NA,NA,0.034,0.067,NA,0.0965,NA,NA
2001-05-02,10250,NA,0.0296666666666667,NA,NA,NA,0.207,NA,NA
2001-05-08,10256,NA,0.0465,NA,NA,NA,NA,NA,NA
2001-05-09,10257,NA,0.093,NA,NA,NA,0.109,NA,NA
2001-05-14,10262,0.038,NA,0.053,0.098,0.101,0.195,0.0254,0.052
2001-05-16,10264,NA,0.0375,NA,NA,NA,0.232,NA,NA
2001-05-22,10270,NA,0.077,NA,NA,NA,NA,NA,NA
2001-05-23,10271,NA,0.09,NA,NA,NA,0.254,NA,NA
2001-05-30,10278,NA,0.061,NA,NA,NA,NA,NA,NA
2001-06-04,10283,NA,NA,0.035,0.044,NA,NA,NA,NA
2001-06-05,10284,NA,0.058,NA,NA,NA,0.1055,NA,NA
2001-06-06,10285,NA,0.061,NA,NA,NA,0.116,NA,NA
2001-06-13,10292,NA,0.0315,NA,NA,NA,0.229,NA,NA
2001-06-18,10297,0.142,NA,0.05,0.185,0.277,0.219,0.0158333333333333,0.0422
2001-06-19,10298,NA,0.026,NA,NA,NA,NA,NA,NA
2001-06-20,10299,NA,0.063,NA,NA,NA,0.137,NA,NA
2001-06-27,10306,NA,0.0245,NA,NA,NA,0.204,NA,NA
2001-07-02,10311,NA,NA,0.024,0.2788,NA,0.112,NA,NA
2001-07-03,10312,NA,0.0396,NA,NA,NA,NA,NA,NA
2001-07-05,10314,NA,0.031,NA,NA,NA,0.359,NA,NA
2001-07-11,10320,NA,0.066,NA,NA,NA,0.2325,NA,NA
2001-07-16,10325,0.388,0.1595,0.094,0.702,0.286,0.634,0.018,0.044
2001-07-17,10326,NA,0.196,NA,NA,NA,NA,NA,NA
2001-07-18,10327,NA,0.109,NA,NA,NA,0.563,NA,NA
2001-07-25,10334,NA,0.244,NA,NA,NA,0.42825,NA,NA
2001-07-30,10339,NA,NA,0.115,0.668,0.21,0.563,NA,NA
2001-07-31,10340,NA,0.228,NA,NA,NA,NA,NA,NA
2001-08-01,10341,NA,0.1225,NA,NA,NA,0.78,NA,NA
2001-08-04,10344,0.120625,NA,NA,NA,NA,NA,NA,NA
2001-08-07,10347,0.085,NA,NA,NA,NA,NA,NA,NA
2001-08-08,10348,NA,0.236,NA,NA,NA,0.746,NA,NA
2001-08-10,10350,0.0986,NA,NA,NA,NA,NA,NA,NA
2001-08-13,10353,0.111,NA,0.071,0.438,0.285,0.92,0.0205,0.3188
2001-08-14,10354,NA,0.18,NA,NA,NA,NA,NA,NA
2001-08-15,10355,NA,0.1095,NA,NA,NA,0.42275,NA,NA
2001-08-16,10356,0.112333333333333,NA,NA,NA,NA,NA,NA,NA
2001-08-19,10359,0.106333333333333,NA,NA,NA,NA,NA,NA,NA
2001-08-22,10362,0.161,0.146,NA,NA,NA,0.38875,NA,NA
2001-08-25,10365,0.136,NA,NA,NA,NA,NA,NA,NA
2001-08-27,10367,0.0905,NA,0.08,0.16,0.422,0.6502,NA,NA
2001-08-28,10368,NA,0.098,NA,NA,NA,NA,NA,NA
2001-08-29,10369,NA,0.111,NA,NA,NA,0.39925,NA,NA
2001-08-31,10371,0.1505,NA,NA,NA,NA,NA,NA,NA
2001-09-05,10376,NA,0.11,NA,NA,NA,0.406,NA,NA
2001-09-10,10381,0.154,NA,0.1,0.396,0.394,0.76,0.035,0.2618
2001-09-11,10382,NA,0.0624,NA,NA,NA,NA,NA,NA
2001-09-16,10387,0.1008,NA,NA,NA,NA,NA,NA,NA
2001-09-19,10390,0.0506,NA,NA,NA,NA,NA,NA,NA
2001-09-24,10395,0.161,NA,0.105,0.151,NA,0.7362,NA,NA
2001-09-25,10396,NA,0.086,NA,NA,NA,NA,NA,NA
2001-09-26,10397,NA,0.096,NA,NA,NA,0.53675,NA,NA
2001-10-02,10403,0.158333333333333,NA,NA,NA,NA,NA,NA,NA
2001-10-03,10404,NA,0.08,NA,NA,NA,0.338,NA,NA
2001-10-08,10409,0.315,0.062,0.091,0.351,0.237,0.769,0.3368,0.2558
2001-10-09,10410,NA,0.062,NA,NA,NA,NA,NA,NA
2001-10-10,10411,NA,0.069,NA,NA,NA,0.2825,NA,NA
2001-10-16,10417,0.176666666666667,NA,NA,NA,NA,NA,NA,NA
2001-10-17,10418,NA,0.074,NA,NA,NA,0.276,NA,NA
2001-10-22,10423,NA,NA,0.079,0.111,0.108,0.283,NA,0.2612
2001-10-31,10432,NA,0.086,NA,NA,NA,0.30425,NA,NA
2001-11-05,10437,0.334,NA,0.099,0.131,0.184,0.622,0.267,0.2106
2001-11-06,10438,NA,0.0545,NA,NA,NA,NA,NA,NA
2001-11-07,10439,NA,0.123,NA,NA,NA,0.62,NA,NA
2001-11-14,10446,NA,0.051,NA,NA,NA,NA,NA,NA
2001-11-19,10451,0.128,NA,0.064,0.0536,NA,0.2994,NA,NA
2001-11-20,10452,NA,0.039,NA,NA,NA,NA,NA,NA
2001-11-21,10453,NA,0.038,NA,NA,NA,0.518,NA,NA
2001-11-28,10460,NA,NA,NA,NA,NA,0.217,NA,NA
2001-12-03,10465,0.142,NA,0.067,0.123,0.152,0.413,0.1898,0.1544
2001-12-04,10466,NA,0.036,NA,NA,NA,NA,NA,NA
2001-12-05,10467,NA,NA,NA,NA,NA,0.2,NA,NA
2001-12-12,10474,NA,0.062,NA,NA,NA,0.383,NA,NA
2001-12-17,10479,0.154,NA,0.076,0.0456,NA,0.196166666666667,NA,NA
2001-12-18,10480,NA,0.065,NA,NA,NA,NA,NA,NA
2001-12-19,10481,NA,0.051,NA,NA,NA,0.188,NA,NA
2001-12-26,10488,NA,0.058,NA,NA,NA,0.182,NA,NA
2002-01-02,10495,NA,0.037,NA,NA,NA,0.179,NA,NA
2002-01-07,10500,0.085,NA,0.071,0.059,NA,0.1675,NA,NA
