"","date","S72_AMMONIA-N_mg/L","days"
"101",1976-08-09,0.33,1226
"102",1976-08-23,0.14,1240
"103",1976-09-07,0.09,1255
"104",1976-09-20,0.15,1268
"105",1976-10-04,0.11,1282
"106",1976-10-18,0.14,1296
"107",1976-11-01,0.05,1311
"108",1976-11-15,0.03,1325
"109",1976-11-29,0.03,1339
"110",1976-12-27,0.05,1367
"111",1977-01-10,0.04,1381
"112",1977-01-24,0.05,1395
"113",1977-02-07,0.06,1409
"114",1977-02-23,0.06,1425
"115",1977-03-07,0.42,1437
"116",1977-03-21,0.05,1451
"117",1977-04-04,NA,1465
"118",1977-04-19,NA,1480
"119",1977-05-02,0.04,1492
"120",1977-05-16,0.02,1506
"121",1977-05-31,2.05,1521
"122",1977-06-13,0.51,1534
"123",1977-06-27,0.05,1548
"124",1977-07-11,0.11,1562
"125",1977-07-25,0.12,1576
"126",1977-08-08,0.04,1590
"127",1977-08-22,0.09,1604
"128",1977-09-06,0.2,1619
"129",1977-09-19,0.2,1632
"130",1977-10-03,0.18,1646
"131",1977-10-17,0.05,1660
"132",1977-10-31,0.03,1675
"133",1977-11-21,0.02,1696
"134",1977-12-05,0.06,1710
"135",1977-12-19,0.28,1724
"136",1978-01-04,0.52,1740
"137",1978-01-16,0.23,1752
"138",1978-01-30,0.07,1766
"139",1978-02-13,0.03,1780
"140",1978-02-27,0.04,1794
"141",1978-03-13,0.11,1808
"142",1978-03-27,0.23,1822
"143",1978-04-10,0.04,1836
"144",1978-04-24,0.04,1850
"145",1978-05-08,0.04,1863
"146",1978-05-22,0.02,1877
"147",1978-06-05,0.04,1891
"148",1978-06-19,0.03,1905
"149",1978-07-05,0.05,1921
"150",1978-07-17,0.31,1933
"151",1978-07-31,0.45,1947
"152",1978-08-14,0.113333333333333,1961
"153",1978-08-28,0.21,1975
"154",1978-09-11,0.48,1989
"155",1978-09-25,0.45,2003
"156",1978-10-09,0.3,2017
"157",1978-10-23,0.07,2031
"158",1978-11-20,0.04,2060
"159",1978-12-04,0.06,2074
"160",1978-12-19,0.05,2089
"161",1979-01-08,0.21,2109
"162",1979-01-22,0.33,2123
"163",1979-02-05,0.08,2137
"164",1979-02-20,0.04,2152
"165",1979-03-05,0.045,2165
"166",1979-03-19,0.04,2179
"167",1979-04-02,0.05,2193
"168",1979-04-16,0.02,2207
"169",1979-04-30,NA,2220
"170",1979-05-14,0.01,2234
"171",1979-05-29,0.01,2249
"172",1979-06-11,0.02,2262
"173",1979-06-25,0.04,2276
"174",1979-07-09,0.05,2290
"175",1979-07-23,0.05,2304
"176",1979-08-06,0.11,2318
"177",1979-08-20,0.66,2332
"178",1979-09-05,0.17,2348
"179",1979-09-18,0.48,2361
"180",1979-10-01,NA,2374
"181",1979-10-15,0.36,2388
"182",1979-10-29,0.24,2403
"183",1979-11-14,0.11,2419
"184",1979-11-27,0.07,2432
"185",1979-12-12,NA,2447
"186",1979-12-27,0.05,2462
"187",1980-01-08,0.15,2474
"188",1980-01-23,0.04,2489
"189",1980-02-05,0.05,2502
"190",1980-02-20,0.04,2517
"191",1980-03-04,0.08,2530
"192",1980-03-19,0.06,2545
"193",1980-04-02,0.08,2559
"194",1980-04-17,0.06,2574
"195",1980-04-30,0.02,2586
"196",1980-05-13,0.02,2599
"197",1980-05-28,0.01,2614
"198",1980-06-09,NA,2626
"199",1980-06-25,NA,2642
"200",1980-07-08,0.01,2655
"201",1980-07-24,0.12,2671
"202",1980-08-04,0.03,2682
"203",1980-08-20,0.12,2698
"204",1980-09-03,0.22,2712
"205",1980-09-17,0.11,2726
"206",1980-10-01,0.01,2740
"207",1980-10-14,NA,2753
"208",1980-10-29,0.09,2769
"209",1980-11-12,0.26,2783
"210",1980-12-02,NA,2803
"211",1980-12-31,0.08,2832
"212",1981-01-14,0.04,2846
"213",1981-01-27,0.02,2859
"214",1981-02-11,0.13,2874
"215",1981-02-24,0.03,2887
"216",1981-03-10,0.06,2901
"217",1981-03-24,0.02,2915
"218",1981-04-08,0.08,2930
"219",1981-04-21,NA,2943
"220",1981-05-06,0.01,2957
"221",1981-05-19,0.04,2970
"222",1981-06-02,0.05,2984
"223",1981-06-30,0.19,3012
"224",1981-07-16,NA,3028
"225",1981-07-28,0.25,3040
"226",1981-08-12,0.41,3055
"227",1981-08-25,0.17,3068
"228",1981-09-10,0.33,3084
"229",1981-09-23,0.35,3097
"230",1981-10-06,0.3,3110
"231",1981-10-20,0.22,3124
"232",1981-11-04,0.36,3140
"233",1981-12-02,0.13,3168
"234",1981-12-29,0.04,3195
"235",1982-02-24,0.08,3252
"236",1982-04-05,0.24,3292
"237",1982-05-04,0.02,3320
"238",1982-06-01,0.49,3348
"239",1982-06-14,NA,3361
"240",1982-07-01,0.63,3378
"241",1982-07-12,0.45,3389
"242",1982-07-27,0.2,3404
"243",1982-08-09,0.29,3417
"244",1982-08-25,0.27,3433
"245",1982-09-09,0.52,3448
"246",1982-09-21,0.46,3460
"247",1982-10-05,0.12,3474
"248",1982-10-20,1.4,3489
"249",1982-11-22,0.08,3523
"250",1982-12-22,0.03,3553
"251",1983-01-18,0.06,3580
"252",1983-02-17,0.53,3610
"253",1983-03-02,0.34,3623
"254",1983-03-15,0.28,3636
"255",1983-03-29,0.14,3650
"256",1983-04-15,0.05,3667
"257",1983-04-26,0.05,3677
"258",1983-06-21,0.28,3733
"259",1983-07-06,0.03,3748
"260",1983-07-19,0.04,3761
"261",1983-08-16,0.08,3789
"262",1983-09-27,0.12,3831
"263",1984-02-28,0.09,3986
"264",1984-03-27,0.07,4014
"265",1984-06-04,0.15,4082
"266",1984-07-31,0.03,4139
"267",1984-08-27,0.23,4166
"268",1984-09-25,0.03,4195
"269",1984-10-23,0.05,4223
"270",1984-11-19,0.02,4251
"271",1984-12-18,0.01,4280
"272",1985-01-15,0.04,4308
"273",1985-02-26,0.02,4350
"274",1985-03-26,0.02,4378
"275",1985-04-23,NA,4406
"276",1985-05-20,0.1,4432
"277",1985-06-19,0.08,4462
"278",1985-07-30,0.21,4503
"279",1985-08-27,0.27,4531
"280",1985-09-24,0.06,4559
"281",1985-10-22,0.33,4587
"282",1985-11-05,0.05,4602
"283",1985-12-03,0.03,4630
"284",1986-01-14,0.01,4672
"285",1986-02-12,NA,4701
"286",1986-02-25,NA,4714
"287",1986-03-25,0.06,4742
"288",1986-04-08,NA,4756
"289",1986-05-06,NA,4783
"290",1986-06-17,NA,4825
"291",1986-07-29,0.41,4867
"292",1986-08-26,0.77,4895
"293",1986-09-23,0.47,4923
"294",1986-10-21,NA,4951
"295",1986-11-18,0.03,4980
"296",1986-12-18,NA,5010
"297",1987-01-22,0.08,5045
"298",1987-02-18,NA,5072
"299",1987-03-31,0.07,5113
"300",1987-04-28,NA,5140
"301",1987-05-26,0.01,5168
"302",1987-06-10,0.01,5183
"303",1987-07-21,0.1,5224
"304",1987-08-18,0.26,5252
"305",1987-09-29,0.26,5294
"306",1987-10-13,0.07,5308
"307",1987-11-24,0.09,5351
"308",1988-01-19,0.02,5407
"309",1988-02-16,0.07,5435
"310",1988-03-01,NA,5449
"311",1988-04-26,NA,5504
"312",1988-05-10,NA,5518
"313",1988-06-21,0.04,5560
"314",1988-07-19,0.11,5588
"315",1988-09-13,0.01,5644
"316",1988-10-11,NA,5672
"317",1988-11-22,NA,5715
"318",1988-12-06,NA,5729
"319",1989-01-18,0.02,5772
"320",1989-02-28,0.06,5813
"321",1989-03-28,0.08,5841
"322",1989-04-11,0.12,5854
"323",1989-05-24,0.05,5897
"324",1989-06-20,0.01,5924
"325",1989-07-19,0.33,5953
"326",1989-08-30,1.33,5995
"327",1989-09-27,0.57,6023
"328",1989-10-25,0.18,6051
"329",1989-11-20,0.05,6078
"330",1989-12-18,0.03,6106
"331",1990-01-30,0.02,6149
"332",1990-03-01,NA,6179
"333",1990-03-26,0.02,6204
"334",1990-04-23,0.02,6231
"335",1990-05-23,0.02,6261
"336",1990-06-19,0.11,6288
"337",1990-07-17,0.21,6316
"338",1990-07-31,NA,6330
"339",1990-08-29,0.21,6359
"340",1990-09-26,0.03,6387
"341",1990-10-24,0.12,6415
"342",1990-11-19,0.03,6442
"343",1990-12-18,0.03,6471
"344",1991-01-29,0.09,6513
"345",1991-02-27,NA,6542
"346",1991-03-26,0.06,6569
"347",1991-04-23,0.06,6596
"348",1991-05-22,0.05,6625
"349",1991-06-17,0.01,6651
"350",1991-07-29,0.17,6693
"351",1991-08-29,0.32,6724
"352",1991-09-30,0.38,6756
"353",1991-10-08,0.39,6764
"354",1991-11-18,0.04,6806
"355",1992-01-29,NA,6878
"356",1992-02-26,NA,6906
"357",1992-03-24,NA,6933
"358",1992-04-21,NA,6960
"359",1992-05-19,NA,6988
"360",1992-07-01,0.19,7031
"361",1992-07-13,0.29,7043
"362",1992-08-26,0.41,7087
"363",1992-09-22,0.19,7114
"364",1992-10-20,0.05,7142
"365",1992-11-17,0.02,7171
"366",1992-12-30,0.0983333333333333,7214
"367",1993-01-27,NA,7242
"368",1993-02-23,0.02,7269
"369",1993-03-22,0.15,7296
"370",1993-04-20,NA,7324
"371",1993-05-20,NA,7354
"372",1993-06-28,0.06,7393
"373",1993-07-28,NA,7423
"374",1993-08-24,NA,7450
"375",1993-09-20,NA,7477
"376",1993-10-18,0.04,7505
"377",1993-11-15,0.05,7534
"378",1993-12-13,0.09,7562
"379",1994-01-18,0.04,7598
"380",1994-02-14,NA,7625
"381",1994-03-14,0.27,7653
"382",1994-04-11,0.05,7680
"383",1994-05-17,0.022,7716
"384",1994-07-18,0.054,7778
"385",1994-08-16,NA,7807
"386",1994-08-29,0.101,7820
"387",1994-09-12,0.021,7834
"388",1994-09-26,0.134,7848
"389",1994-10-10,0.06,7862
"390",1994-10-24,0.09,7876
"391",1994-11-07,NA,7891
"392",1994-11-22,NA,7906
"393",1994-12-05,0.03,7919
"394",1994-12-19,0.027,7933
"395",1995-01-04,0.023,7949
"396",1995-01-18,NA,7963
"397",1995-01-30,0.011,7975
"398",1995-02-27,0.087,8003
"399",1995-03-13,0.016,8017
"400",1995-03-27,0.069,8031
"401",1995-04-10,NA,8044
"402",1995-04-24,0.033,8058
"403",1995-05-22,NA,8086
"404",1995-06-19,0.019,8114
"405",1995-07-05,NA,8130
"406",1995-07-17,NA,8142
"407",1995-08-03,0.768,8159
"408",1995-08-14,0.384,8170
"409",1995-08-29,0.523,8185
"410",1995-09-11,0.07,8198
"411",1995-09-26,0.057,8213
"412",1995-10-09,0.493,8226
"413",1995-10-25,0.329,8242
"414",1995-11-06,0.172,8255
"415",1995-11-20,0.09,8269
"416",1995-12-04,0.072,8283
"417",1996-01-02,0.058,8312
"418",1996-01-29,0.07,8339
"419",1996-02-12,0.043,8353
"420",1996-02-26,0.016,8367
"421",1996-03-25,0.045,8395
"422",1996-04-22,0.1,8422
"423",1996-05-20,NA,8450
"424",1996-06-03,0.196,8464
"425",1996-06-18,0.292,8479
"426",1996-07-01,0.209,8492
"427",1996-08-13,0.401,8535
"428",1996-09-09,0.031,8562
"429",1996-09-23,0.049,8576
"430",1996-11-04,0.026,8619
"431",1996-12-02,0.045,8647
"432",1996-12-30,0.028,8675
"433",1997-01-13,0.061,8689
"434",1997-01-27,0.018,8703
"435",1997-02-24,0.016,8731
"436",1997-03-24,0.046,8759
"437",1997-04-07,0.09,8772
"438",1997-04-21,0.048,8786
"439",1997-05-19,0.118,8814
"440",1997-06-16,0.247,8842
"441",1997-07-14,0.988,8870
"442",1997-08-11,0.105,8898
"443",1997-08-28,0.234,8915
"444",1997-09-22,0.215,8940
"445",1997-10-20,0.055,8968
"446",1997-11-17,0.07,8997
"447",1997-12-22,0.672,9032
"448",1998-01-05,0.119,9046
"449",1998-01-20,0.8,9061
"450",1998-02-17,0.1175,9089
"451",1998-03-02,0.09,9102
"452",1998-03-16,0.081,9116
"453",1998-04-06,0.075,9136
"454",1998-05-18,0.025,9178
"455",1998-06-15,0.013,9206
"456",1998-07-27,1.224,9248
"457",1998-08-10,0.444,9262
"458",1998-08-24,0.248,9276
"459",1998-09-08,1.709,9291
"460",1998-09-21,0.347,9304
"461",1998-10-19,0.2705,9332
"462",1998-11-16,0.542,9361
"463",1998-12-28,0.052,9403
"464",1999-01-25,0.026,9431
"465",1999-02-22,0.032,9459
"466",1999-03-22,0.077,9487
"467",1999-04-19,0.123,9514
"468",1999-05-17,0.017,9542
"469",1999-06-21,0.208,9577
"470",1999-07-12,0.174,9598
"471",1999-07-26,0.036,9612
"472",1999-08-23,0.263,9640
"473",1999-09-20,0.337,9668
"474",1999-10-04,0.638,9682
"475",1999-10-18,0.16,9696
"476",1999-11-15,0.081,9725
"477",1999-12-27,0.1865,9767
"478",2000-01-24,0.072,9795
"479",2000-02-22,0.051,9824
"480",2000-03-20,0.07,9851
"481",2000-04-17,NA,9878
"482",2000-05-15,0.0985,9906
"483",2000-06-26,0.03,9948
"484",2000-07-24,0.175,9976
"485",2000-08-21,0.009,10004
"486",2000-09-18,0.826,10032
"487",2000-10-16,0.435,10060
"488",2000-11-13,NA,10089
"489",2000-12-04,0.072,10110
"490",2000-12-18,0.232,10124
"491",2001-01-22,0.101,10159
"492",2001-02-20,0.043,10188
"493",2001-03-19,0.282,10215
"494",2001-04-02,0.101,10228
"495",2001-04-16,0.148,10242
"496",2001-05-14,NA,10270
"497",2001-06-18,0.233,10305
"498",2001-07-16,0.329,10333
"499",2001-07-30,0.385,10347
"500",2001-08-13,0.461,10361
"501",2001-08-27,0.153,10375
"502",2001-09-10,0.913,10389
"503",2001-10-08,0.511,10417
"504",2001-10-22,0.087,10431
"505",2001-11-05,0.128,10446
"506",2001-12-03,NA,10474
"507",2002-01-22,0.012,10524
"508",2002-02-19,0.02,10552
"509",2002-03-18,0.011,10579
"510",2002-04-15,0.009,10606
"511",2002-05-13,0.013,10634
"512",2002-06-24,0.247,10676
"513",2002-07-08,0.156,10690
"514",2002-07-22,0.175,10704
"515",2002-08-05,0.151,10718
"516",2002-08-19,0.356,10732
"517",2002-09-03,0.366,10747
"518",2002-09-16,0.252,10760
"519",2002-10-14,0.145,10788
"520",2002-10-28,0.157,10803
"521",2002-11-25,0.221,10831
"522",2002-12-30,0.176,10866
"523",2003-01-13,0.459,10880
"524",2003-01-27,0.077,10894
"525",2003-02-24,0.0493333333333333,10922
"526",2003-03-24,0.344,10950
"527",2003-04-21,0.015,10977
"528",2003-05-19,0.082,11005
"529",2003-06-02,0.094,11019
"530",2003-06-16,0.013,11033
"531",2003-07-21,0.0973333333333333,11068
"532",2003-08-18,0.138,11096
"533",2003-09-15,0.024,11124
"534",2003-10-06,0.19,11145
"535",2003-10-20,0.0855,11159
"536",2003-11-17,0.031,11188
"537",2003-12-15,0.029,11216
"538",2004-01-21,0.016,11253
"539",2004-02-02,0.073,11265
"540",2004-02-17,0.042,11280
"541",2004-03-01,0.996,11293
"542",2004-03-15,0.183,11307
"543",2004-04-19,0.058,11341
"544",2004-05-17,0.074,11369
"545",2004-06-21,0.022,11404
"546",2004-07-12,0.009,11425
"547",2004-07-26,0.116,11439
"548",2004-08-09,0.363,11453
"549",2004-08-23,0.022,11467
"550",2004-09-13,0.155,11488
"551",2004-10-04,0.211,11509
"552",2004-10-18,0.08,11523
"553",2004-11-15,0.065,11552
"554",2004-12-20,0.084,11587
"555",2005-01-18,0.025,11616
"556",2005-02-14,0.016,11643
"557",2005-02-28,0.166,11657
"558",2005-03-14,0.011,11671
"559",2005-04-18,NA,11705
"560",2005-05-16,0.003,11733
"561",2005-06-27,0.411,11775
"562",2005-07-11,0.25,11789
"563",2005-07-25,0.329,11803
"564",2005-08-08,0.061,11817
"565",2005-08-22,0.338,11831
"566",2005-09-20,0.067,11860
"567",2005-10-17,0.102,11887
"568",2005-11-01,0.09,11903
"569",2005-11-14,0.23,11916
"570",2005-12-05,0.12,11937
"571",2005-12-19,0.025,11951
"572",2006-01-23,0.055,11986
"573",2006-02-06,0.254,12000
"574",2006-02-21,0.102,12015
"575",2006-03-20,0.07,12042
"576",2006-04-17,0.022,12069
"577",2006-05-22,0.016,12104
"578",2006-06-19,0.036,12132
"579",2006-07-17,NA,12160
"580",2006-08-07,0.081,12181
"581",2006-08-21,0.211,12195
"582",2006-09-11,0.486,12216
"583",2006-09-25,0.687,12230
"584",2006-10-23,0.032,12258
"585",2006-11-27,0.152,12294
"586",2006-12-18,0.0075,12315
"587",2007-01-22,0.05,12350
"588",2007-02-26,0.011,12385
"589",2007-03-12,0.017,12398
"590",2007-03-26,NA,12412
"591",2007-04-23,0.02,12440
"592",2007-05-21,0.139,12468
"593",2007-06-18,0.02,12496
"594",2007-07-09,0.031,12517
"595",2007-07-23,0.101,12531
"596",2007-08-20,0.466,12559
"597",2007-09-24,0.348,12594
"598",2007-10-22,0.043,12622
"599",2007-11-26,0.053,12658
"600",2007-12-05,0.052,12667
"601",2007-12-19,0.059,12681
"602",2008-01-16,0.072,12709
"603",2008-02-20,0.021,12744
"604",2008-03-19,0.068,12771
"605",2008-04-16,0.024,12799
"606",2008-05-28,0.046,12841
"607",2008-06-25,0.082,12869
"608",2008-07-16,0.05,12890
"609",2008-07-30,0.021,12904
"610",2008-08-13,0.067,12918
"611",2008-08-28,0.155,12933
"612",2008-09-10,0.303,12946
"613",2008-09-24,0.292,12960
"614",2008-10-22,0.126,12988
"615",2008-11-05,0.103,13003
"616",2008-11-19,0.097,13017
"617",2008-12-17,0.095,13045
"618",2009-01-21,0.029,13080
"619",2009-02-18,0.035,13108
"620",2009-03-25,0.062,13142
"621",2009-04-22,0.014,13170
"622",2009-05-20,0.028,13198
"623",2009-06-17,0.044,13226
"624",2009-07-22,0.218,13261
"625",2009-08-26,0.086,13296
"626",2009-09-23,0.212,13324
"627",2009-10-28,0.046,13359
"628",2009-11-18,0.015,13381
"629",2009-12-23,0.18,13416
"630",2010-01-27,0.132,13451
"631",2010-02-24,0.024,13479
"632",2010-03-17,0.363,13499
"633",2010-04-21,0.254,13534
"634",2010-05-26,0.031,13569
"635",2010-06-30,0.271,13604
"636",2010-07-14,0.105,13618
"637",2010-07-28,0.203,13632
"638",2010-08-04,0.13,13639
"639",2010-08-18,0.17,13653
"640",2010-09-29,0.198,13695
"641",2010-10-27,0.044,13723
"642",2010-11-17,0.012,13745
"643",2010-12-13,0.02,13771
"644",2011-01-20,0.017,13809
"645",2011-02-17,0.023,13837
"646",2011-03-16,0.035,13863
"647",2011-04-20,0.164,13898
"648",2011-05-18,0.021,13926
"649",2011-06-22,0.013,13961
"650",2011-07-20,0.346,13989
"651",2011-08-24,0.075,14024
"652",2011-09-07,0.25,14038
"653",2011-09-21,0.266,14052
"654",2011-10-19,0.097,14080
"655",2011-11-02,0.666,14094
"656",2011-11-16,0.382,14109
"657",2011-12-21,0.052,14144
"658",2012-01-18,0.057,14172
"659",2012-02-22,0.098,14207
"660",2012-03-21,0.053,14234
"661",2012-04-18,0.025,14262
"662",2012-05-16,0.011,14290
"663",2012-06-20,0.204,14325
"664",2012-07-11,0.239,14346
"665",2012-08-08,0.23,14374
"666",2012-08-22,0.018,14388
"667",2012-09-05,0.028,14402
"668",2012-09-20,0.139,14417
"669",2012-10-03,0.262,14430
"670",2012-11-14,0.019,14473
"671",2012-12-05,0.044,14494
"672",2012-12-19,0.165,14508
"673",2013-01-09,0.141,14529
"674",2013-02-06,0.122,14557
"675",2013-03-06,0.2,14585
"676",2013-04-03,0.015,14612
"677",2013-05-08,0.093,14647
"678",2013-06-05,0.159,14675
"679",2013-06-19,0.204,14689
"680",2013-07-10,0.158,14710
"681",2013-08-07,0.3,14738
"682",2013-09-04,0.224,14766
"683",2013-09-18,0.164,14780
"684",2013-10-07,0.217,14799
"685",2013-11-04,0.151,14828
"686",2013-12-02,0.069,14856
"687",2014-01-06,0.068,14891
"688",2014-02-03,0.018,14919
"689",2014-03-03,0.088,14947
"690",2014-04-07,0.053,14981
"691",2014-05-05,0.015,15009
"692",2014-06-09,0.01,15044
"693",2014-07-07,0.115,15072
"694",2014-08-18,0.214,15114
"695",2014-09-08,0.187,15135
"696",2014-10-06,0.147,15163
"697",2014-11-03,0.083,15192
"698",2014-12-01,0.195,15220
"699",2014-12-15,0.122,15234
"700",2015-01-05,0.088,15255
"701",2015-02-02,0.081,15283
"702",2015-03-02,0.013,15311
"703",2015-04-06,0.016,15345
"704",2015-05-04,0.098,15373
"705",2015-06-01,0.136,15401
"706",2015-07-06,0.024,15436
"707",2015-08-03,0.44,15464
"708",2015-08-31,0.071,15492
"709",2015-09-28,0.232,15520
"710",2015-10-26,0.439,15548
"711",2015-11-23,0.366,15577
"712",2015-12-07,0.268,15591
"713",2015-12-21,0.322,15605
"714",2016-01-04,0.065,15619
"715",2016-01-20,0.195,15635
"716",2016-02-01,0.177,15647
"717",2016-02-15,0.242,15661
"718",2016-02-29,0.164,15675
"719",2016-03-14,0.128,15688
"720",2016-03-28,0.089,15702
"721",2016-04-11,0.069,15716
"722",2016-05-09,0.023,15744
"723",2016-05-23,0.188,15758
"724",2016-06-06,0.164,15772
"725",2016-07-06,0.305,15802
"726",2016-08-01,0.22,15828
"727",2016-08-29,0.31,15856
"728",2016-09-26,0.126,15884
"729",2016-10-24,0.278,15912
"730",2016-11-21,0.036,15941
"731",2016-12-19,0.098,15969
"732",2017-01-17,0.041,15998
"733",2017-02-13,0.017,16025
"734",2017-03-13,0.165,16052
"735",2017-04-10,0.069,16080
"736",2017-04-24,0.023,16094
"737",2017-05-08,0.01,16108
"738",2017-06-19,0.172,16150
"739",2017-07-05,0.094,16166
"740",2017-08-14,0.516,16206
"741",2017-08-28,0.556,16220
"742",2017-09-13,0.23,16236
"743",2017-09-25,0.152,16248
"744",2017-10-09,0.464,16262
"745",2017-10-23,0.287,16276
"746",2017-11-06,0.182,16291
"747",2017-11-20,0.115,16305
"748",2017-12-04,0.07,16319
"749",2017-12-18,0.143,16333
"750",2018-01-02,0.118,16348
"751",2018-01-16,0.072,16362
"752",2018-01-29,0.07,16375
"753",2018-02-12,0.054,16389
"754",2018-03-12,0.024,16416
"755",2018-03-26,0.037,16430
"756",2018-04-09,0.052,16444
"757",2018-04-23,0.039,16458
"758",2018-05-07,0.036,16472
"759",2018-05-21,0.044,16486
"760",2018-06-04,0.039,16500
"761",2018-06-18,0.05,16514
"762",2018-07-02,0.159,16528
"763",2018-09-24,0.084,16612
"764",2018-10-22,0.036,16640
"765",2018-11-19,0.029,16669
"766",2018-12-17,0.037,16697
"767",2019-01-02,0.06,16713
"768",2019-01-14,0.013,16725
"769",2019-01-28,0.01,16739
"770",2019-02-11,0.112,16753
"771",2019-02-25,0.043,16767
"772",2019-03-11,0.058,16780
"773",2019-04-08,0.014,16808
"774",2019-05-06,0.011,16836
"775",2019-06-03,0.01,16864
"776",2019-07-01,0.953,16892
"777",2019-07-29,0.148,16920
"778",2019-08-12,0.199,16934
"779",2019-08-26,0.338,16948
"780",2019-09-09,0.811,16962
"781",2019-09-23,0.642,16976
"782",2020-02-10,0.058,17117
"783",2020-03-09,0.12,17144
"784",2020-04-06,0.014,17172
"785",2020-05-04,0.011,17200
"786",2020-06-01,0.097,17228
"787",2020-06-15,0.34,17242
"788",2020-06-29,0.218,17256
"789",2020-07-13,0.205,17270
"790",2020-07-27,0.502,17284
"791",2020-08-10,0.351,17298
"792",2020-08-24,0.475,17312
"793",2020-09-08,0.424,17327
"794",2020-09-21,0.345,17340
"795",2020-10-05,0.333,17354
"796",2020-10-19,0.244,17368
"797",2020-11-02,0.203,17383
"798",2020-11-16,0.175,17397
"799",2020-11-30,0.216,17411
"800",2020-12-14,0.212,17425
"801",2020-12-28,0.125,17439
"802",2021-01-11,0.118,17453
"803",2021-01-25,0.09,17467
"804",2021-02-08,0.131,17481
"805",2021-02-22,0.148,17495
"806",2021-04-05,0.025,17536
"807",2021-04-19,0.016,17550
"808",2021-05-03,0.272,17564
"809",2021-06-01,0.008,17593
"810",2021-06-28,0.042,17620
"811",2021-07-12,0.213,17634
"812",2021-07-26,0.198,17648
"813",2021-08-09,0.3,17662
"814",2021-08-23,0.214,17676
"815",2021-09-07,0.069,17691
"816",2021-09-20,0.128,17704
"817",2021-10-04,0.132,17718
"818",2021-10-18,0.146,17732
"819",2021-11-01,0.172,17746
"820",2021-11-15,0.069,17761
"821",2021-12-27,0.208,17803
"822",2022-01-10,0.263,17817
"823",2022-01-24,0.136,17831
"824",2022-02-07,0.112,17845
"825",2022-02-21,0.095,17859
"826",2022-03-07,0.053,17873
"827",2022-04-04,0.008,17900
"828",2022-05-02,0.009,17928
