"","date","L001_PHOSPHATE, ORTHO AS P_mg/L","days"
"106",1979-06-05,NA,2377
"107",1979-07-03,NA,2405
"108",1979-08-08,0.004,2441
"109",1979-09-11,0.0913333333333333,2475
"110",1979-11-09,0.086,2535
"111",1979-12-11,0.061,2567
"112",1980-01-09,0.049,2596
"113",1980-02-08,0.068,2626
"114",1980-03-05,0.046,2652
"115",1980-04-09,0.066,2687
"116",1980-05-15,0.05,2722
"117",1980-06-16,0.013,2754
"118",1980-07-21,0.0156666666666667,2789
"119",1980-08-20,NA,2819
"120",1980-09-16,0.022,2846
"121",1980-10-16,0.026,2876
"122",1980-11-06,0.003,2898
"123",1980-12-11,0.051,2933
"124",1981-01-15,0.035,2968
"125",1981-02-19,0.05,3003
"126",1981-03-26,0.046,3038
"127",1981-04-22,0.008,3065
"128",1981-05-28,0.011,3100
"129",1981-06-24,NA,3127
"130",1981-07-15,NA,3148
"131",1981-07-30,0.004,3163
"132",1981-08-12,NA,3176
"133",1981-08-24,NA,3188
"134",1981-09-10,NA,3205
"135",1981-09-22,0.012,3217
"136",1981-10-08,0.075,3233
"137",1981-11-24,0.051,3281
"138",1982-01-07,NA,3325
"139",1982-02-11,NA,3360
"140",1982-03-04,0.004,3381
"141",1982-04-01,0.023,3409
"142",1982-05-19,NA,3456
"143",1982-06-24,0.134,3492
"144",1982-07-09,0.077,3507
"145",1982-08-25,0.019,3554
"146",1982-09-28,0.027,3588
"147",1982-11-23,0.0483333333333333,3645
"148",1982-12-20,0.042,3672
"149",1983-01-25,0.065,3708
"150",1983-02-24,0.086,3738
"151",1983-03-23,0.034,3765
"152",1983-04-20,0.029,3793
"153",1983-05-26,0.017,3828
"154",1983-06-28,NA,3861
"155",1983-07-19,0.006,3882
"156",1983-08-30,NA,3924
"157",1983-09-30,0.006,3955
"158",1983-10-27,0.0353333333333333,3982
"159",1983-12-21,0.006,4038
"160",1984-01-18,0.04,4066
"161",1984-02-15,0.054,4094
"162",1984-03-22,0.066,4130
"163",1984-04-18,0.02,4157
"164",1984-05-16,0.008,4184
"165",1984-06-21,0.005,4220
"166",1984-07-26,NA,4255
"167",1984-08-22,0.04,4282
"168",1984-10-18,0.005,4339
"169",1984-11-29,0.017,4382
"170",1984-12-20,0.026,4403
"171",1985-01-15,0.022,4429
"172",1985-02-27,0.026,4472
"173",1985-04-04,NA,4508
"174",1985-05-01,0.008,4534
"175",1985-06-06,NA,4570
"176",1985-07-10,NA,4604
"177",1985-08-08,NA,4633
"178",1985-09-05,0.012,4661
"179",1985-10-17,0.075,4703
"180",1985-11-14,NA,4732
"181",1985-12-11,NA,4759
"182",1986-01-30,NA,4809
"183",1986-02-20,0.012,4830
"184",1986-04-03,NA,4872
"185",1986-05-01,0.006,4899
"186",1986-06-03,NA,4932
"187",1986-07-02,0.005,4961
"188",1986-07-29,0.127,4988
"189",1986-08-07,NA,4997
"190",1986-08-12,0.031,5002
"191",1986-09-03,0.047,5024
"192",1986-09-25,0.064,5046
"193",1986-10-03,0.028,5054
"194",1986-10-16,NA,5067
"195",1986-10-23,0.02,5074
"196",1986-11-06,0.005,5089
"197",1986-11-20,0.008,5103
"198",1986-12-04,NA,5117
"199",1986-12-10,0.013,5123
"200",1987-01-08,0.025,5152
"201",1987-01-14,0.024,5158
"202",1987-02-03,0.008,5178
"203",1987-02-12,0.005,5187
"204",1987-04-02,0.02,5236
"205",1987-04-21,0.007,5254
"206",1987-05-01,0.016,5264
"207",1987-05-05,0.004,5268
"208",1987-05-20,0.006,5283
"209",1987-06-02,0.026,5296
"210",1987-06-04,0.05,5298
"211",1987-06-16,0.008,5310
"212",1987-06-24,0.008,5318
"213",1987-06-30,0.017,5324
"214",1987-07-16,0.01,5340
"215",1987-07-21,0.006,5345
"216",1987-07-28,0.01,5352
"217",1987-08-11,0.013,5366
"218",1987-08-18,0.016,5373
"219",1987-08-25,0.012,5380
"220",1987-09-09,0.008,5395
"221",1987-09-14,0.014,5400
"222",1987-09-22,0.009,5408
"223",1987-10-06,0.03,5422
"224",1987-10-19,0.048,5435
"225",1987-10-20,0.051,5436
"226",1987-11-18,0.05,5466
"227",1987-11-24,0.025,5472
"228",1987-12-14,0.094,5492
"229",1987-12-22,0.062,5500
"230",1988-01-13,0.059,5522
"231",1988-01-19,0.075,5528
"232",1988-02-09,0.073,5549
"233",1988-02-17,0.053,5557
"234",1988-03-01,0.053,5570
"235",1988-03-17,0.025,5586
"236",1988-03-22,0.03,5591
"237",1988-04-20,0.027,5619
"238",1988-05-04,0.013,5633
"239",1988-05-05,0.032,5634
"240",1988-05-17,0.018,5646
"241",1988-05-18,0.017,5647
"242",1988-06-01,0.007,5661
"243",1988-06-02,NA,5662
"244",1988-06-15,0.028,5675
"245",1988-06-29,0.013,5689
"246",1988-07-13,0.011,5703
"247",1988-07-25,0.007,5715
"248",1988-08-10,0.007,5731
"249",1988-08-24,0.005,5745
"250",1988-09-08,0.005,5760
"251",1988-09-21,0.008,5773
"252",1988-10-05,NA,5787
"253",1988-10-19,0.02,5801
"254",1988-11-02,0.005,5816
"255",1988-11-16,0.016,5830
"256",1988-12-12,0.02,5856
"257",1989-01-11,NA,5886
"258",1989-02-08,NA,5914
"259",1989-03-15,0.016,5949
"260",1989-04-05,0.004,5969
"261",1989-05-17,NA,6011
"262",1989-06-13,NA,6038
"263",1989-06-27,0.005,6052
"264",1989-07-11,NA,6066
"265",1989-07-26,NA,6081
"266",1989-08-08,0.004,6094
"267",1989-08-22,NA,6108
"268",1989-09-06,NA,6123
"269",1989-09-20,NA,6137
"270",1989-10-05,0.007,6152
"271",1989-10-18,0.077,6165
"272",1989-11-01,0.007,6180
"273",1989-11-15,0.021,6194
"274",1989-12-13,0.027,6222
"275",1990-01-10,0.021,6250
"276",1990-02-07,0.01,6278
"277",1990-04-05,0.019,6334
"278",1990-04-18,NA,6347
"279",1990-05-02,0.015,6361
"280",1990-05-16,0.005,6375
"281",1990-05-31,NA,6390
"282",1990-06-12,0.005,6402
"283",1990-06-26,0.009,6416
"284",1990-07-10,0.037,6430
"285",1990-07-24,0.036,6444
"286",1990-08-07,0.006,6458
"287",1990-08-20,0.049,6471
"288",1990-09-18,0.015,6500
"289",1990-10-02,0.012,6514
"290",1990-10-17,0.0415,6529
"291",1990-10-31,0.05,6544
"292",1990-11-14,0.048,6558
"293",1990-12-11,0.041,6585
"294",1991-01-07,0.037,6612
"295",1991-02-07,0.065,6643
"296",1991-04-17,0.026,6711
"297",1991-05-01,0.017,6725
"298",1991-05-13,NA,6737
"299",1991-05-29,0.011,6753
"300",1991-06-12,0.008,6767
"301",1991-07-24,NA,6809
"302",1991-08-05,NA,6821
"303",1991-08-20,0.011,6836
"304",1991-09-16,0.043,6863
"305",1991-10-14,0.018,6891
"306",1991-10-28,0.013,6906
"307",1991-12-12,0.023,6951
"308",1992-01-22,0.044,6992
"309",1992-02-04,0.04,7005
"310",1992-03-09,0.026,7039
"311",1992-04-08,0.025,7068
"312",1992-05-05,NA,7095
"313",1992-05-19,0.013,7109
"314",1992-06-02,0.008,7123
"315",1992-06-16,0.006,7137
"316",1992-07-01,0.004,7152
"317",1992-07-22,NA,7173
"318",1992-08-03,0.007,7185
"319",1992-08-18,0.005,7200
"320",1992-08-26,0.062,7208
"321",1992-09-08,0.013,7221
"322",1992-09-30,0.014,7243
"323",1992-10-12,0.0055,7255
"324",1992-11-23,0.035,7298
"325",1992-12-08,0.018,7313
"326",1993-01-06,0.03,7342
"327",1993-02-22,0.022,7389
"328",1993-03-09,0.0438333333333333,7404
"329",1993-04-20,0.019,7445
"330",1993-05-11,0.016,7466
"331",1993-06-09,0.013,7495
"332",1993-06-15,0.019,7501
"333",1993-07-07,0.009,7523
"334",1993-07-20,0.005,7536
"335",1993-08-02,0.005,7549
"336",1993-08-17,0.006,7564
"337",1993-08-31,0.004,7578
"338",1993-10-06,0.006,7614
"339",1993-10-20,0.006,7628
"340",1993-11-15,0.006,7655
"341",1993-12-28,0.026,7698
"342",1994-02-03,0.046,7735
"343",1994-02-24,0.033,7756
"344",1994-04-13,0.027,7803
"345",1994-05-11,0.012,7831
"346",1994-05-17,0.007,7837
"347",1994-05-25,NA,7845
"348",1994-06-13,0.017,7864
"349",1994-06-27,NA,7878
"350",1994-07-07,0.035,7888
"351",1994-07-20,NA,7901
"352",1994-08-08,NA,7920
"353",1994-08-18,0.005,7930
"354",1994-09-14,0.011,7957
"355",1994-09-20,0.00316666666666667,7963
"356",1994-09-29,0.06,7972
"357",1994-10-12,NA,7985
"358",1994-10-27,NA,8000
"359",1994-11-07,0.008,8012
"360",1994-11-28,0.0208571428571429,8033
"361",1994-12-01,0.01275,8036
"362",1994-12-06,0.023,8041
"363",1995-01-18,0.051,8084
"364",1995-02-14,0.025,8111
"365",1995-03-07,0.024,8132
"366",1995-03-14,0.045,8139
"367",1995-04-04,0.043,8159
"368",1995-04-19,0.035,8174
"369",1995-05-02,0.03,8187
"370",1995-05-08,0.0122142857142857,8193
"371",1995-05-11,0.016,8196
"372",1995-05-16,0.007,8201
"373",1995-06-01,0.04,8217
"374",1995-06-07,0.01,8223
"375",1995-06-14,NA,8230
"376",1995-06-28,NA,8244
"377",1995-07-10,NA,8256
"378",1995-07-13,NA,8259
"379",1995-08-09,0.006,8286
"380",1995-09-07,0.022,8315
"381",1995-09-21,NA,8329
"382",1995-09-25,0.00957142857142857,8333
"383",1995-09-28,0.0191538461538462,8336
"384",1995-10-26,0.04,8364
"385",1995-11-27,0.053,8397
"386",1996-01-17,0.032,8448
"387",1996-02-14,0.031,8476
"388",1996-03-25,0.046,8516
"389",1996-04-15,0.033,8536
"390",1996-05-14,0.051,8565
"391",1996-05-28,0.06,8579
"392",1996-06-25,0.026,8607
"393",1996-07-11,0.005,8623
"394",1996-08-08,0.004,8651
"395",1996-08-19,0.014,8662
"396",1996-09-05,0.016,8679
"397",1996-10-16,0.01,8720
"398",1996-11-12,0.018,8748
"399",1996-12-10,0.035,8776
"400",1997-01-06,0.019,8803
"401",1997-02-03,0.02,8831
"402",1997-03-03,0.048,8859
"403",1997-04-08,NA,8894
"404",1997-04-24,0.014,8910
"405",1997-05-08,NA,8924
"406",1997-05-20,NA,8936
"407",1997-06-02,NA,8949
"408",1997-06-17,NA,8964
"409",1997-07-15,NA,8992
"410",1997-08-13,NA,9021
"411",1997-08-25,0.011,9033
"412",1997-09-09,0.005,9048
"413",1997-09-23,0.007,9062
"414",1997-10-20,0.028,9089
"415",1997-11-17,0.015,9118
"416",1998-01-12,0.036,9174
"417",1998-02-10,0.029,9203
"418",1998-03-16,0.045,9237
"419",1998-03-31,0.072,9252
"420",1998-04-14,0.047,9265
"421",1998-04-28,0.048,9279
"422",1998-05-07,0.047,9288
"423",1998-05-11,0.052,9292
"424",1998-05-27,0.047,9308
"425",1998-06-09,0.069,9321
"426",1998-06-23,0.018,9335
"427",1998-07-07,0.016,9349
"428",1998-07-21,0.008,9363
"429",1998-08-03,0.012,9376
"430",1998-08-18,0.021,9391
"431",1998-09-01,0.011,9405
"432",1998-09-29,0.015,9433
"433",1998-10-27,0.042,9462
"434",1998-11-24,0.016,9490
"435",1998-12-21,0.012,9517
"436",1999-01-20,0.02,9547
"437",1999-02-17,0.037,9575
"438",1999-04-13,0.007,9629
"439",1999-04-27,0.006,9643
"440",1999-05-25,0.009,9671
"441",1999-06-15,0.017,9692
"442",1999-06-22,0.006,9699
"443",1999-07-06,0.005,9713
"444",1999-07-19,0.01,9726
"445",1999-08-03,0.009,9741
"446",1999-08-16,0.004,9754
"447",1999-08-31,0.02,9769
"448",1999-09-28,0.019,9797
"449",1999-10-11,0.034,9810
"450",1999-12-06,0.075,9867
"451",2000-01-12,0.059,9904
"452",2000-02-14,0.047,9937
"453",2000-03-13,0.058,9965
"454",2000-04-10,0.056,9992
"455",2000-05-08,0.051,10020
"456",2000-05-23,0.024,10035
"457",2000-06-06,0.028,10049
"458",2000-06-20,0.004,10063
"459",2000-07-05,0.055,10078
"460",2000-08-15,0.004,10119
"461",2000-09-12,0.004,10147
"462",2000-09-26,NA,10161
"463",2000-10-12,0.02,10177
"464",2000-11-07,0.014,10204
"465",2000-12-05,0.036,10232
"466",2001-01-29,0.014,10287
"467",2001-02-28,0.013,10317
"468",2001-04-04,0.0072,10351
"469",2001-05-30,0.009,10407
"470",2001-06-14,0.008,10422
"471",2001-06-25,0.009,10433
"472",2001-07-10,0.017,10448
"473",2001-08-09,0.024,10478
"474",2001-08-20,0.023,10489
"475",2001-09-04,0.03,10504
"476",2001-10-15,0.037,10545
"477",2001-11-27,0.0265,10589
"478",2001-12-10,0.06,10602
"479",2002-01-14,0.069,10637
"480",2002-02-11,0.041,10665
"481",2002-03-12,0.052,10694
"482",2002-04-10,0.0206666666666667,10722
"483",2002-04-22,NA,10734
"484",2002-05-06,0.005,10748
"485",2002-05-20,0.035,10762
"486",2002-06-04,0.00733333333333333,10777
"487",2002-06-17,0.022,10790
"488",2002-07-15,0.109,10818
"489",2002-07-29,0.012,10832
"490",2002-08-12,0.029,10846
"491",2002-08-26,0.019,10860
"492",2002-09-09,0.036,10874
"493",2002-09-25,0.049,10890
"494",2002-10-21,0.0136666666666667,10916
"495",2002-11-19,0.021,10946
"496",2002-12-16,0.044,10973
"497",2003-01-21,0.032,11009
"498",2003-02-18,0.041,11037
"499",2003-03-11,0.043,11058
"500",2003-04-02,0.026,11080
"501",2003-04-14,0.037,11091
"502",2003-04-22,0.027,11099
"503",2003-05-05,0.026,11112
"504",2003-07-14,5e-04,11182
"505",2003-08-27,0.0425,11226
"506",2003-09-09,0.041,11239
"507",2003-10-13,0.054,11273
"508",2003-10-14,0.071,11274
"509",2003-11-13,0.03,11305
"510",2003-12-09,0.045,11331
"511",2004-01-06,0.031,11359
"512",2004-01-12,0.0365,11365
"513",2004-02-04,0.0306666666666667,11388
"514",2004-03-17,0.04,11430
"515",2004-04-20,0.0175,11463
"516",2004-05-18,0.024,11491
"517",2004-06-09,0.021,11513
"518",2004-07-20,5e-04,11554
"519",2004-07-21,0.007,11555
"520",2004-10-11,0.106,11637
"521",2004-10-18,0.07,11644
"522",2004-11-18,0.0946666666666667,11676
"523",2004-12-29,0.055,11717
"524",2005-01-10,0.059,11729
"525",2005-01-25,0.069,11744
"526",2005-02-07,0.0555,11757
"527",2005-03-07,0.07,11785
"528",2005-04-11,0.073,11819
"529",2005-05-02,0.052,11840
"530",2005-05-09,0.064,11847
"531",2005-06-20,0.086,11889
"532",2005-07-12,0.084,11911
"533",2005-07-18,0.06,11917
"534",2005-08-16,0.054,11946
"535",2005-09-13,0.0365,11974
"536",2005-10-10,0.0385,12001
"537",2005-11-01,0.035,12024
"538",2005-11-07,0.038,12030
"539",2005-11-29,0.03625,12052
"540",2005-12-19,0.04325,12072
"541",2006-01-19,0.021,12103
"542",2006-02-06,0.0285,12121
"543",2006-02-14,0.054,12129
"544",2006-03-14,0.057,12157
"545",2006-04-24,0.072,12197
"546",2006-05-09,0.063,12212
"547",2006-05-17,0.06,12220
"548",2006-06-14,0.077,12248
"549",2006-07-10,0.0375,12274
"550",2006-07-24,0.047,12288
"551",2006-08-14,0.041,12309
"552",2006-09-27,0.064,12353
"553",2006-10-16,0.077,12372
"554",2006-11-06,0.069,12394
"555",2006-12-12,0.064,12430
"556",2007-01-16,0.076,12465
"557",2007-02-13,0.076,12493
"558",2007-03-19,0.0335,12526
"559",2007-04-18,0.079,12556
"560",2007-06-07,0.097,12606
"561",2007-08-13,0.017,12673
"562",2007-09-26,0.032,12717
"563",2007-10-15,0.072,12736
"564",2007-11-06,0.043,12759
"565",2007-12-10,0.06,12793
"566",2008-01-14,0.04,12828
"567",2008-02-14,0.059,12859
"568",2008-03-11,0.068,12884
"569",2008-04-14,0.061,12918
"570",2008-05-21,0.039,12955
"571",2008-06-09,0.028,12974
"572",2008-07-21,0.011,13016
"573",2008-08-11,0.0164,13037
"574",2008-09-23,0.028,13080
"575",2008-10-20,0.077,13107
"576",2008-11-18,0.027,13137
"577",2008-12-16,0.026,13165
"578",2009-01-13,0.029,13193
"579",2009-02-12,0.069,13223
"580",2009-03-10,0.0285,13248
"581",2009-04-28,0.0155,13297
"582",2009-05-12,0.026,13311
"583",2009-06-10,0.018,13340
"584",2009-07-07,0.01,13367
"585",2009-08-18,0.0105,13409
"586",2009-09-15,0.018,13437
"587",2009-10-13,0.0035,13465
"588",2009-11-17,0.0275,13501
"589",2009-12-15,0.0285,13529
"590",2010-01-14,0.037,13559
"591",2010-03-10,0.044,13614
"592",2010-04-20,0.033,13654
"593",2010-05-19,0.0405,13683
"594",2010-06-15,0.02,13710
"595",2010-07-13,0.0035,13738
"596",2010-08-25,NA,13781
"597",2010-09-20,0.004,13807
"598",2010-10-20,0.012,13837
"599",2010-11-01,0.02,13849
"600",2010-12-15,0.007,13894
"601",2011-01-04,0.018,13914
"602",2011-02-14,0.025,13955
"603",2011-03-08,0.027,13977
"604",2011-04-18,0.015,14017
"605",2011-05-09,0.044,14038
"606",2011-06-07,0.006,14067
"607",2011-07-12,0.002,14102
"608",2011-08-02,0.011,14123
"609",2011-09-19,0.012,14171
"610",2011-10-10,0.021,14192
"611",2011-11-14,0.035,14228
"612",2011-12-06,0.035,14250
"613",2012-01-24,0.022,14299
"614",2012-02-06,0.032,14312
"615",2012-03-20,0.033,14354
"616",2012-04-03,0.042,14368
"617",2012-05-21,0.016,14416
"618",2012-06-11,NA,14437
"619",2012-07-17,0.007,14473
"620",2012-08-14,NA,14501
"621",2012-09-19,0.091,14537
"622",2012-10-09,0.074,14557
"623",2012-11-27,0.056,14607
"624",2012-12-11,0.05,14621
"625",2013-01-08,0.048,14649
"626",2013-02-11,0.052,14683
"627",2013-03-27,0.029,14726
"628",2013-04-08,0.029,14738
"629",2013-05-14,0.045,14774
"630",2013-06-03,0.042,14794
"631",2013-07-17,0.011,14838
"632",2013-08-06,0.041,14858
"633",2013-09-17,0.052,14900
"634",2013-10-01,0.039,14914
"635",2013-11-12,0.057,14957
"636",2013-12-04,0.063,14979
"637",2014-01-14,0.061,15020
"638",2014-02-05,0.039,15042
"639",2014-03-11,0.036,15075
"640",2014-04-15,0.028,15110
"641",2014-05-14,0.011,15139
"642",2014-06-04,0.016,15160
"643",2014-07-15,0.01,15201
"644",2014-08-05,0.051,15222
"645",2014-09-02,0.022,15250
"646",2014-10-07,0.028,15285
"647",2014-11-04,0.031,15314
"648",2014-12-02,0.048,15342
"649",2015-01-06,0.049,15377
"650",2015-02-03,0.05,15405
"651",2015-03-03,0.035,15433
"652",2015-04-07,0.029,15467
"653",2015-05-12,0.017,15502
"654",2015-06-03,0.058,15524
"655",2015-07-08,0.003,15559
"656",2015-08-04,0.002,15586
"657",2015-09-01,0.004,15614
"658",2015-10-06,0.024,15649
"659",2015-11-04,0.012,15679
"660",2015-12-01,0.027,15706
"661",2016-01-11,0.052,15747
"662",2016-02-02,0.081,15769
"663",2016-03-01,0.052,15797
"664",2016-04-05,0.052,15831
"665",2016-05-03,0.027,15859
"666",2016-06-14,0.007,15901
"667",2016-07-11,0.003,15928
"668",2016-08-02,0.01,15950
"669",2016-09-06,0.005,15985
"670",2016-10-18,0.03,16027
"671",2016-11-01,0.049,16041
"672",2016-12-07,0.057,16078
"673",2017-01-09,0.036,16111
"674",2017-02-07,0.027,16140
"675",2017-03-22,0.048,16182
"676",2017-04-17,0.02,16208
"677",2017-05-23,0.07,16244
"678",2017-06-20,0.062,16272
"679",2017-07-10,0.036,16292
"680",2017-08-14,0.002,16327
"681",2017-09-18,0.111,16362
"682",2017-10-10,0.066,16384
"683",2017-11-07,0.064,16413
"684",2017-12-05,0.074,16441
"685",2018-01-17,0.062,16484
"686",2018-02-06,0.081,16504
"687",2018-03-06,0.084,16532
"688",2018-04-03,0.077,16559
"689",2018-05-01,0.086,16587
"690",2018-06-05,0.082,16622
"691",2018-07-17,0.048,16664
"692",2018-08-14,0.035,16692
"693",2018-09-04,0.054,16713
"694",2018-10-16,0.048,16755
"695",2018-11-06,0.019,16777
"696",2018-12-04,0.008,16805
"697",2019-01-08,0.026,16840
"698",2019-02-12,0.04,16875
"699",2019-03-12,0.043,16902
"700",2019-04-02,0.049,16923
"701",2019-05-08,0.044,16959
"702",2019-06-05,0.019,16987
"703",2019-07-09,0.016,17021
"704",2019-08-06,NA,17049
"705",2019-09-09,0.023,17083
"706",2019-10-01,0.021,17105
"707",2019-11-05,0.045,17141
"708",2019-12-03,0.029,17169
"709",2020-01-14,0.062,17211
"710",2020-02-04,0.043,17232
"711",2020-02-12,0.046,17240
"712",2020-03-10,0.015,17266
"713",2020-04-07,0.014,17294
"714",2020-05-05,0.022,17322
"715",2020-05-20,0.035,17337
"716",2020-06-02,0.01,17350
"717",2020-06-23,0.045,17371
"718",2020-07-07,0.003,17385
"719",2020-07-21,0.004,17399
"720",2020-08-04,0.018,17413
"721",2020-08-25,0.007,17434
"722",2020-09-08,0.009,17448
"723",2020-09-23,0.006,17463
"724",2020-10-06,0.043,17476
"725",2020-10-21,0.067,17491
"726",2020-11-17,0.064,17519
"727",2020-12-15,0.045,17547
"728",2021-01-05,0.066,17568
"729",2021-02-09,0.036,17603
"730",2021-03-10,0.054,17632
"731",2021-04-06,0.073,17658
"732",2021-05-04,0.038,17686
"733",2021-05-18,0.031,17700
"734",2021-06-08,0.06,17721
"735",2021-06-22,0.055,17735
"736",2021-07-08,0.052,17751
"737",2021-07-20,0.055,17763
"738",2021-08-03,0.018,17777
"739",2021-08-24,0.029,17798
"740",2021-09-08,0.031,17813
"741",2021-09-21,0.016,17826
"742",2021-10-05,0.019,17840
"743",2021-10-19,0.028,17854
"744",2021-11-02,0.031,17868
"745",2021-12-07,0.051,17904
"746",2022-01-04,0.012,17932
"747",2022-02-08,0.041,17967
"748",2022-03-08,0.031,17995
"749",2022-04-05,0.033,18022
"750",2022-05-03,0.048,18050
"751",2022-05-18,0.023,18065
"752",2022-06-07,0.029,18085
"753",2022-06-21,NA,18099
"754",2022-07-06,0.051,18114
"755",2022-07-19,0.002,18127
"756",2022-08-02,0.036,18141
"757",2022-08-16,0.006,18155
"758",2022-09-06,0.018,18176
"759",2022-09-20,0.004,18190
"760",2022-10-04,0.018,18204
"761",2022-10-18,0.042,18218
"762",2022-11-15,0.046,18247
"763",2022-12-06,0.06,18268
"764",2023-01-10,0.07,18303
"765",2023-02-07,0.078,18331
"766",2023-03-07,0.07,18359
"767",2023-04-04,0.065,18386
"768",2023-05-02,0.102,18414
