"","date","L008_PHOSPHATE, ORTHO AS P_mg/L","days"
"112",1980-01-09,0.078,2596
"113",1980-02-08,0.097,2626
"114",1980-03-05,0.075,2652
"115",1980-04-09,0.073,2687
"116",1980-05-15,0.067,2722
"117",1980-06-16,0.022,2754
"118",1980-07-21,0.039,2789
"119",1980-08-20,0.003,2819
"120",1980-09-16,NA,2846
"121",1980-10-16,NA,2876
"122",1980-11-06,0.01,2898
"123",1980-12-11,0.005,2933
"124",1981-01-15,0.016,2968
"125",1981-02-19,0.046,3003
"126",1981-03-26,0.053,3038
"127",1981-04-22,0.01,3065
"128",1981-05-28,0.052,3100
"129",1981-06-24,0.01,3127
"130",1981-07-15,NA,3148
"131",1981-07-30,0.003,3163
"132",1981-08-12,NA,3176
"133",1981-08-24,NA,3188
"134",1981-09-10,NA,3205
"135",1981-09-22,NA,3217
"136",1981-10-08,NA,3233
"137",1981-11-24,0.019,3281
"138",1982-01-07,NA,3325
"139",1982-02-11,0.015,3360
"140",1982-03-04,0.03,3381
"141",1982-04-01,NA,3409
"142",1982-05-05,NA,3442
"143",1982-05-19,NA,3456
"144",1982-06-24,0.004,3492
"145",1982-07-09,NA,3507
"146",1982-08-25,0.006,3554
"147",1982-09-28,NA,3588
"148",1982-11-23,0.035,3645
"149",1982-12-20,0.045,3672
"150",1983-01-25,0.037,3708
"151",1983-02-24,0.04,3738
"152",1983-03-23,0.067,3765
"153",1983-04-20,0.074,3793
"154",1983-05-26,0.069,3828
"155",1983-06-28,0.008,3861
"156",1983-07-19,NA,3882
"157",1983-08-30,NA,3924
"158",1983-09-30,0.034,3955
"159",1983-10-27,0.039,3982
"160",1983-12-21,NA,4038
"161",1984-01-18,0.024,4066
"162",1984-02-15,0.037,4094
"163",1984-03-22,0.022,4130
"164",1984-04-18,0.057,4157
"165",1984-05-16,0.064,4184
"166",1984-06-21,NA,4220
"167",1984-07-26,NA,4255
"168",1984-08-22,0.007,4282
"169",1984-10-18,0.018,4339
"170",1984-11-29,0.017,4382
"171",1984-12-20,0.022,4403
"172",1985-01-15,0.032,4429
"173",1985-02-27,0.012,4472
"174",1985-04-04,0.028,4508
"175",1985-05-01,0.041,4534
"176",1985-06-06,0.029,4570
"177",1985-07-10,0.015,4604
"178",1985-08-08,0.004,4633
"179",1985-09-05,0.077,4661
"180",1985-10-17,NA,4703
"181",1985-11-14,0.018,4732
"182",1985-12-11,NA,4759
"183",1986-01-30,0.009,4809
"184",1986-02-20,0.006,4830
"185",1986-04-03,NA,4872
"186",1986-05-01,0.008,4899
"187",1986-06-03,NA,4932
"188",1986-07-02,0.01,4961
"189",1986-08-07,0.019,4997
"190",1986-08-12,0.012,5002
"191",1986-08-20,0.02,5010
"192",1986-09-25,NA,5046
"193",1986-10-23,0.014,5074
"194",1986-12-10,NA,5123
"195",1987-01-14,0.046,5158
"196",1987-02-12,0.056,5187
"197",1987-04-02,0.057,5236
"198",1987-05-01,0.053,5264
"199",1987-06-04,0.007,5298
"200",1987-06-24,0.024,5318
"201",1987-07-21,0.008,5345
"202",1987-08-18,0.019,5373
"203",1987-09-14,0.042,5400
"204",1987-10-19,0.036,5435
"205",1987-11-18,0.06,5466
"206",1987-12-14,0.064,5492
"207",1988-01-19,0.073,5528
"208",1988-02-17,0.068,5557
"209",1988-03-22,0.068,5591
"210",1988-04-20,0.056,5619
"211",1988-05-04,0.059,5633
"212",1988-05-18,0.027,5647
"213",1988-06-02,0.014,5662
"214",1988-06-15,0.044,5675
"215",1988-06-29,0.015,5689
"216",1988-07-13,NA,5703
"217",1988-07-25,NA,5715
"218",1988-08-10,NA,5731
"219",1988-08-24,0.008,5745
"220",1988-09-08,0.02,5760
"221",1988-09-21,NA,5773
"222",1988-10-05,0.007,5787
"223",1988-10-19,0.023,5801
"224",1988-11-02,0.004,5816
"225",1988-11-16,0.012,5830
"226",1988-12-12,0.006,5856
"227",1989-01-11,NA,5886
"228",1989-02-08,0.01,5914
"229",1989-03-15,0.044,5949
"230",1989-04-05,0.035,5969
"231",1989-05-17,0.004,6011
"232",1989-06-13,0.022,6038
"233",1989-06-27,0.01,6052
"234",1989-07-11,NA,6066
"235",1989-07-26,NA,6081
"236",1989-08-08,NA,6094
"237",1989-08-22,NA,6108
"238",1989-09-06,NA,6123
"239",1989-09-20,NA,6137
"240",1989-10-05,NA,6152
"241",1989-10-18,NA,6165
"242",1989-11-01,0.022,6180
"243",1989-11-15,0.006,6194
"244",1989-12-13,0.03,6222
"245",1990-01-10,0.021,6250
"246",1990-02-07,0.031,6278
"247",1990-04-05,0.02,6334
"248",1990-04-18,NA,6347
"249",1990-05-02,0.023,6361
"250",1990-05-16,0.016,6375
"251",1990-05-31,0.019,6390
"252",1990-06-12,0.024,6402
"253",1990-06-26,0.018,6416
"254",1990-07-10,0.015,6430
"255",1990-07-24,0.005,6444
"256",1990-08-07,NA,6458
"257",1990-08-20,0.004,6471
"258",1990-09-18,0.004,6500
"259",1990-10-02,NA,6514
"260",1990-10-17,0.004,6529
"261",1990-10-31,0.021,6544
"262",1990-11-14,0.031,6558
"263",1990-12-11,0.036,6585
"264",1991-01-07,0.039,6612
"265",1991-02-07,0.006,6643
"266",1991-03-06,0.029,6670
"267",1991-04-17,0.059,6711
"268",1991-05-01,0.05,6725
"269",1991-05-13,0.029,6737
"270",1991-05-29,0.035,6753
"271",1991-06-12,0.004,6767
"272",1991-07-10,0.031,6795
"273",1991-07-24,NA,6809
"274",1991-08-06,NA,6822
"275",1991-08-20,0.01,6836
"276",1991-09-16,NA,6863
"277",1991-10-14,NA,6891
"278",1991-10-28,0.014,6906
"279",1991-12-12,0.03,6951
"280",1992-01-22,0.039,6992
"281",1992-02-04,0.038,7005
"282",1992-03-09,0.014,7039
"283",1992-04-08,0.046,7068
"284",1992-05-05,0.036,7095
"285",1992-05-19,0.042,7109
"286",1992-06-02,0.008,7123
"287",1992-06-16,0.015,7137
"288",1992-07-01,0.027,7152
"289",1992-08-03,0.007,7185
"290",1992-08-18,0.008,7200
"291",1992-08-26,0.011,7208
"292",1992-09-08,0.007,7221
"293",1992-10-12,0.006,7255
"294",1992-11-23,0.01,7298
"295",1992-12-08,0.024,7313
"296",1993-01-06,0.019,7342
"297",1993-03-09,0.03,7404
"298",1993-04-20,0.023,7445
"299",1993-05-11,0.027,7466
"300",1993-06-09,0.028,7495
"301",1993-06-15,0.037,7501
"302",1993-07-07,0.006,7523
"303",1993-07-20,0.007,7536
"304",1993-08-17,0.006,7564
"305",1993-08-31,0.01725,7578
"306",1993-10-06,0.023,7614
"307",1993-10-20,0.017,7628
"308",1993-11-15,0.004,7655
"309",1993-12-28,0.044,7698
"310",1994-02-03,0.039,7735
"311",1994-02-24,0.019,7756
"312",1994-03-16,0.095,7776
"313",1994-04-13,0.024,7803
"314",1994-04-27,0.023,7817
"315",1994-05-11,0.02,7831
"316",1994-05-17,0.008,7837
"317",1994-05-25,0.025,7845
"318",1994-06-27,0.008,7878
"319",1994-07-07,0.034,7888
"320",1994-07-20,0.004,7901
"321",1994-08-08,NA,7920
"322",1994-08-18,0.005,7930
"323",1994-10-12,0.004,7985
"324",1994-10-27,NA,8000
"325",1994-12-06,0.005,8041
"326",1995-01-18,0.052,8084
"327",1995-02-14,0.043,8111
"328",1995-03-07,0.034,8132
"329",1995-03-14,0.045,8139
"330",1995-04-04,0.046,8159
"331",1995-04-19,0.045,8174
"332",1995-05-02,0.043,8187
"333",1995-05-16,0.0245,8201
"334",1995-06-01,0.033,8217
"335",1995-06-08,0.018,8224
"336",1995-06-14,0.009,8230
"337",1995-06-28,0.005,8244
"338",1995-07-13,NA,8259
"339",1995-08-09,0.005,8286
"340",1995-09-07,0.0025,8315
"341",1995-09-21,NA,8329
"342",1995-10-26,0.012,8364
"343",1995-11-27,0.073,8397
"344",1996-01-17,0.059,8448
"345",1996-02-14,0.065,8476
"346",1996-03-25,0.045,8516
"347",1996-04-15,0.059,8536
"348",1996-05-14,0.033,8565
"349",1996-05-28,0.039,8579
"350",1996-06-25,0.019,8607
"351",1996-07-11,0.021,8623
"352",1996-08-08,0.005,8651
"353",1996-08-19,0.024,8662
"354",1996-09-05,NA,8679
"355",1996-10-16,0.009,8720
"356",1996-11-12,0.023,8748
"357",1996-12-10,0.036,8776
"358",1997-01-06,0.007,8803
"359",1997-02-03,0.02,8831
"360",1997-03-03,0.045,8859
"361",1997-04-08,0.057,8894
"362",1997-04-24,0.056,8910
"363",1997-05-08,0.041,8924
"364",1997-05-20,NA,8936
"365",1997-06-02,0.004,8949
"366",1997-06-17,0.004,8964
"367",1997-07-15,0.01,8992
"368",1997-08-13,0.008,9021
"369",1997-08-25,0.02,9033
"370",1997-09-09,0.004,9048
"371",1997-09-23,NA,9062
"372",1997-10-20,0.02,9089
"373",1997-11-17,0.059,9118
"374",1998-01-12,0.019,9174
"375",1998-02-10,0.05,9203
"376",1998-03-16,0.048,9237
"377",1998-03-31,0.032,9252
"378",1998-04-14,0.053,9265
"379",1998-04-28,0.055,9279
"380",1998-05-11,0.055,9292
"381",1998-05-27,0.063,9308
"382",1998-06-09,0.056,9321
"383",1998-06-23,0.051,9335
"384",1998-07-07,0.04,9349
"385",1998-07-21,0.035,9363
"386",1998-08-03,0.033,9376
"387",1998-08-18,0.007,9391
"388",1998-09-01,0.008,9405
"389",1998-09-29,0.05,9433
"390",1998-10-27,0.028,9462
"391",1998-11-24,0.008,9490
"392",1998-12-21,0.036,9517
"393",1999-01-20,0.01,9547
"394",1999-02-17,0.036,9575
"395",1999-04-13,0.036,9629
"396",1999-04-27,0.025,9643
"397",1999-05-25,0.026,9671
"398",1999-06-15,0.031,9692
"399",1999-06-22,0.042,9699
"400",1999-07-06,0.011,9713
"401",1999-07-19,0.013,9726
"402",1999-08-03,0.009,9741
"403",1999-08-16,0.03,9754
"404",1999-08-31,0.009,9769
"405",1999-09-28,0.016,9797
"406",1999-10-11,0.008,9810
"407",1999-12-06,0.056,9867
"408",2000-01-12,0.058,9904
"409",2000-02-14,0.067,9937
"410",2000-03-13,0.059,9965
"411",2000-04-10,0.071,9992
"412",2000-05-08,0.052,10020
"413",2000-05-23,0.05,10035
"414",2000-06-06,0.026,10049
"415",2000-06-20,0.042,10063
"416",2000-07-05,0.049,10078
"417",2000-08-15,0.053,10119
"418",2000-09-12,0.007,10147
"419",2000-09-26,0.021,10161
"420",2000-10-12,0.032,10177
"421",2000-11-07,0.017,10204
"422",2000-12-05,0.026,10232
"423",2001-01-29,0.031,10287
"424",2001-02-28,0.019,10317
"425",2001-04-04,0.034,10351
"426",2001-05-30,0.013,10407
"427",2001-06-14,0.029,10422
"428",2001-06-25,0.027,10433
"429",2001-07-10,0.032,10448
"430",2001-08-09,0.043,10478
"431",2001-08-20,0.033,10489
"432",2001-09-04,0.021,10504
"433",2001-10-15,0.045,10545
"434",2001-11-27,0.059,10589
"435",2001-12-10,0.051,10602
"436",2002-01-14,0.06,10637
"437",2002-02-11,0.032,10665
"438",2002-03-12,0.019,10694
"439",2002-04-10,0.029,10722
"440",2002-04-22,0.043,10734
"441",2002-05-06,0.043,10748
"442",2002-05-20,0.032,10762
"443",2002-06-04,0.004,10777
"444",2002-06-17,0.036,10790
"445",2002-07-15,0.032,10818
"446",2002-07-29,0.043,10832
"447",2002-08-12,0.006,10846
"448",2002-08-26,5e-04,10860
"449",2002-09-09,0.036,10874
"450",2002-09-25,0.0366666666666667,10890
"451",2002-10-21,0.029,10916
"452",2002-11-19,0.042,10946
"453",2002-12-16,0.03,10973
"454",2003-01-21,0.057,11009
"455",2003-02-18,0.037,11037
"456",2003-03-11,0.0303333333333333,11058
"457",2003-04-02,0.056,11080
"458",2003-04-14,0.057,11091
"459",2003-05-05,0.041,11112
"460",2003-06-09,0.055,11147
"461",2003-07-14,0.023,11182
"462",2003-08-27,0.015,11226
"463",2003-09-09,0.037,11239
"464",2003-10-14,NA,11274
"465",2003-11-13,0.037,11305
"466",2003-12-09,0.055,11331
"467",2004-01-06,0.019,11359
"468",2004-02-04,0.041,11388
"469",2004-03-17,0.028,11430
"470",2004-04-20,0.0125,11463
"471",2004-05-18,0.0045,11491
"472",2004-06-09,0.009,11513
"473",2004-07-20,0.045,11554
"474",2004-08-10,0.02,11575
"475",2004-10-11,0.074,11637
"476",2004-11-18,0.061,11676
"477",2004-12-29,0.069,11717
"478",2005-01-10,0.062,11729
"479",2005-02-07,0.078,11757
"480",2005-03-07,0.077,11785
"481",2005-04-11,0.088,11819
"482",2005-05-09,0.093,11847
"483",2005-06-21,0.091,11890
"484",2005-07-20,0.077,11919
"485",2005-08-16,0.068,11946
"486",2005-09-13,0.083,11974
"487",2005-10-10,0.082,12001
"488",2005-11-01,0.037,12024
"489",2005-12-19,0.056,12072
"490",2006-01-19,0.082,12103
"491",2006-02-14,0.087,12129
"492",2006-03-14,0.077,12157
"493",2006-04-24,0.072,12197
"494",2006-05-17,0.089,12220
"495",2006-06-14,0.102,12248
"496",2006-07-10,0.085,12274
"497",2006-08-14,0.061,12309
"498",2006-09-27,0.0135,12353
"499",2006-10-16,0.066,12372
"500",2006-11-06,0.076,12394
"501",2006-12-12,0.073,12430
"502",2007-01-16,0.06,12465
"503",2007-02-13,0.081,12493
"504",2007-03-19,0.081,12526
"505",2007-04-18,0.076,12556
"506",2007-06-07,0.105,12606
"507",2007-07-05,0.049,12634
"508",2007-08-13,0.05,12673
"509",2007-10-15,0.06,12736
"510",2007-11-05,0.068,12758
"511",2007-12-11,0.067,12794
"512",2008-01-14,0.057,12828
"513",2008-02-14,0.072,12859
"514",2008-03-11,0.0365,12884
"515",2008-04-14,0.043,12918
"516",2008-05-21,0.089,12955
"517",2008-06-09,0.018,12974
"518",2008-07-21,0.03,13016
"519",2008-08-11,0.04,13037
"520",2008-09-23,0.047,13080
"521",2008-10-20,0.049,13107
"522",2008-11-18,0.062,13137
"523",2008-12-16,0.066,13165
"524",2009-01-13,0.068,13193
"525",2009-02-12,0.074,13223
"526",2009-03-10,0.059,13248
"527",2009-04-28,0.046,13297
"528",2009-05-12,0.052,13311
"529",2009-06-10,0.053,13340
"530",2009-07-07,0.062,13367
"531",2009-08-18,0.005,13409
"532",2009-09-15,0.004,13437
"533",2009-10-13,0.022,13465
"534",2009-11-17,0.002,13501
"535",2009-12-15,0.022,13529
"536",2010-01-14,0.075,13559
"537",2010-03-10,0.073,13614
"538",2010-04-20,0.075,13654
"539",2010-05-19,0.074,13683
"540",2010-06-15,0.022,13710
"541",2010-07-13,NA,13738
"542",2010-08-25,0.042,13781
"543",2010-09-20,NA,13807
"544",2010-10-20,0.013,13837
"545",2010-11-01,NA,13849
"546",2010-12-15,0.047,13894
"547",2011-01-04,0.039,13914
"548",2011-02-14,0.053,13955
"549",2011-03-08,0.042,13977
"550",2011-04-18,0.058,14017
"551",2011-05-24,0.03,14053
"552",2011-06-07,0.01,14067
"553",2011-07-12,0.011,14102
"554",2011-08-02,0.004,14123
"555",2011-09-19,0.02,14171
"556",2011-10-10,0.025,14192
"557",2011-11-14,0.042,14228
"558",2011-12-06,0.045,14250
"559",2012-01-24,0.033,14299
"560",2012-02-06,0.009,14312
"561",2012-03-20,0.032,14354
"562",2012-04-03,0.035,14368
"563",2012-05-21,0.033,14416
"564",2012-06-11,0.051,14437
"565",2012-08-14,0.026,14501
"566",2012-09-19,NA,14537
"567",2012-10-09,NA,14557
"568",2012-11-27,0.054,14607
"569",2012-12-11,0.054,14621
"570",2013-01-08,0.046,14649
"571",2013-02-11,0.039,14683
"572",2013-03-27,0.081,14726
"573",2013-04-08,0.072,14738
"574",2013-05-14,0.068,14774
"575",2013-06-03,NA,14794
"576",2013-07-17,0.019,14838
"577",2013-08-06,0.03,14858
"578",2013-09-17,0.046,14900
"579",2013-10-01,0.003,14914
"580",2013-11-12,0.032,14957
"581",2013-12-04,0.053,14979
"582",2014-01-14,0.048,15020
"583",2014-02-05,0.036,15042
"584",2014-03-11,0.063,15075
"585",2014-04-15,0.041,15110
"586",2014-05-14,0.024,15139
"587",2014-06-04,0.002,15160
"588",2014-07-15,0.005,15201
"589",2014-08-05,NA,15222
"590",2014-09-02,NA,15250
"591",2014-10-07,0.011,15285
"592",2014-11-04,0.041,15314
"593",2014-12-02,0.051,15342
"594",2015-01-06,0.028,15377
"595",2015-02-03,0.139,15405
"596",2015-03-03,0.028,15433
"597",2015-04-07,0.059,15467
"598",2015-05-12,0.026,15502
"599",2015-06-03,0.002,15524
"600",2015-07-08,0.01,15559
"601",2015-08-04,0.064,15586
"602",2015-09-01,0.002,15614
"603",2015-10-06,NA,15649
"604",2015-11-04,0.002,15679
"605",2015-12-01,0.067,15706
"606",2016-01-11,0.035,15747
"607",2016-02-02,0.031,15769
"608",2016-03-01,0.045,15797
"609",2016-04-05,0.049,15831
"610",2016-05-03,0.072,15859
"611",2016-06-14,0.049,15901
"612",2016-07-11,0.036,15928
"613",2016-08-02,0.002,15950
"614",2016-09-06,0.01,15985
"615",2016-10-18,0.021,16027
"616",2016-11-01,0.056,16041
"617",2016-12-07,0.047,16078
"618",2017-01-09,0.033,16111
"619",2017-02-07,0.047,16140
"620",2017-03-22,0.058,16182
"621",2017-04-17,0.038,16208
"622",2017-05-23,0.063,16244
"623",2017-06-20,0.059,16272
"624",2017-07-10,0.056,16292
"625",2017-08-14,0.042,16327
"626",2017-09-18,0.02,16362
"627",2017-10-10,0.07,16384
"628",2017-11-07,0.063,16413
"629",2017-12-05,0.072,16441
"630",2018-01-17,0.074,16484
"631",2018-02-06,0.073,16504
"632",2018-03-06,0.087,16532
"633",2018-04-03,0.086,16559
"634",2018-05-01,0.1,16587
"635",2018-06-05,0.096,16622
"636",2018-07-17,0.047,16664
"637",2018-08-14,0.061,16692
"638",2018-09-04,0.066,16713
"639",2018-10-16,0.029,16755
"640",2018-11-06,NA,16777
"641",2018-12-04,0.062,16805
"642",2019-01-08,0.056,16840
"643",2019-02-12,0.018,16875
"644",2019-03-12,0.055,16902
"645",2019-04-02,0.063,16923
"646",2019-05-08,0.069,16959
"647",2019-06-05,0.059,16987
"648",2019-07-09,0.042,17021
"649",2019-08-06,0.03,17049
"650",2019-09-09,0.063,17083
"651",2019-10-01,0.018,17105
"652",2019-11-05,0.015,17141
"653",2019-12-03,0.061,17169
"654",2020-01-14,0.018,17211
"655",2020-02-04,0.055,17232
"656",2020-02-12,0.026,17240
"657",2020-03-10,0.028,17266
"658",2020-04-07,0.063,17294
"659",2020-05-05,0.066,17322
"660",2020-05-20,0.078,17337
"661",2020-06-02,0.051,17350
"662",2020-06-23,0.039,17371
"663",2020-07-07,0.063,17385
"664",2020-07-21,0.048,17399
"665",2020-08-04,0.011,17413
"666",2020-08-25,0.044,17434
"667",2020-09-08,0.048,17448
"668",2020-09-23,0.02,17463
"669",2020-10-06,0.023,17476
"670",2020-10-21,0.024,17491
"671",2020-11-17,0.049,17519
"672",2020-12-15,0.059,17547
"673",2021-01-05,0.049,17568
"674",2021-02-09,0.054,17603
"675",2021-03-10,0.074,17632
"676",2021-04-06,0.074,17658
"677",2021-05-04,0.064,17686
"678",2021-05-18,0.073,17700
"679",2021-06-08,0.073,17721
"680",2021-06-22,0.06,17735
"681",2021-07-08,0.059,17751
"682",2021-07-20,0.047,17763
"683",2021-08-03,0.062,17777
"684",2021-08-24,0.004,17798
"685",2021-09-08,0.017,17813
"686",2021-09-21,NA,17826
"687",2021-10-05,0.002,17840
"688",2021-10-19,NA,17854
"689",2021-11-02,0.002,17868
"690",2021-12-07,0.049,17904
"691",2022-01-04,0.042,17932
"692",2022-02-08,0.055,17967
"693",2022-03-08,0.009,17995
"694",2022-04-05,0.1,18022
"695",2022-05-03,0.023,18050
"696",2022-05-18,0.033,18065
"697",2022-06-07,0.075,18085
"698",2022-06-21,0.057,18099
"699",2022-07-06,0.002,18114
"700",2022-07-19,0.042,18127
"701",2022-08-02,0.047,18141
"702",2022-08-16,0.048,18155
"703",2022-09-06,NA,18176
"704",2022-09-20,0.002,18190
"705",2022-10-04,0.006,18204
"706",2022-10-18,0.015,18218
"707",2022-11-15,0.041,18247
"708",2022-12-06,0.053,18268
"709",2023-01-10,0.058,18303
"710",2023-02-07,0.074,18331
"711",2023-03-07,0.069,18359
"712",2023-04-04,0.087,18386
"713",2023-05-02,0.099,18414
