"","date","L006_PHOSPHATE, TOTAL AS P_mg/L","days"
"118",1979-05-08,0.109,2379
"119",1979-06-05,0.103,2407
"120",1979-07-03,0.05,2435
"121",1979-08-07,0.05,2470
"122",1979-09-10,0.069,2504
"123",1979-10-10,0.103,2534
"124",1979-11-09,0.102,2565
"125",1979-12-11,0.142,2597
"126",1980-01-09,0.124,2626
"127",1980-02-06,0.137,2654
"128",1980-03-05,0.113,2682
"129",1980-04-09,0.092,2717
"130",1980-05-15,0.133,2752
"131",1980-06-16,0.077,2784
"132",1980-07-21,0.069,2819
"133",1980-08-20,0.062,2849
"134",1980-09-16,0.079,2876
"135",1980-10-16,0.051,2906
"136",1980-11-06,0.047,2928
"137",1980-12-11,0.028,2963
"138",1981-01-15,0.0926666666666667,2998
"139",1981-02-19,0.136,3033
"140",1981-03-26,0.142,3068
"141",1981-04-22,0.155,3095
"142",1981-05-28,0.103,3130
"143",1981-06-24,0.044,3157
"144",1981-07-15,0.019,3178
"145",1981-07-30,0.038,3193
"146",1981-08-12,0.0673333333333333,3206
"147",1981-08-24,0.069,3218
"148",1981-09-10,0.061,3235
"149",1981-09-22,0.376,3247
"150",1981-10-08,0.052,3263
"151",1981-11-24,0.03,3311
"152",1982-01-07,0.0783333333333333,3355
"153",1982-02-11,0.06,3390
"154",1982-03-04,0.073,3411
"155",1982-04-01,0.109,3439
"156",1982-05-05,0.135,3472
"157",1982-05-19,0.113,3486
"158",1982-06-02,0.065,3500
"159",1982-06-24,0.069,3522
"160",1982-07-09,0.0635,3537
"161",1982-08-25,0.043,3584
"162",1982-09-28,0.091,3618
"163",1982-11-23,0.061,3675
"164",1982-12-20,0.131,3702
"165",1983-01-25,0.074,3738
"166",1983-02-24,0.102,3768
"167",1983-03-23,0.146,3795
"168",1983-04-20,0.181666666666667,3823
"169",1983-05-26,0.115,3858
"170",1983-06-28,0.11,3891
"171",1983-07-19,0.058,3912
"172",1983-08-30,0.082,3954
"173",1983-09-30,0.123,3985
"174",1983-10-27,0.071,4012
"175",1983-12-21,0.057,4068
"176",1984-01-18,0.121,4096
"177",1984-02-15,0.079,4124
"178",1984-03-22,0.118,4160
"179",1984-04-18,0.134,4187
"180",1984-05-16,0.134,4214
"181",1984-06-21,0.076,4250
"182",1984-07-26,0.112,4285
"183",1984-08-22,0.09,4312
"184",1984-10-18,0.129,4369
"185",1984-11-29,0.107,4412
"186",1984-12-20,0.046,4433
"187",1985-01-15,0.092,4459
"188",1985-02-27,0.097,4502
"189",1985-04-04,0.084,4538
"190",1985-05-01,0.117,4564
"191",1985-06-06,0.106,4600
"192",1985-07-10,0.104,4634
"193",1985-08-01,0.081,4656
"194",1985-08-08,0.079,4663
"195",1985-08-22,0.095,4677
"196",1985-09-05,0.11,4691
"197",1985-09-27,0.076,4713
"198",1985-10-17,0.105,4733
"199",1985-10-24,0.1,4740
"200",1985-11-14,0.077,4762
"201",1985-12-11,0.059,4789
"202",1986-01-30,0.065,4839
"203",1986-02-20,0.062,4860
"204",1986-04-03,0.036,4902
"205",1986-05-01,0.055,4929
"206",1986-06-03,0.06,4962
"207",1986-06-23,0.058,4982
"208",1986-07-02,0.063,4991
"209",1986-07-10,0.08,4999
"210",1986-07-22,0.066,5011
"211",1986-08-07,0.085,5027
"212",1986-09-25,0.089,5076
"213",1986-10-10,0.075,5091
"214",1986-10-23,0.086,5104
"215",1986-12-10,0.101,5153
"216",1987-01-14,0.146,5188
"217",1987-02-12,0.156,5217
"218",1987-04-03,0.143,5267
"219",1987-05-01,0.134,5294
"220",1987-06-04,0.087,5328
"221",1987-06-24,0.082,5348
"222",1987-07-21,0.089,5375
"223",1987-08-18,0.07,5403
"224",1987-09-14,0.09,5430
"225",1987-10-19,0.139,5465
"226",1987-11-18,0.137,5496
"227",1987-12-14,0.071,5522
"228",1988-01-19,0.179,5558
"229",1988-02-17,0.194,5587
"230",1988-03-22,0.164,5621
"231",1988-04-20,0.167,5649
"232",1988-05-04,0.202,5663
"233",1988-05-18,0.123,5677
"234",1988-06-02,0.2,5692
"235",1988-06-15,0.199,5705
"236",1988-06-29,0.096,5719
"237",1988-07-14,0.074,5734
"238",1988-07-25,0.089,5745
"239",1988-08-10,0.047,5761
"240",1988-08-24,0.063,5775
"241",1988-09-08,0.102,5790
"242",1988-09-21,0.081,5803
"243",1988-10-05,0.071,5817
"244",1988-10-19,0.082,5831
"245",1988-11-02,0.094,5846
"246",1988-11-16,0.09,5860
"247",1988-12-12,0.126,5886
"248",1989-01-11,0.087,5916
"249",1989-02-08,0.074,5944
"250",1989-03-15,0.09,5979
"251",1989-04-05,0.117,5999
"252",1989-05-17,0.096,6041
"253",1989-06-13,0.088,6068
"254",1989-06-27,0.099,6082
"255",1989-07-11,0.082,6096
"256",1989-07-25,0.133,6110
"257",1989-08-08,0.089,6124
"258",1989-08-22,0.086,6138
"259",1989-09-06,0.097,6153
"260",1989-09-20,0.11,6167
"261",1989-10-05,0.109,6182
"262",1989-10-18,0.086,6195
"263",1989-11-01,0.14,6210
"264",1989-11-15,0.089,6224
"265",1989-12-13,0.174,6252
"266",1990-01-10,0.134,6280
"267",1990-02-07,0.157,6308
"268",1990-03-07,0.21,6336
"269",1990-04-05,0.194,6364
"270",1990-04-18,0.136,6377
"271",1990-05-02,0.096,6391
"272",1990-05-16,0.119,6405
"273",1990-05-31,0.08,6420
"274",1990-06-12,0.115,6432
"275",1990-06-26,0.072,6446
"276",1990-07-10,0.07,6460
"277",1990-07-24,0.077,6474
"278",1990-08-07,0.04,6488
"279",1990-08-20,0.034,6501
"280",1990-09-18,0.069,6530
"281",1990-10-02,0.083,6544
"282",1990-10-31,0.067,6574
"283",1990-11-14,0.091,6588
"284",1990-12-11,0.086,6615
"285",1991-01-07,0.073,6642
"286",1991-02-07,0.092,6673
"287",1991-03-06,0.157,6700
"288",1991-03-22,0.168,6716
"289",1991-04-17,0.126,6741
"290",1991-05-01,0.116,6755
"291",1991-05-13,0.084,6767
"292",1991-05-29,0.093,6783
"293",1991-06-12,0.12,6797
"294",1991-07-10,0.053,6825
"295",1991-07-24,0.085,6839
"296",1991-08-06,0.063,6852
"297",1991-08-20,0.08,6866
"298",1991-09-03,0.071,6880
"299",1991-09-16,0.071,6893
"300",1991-10-14,0.076,6921
"301",1991-10-28,0.057,6936
"302",1991-12-12,0.048,6981
"303",1992-01-22,0.11,7022
"304",1992-02-04,0.122,7035
"305",1992-03-09,0.093,7069
"306",1992-04-08,0.117,7098
"307",1992-05-05,0.105,7125
"308",1992-05-19,0.133,7139
"309",1992-06-02,0.063,7153
"310",1992-06-16,0.074,7167
"311",1992-07-01,0.086,7182
"312",1992-07-22,0.057,7203
"313",1992-08-03,0.049,7215
"314",1992-08-18,0.061,7230
"315",1992-08-26,0.097,7238
"316",1992-09-08,0.074,7251
"317",1992-10-12,0.079,7285
"318",1992-11-23,0.094,7328
"319",1992-12-08,0.054,7343
"320",1993-01-06,0.07,7372
"321",1993-02-22,0.106,7419
"322",1993-03-09,0.138,7434
"323",1993-04-20,0.137,7475
"324",1993-05-11,0.145,7496
"325",1993-05-25,0.197,7510
"326",1993-06-09,0.081,7525
"327",1993-06-15,0.093,7531
"328",1993-07-07,0.077,7553
"329",1993-07-20,0.08,7566
"330",1993-08-02,0.088,7579
"331",1993-08-17,0.102,7594
"332",1993-08-31,0.1,7608
"333",1993-09-16,0.086,7624
"334",1993-10-05,0.0985,7643
"335",1993-10-06,0.112,7644
"336",1993-10-12,0.0755,7650
"337",1993-10-19,0.062,7657
"338",1993-10-20,0.088,7658
"339",1993-10-26,0.07,7664
"340",1993-11-04,0.0833333333333333,7674
"341",1993-11-09,0.0806666666666667,7679
"342",1993-11-10,0.0806666666666667,7680
"343",1993-11-11,0.159333333333333,7681
"344",1993-11-12,0.161,7682
"345",1993-11-13,0.118333333333333,7683
"346",1993-11-14,0.105666666666667,7684
"347",1993-11-15,0.11275,7685
"348",1993-11-16,0.11075,7686
"349",1993-11-17,0.1155,7687
"350",1993-11-18,0.103,7688
"351",1993-11-19,0.078,7689
"352",1993-11-20,0.099,7690
"353",1993-11-21,0.1385,7691
"354",1993-11-22,0.1925,7692
"355",1993-11-23,0.114,7693
"356",1993-11-24,0.11,7694
"357",1993-11-25,0.104,7695
"358",1993-11-26,0.0955,7696
"359",1993-11-27,0.0815,7697
"360",1993-11-28,0.169,7698
"361",1993-11-29,0.1655,7699
"362",1993-11-30,0.1265,7700
"363",1993-12-01,0.1325,7701
"364",1993-12-02,0.092,7702
"365",1993-12-03,0.0875,7703
"366",1993-12-04,0.0845,7704
"367",1993-12-05,0.1085,7705
"368",1993-12-06,0.131,7706
"369",1993-12-07,0.154,7707
"370",1993-12-08,0.115,7708
"371",1993-12-14,0.184,7714
"372",1993-12-15,0.204,7715
"373",1993-12-16,0.2285,7716
"374",1993-12-17,0.1825,7717
"375",1993-12-18,0.181,7718
"376",1993-12-19,0.1475,7719
"377",1993-12-20,0.142,7720
"378",1993-12-21,0.143,7721
"379",1993-12-22,0.182,7722
"380",1993-12-23,0.1895,7723
"381",1993-12-24,0.1745,7724
"382",1993-12-25,0.189,7725
"383",1993-12-26,0.219,7726
"384",1993-12-27,0.168,7727
"385",1993-12-28,0.134,7728
"386",1993-12-29,0.106,7729
"387",1993-12-30,0.1035,7730
"388",1994-01-06,0.139666666666667,7737
"389",1994-01-07,0.1774,7738
"390",1994-01-13,0.122666666666667,7744
"391",1994-01-24,0.171,7755
"392",1994-01-25,0.111,7756
"393",1994-01-26,0.121,7757
"394",1994-01-27,0.1455,7758
"395",1994-01-28,0.116,7759
"396",1994-01-29,0.106,7760
"397",1994-01-30,0.156,7761
"398",1994-01-31,0.229,7762
"399",1994-02-01,0.192428571428571,7763
"400",1994-02-02,0.187,7764
"401",1994-02-03,0.2155,7765
"402",1994-02-04,0.163333333333333,7766
"403",1994-02-05,0.134,7767
"404",1994-02-06,0.0823333333333333,7768
"405",1994-02-07,0.094,7769
"406",1994-02-08,0.12705,7770
"407",1994-02-09,0.146142857142857,7771
"408",1994-02-10,0.0845,7772
"409",1994-02-11,0.083,7773
"410",1994-02-12,0.074,7774
"411",1994-02-13,0.095,7775
"412",1994-02-14,0.1855,7776
"413",1994-02-15,0.154,7777
"414",1994-02-16,0.152,7778
"415",1994-02-17,0.113,7779
"416",1994-02-18,0.235,7780
"417",1994-02-19,0.2285,7781
"418",1994-02-20,0.1565,7782
"419",1994-02-21,0.117,7783
"420",1994-02-22,0.109,7784
"421",1994-02-23,0.0792857142857143,7785
"422",1994-02-24,0.125894736842105,7786
"423",1994-02-25,0.117333333333333,7787
"424",1994-02-26,0.135,7788
"425",1994-02-27,0.19,7789
"426",1994-02-28,0.420333333333333,7790
"427",1994-03-01,0.218,7791
"428",1994-03-02,0.214333333333333,7792
"429",1994-03-03,0.35825,7793
"430",1994-03-04,0.1895,7794
"431",1994-03-05,0.186666666666667,7795
"432",1994-03-06,0.151333333333333,7796
"433",1994-03-07,0.137333333333333,7797
"434",1994-03-08,0.096,7798
"435",1994-03-09,0.160266666666667,7799
"436",1994-03-10,0.113666666666667,7800
"437",1994-03-11,0.167,7801
"438",1994-03-12,0.192,7802
"439",1994-03-13,0.140666666666667,7803
"440",1994-03-14,0.132333333333333,7804
"441",1994-03-15,0.138333333333333,7805
"442",1994-03-16,0.16175,7806
"443",1994-03-17,0.164333333333333,7807
"444",1994-03-18,0.14125,7808
"445",1994-03-19,0.125,7809
"446",1994-03-20,0.104666666666667,7810
"447",1994-03-21,0.0943333333333333,7811
"448",1994-03-22,0.0778571428571429,7812
"449",1994-03-23,0.112333333333333,7813
"450",1994-03-24,0.077,7814
"451",1994-03-25,0.0936666666666667,7815
"452",1994-03-26,0.0966666666666667,7816
"453",1994-03-27,0.117666666666667,7817
"454",1994-03-28,0.151666666666667,7818
"455",1994-03-29,0.233,7819
"456",1994-03-30,0.292,7820
"457",1994-03-31,0.191333333333333,7821
"458",1994-04-01,0.165,7822
"459",1994-04-02,0.175666666666667,7823
"460",1994-04-03,0.1575,7824
"461",1994-04-04,0.198,7824
"462",1994-04-05,0.132,7825
"463",1994-04-06,0.151,7826
"464",1994-04-07,0.127666666666667,7827
"465",1994-04-08,0.174,7828
"466",1994-04-09,0.189333333333333,7829
"467",1994-04-10,0.183666666666667,7830
"468",1994-04-11,0.196,7831
"469",1994-04-12,0.174,7832
"470",1994-04-13,0.16575,7833
"471",1994-04-14,0.126285714285714,7834
"472",1994-04-15,0.133,7835
"473",1994-04-16,0.116333333333333,7836
"474",1994-04-17,0.133666666666667,7837
"475",1994-04-18,0.150333333333333,7838
"476",1994-04-19,0.135,7839
"477",1994-04-20,0.15,7840
"478",1994-04-21,0.140333333333333,7841
"479",1994-04-22,0.137333333333333,7842
"480",1994-04-23,0.161333333333333,7843
"481",1994-04-24,0.16,7844
"482",1994-04-25,0.152,7845
"483",1994-04-26,0.118333333333333,7846
"484",1994-04-27,0.179333333333333,7847
"485",1994-04-28,0.2065,7848
"486",1994-04-29,0.2295,7849
"487",1994-04-30,0.193,7850
"488",1994-05-01,0.1685,7851
"489",1994-05-02,0.156,7852
"490",1994-05-03,0.111833333333333,7853
"491",1994-05-04,0.145666666666667,7854
"492",1994-05-05,0.143,7855
"493",1994-05-06,0.161,7856
"494",1994-05-07,0.174666666666667,7857
"495",1994-05-08,0.155333333333333,7858
"496",1994-05-09,0.156,7859
"497",1994-05-10,0.16,7860
"498",1994-05-11,0.149333333333333,7861
"499",1994-05-12,0.112833333333333,7862
"500",1994-05-13,0.0973333333333333,7863
"501",1994-05-14,0.0853333333333333,7864
"502",1994-05-15,0.10375,7865
"503",1994-05-16,0.0925,7866
"504",1994-05-17,0.092125,7867
"505",1994-05-18,0.103,7868
"506",1994-05-19,0.0996666666666667,7869
"507",1994-05-20,0.198333333333333,7870
"508",1994-05-21,0.129666666666667,7871
"509",1994-05-22,0.152666666666667,7872
"510",1994-05-23,0.144,7873
"511",1994-05-24,0.118166666666667,7874
"512",1994-05-25,0.116,7875
"513",1994-05-26,0.126,7876
"514",1994-05-27,0.118,7877
"515",1994-05-28,0.127,7878
"516",1994-05-29,0.156666666666667,7879
"517",1994-05-30,0.171666666666667,7880
"518",1994-05-31,0.125166666666667,7881
"519",1994-06-01,0.164666666666667,7882
"520",1994-06-02,0.111666666666667,7883
"521",1994-06-03,0.126,7884
"522",1994-06-04,0.127666666666667,7885
"523",1994-06-05,0.126666666666667,7886
"524",1994-06-06,0.144333333333333,7887
"525",1994-06-07,0.10775,7888
"526",1994-06-08,0.176,7889
"527",1994-06-09,0.1415,7890
"528",1994-06-10,0.142,7891
"529",1994-06-11,0.1545,7892
"530",1994-06-12,0.1685,7893
"531",1994-06-13,0.132666666666667,7894
"532",1994-06-14,0.106833333333333,7895
"533",1994-06-15,0.138333333333333,7896
"534",1994-06-16,0.145333333333333,7897
"535",1994-06-17,0.181333333333333,7898
"536",1994-06-18,0.165333333333333,7899
"537",1994-06-19,0.14,7900
"538",1994-06-20,0.128333333333333,7901
"539",1994-06-21,0.0853333333333333,7902
"540",1994-06-22,0.112,7903
"541",1994-06-23,0.137666666666667,7904
"542",1994-06-24,0.144333333333333,7905
"543",1994-06-25,0.145666666666667,7906
"544",1994-06-26,0.157333333333333,7907
"545",1994-06-27,0.1195,7908
"546",1994-06-28,0.107142857142857,7909
"547",1994-06-29,0.118,7910
"548",1994-06-30,0.140333333333333,7911
"549",1994-07-01,0.107333333333333,7912
"550",1994-07-02,0.158666666666667,7913
"551",1994-07-03,0.140666666666667,7914
"552",1994-07-04,0.122666666666667,7915
"553",1994-07-05,0.0801666666666667,7916
"554",1994-07-06,0.0806666666666667,7917
"555",1994-07-07,0.1085,7918
"556",1994-07-08,0.119,7919
"557",1994-07-09,0.108333333333333,7920
"558",1994-07-10,0.1,7921
"559",1994-07-11,0.0763333333333333,7922
"560",1994-07-12,0.0923333333333333,7923
"561",1994-07-13,0.128666666666667,7924
"562",1994-07-14,0.0896666666666667,7925
"563",1994-07-15,0.0873333333333333,7926
"564",1994-07-16,0.0836666666666667,7927
"565",1994-07-17,0.074,7928
"566",1994-07-18,0.0876666666666667,7929
"567",1994-07-19,0.0606,7930
"568",1994-07-20,0.0706666666666667,7931
"569",1994-07-21,0.1105,7932
"570",1994-07-22,0.098,7933
"571",1994-07-23,0.0895,7934
"572",1994-07-24,0.1115,7935
"573",1994-07-25,0.1385,7936
"574",1994-07-26,0.0835714285714286,7937
"575",1994-07-27,0.105,7938
"576",1994-07-28,0.109666666666667,7939
"577",1994-07-29,0.125333333333333,7940
"578",1994-07-30,0.105666666666667,7941
"579",1994-07-31,0.141666666666667,7942
"580",1994-08-01,0.114333333333333,7943
"581",1994-08-02,0.098,7944
"582",1994-08-03,0.0878571428571429,7945
"583",1994-08-04,0.167666666666667,7946
"584",1994-08-05,0.163,7947
"585",1994-08-06,0.134333333333333,7948
"586",1994-08-07,0.187,7949
"587",1994-08-08,0.13825,7950
"588",1994-08-09,0.0731428571428571,7951
"589",1994-08-10,0.123,7952
"590",1994-08-11,0.117,7953
"591",1994-08-12,0.164666666666667,7954
"592",1994-08-13,0.133666666666667,7955
"593",1994-08-14,0.142333333333333,7956
"594",1994-08-15,0.155333333333333,7957
"595",1994-08-16,0.0892857142857143,7958
"596",1994-08-17,0.141,7959
"597",1994-08-18,0.11175,7960
"598",1994-08-19,0.106333333333333,7961
"599",1994-08-20,0.117333333333333,7962
"600",1994-08-21,0.113,7963
"601",1994-08-22,0.105333333333333,7964
"602",1994-08-23,0.0841666666666667,7965
"603",1994-08-24,0.132333333333333,7966
"604",1994-08-25,0.119,7967
"605",1994-08-26,0.138333333333333,7968
"606",1994-08-27,0.134666666666667,7969
"607",1994-08-28,0.137333333333333,7970
"608",1994-08-29,0.139,7971
"609",1994-08-30,0.0685,7972
"610",1994-08-31,0.057,7973
"611",1994-09-01,0.057,7974
"612",1994-09-02,0.05,7975
"613",1994-09-03,0.0445,7976
"614",1994-09-04,0.0435,7977
"615",1994-09-05,0.0525,7978
"616",1994-09-06,0.1608,7979
"617",1994-09-07,0.0835,7980
"618",1994-09-08,0.094,7981
"619",1994-09-09,0.105,7982
"620",1994-09-10,0.091,7983
"621",1994-09-11,0.0885,7984
"622",1994-09-12,0.0995,7985
"623",1994-09-13,0.132,7986
"624",1994-09-14,0.123333333333333,7987
"625",1994-09-15,0.121,7988
"626",1994-09-16,0.1205,7989
"627",1994-09-17,0.1235,7990
"628",1994-09-18,0.123,7991
"629",1994-09-19,0.1145,7992
"630",1994-09-20,0.105,7993
"631",1994-09-21,0.094,7994
"632",1994-09-22,0.153333333333333,7995
"633",1994-09-23,0.119,7996
"634",1994-09-24,0.115666666666667,7997
"635",1994-09-25,0.111,7998
"636",1994-09-26,0.113,7999
"637",1994-09-27,0.112,8000
"638",1994-09-28,0.118666666666667,8001
"639",1994-09-29,0.111,8002
"640",1994-09-30,0.10225,8003
"641",1994-10-01,0.154,8004
"642",1994-10-02,0.118666666666667,8005
"643",1994-10-03,0.07175,8006
"644",1994-10-13,0.071,8016
"645",1994-10-27,0.091,8030
"646",1994-12-13,0.127,8078
"647",1995-01-18,0.096,8114
"648",1995-02-15,0.133,8142
"649",1995-03-14,0.189,8169
"650",1995-04-19,0.127,8204
"651",1995-05-02,0.126,8217
"652",1995-05-16,0.127,8231
"653",1995-06-01,0.061,8247
"654",1995-06-14,0.057,8260
"655",1995-06-28,0.088,8274
"656",1995-07-13,0.061,8289
"657",1995-08-10,0.075,8317
"658",1995-09-06,0.087,8344
"659",1995-09-19,0.067,8357
"660",1995-10-26,0.105,8394
"661",1995-11-27,0.105,8427
"662",1995-12-26,0.196,8456
"663",1996-01-17,0.146,8478
"664",1996-02-14,0.211,8506
"665",1996-03-25,0.189,8546
"666",1996-04-15,0.16,8566
"667",1996-04-29,0.139,8580
"668",1996-05-14,0.133,8595
"669",1996-05-28,0.117,8609
"670",1996-06-10,0.142,8622
"671",1996-06-25,0.074,8637
"672",1996-07-23,0.066,8665
"673",1996-08-07,0.073,8680
"674",1996-08-19,0.108,8692
"675",1996-09-05,0.09,8709
"676",1996-09-16,0.083,8720
"677",1996-10-15,0.177,8749
"678",1996-11-13,0.114,8779
"679",1996-12-11,0.081,8807
"680",1997-01-07,0.061,8834
"681",1997-02-04,0.086,8862
"682",1997-03-04,0.11,8890
"683",1997-04-07,0.142,8923
"684",1997-05-08,0.16,8954
"685",1997-05-21,0.118,8967
"686",1997-06-03,0.087,8980
"687",1997-06-16,0.122,8993
"688",1997-07-14,0.075,9021
"689",1997-08-14,0.088,9052
"690",1997-08-26,0.094,9064
"691",1997-09-08,0.207,9077
"692",1997-09-22,0.086,9091
"693",1997-10-21,0.115,9120
"694",1997-11-18,0.163,9149
"695",1998-01-13,0.098,9205
"696",1998-02-09,0.196,9232
"697",1998-03-17,0.0845,9268
"698",1998-03-30,0.167,9281
"699",1998-04-13,0.288,9294
"700",1998-04-27,0.221,9308
"701",1998-05-12,0.197,9323
"702",1998-05-26,0.165,9337
"703",1998-06-08,0.183,9350
"704",1998-06-22,0.108,9364
"705",1998-07-06,0.094,9378
"706",1998-08-04,0.076,9407
"707",1998-08-17,0.064,9420
"708",1998-09-02,0.074,9436
"709",1998-09-14,0.116,9448
"710",1998-09-28,0.119,9462
"711",1998-10-26,0.165,9491
"712",1998-11-23,0.08,9519
"713",1998-12-22,0.085,9548
"714",1999-01-19,0.106,9576
"715",1999-02-16,0.093,9604
"716",1999-03-17,0.136,9633
"717",1999-04-12,0.134,9658
"718",1999-04-26,0.11,9672
"719",1999-05-10,0.136,9686
"720",1999-05-24,0.1,9700
"721",1999-06-14,0.099,9721
"722",1999-06-21,0.096,9728
"723",1999-07-07,0.095,9744
"724",1999-07-20,0.09,9757
"725",1999-08-02,0.091,9770
"726",1999-08-30,0.068,9798
"727",1999-10-12,0.105,9841
"728",1999-11-09,0.159,9870
"729",1999-12-07,0.229,9898
"730",2000-01-13,0.164,9935
"731",2000-02-15,0.168,9968
"732",2000-03-14,0.246,9996
"733",2000-04-11,0.241,10023
"734",2000-05-09,0.16,10051
"735",2000-05-22,0.058,10064
"736",2000-06-05,0.135,10078
"737",2000-06-19,0.133,10092
"738",2000-08-14,0.099,10148
"739",2000-08-28,0.09,10162
"740",2000-09-11,0.111,10176
"741",2000-09-25,0.064,10190
"742",2000-10-11,0.098,10206
"743",2000-11-06,0.07,10233
"744",2000-12-04,0.196,10261
"745",2001-01-03,0.16,10291
"746",2001-01-29,0.096,10317
"747",2001-02-28,0.11,10347
"748",2001-04-04,0.114,10381
"749",2001-05-30,0.086,10437
"750",2001-06-14,0.082,10452
"751",2001-06-25,0.113,10463
"752",2001-07-10,0.078,10478
"753",2001-08-09,0.095,10508
"754",2001-08-20,0.084,10519
"755",2001-09-04,0.083,10534
"756",2001-10-16,0.103,10576
"757",2001-11-28,0.125,10620
"758",2001-12-11,0.105,10633
"759",2002-01-16,0.149,10669
"760",2002-02-12,0.113,10696
"761",2002-03-13,0.135,10725
"762",2002-04-11,0.113,10753
"763",2002-04-23,0.135,10765
"764",2002-05-07,0.102,10779
"765",2002-05-21,0.189,10793
"766",2002-06-03,0.139,10806
"767",2002-06-18,0.209,10821
"768",2002-07-16,0.085,10849
"769",2002-07-30,0.126,10863
"770",2002-08-13,0.0865,10877
"771",2002-08-27,0.112,10891
"772",2002-09-10,0.108,10905
"773",2002-09-26,0.127,10921
"774",2002-10-22,0.115,10947
"775",2002-11-20,0.151,10977
"776",2002-12-17,0.17,11004
"777",2003-01-22,0.149,11040
"778",2003-02-19,0.18,11068
"779",2003-03-12,0.173,11089
"780",2003-04-01,0.243,11109
"781",2003-04-16,0.175,11123
"782",2003-05-06,0.129,11143
"783",2003-06-10,0.113,11178
"784",2003-07-15,0.059,11213
"785",2003-08-28,0.104,11257
