"","date","S77_AMMONIA-N_mg/L","days"
"111",1976-12-27,0.13,1367
"112",1977-01-10,0.1,1381
"113",1977-01-24,0.06,1395
"114",1977-02-07,0.08,1409
"115",1977-02-23,0.08,1425
"116",1977-03-07,0.18,1437
"117",1977-03-21,0.12,1451
"118",1977-04-04,0.02,1465
"119",1977-04-19,NA,1480
"120",1977-05-02,NA,1492
"121",1977-05-16,NA,1506
"122",1977-05-31,NA,1521
"123",1977-06-13,NA,1534
"124",1977-06-27,NA,1548
"125",1977-07-11,0.1,1562
"126",1977-07-25,0.01,1576
"127",1977-08-08,NA,1590
"128",1977-08-22,NA,1604
"129",1977-09-06,0.14,1619
"130",1977-09-19,0.24,1632
"131",1977-10-03,0.4,1646
"132",1977-10-17,0.08,1660
"133",1977-10-31,0.03,1675
"134",1977-11-21,0.11,1696
"135",1977-12-05,0.11,1710
"136",1977-12-19,0.11,1724
"137",1978-01-04,0.08,1740
"138",1978-01-16,0.05,1752
"139",1978-01-30,0.146666666666667,1766
"140",1978-02-13,0.09,1780
"141",1978-02-27,0.09,1794
"142",1978-03-13,0.13,1808
"143",1978-03-27,0.08,1822
"144",1978-04-10,0.19,1836
"145",1978-04-24,0.01,1850
"146",1978-05-08,0.14,1863
"147",1978-05-22,0.15,1877
"148",1978-06-05,0.03,1891
"149",1978-06-19,0.2,1905
"150",1978-07-05,NA,1921
"151",1978-07-17,0.02,1933
"152",1978-07-31,0.04,1947
"153",1978-08-14,0.17,1961
"154",1978-08-28,0.05,1975
"155",1978-09-11,0.16,1989
"156",1978-09-25,0.24,2003
"157",1978-10-10,0.26,2018
"158",1978-10-23,0.07,2031
"159",1978-11-20,0.2,2060
"160",1978-12-04,0.1,2074
"161",1978-12-19,0.08,2089
"162",1979-01-08,0.14,2109
"163",1979-01-22,0.05,2123
"164",1979-02-05,0.03,2137
"165",1979-02-20,0.06,2152
"166",1979-03-05,0.075,2165
"167",1979-03-19,0.03,2179
"168",1979-04-02,0.04,2193
"169",1979-04-16,0.05,2207
"170",1979-04-30,0.02,2220
"171",1979-05-14,0.38,2234
"172",1979-05-29,0.01,2249
"173",1979-06-11,0.02,2262
"174",1979-06-25,0.02,2276
"175",1979-07-09,0.01,2290
"176",1979-07-23,0.03,2304
"177",1979-08-06,NA,2318
"178",1979-08-20,0.1,2332
"179",1979-09-05,0.7,2348
"180",1979-09-18,0.74,2361
"181",1979-10-01,0.81,2374
"182",1979-10-15,0.09,2388
"183",1979-10-29,0.28,2403
"184",1979-11-14,0.47,2419
"185",1979-11-27,0.39,2432
"186",1979-12-12,0.35,2447
"187",1979-12-27,0.37,2462
"188",1980-01-08,0.12,2474
"189",1980-03-19,0.12,2545
"190",1980-04-02,0.21,2559
"191",1980-04-17,0.07,2574
"192",1980-04-30,0.0433333333333333,2586
"193",1980-05-13,0.02,2599
"194",1980-05-28,0.06,2614
"195",1980-06-09,0.07,2626
"196",1980-06-25,NA,2642
"197",1980-07-08,0.12,2655
"198",1980-07-24,0.22,2671
"199",1980-08-04,0.01,2682
"200",1980-08-20,0.87,2698
"201",1980-09-03,0.8,2712
"202",1980-09-17,0.67,2726
"203",1980-10-01,0.05,2740
"204",1980-10-14,NA,2753
"205",1980-10-29,0.04,2769
"206",1980-11-12,0.16,2783
"207",1980-12-02,0.21,2803
"208",1980-12-18,0.03,2819
"209",1980-12-31,0.1,2832
"210",1981-01-13,0.02,2845
"211",1981-01-27,0.16,2859
"212",1981-02-10,0.12,2873
"213",1981-02-24,0.17,2887
"214",1981-03-10,0.06,2901
"215",1981-03-24,0.02,2915
"216",1981-04-08,NA,2930
"217",1981-04-21,NA,2943
"218",1981-05-05,0.00333333333333333,2956
"219",1981-05-19,NA,2970
"220",1981-06-02,0.02,2984
"221",1981-06-16,NA,2998
"222",1981-06-30,0.33,3012
"223",1981-07-15,0.26,3027
"224",1981-07-28,0.29,3040
"225",1981-08-11,0.11,3054
"226",1981-08-25,0.16,3068
"227",1981-09-09,0.03,3083
"228",1981-09-23,0.14,3097
"229",1981-10-05,0.24,3109
"230",1981-10-20,0.04,3124
"231",1981-11-03,0.04,3139
"232",1981-12-01,0.01,3167
"233",1981-12-29,0.01,3195
"234",1982-01-11,0.14,3208
"235",1982-02-09,0.01,3237
"236",1982-02-24,0.09,3252
"237",1982-04-05,0.01,3292
"238",1982-04-19,NA,3306
"239",1982-05-03,NA,3319
"240",1982-05-18,NA,3334
"241",1982-06-01,0.32,3348
"242",1982-06-30,0.04,3377
"243",1982-07-27,0.06,3404
"244",1982-08-24,0.13,3432
"245",1982-09-09,0.03,3448
"246",1982-09-21,0.05,3460
"247",1982-10-19,0.04,3488
"248",1982-11-22,0.02,3523
"249",1982-12-06,0.04,3537
"250",1982-12-21,NA,3552
"251",1983-01-18,0.04,3580
"252",1983-02-01,0.02,3594
"253",1983-02-17,0.1,3610
"254",1983-03-02,0.16,3623
"255",1983-03-15,0.06,3636
"256",1983-03-29,0.03,3650
"257",1983-04-14,NA,3666
"258",1983-04-26,0.03,3677
"259",1983-05-12,0.02,3693
"260",1983-05-24,NA,3705
"261",1983-06-07,0.05,3719
"262",1983-06-21,0.11,3733
"263",1983-07-19,NA,3761
"264",1984-02-28,0.04,3986
"265",1984-03-13,0.05,4000
"266",1984-03-27,0.37,4014
"267",1984-04-09,0.13,4027
"268",1984-04-25,0.03,4043
"269",1984-06-04,0.03,4082
"270",1984-06-19,0.04,4097
"271",1984-07-31,0.02,4139
"272",1984-08-13,0.03,4152
"273",1984-09-25,0.14,4195
"274",1984-10-23,0.05,4223
"275",1984-11-19,NA,4251
"276",1984-12-04,0.03,4266
"277",1985-01-03,0.07,4296
"278",1985-01-29,0.02,4322
"279",1985-02-12,0.02,4336
"280",1985-02-26,0.02,4350
"281",1985-03-12,0.01,4364
"282",1985-04-09,NA,4392
"283",1985-05-06,NA,4418
"284",1985-05-20,0.03,4432
"285",1985-06-04,NA,4447
"286",1985-07-02,0.01,4475
"287",1985-07-30,0.14,4503
"288",1985-08-27,0.28,4531
"289",1985-09-24,0.15,4559
"290",1985-10-22,0.15,4587
"291",1985-11-19,0.11,4616
"292",1985-12-30,0.12,4657
"293",1986-01-28,NA,4686
"294",1986-02-12,0.07,4701
"295",1986-03-11,NA,4728
"296",1986-04-08,NA,4756
"297",1986-04-22,NA,4770
"298",1986-05-06,NA,4783
"299",1986-05-20,0.02,4797
"300",1986-06-04,0.04,4812
"301",1986-07-29,0.12,4867
"302",1986-08-26,0.05,4895
"303",1986-09-23,0.01,4923
"304",1986-10-07,0.11,4937
"305",1986-11-04,0.18,4966
"306",1986-12-03,NA,4995
"307",1986-12-18,NA,5010
"308",1987-01-22,0.02,5045
"309",1987-02-03,NA,5057
"310",1987-02-18,NA,5072
"311",1987-03-31,0.1,5113
"312",1987-04-14,0.03,5126
"313",1987-04-28,NA,5140
"314",1987-06-10,NA,5183
"315",1987-06-24,NA,5197
"316",1987-07-21,NA,5224
"317",1987-08-18,NA,5252
"318",1987-09-16,0.09,5281
"319",1987-10-28,0.05,5324
"320",1987-11-24,0.02,5351
"321",1987-12-22,NA,5379
"322",1988-01-19,NA,5407
"323",1988-02-16,0.01,5435
"324",1988-03-01,0.01,5449
"325",1988-03-15,NA,5463
"326",1988-03-29,NA,5477
"327",1988-04-26,NA,5504
"328",1988-05-10,0.01,5518
"329",1988-06-07,0.03,5546
"330",1988-06-21,NA,5560
"331",1988-07-19,0.01,5588
"332",1988-08-16,0.18,5616
"333",1988-09-27,0.07,5658
"334",1988-10-11,0.02,5672
"335",1988-11-22,0.08,5715
"336",1988-12-06,NA,5729
"337",1988-12-20,0.02,5743
"338",1989-01-04,NA,5758
"339",1989-01-18,0.02,5772
"340",1989-02-14,0.02,5799
"341",1989-03-28,0.09,5841
"342",1989-04-11,0.08,5854
"343",1989-05-10,NA,5883
"344",1989-05-23,NA,5896
"345",1989-06-06,0.01,5910
"346",1989-07-18,0.13,5952
"347",1989-08-30,0.04,5995
"348",1989-09-26,0.26,6022
"349",1989-10-25,0.01,6051
"350",1989-11-08,NA,6066
"351",1989-11-20,0.02,6078
"352",1989-12-05,0.09,6093
"353",1990-01-29,NA,6148
"354",1990-02-13,0.06,6163
"355",1990-02-27,0.01,6177
"356",1990-03-26,NA,6204
"357",1990-04-10,NA,6218
"358",1990-04-24,0.03,6232
"359",1990-05-08,0.02,6246
"360",1990-05-22,0.02,6260
"361",1990-06-19,NA,6288
"362",1990-07-17,0.4,6316
"363",1990-08-28,0.11,6358
"364",1990-09-25,0.19,6386
"365",1990-10-23,0.1,6414
"366",1990-11-06,NA,6429
"367",1990-11-19,0.02,6442
"368",1990-12-04,0.04,6457
"369",1991-01-29,0.12,6513
"370",1991-02-26,0.01,6541
"371",1991-03-12,NA,6555
"372",1991-03-26,0.01,6569
"373",1991-04-24,NA,6597
"374",1991-05-07,NA,6610
"375",1991-05-21,NA,6624
"376",1991-06-18,0.17,6652
"377",1991-07-30,0.14,6694
"378",1991-08-28,0.12,6723
"379",1991-09-24,0.06,6750
"380",1991-10-22,0.01,6778
"381",1991-11-19,NA,6807
"382",1991-12-17,0.02,6835
"383",1992-01-28,NA,6877
"384",1992-02-26,0.02,6906
"385",1992-03-23,NA,6932
"386",1992-04-22,NA,6961
"387",1992-05-21,NA,6990
"388",1992-07-28,NA,7058
"389",1992-08-26,0.09,7087
"390",1992-09-21,NA,7113
"391",1992-10-19,NA,7141
"392",1992-11-16,0.02,7170
"393",1992-12-28,NA,7212
"394",1993-01-25,NA,7240
"395",1993-02-08,NA,7254
"396",1993-02-22,0.04,7268
"397",1993-03-22,NA,7296
"398",1993-04-05,0.02,7309
"399",1993-04-19,0.05,7323
"400",1993-05-17,NA,7351
"401",1993-06-02,0.01,7367
"402",1993-06-15,NA,7380
"403",1993-07-27,NA,7422
"404",1993-08-09,NA,7435
"405",1993-08-23,NA,7449
"406",1993-09-07,NA,7464
"407",1993-09-20,0.04,7477
"408",1993-10-04,0.03,7491
"409",1993-10-18,0.09,7505
"410",1993-11-01,0.07,7520
"411",1993-11-15,NA,7534
"412",1993-12-13,0.06,7562
"413",1994-01-18,0.02,7598
"414",1994-02-14,NA,7625
"415",1994-03-14,0.01,7653
"416",1994-04-11,NA,7680
"417",1994-05-02,NA,7701
"418",1994-05-16,NA,7715
"419",1994-06-13,0.013,7743
"420",1994-07-18,0.024,7778
"421",1994-08-15,0.134,7806
"422",1994-09-12,0.112,7834
"423",1994-09-26,0.073,7848
"424",1994-10-10,0.081,7862
"425",1994-10-24,0.033,7876
"426",1994-11-07,0.033,7891
"427",1994-11-21,0.258,7905
"428",1994-12-05,0.048,7919
"429",1995-01-03,NA,7948
"430",1995-01-30,0.147,7975
"431",1995-02-13,0.022,7989
"432",1995-02-27,0.028,8003
"433",1995-03-13,0.024,8017
"434",1995-03-28,NA,8032
"435",1995-04-10,0.028,8044
"436",1995-04-24,0.015,8058
"437",1995-05-08,NA,8072
"438",1995-05-22,0.027,8086
"439",1995-06-19,NA,8114
"440",1995-07-17,0.154,8142
"441",1995-08-03,0.136,8159
"442",1995-08-14,0.031,8170
"443",1995-08-29,0.045,8185
"444",1995-09-11,0.022,8198
"445",1995-09-26,0.03,8213
"446",1995-10-09,0.258,8226
"447",1995-10-24,0.136,8241
"448",1995-11-06,0.059,8255
"449",1995-11-20,0.045,8269
"450",1995-12-04,0.058,8283
"451",1995-12-19,0.07,8298
"452",1996-01-02,0.043,8312
"453",1996-01-16,0.083,8326
"454",1996-01-29,0.1375,8339
"455",1996-02-26,0.031,8367
"456",1996-03-25,0.032,8395
"457",1996-04-22,0.102,8422
"458",1996-05-20,0.021,8450
"459",1996-06-18,0.016,8479
"460",1996-07-15,0.073,8506
"461",1996-07-30,0.023,8521
"462",1996-08-13,0.045,8535
"463",1996-09-09,0.069,8562
"464",1996-10-07,0.041,8590
"465",1996-11-04,0.055,8619
"466",1996-11-18,0.014,8633
"467",1996-12-02,0.027,8647
"468",1996-12-30,0.02,8675
"469",1997-01-27,0.029,8703
"470",1997-02-24,0.028,8731
"471",1997-03-24,0.15,8759
"472",1997-04-21,0.249,8786
"473",1997-05-19,0.037,8814
"474",1997-06-16,NA,8842
"475",1997-07-14,0.038,8870
"476",1997-08-25,0.161,8912
"477",1997-09-22,0.131,8940
"478",1997-10-20,0.064,8968
"479",1997-11-17,0.029,8997
"480",1997-12-22,0.052,9032
"481",1998-01-20,0.046,9061
"482",1998-02-02,0.029,9074
"483",1998-02-17,0.077,9089
"484",1998-03-02,0.055,9102
"485",1998-03-16,0.018,9116
"486",1998-04-06,0.036,9136
"487",1998-04-20,0.021,9150
"488",1998-05-04,0.025,9164
"489",1998-05-19,0.0142,9179
"490",1998-06-15,0.011,9206
"491",1998-07-27,NA,9248
"492",1998-08-24,0.023,9276
"493",1998-09-21,0.093,9304
"494",1998-10-19,0.112,9332
"495",1998-11-16,0.063,9361
"496",1998-12-28,0.022,9403
"497",1999-01-25,0.056,9431
"498",1999-02-22,0.037,9459
"499",1999-03-22,0.019,9487
"500",1999-04-19,0.081,9514
"501",1999-05-17,0.023,9542
"502",1999-06-21,0.101,9577
"503",1999-07-26,0.225,9612
"504",1999-08-23,0.059,9640
"505",1999-09-20,0.152,9668
"506",1999-10-18,0.21,9696
"507",1999-11-01,0.034,9711
"508",1999-11-15,0.04775,9725
"509",1999-12-13,0.047,9753
"510",1999-12-27,0.023,9767
"511",2000-01-24,0.038,9795
"512",2000-02-07,0.005,9809
"513",2000-02-22,0.031,9824
"514",2000-03-20,0.009,9851
"515",2000-04-03,NA,9864
"516",2000-04-18,NA,9879
"517",2000-04-28,NA,9889
"518",2000-04-29,NA,9890
"519",2000-04-30,NA,9891
"520",2000-05-01,0.04,9892
"521",2000-05-02,NA,9893
"522",2000-05-03,NA,9894
"523",2000-05-04,NA,9895
"524",2000-05-15,0.063,9906
"525",2000-06-26,0.074,9948
"526",2000-07-25,0.012,9977
"527",2000-08-21,NA,10004
"528",2000-09-18,0.204,10032
"529",2000-10-16,0.016,10060
"530",2000-11-13,0.039,10089
"531",2000-12-18,0.0866,10124
"532",2001-01-08,0.091,10145
"533",2001-01-11,0.0746666666666667,10148
"534",2001-01-22,0.225,10159
"535",2001-02-05,0.195,10173
"536",2001-03-19,0.08,10215
"537",2001-04-16,0.077,10242
"538",2001-05-14,0.037,10270
"539",2001-06-18,0.014,10305
"540",2001-06-30,0.0658,10317
"541",2001-07-02,NA,10319
"542",2001-07-05,NA,10322
"543",2001-07-09,NA,10326
"544",2001-07-16,0.014,10333
"545",2001-07-30,0.02,10347
"546",2001-08-07,0.116,10355
"547",2001-08-13,0.168,10361
"548",2001-08-21,0.049,10369
"549",2001-08-27,0.271,10375
"550",2001-09-04,0.0654,10383
"551",2001-09-10,0.276,10389
"552",2001-09-18,0.605,10397
"553",2001-09-24,0.061,10403
"554",2001-10-02,0.3716,10411
"555",2001-10-08,0.077,10417
"556",2001-10-16,0.1026,10425
"557",2001-11-05,0.116,10446
"558",2001-11-19,0,10460
"559",2001-12-03,0.021,10474
"560",2001-12-17,0.07,10488
"561",2002-01-07,NA,10509
"562",2002-01-22,NA,10524
"563",2002-02-04,0.049,10537
"564",2002-02-19,0.012,10552
"565",2002-03-04,0.011,10565
"566",2002-03-13,0.016,10574
"567",2002-03-18,0.013,10579
"568",2002-04-01,0.0345,10593
"569",2002-04-15,0.012,10606
"570",2002-04-29,NA,10620
"571",2002-05-13,0.009,10634
"572",2002-05-28,NA,10649
"573",2002-06-10,0.013,10662
"574",2002-06-24,0.064,10676
"575",2002-07-08,0.225,10690
"576",2002-07-17,0.0115,10699
"577",2002-07-22,0.035,10704
"578",2002-08-01,0.113,10714
"579",2002-08-05,0.021,10718
"580",2002-08-19,0.169,10732
"581",2002-09-03,0.012,10747
"582",2002-09-16,0.021,10760
"583",2002-09-25,0.0415,10769
"584",2002-09-30,0.024,10774
"585",2002-10-09,0.04,10783
"586",2002-10-14,0.0296666666666667,10788
"587",2002-10-28,0.018,10803
"588",2002-11-12,0.009,10818
"589",2002-11-25,0.036,10831
"590",2002-12-09,0.02,10845
"591",2002-12-17,0.13,10853
"592",2002-12-30,0.03,10866
"593",2003-01-13,0.0285,10880
"594",2003-01-27,0.032,10894
"595",2003-02-10,0.05,10908
"596",2003-02-24,0.001,10922
"597",2003-03-10,0.0125,10936
"598",2003-03-24,0.042,10950
"599",2003-04-07,0.006,10963
"600",2003-04-21,0.01,10977
"601",2003-05-05,0.01,10991
"602",2003-05-19,0.026,11005
"603",2003-06-02,0.0015,11019
"604",2003-06-16,0.042,11033
"605",2003-07-08,0.062,11055
"606",2003-07-21,0.0285,11068
"607",2003-08-04,0.104,11082
"608",2003-08-18,0.006,11096
"609",2003-08-25,0.213,11103
"610",2003-09-02,0.043,11111
"611",2003-09-08,0.064,11117
"612",2003-09-15,0.038,11124
"613",2003-09-22,0.071,11131
"614",2003-09-29,0.123,11138
"615",2003-10-06,0.048,11145
"616",2003-10-13,0.084,11152
"617",2003-10-20,0.085,11159
"618",2003-10-27,0.0235,11167
"619",2003-11-03,0.07,11174
"620",2003-11-10,0.044,11181
"621",2003-11-17,0.012,11188
"622",2003-11-24,0.054,11195
"623",2003-12-01,0.044,11202
"624",2003-12-08,0.054,11209
"625",2003-12-15,0.047,11216
"626",2003-12-22,0.006,11223
"627",2004-01-05,0.059,11237
"628",2004-01-20,0.062,11252
"629",2004-02-17,0.11,11280
"630",2004-03-01,0.08,11293
"631",2004-03-15,0.051,11307
"632",2004-04-05,0.042,11327
"633",2004-04-19,0.051,11341
"634",2004-05-03,NA,11355
"635",2004-05-17,NA,11369
"636",2004-06-07,0.014,11390
"637",2004-06-21,0.018,11404
"638",2004-07-12,0.102,11425
"639",2004-07-26,0.016,11439
"640",2004-08-09,0.012,11453
"641",2004-08-23,0.355,11467
"642",2004-09-13,0.113,11488
"643",2004-09-16,0.0125,11491
"644",2004-09-21,0.128,11496
"645",2004-09-29,0.1295,11504
"646",2004-10-04,0.097,11509
"647",2004-10-14,0.052,11519
"648",2004-10-18,0.042,11523
"649",2004-10-25,0.0145,11530
"650",2004-11-01,0.038,11538
"651",2004-11-08,0.029,11545
"652",2004-11-15,0.029,11552
"653",2004-11-23,0.028,11560
"654",2004-12-06,0.046,11573
"655",2004-12-16,0.028,11583
"656",2004-12-20,0.051,11587
"657",2005-01-03,0.019,11601
"658",2005-01-18,0.023,11616
"659",2005-01-31,0.021,11629
"660",2005-02-14,0.018,11643
"661",2005-02-28,0.046,11657
"662",2005-03-14,0.038,11671
"663",2005-03-22,0.11,11679
"664",2005-03-29,0.043,11686
"665",2005-04-04,0.022,11691
"666",2005-04-12,0.003,11699
"667",2005-04-18,NA,11705
"668",2005-04-26,0.03,11713
"669",2005-05-02,0.02,11719
"670",2005-05-10,0.0045,11727
"671",2005-05-16,0.044,11733
"672",2005-05-24,0.045,11741
"673",2005-05-31,0.047,11748
"674",2005-06-07,0.0275,11755
"675",2005-06-13,0.051,11761
"676",2005-06-21,0.126,11769
"677",2005-06-27,0.026,11775
"678",2005-07-05,0.026,11783
"679",2005-07-11,0.048,11789
"680",2005-07-19,0.043,11797
"681",2005-07-25,0.066,11803
"682",2005-08-02,0.05,11811
"683",2005-08-08,0.05,11817
"684",2005-08-16,0.042,11825
"685",2005-08-22,0.021,11831
"686",2005-08-30,0.027,11839
"687",2005-09-06,0.067,11846
"688",2005-09-13,0.022,11853
"689",2005-09-20,0.072,11860
"690",2005-09-27,0.049,11867
"691",2005-10-03,0.034,11873
"692",2005-10-11,0.011,11881
"693",2005-10-17,0.037,11887
"694",2005-11-01,0.11,11903
"695",2005-11-14,0.028,11916
"696",2005-11-22,0.032,11924
"697",2005-11-29,0.045,11931
"698",2005-12-05,0.04,11937
"699",2005-12-13,0.042,11945
"700",2005-12-19,0.043,11951
"701",2005-12-27,0.011,11959
"702",2006-01-03,0.083,11966
"703",2006-01-09,0.037,11972
"704",2006-01-17,0.069,11980
"705",2006-01-23,0.023,11986
"706",2006-01-31,0.05,11994
"707",2006-02-06,0.018,12000
"708",2006-02-14,0.018,12008
"709",2006-02-21,0.054,12015
"710",2006-02-28,0.016,12022
"711",2006-03-06,0.036,12028
"712",2006-03-14,0.034,12036
"713",2006-03-20,0.035,12042
"714",2006-03-28,0.011,12050
"715",2006-04-03,NA,12055
"716",2006-04-11,0.075,12063
"717",2006-04-17,0.029,12069
"718",2006-04-25,0.063,12077
"719",2006-05-02,0.0205,12084
"720",2006-05-08,0.05,12090
"721",2006-05-16,0.0705,12098
"722",2006-05-22,0.056,12104
"723",2006-06-05,0.029,12118
"724",2006-06-19,0.033,12132
"725",2006-07-05,0.025,12148
"726",2006-07-17,NA,12160
"727",2006-08-07,0.792,12181
"728",2006-08-21,1.47,12195
"729",2006-09-11,0.108,12216
"730",2006-09-25,0.352,12230
"731",2006-10-09,0.129,12244
"732",2006-10-23,NA,12258
"733",2006-11-14,0.014,12281
"734",2006-11-27,0.01,12294
"735",2006-12-04,0.039,12301
"736",2006-12-18,0.029,12315
"737",2007-01-08,0.024,12336
"738",2007-01-22,0.036,12350
"739",2007-02-12,0.024,12371
"740",2007-02-26,0.01,12385
"741",2007-03-12,0.01,12398
"742",2007-03-26,0.013,12412
"743",2007-04-09,0.033,12426
"744",2007-04-23,0.008,12440
"745",2007-05-07,0.045,12454
"746",2007-05-21,0.01,12468
"747",2007-06-05,0.144,12483
"748",2007-06-18,0.045,12496
"749",2007-07-09,0.198,12517
"750",2007-07-17,0.27,12525
"751",2007-07-23,0.258,12531
"752",2007-07-31,0.121,12539
"753",2007-08-06,0.172,12545
"754",2007-08-14,0.184,12553
"755",2007-08-20,0.305,12559
"756",2007-08-28,0.132,12567
"757",2007-09-04,0.156,12574
"758",2007-09-10,0.05,12580
"759",2007-09-24,0.095,12594
"760",2007-10-02,0.019,12602
"761",2007-10-08,0.032,12608
"762",2007-10-22,0.084,12622
"763",2007-11-13,0.048,12645
"764",2007-11-26,0.026,12658
"765",2007-12-05,0.04,12667
"766",2007-12-19,0.067,12681
"767",2008-01-02,0.121,12695
"768",2008-01-16,0.0295,12709
"769",2008-02-06,0.0205,12730
"770",2008-02-20,0.0605,12744
"771",2008-03-05,0.093,12758
"772",2008-03-19,0.069,12771
"773",2008-04-02,0.0115,12785
"774",2008-04-16,0.015,12799
"775",2008-05-14,0.0565,12827
"776",2008-05-28,0.0075,12841
"777",2008-06-11,0.011,12855
"778",2008-06-25,0.152,12869
"779",2008-07-16,0.1275,12890
"780",2008-07-30,0.0915,12904
"781",2008-08-13,0.035,12918
"782",2008-08-28,0.036,12933
"783",2008-09-10,0.128,12946
"784",2008-09-24,0.0295,12960
"785",2008-10-08,0.034,12974
"786",2008-10-22,0.021,12988
"787",2008-11-05,0.04,13003
"788",2008-11-19,0.05,13017
"789",2008-12-03,0.027,13031
"790",2008-12-17,0.045,13045
"791",2009-01-07,0.026,13066
"792",2009-01-21,0.077,13080
"793",2009-02-04,0.078,13094
"794",2009-02-18,0.008,13108
"795",2009-03-11,0.058,13128
"796",2009-03-25,0.0085,13142
"797",2009-04-08,0.156,13156
"798",2009-04-22,0.094,13170
"799",2009-05-06,0.033,13184
"800",2009-05-20,0.063,13198
"801",2009-06-03,0.009,13212
"802",2009-06-17,0.0135,13226
"803",2009-07-08,0.198,13247
"804",2009-07-22,0.1085,13261
"805",2009-08-12,0.098,13282
"806",2009-08-26,0.176,13296
"807",2009-09-09,0.203,13310
"808",2009-09-23,0.0625,13324
"809",2009-10-14,0.055,13345
"810",2009-10-26,0.016,13357
"811",2009-10-28,0.062,13359
"812",2009-11-04,0.036,13367
"813",2009-11-18,0.031,13381
"814",2009-11-23,0.122,13386
"815",2009-12-09,0.042,13402
"816",2009-12-22,0.111,13415
"817",2009-12-23,0.091,13416
"818",2010-01-13,0.09,13437
"819",2010-01-26,0.054,13450
"820",2010-01-27,0.0235,13451
"821",2010-02-10,0.046,13465
"822",2010-02-23,0.034,13478
"823",2010-02-24,0.038,13479
"824",2010-03-03,0.03,13486
"825",2010-03-17,0.341,13499
"826",2010-03-23,0.16,13505
"827",2010-04-07,0.044,13520
"828",2010-04-21,0.031,13534
"829",2010-04-27,0.052,13540
