"","date","S133_AMMONIA-N_mg/L","days"
"106",1982-07-27,NA,3404
"107",1982-08-09,0.25,3417
"108",1982-08-25,0.08,3433
"109",1982-09-09,0.47,3448
"110",1982-09-21,0.23,3460
"111",1982-10-05,0.32,3474
"112",1982-10-20,0.22,3489
"113",1982-11-01,0.15,3502
"114",1982-11-22,0.12,3523
"115",1982-12-06,0.09,3537
"116",1982-12-22,0.05,3553
"117",1983-01-04,0.09,3566
"118",1983-02-01,0.01,3594
"119",1983-02-17,0.21,3610
"120",1983-03-02,0.21,3623
"121",1983-03-15,0.12,3636
"122",1983-03-29,0.08,3650
"123",1983-04-15,0.11,3667
"124",1983-04-26,0.04,3677
"125",1983-06-07,0.02,3719
"126",1983-08-02,0.14,3775
"127",1983-08-16,0.05,3789
"128",1983-08-30,0.02,3803
"129",1983-09-12,0.03,3816
"130",1983-09-27,0.28,3831
"131",1983-10-10,0.15,3844
"132",1983-10-25,0.25,3859
"133",1983-11-08,0.25,3874
"134",1983-11-21,0.11,3887
"135",1983-12-05,0.11,3901
"136",1983-12-20,0.23,3916
"137",1984-01-04,0.14,3931
"138",1984-01-17,0.04,3944
"139",1984-01-31,0.07,3958
"140",1984-02-14,0.03,3972
"141",1984-02-29,0.49,3987
"142",1984-03-13,0.07,4000
"143",1984-03-27,NA,4014
"144",1984-04-09,0.05,4027
"145",1984-04-25,NA,4043
"146",1984-06-19,0.01,4097
"147",1984-07-31,0.12,4139
"148",1984-08-27,0.25,4166
"149",1984-09-25,0.02,4195
"150",1984-10-09,0.01,4209
"151",1984-11-06,NA,4238
"152",1984-12-04,0.02,4266
"153",1984-12-18,0.04,4280
"154",1985-01-03,0.02,4296
"155",1985-02-26,NA,4350
"156",1985-03-26,0.02,4378
"157",1985-04-23,NA,4406
"158",1985-05-06,NA,4418
"159",1985-06-19,0.01,4462
"160",1985-07-30,0.11,4503
"161",1985-09-24,0.03,4559
"162",1985-10-08,0.36,4573
"163",1985-10-22,0.25,4587
"164",1985-11-05,0.02,4602
"165",1985-12-03,0.02,4630
"166",1986-01-14,0.01,4672
"167",1986-02-12,0.02,4701
"168",1986-02-25,NA,4714
"169",1986-03-11,0.01,4728
"170",1986-04-08,NA,4756
"171",1986-05-06,0.02,4783
"172",1986-06-17,NA,4825
"173",1986-07-29,0.04,4867
"174",1986-08-14,0.08,4883
"175",1986-08-26,0.04,4895
"176",1986-09-09,NA,4909
"177",1986-10-07,0.03,4937
"178",1986-10-21,NA,4951
"179",1986-11-04,0.13,4966
"180",1986-11-18,NA,4980
"181",1986-12-03,NA,4995
"182",1986-12-18,NA,5010
"183",1987-01-07,0.48,5030
"184",1987-01-22,NA,5045
"185",1987-02-03,0.02,5057
"186",1987-03-17,NA,5099
"187",1987-03-31,0.07,5113
"188",1987-04-28,NA,5140
"189",1987-05-11,NA,5153
"190",1987-06-24,NA,5197
"191",1987-07-08,0.06,5211
"192",1987-07-21,NA,5224
"193",1987-08-04,0.03,5238
"194",1987-09-29,0.03,5294
"195",1987-10-13,0.09,5308
"196",1987-11-10,0.29,5337
"197",1987-11-24,0.3,5351
"198",1987-12-08,0.88,5365
"199",1988-01-05,0.14,5393
"200",1988-02-02,NA,5421
"201",1988-02-16,NA,5435
"202",1988-03-01,NA,5449
"203",1988-03-29,NA,5477
"204",1988-04-12,NA,5490
"205",1988-04-26,NA,5504
"206",1988-05-24,0.06,5532
"207",1988-06-21,0.04,5560
"208",1988-07-06,0.05,5575
"209",1988-08-02,0.87,5602
"210",1988-08-16,0.73,5616
"211",1988-08-30,0.26,5630
"212",1988-09-13,0.02,5644
"213",1988-10-11,NA,5672
"214",1988-11-08,NA,5701
"215",1988-12-06,0,5729
"216",1989-01-18,NA,5772
"217",1989-02-28,NA,5813
"218",1989-03-28,0.02,5841
"219",1989-04-26,NA,5869
"220",1989-05-23,NA,5896
"221",1989-06-06,0.02,5910
"222",1989-07-19,0.2,5953
"223",1989-08-30,0.2,5995
"224",1989-09-28,0.27,6024
"225",1989-10-24,0.2,6050
"226",1989-11-08,0.04,6066
"227",1989-12-18,0.06,6106
"228",1990-01-02,0.15,6121
"229",1990-02-28,NA,6178
"230",1990-03-12,0.1,6190
"231",1990-04-24,0.02,6232
"232",1990-05-23,NA,6261
"233",1990-06-20,NA,6289
"234",1990-07-31,NA,6330
"235",1990-08-29,0.28,6359
"236",1990-09-26,0.18,6387
"237",1990-10-09,0.12,6400
"238",1990-11-20,0.11,6443
"239",1990-12-04,0.06,6457
"240",1991-01-29,0.05,6513
"241",1991-02-12,0.02,6527
"242",1991-03-25,0.02,6568
"243",1991-04-23,NA,6596
"244",1991-05-22,0.03,6625
"245",1991-06-17,0.01,6651
"246",1991-07-29,0.09,6693
"247",1991-08-28,0.13,6723
"248",1991-09-25,0.23,6751
"249",1991-10-08,0.49,6764
"250",1991-11-06,0.06,6794
"251",1991-11-20,0.06,6808
"252",1991-12-04,NA,6822
"253",1991-12-17,NA,6835
"254",1992-01-14,NA,6863
"255",1992-02-10,0.04,6890
"256",1992-02-27,NA,6907
"257",1992-03-09,NA,6918
"258",1992-03-25,NA,6934
"259",1992-04-21,NA,6960
"260",1992-05-18,NA,6987
"261",1992-06-15,NA,7015
"262",1992-07-01,0.2,7031
"263",1992-07-13,0.28,7043
"264",1992-08-31,0.315,7092
"265",1992-09-23,NA,7115
"266",1992-10-20,0.163333333333333,7142
"267",1992-12-14,0.03,7198
"268",1993-01-28,0.28,7243
"269",1993-02-24,0.11,7270
"270",1993-03-25,0.17,7299
"271",1993-04-05,0.03,7309
"272",1993-04-21,0.0816666666666667,7325
"273",1993-05-18,NA,7352
"274",1993-06-15,NA,7380
"275",1993-06-26,0.0025,7391
"276",1993-08-25,NA,7451
"277",1993-09-21,0.03,7478
"278",1993-10-20,0.06,7507
"279",1993-11-18,NA,7537
"280",1993-12-15,0.015,7564
"281",1994-02-16,NA,7627
"282",1994-03-28,NA,7667
"283",1994-04-26,0.051,7695
"284",1994-05-18,0.015,7717
"285",1994-07-20,NA,7780
"286",1994-08-15,0.0895,7806
"287",1994-09-12,0.0506666666666667,7834
"288",1994-10-10,0.045,7862
"289",1994-11-07,0.035,7891
"290",1994-12-05,0.096,7919
"291",1995-01-03,0.018,7948
"292",1995-01-31,0.09,7976
"293",1995-02-27,0.0875,8003
"294",1995-03-28,NA,8032
"295",1995-04-24,NA,8058
"296",1995-05-22,0.0602,8086
"297",1995-06-19,NA,8114
"298",1995-07-05,0.0494,8130
"299",1995-07-17,NA,8142
"300",1995-08-14,0.0126,8170
"301",1995-08-29,0.16,8185
"302",1995-09-11,0.30975,8198
"303",1995-09-26,0.1676,8213
"304",1995-10-09,0.3074,8226
"305",1995-11-06,0.2304,8255
"306",1995-12-04,0.038,8283
"307",1996-01-02,0.0356,8312
"308",1996-01-29,0.0886,8339
"309",1996-02-26,0.041,8367
"310",1996-03-25,0.0198,8395
"311",1996-04-08,NA,8408
"312",1996-04-22,0.0514,8422
"313",1996-05-20,NA,8450
"314",1996-06-18,NA,8479
"315",1996-07-15,0.131,8506
"316",1996-08-14,0.036,8536
"317",1996-09-09,0.047,8562
"318",1996-10-07,0.0585,8590
"319",1996-11-04,0.0226,8619
"320",1996-12-02,NA,8647
"321",1996-12-30,0.0092,8675
"322",1997-01-27,0.0072,8703
"323",1997-02-24,NA,8731
"324",1997-03-24,NA,8759
"325",1997-04-21,0.0122,8786
"326",1997-05-19,0.079,8814
"327",1997-06-16,0.003,8842
"328",1997-07-14,0.042,8870
"329",1997-08-25,0.1358,8912
"330",1997-09-22,NA,8940
"331",1997-10-06,0.0818,8954
"332",1997-11-17,0.0692,8997
"333",1997-12-01,0.0704,9011
"334",1998-01-05,0.1018,9046
"335",1998-02-17,0.0958,9089
"336",1998-03-02,0.1005,9102
"337",1998-03-16,0.048,9116
"338",1998-04-20,0.0306,9150
"339",1998-05-18,0.0084,9178
"340",1998-06-15,0.0106,9206
"341",1998-07-27,NA,9248
"342",1998-08-10,0.0246,9262
"343",1998-08-24,0.0186,9276
"344",1998-09-21,0.022,9304
"345",1998-10-19,0.06,9332
"346",1998-11-16,0.0302,9361
"347",1998-12-28,0.0594,9403
"348",1999-01-25,0.0152,9431
"349",1999-02-22,0.0064,9459
"350",1999-03-22,0.0052,9487
"351",1999-04-19,0.0132,9514
"352",1999-05-17,NA,9542
"353",1999-06-21,0.179,9577
"354",1999-07-26,0.0395,9612
"355",1999-08-23,0.1444,9640
"356",1999-09-20,0.1432,9668
"357",1999-10-18,0.3148,9696
"358",1999-11-15,0.087,9725
"359",1999-12-27,0.029,9767
"360",2000-01-24,0.0265,9795
"361",2000-02-22,0.06,9824
"362",2000-03-20,0.0926,9851
"363",2000-04-17,NA,9878
"364",2000-05-15,NA,9906
"365",2000-06-26,0.0716,9948
"366",2000-07-24,0.031,9976
"367",2000-08-21,0.007,10004
"368",2000-09-18,0.0726,10032
"369",2000-10-16,0.0212,10060
"370",2000-10-30,NA,10075
"371",2000-11-13,0.0464,10089
"372",2000-12-18,NA,10124
"373",2001-01-22,0.0772,10159
"374",2001-02-20,0.0745,10188
"375",2001-03-19,0.0444,10215
"376",2001-04-16,0.0022,10242
"377",2001-05-14,NA,10270
"378",2001-06-18,NA,10305
"379",2001-07-16,0.125166666666667,10333
"380",2001-08-13,0.0404,10361
"381",2001-09-10,0.1326,10389
"382",2001-10-08,0.0802,10417
"383",2001-10-22,0.2148,10431
"384",2001-11-05,0.2,10446
"385",2001-12-03,0.054,10474
"386",2002-01-22,0.0623333333333333,10524
"387",2002-02-19,0.024,10552
"388",2002-03-18,0.0038,10579
"389",2002-04-15,0.018,10606
"390",2002-05-13,0.0606666666666667,10634
"391",2002-06-24,NA,10676
"392",2002-07-22,0.245,10704
"393",2002-08-19,0.083,10732
"394",2002-09-16,0.023,10760
"395",2002-10-28,0.014,10803
"396",2002-11-25,0.026,10831
"397",2002-12-30,0.054,10866
"398",2003-01-27,0.093,10894
"399",2003-02-24,0.081,10922
"400",2003-03-24,0.089,10950
"401",2003-04-21,0.029,10977
"402",2003-05-19,0.029,11005
"403",2003-06-16,NA,11033
"404",2003-07-21,0.011,11068
"405",2003-08-04,0.127,11082
"406",2003-08-18,0.285,11096
"407",2003-09-02,0.222,11111
"408",2003-09-15,0.125,11124
"409",2003-11-17,0.081,11188
"410",2003-12-15,0.098,11216
"411",2004-01-20,0.047,11252
"412",2004-02-17,0.04,11280
"413",2004-03-15,5e-04,11307
"414",2004-04-19,NA,11341
"415",2004-05-17,0.01,11369
"416",2004-06-21,0.028,11404
"417",2004-07-26,NA,11439
"418",2004-08-23,NA,11467
"419",2004-09-13,0.451,11488
"420",2004-10-04,0.372,11509
"421",2004-10-18,0.242,11523
"422",2004-11-01,0.168,11538
"423",2004-11-15,0.05,11552
"424",2004-12-20,0.107,11587
"425",2005-01-03,0.101,11601
"426",2005-01-18,0.139,11616
"427",2005-02-14,0.056,11643
"428",2005-03-14,0.024,11671
"429",2005-04-18,0.0235,11705
"430",2005-05-16,0.03,11733
"431",2005-06-27,0.246,11775
"432",2005-07-25,0.113,11803
"433",2005-08-08,0.05,11817
"434",2005-08-22,0.02,11831
"435",2005-09-06,0.091,11846
"436",2005-09-20,0.14,11860
"437",2005-10-17,0.013,11887
"438",2005-11-01,0.181,11903
"439",2005-11-14,0.251,11916
"440",2005-12-19,0.063,11951
"441",2006-01-23,0.108,11986
"442",2006-02-21,0.011,12015
"443",2006-03-20,0.079,12042
"444",2006-04-17,NA,12069
"445",2006-05-22,0.0335,12104
"446",2006-06-19,0.08,12132
"447",2006-07-17,0.019,12160
"448",2006-08-21,0.046,12195
"449",2006-09-25,0.025,12230
"450",2006-10-23,NA,12258
"451",2006-11-27,0.046,12294
"452",2006-12-18,0.0405,12315
"453",2007-01-22,0.048,12350
"454",2007-02-26,0.024,12385
"455",2007-03-26,0.062,12412
"456",2007-04-23,0.0315,12440
"457",2007-05-21,0.018,12468
"458",2007-06-18,0.187,12496
"459",2007-07-23,0.115,12531
"460",2007-08-20,0.184,12559
"461",2007-09-24,0.186,12594
"462",2007-10-22,0.425,12622
"463",2007-11-26,0.098,12658
"464",2007-12-19,0.096,12681
"465",2008-01-16,0.093,12709
"466",2008-02-20,0.08,12744
"467",2008-03-19,0.086,12771
"468",2008-04-16,0.024,12799
"469",2008-05-28,0.021,12841
"470",2008-06-25,0.217,12869
"471",2008-07-30,0.023,12904
"472",2008-08-28,0.356,12933
"473",2008-09-24,0.332,12960
"474",2008-10-22,0.081,12988
"475",2008-11-19,0.059,13017
"476",2008-12-17,0.124,13045
"477",2009-01-21,0.029,13080
"478",2009-02-18,0.07,13108
"479",2009-03-25,0.019,13142
"480",2009-04-22,0.016,13170
"481",2009-05-20,0.09,13198
"482",2009-06-17,0.027,13226
"483",2009-07-22,0.142,13261
"484",2009-08-26,0.02,13296
"485",2009-09-23,0.033,13324
"486",2009-10-28,0.0135,13359
"487",2009-11-18,0.016,13381
"488",2009-12-23,0.042,13416
"489",2010-01-27,0.079,13451
"490",2010-02-24,0.013,13479
"491",2010-03-17,0.0415,13499
"492",2010-04-21,0.048,13534
"493",2010-05-26,0.021,13569
"494",2010-06-30,0.043,13604
"495",2010-07-28,0.026,13632
"496",2010-08-18,0.014,13653
"497",2010-09-29,0.135,13695
"498",2010-10-27,0.017,13723
"499",2010-11-17,0.017,13745
"500",2010-12-13,0.024,13771
"501",2011-01-20,0.058,13809
"502",2011-02-17,0.015,13837
"503",2011-03-16,0.012,13863
"504",2011-04-20,0.014,13898
"505",2011-05-18,0.013,13926
"506",2011-06-22,0.169,13961
"507",2011-07-20,0.021,13989
"508",2011-08-24,0.134,14024
"509",2011-09-21,0.075,14052
"510",2011-10-19,0.244,14080
"511",2011-11-16,0.013,14109
"512",2011-12-21,0.045,14144
"513",2012-01-18,0.013,14172
"514",2012-02-22,0.009,14207
"515",2012-03-21,0.017,14234
"516",2012-04-18,0.008,14262
"517",2012-05-16,0.017,14290
"518",2012-06-20,0.018,14325
"519",2012-07-11,0.018,14346
"520",2012-08-08,0.019,14374
"521",2012-09-05,0.103,14402
"522",2012-09-20,0.245,14417
"523",2012-10-03,0.204,14430
"524",2012-10-17,0.214,14444
"525",2012-11-14,0.139,14473
"526",2012-12-05,0.13,14494
"527",2013-01-09,0.053,14529
"528",2013-02-06,0.0163333333333333,14557
"529",2013-03-06,0.013,14585
"530",2013-04-03,0.011,14612
"531",2013-05-08,0.016,14647
"532",2013-06-05,0.014,14675
"533",2013-07-10,0.016,14710
"534",2013-08-07,0.231,14738
"535",2014-03-17,0.011,14960
"536",2014-04-07,0.014,14981
"537",2014-05-05,0.064,15009
"538",2014-06-09,0.014,15044
"539",2014-07-07,0.094,15072
"540",2014-07-21,0.142,15086
"541",2014-08-18,0.254,15114
"542",2014-09-08,0.183,15135
"543",2014-09-22,0.218,15149
"544",2014-10-06,0.192,15163
"545",2014-11-03,0.015,15192
"546",2014-12-01,0.066,15220
"547",2015-01-05,0.068,15255
"548",2015-02-02,0.01,15283
"549",2015-03-02,0.011,15311
"550",2015-04-06,0.013,15345
"551",2015-05-04,0.007,15373
"552",2015-06-01,0.019,15401
"553",2015-07-06,0.015,15436
"554",2015-08-03,0.02,15464
"555",2015-08-31,0.159,15492
"556",2015-09-28,0.233,15520
"557",2015-10-26,0.086,15548
"558",2015-11-23,0.117,15577
"559",2015-12-21,0.165,15605
"560",2016-01-20,0.173,15635
"561",2016-02-15,0.133,15661
"562",2016-03-14,0.02,15688
"563",2016-04-11,0.055,15716
"564",2016-05-09,0.022,15744
"565",2016-06-06,0.067,15772
"566",2016-06-20,0.119,15786
"567",2016-07-06,0.132,15802
"568",2016-08-01,0.171,15828
"569",2016-08-15,0.086,15842
"570",2016-08-29,0.442,15856
"571",2016-09-12,0.296,15870
"572",2016-09-26,0.401,15884
"573",2016-10-24,0.091,15912
"574",2016-11-21,0.055,15941
"575",2016-12-19,0.027,15969
"576",2017-01-17,0.063,15998
"577",2017-02-13,0.021,16025
"578",2017-03-14,0.018,16053
"579",2017-04-10,0.038,16080
"580",2017-05-08,0.008,16108
"581",2017-06-05,0.077,16136
"582",2017-06-19,0.007,16150
"583",2017-07-05,0.017,16166
"584",2017-07-31,0.128,16192
"585",2017-08-01,0.222,16193
"586",2017-08-28,0.038,16220
"587",2017-09-13,0.191,16236
"588",2017-09-25,0.356,16248
"589",2017-10-09,0.405,16262
"590",2017-10-23,0.321,16276
"591",2017-11-06,0.16,16291
"592",2017-11-20,0.193,16305
"593",2017-12-04,0.147,16319
"594",2017-12-18,0.087,16333
"595",2018-01-02,0.148,16348
"596",2018-01-16,0.055,16362
"597",2018-01-29,0.04,16375
"598",2018-02-12,0.036,16389
"599",2018-02-26,0.055,16403
"600",2018-03-12,0.014,16416
"601",2018-04-09,0.014,16444
"602",2018-04-23,0.018,16458
"603",2018-05-07,0.014,16472
"604",2018-05-21,0.366,16486
"605",2018-06-04,0.238,16500
"606",2018-06-18,0.12,16514
"607",2018-07-02,0.135,16528
"608",2018-07-16,0.106,16542
"609",2018-07-30,0.056,16556
"610",2018-08-13,0.177,16570
"611",2018-08-27,0.108,16584
"612",2018-09-10,0.023,16598
"613",2018-09-24,0.128,16612
"614",2018-10-08,0.064,16626
"615",2018-10-22,0.033,16640
"616",2018-11-19,0.036,16669
"617",2018-12-17,0.037,16697
"618",2019-01-14,0.02,16725
"619",2019-01-28,0.09,16739
"620",2019-02-11,0.013,16753
"621",2019-02-25,0.017,16767
"622",2019-03-11,0.015,16780
"623",2019-04-08,0.012,16808
"624",2019-05-06,0.028,16836
"625",2019-06-03,0.036,16864
"626",2019-07-01,0.009,16892
"627",2019-07-15,0.011,16906
"628",2019-07-29,0.013,16920
"629",2019-08-12,0.157,16934
"630",2019-08-26,0.343,16948
"631",2019-09-09,0.088,16962
"632",2019-09-23,0.078,16976
"633",2019-10-21,0.094,17004
"634",2019-11-04,0.03,17019
"635",2019-11-18,0.017,17033
"636",2019-12-16,0.017,17061
"637",2020-01-13,0.026,17089
"638",2020-02-10,0.015,17117
"639",2020-02-24,0.112,17131
"640",2020-03-09,0.023,17144
"641",2020-03-23,0.012,17158
"642",2020-04-06,0.068,17172
"643",2020-04-20,0.015,17186
"644",2020-05-04,0.011,17200
"645",2020-06-01,0.02,17228
"646",2020-06-15,0.104,17242
"647",2020-06-29,0.014,17256
"648",2020-07-13,0.053,17270
"649",2020-07-27,0.016,17284
"650",2020-08-10,0.192,17298
"651",2020-08-24,0.157,17312
"652",2020-09-08,0.287,17327
"653",2020-09-21,0.253,17340
"654",2020-10-05,0.27,17354
"655",2020-10-19,0.303,17368
"656",2020-11-02,0.188,17383
"657",2020-11-16,0.356,17397
"658",2020-11-30,0.165,17411
"659",2020-12-14,0.136,17425
"660",2020-12-28,0.059,17439
"661",2021-01-11,0.053,17453
"662",2021-02-08,0.057,17481
"663",2021-02-22,0.063,17495
"664",2021-03-08,0.078,17509
"665",2021-04-05,0.028,17536
"666",2021-04-19,0.008,17550
"667",2021-05-03,0.028,17564
"668",2021-06-01,0.011,17593
"669",2021-06-28,0.006,17620
"670",2021-07-12,0.359,17634
"671",2021-07-26,0.303,17648
"672",2021-08-09,0.063,17662
"673",2021-08-23,0.131,17676
"674",2021-09-07,0.14,17691
"675",2021-09-20,0.129,17704
"676",2021-10-04,0.313,17718
"677",2021-10-18,0.222,17732
"678",2021-11-01,0.17,17746
"679",2021-11-15,0.195,17761
"680",2021-11-29,0.022,17775
"681",2021-12-13,0.062,17789
"682",2021-12-27,0.028,17803
"683",2022-01-10,0.044,17817
"684",2022-01-24,0.076,17831
"685",2022-02-07,0.02,17845
"686",2022-02-21,0.054,17859
"687",2022-03-07,0.016,17873
"688",2022-03-21,0.018,17886
"689",2022-04-04,0.01,17900
"690",2022-05-02,0.057,17928
"691",2022-05-31,0.079,17957
"692",2022-06-13,0.011,17970
"693",2022-06-27,NA,17984
"694",2022-07-25,0.153,18012
"695",2022-08-22,0.11,18040
"696",2022-09-19,0.011,18068
"697",2022-10-03,0.09,18082
"698",2022-10-17,0.416,18096
"699",2022-10-31,0.234,18110
"700",2022-11-14,0.298,18125
"701",2022-11-28,0.079,18139
"702",2022-12-12,0.157,18153
"703",2022-12-27,0.095,18168
"704",2023-01-09,0.101,18181
"705",2023-01-23,0.037,18195
"706",2023-02-06,0.14,18209
"707",2023-03-06,0.083,18237
"708",2023-03-20,0.067,18250
"709",2023-04-03,0.039,18264
"710",2023-05-01,0.041,18292
