"","date","S127_AMMONIA-N_mg/L","days"
"135",1983-11-21,0.19,3887
"136",1983-12-05,0.05,3901
"137",1983-12-20,0.1,3916
"138",1984-01-04,0.07,3931
"139",1984-01-17,0.02,3944
"140",1984-01-31,0.05,3958
"141",1984-02-14,0.03,3972
"142",1984-02-29,0.06,3987
"143",1984-03-13,0.14,4000
"144",1984-03-27,0.08,4014
"145",1984-04-09,0.09,4027
"146",1984-04-25,0.01,4043
"147",1984-06-04,0.01,4082
"148",1984-06-19,0.01,4097
"149",1984-07-31,0.04,4139
"150",1984-08-13,0.01,4152
"151",1984-08-27,0.06,4166
"152",1984-09-10,0.15,4180
"153",1984-09-25,0.26,4195
"154",1984-10-09,0.05,4209
"155",1984-11-06,0.05,4238
"156",1984-12-04,0.01,4266
"157",1985-01-03,0.02,4296
"158",1985-02-26,NA,4350
"159",1985-03-12,NA,4364
"160",1985-04-09,NA,4392
"161",1985-05-20,0.04,4432
"162",1985-06-19,0.01,4462
"163",1985-07-30,0.02,4503
"164",1985-08-27,0.04,4531
"165",1985-09-24,NA,4559
"166",1985-10-22,0.06,4587
"167",1985-11-05,0.04,4602
"168",1985-12-03,0.08,4630
"169",1986-01-14,0.26,4672
"170",1986-01-28,0.01,4686
"171",1986-02-12,NA,4701
"172",1986-02-25,NA,4714
"173",1986-03-25,0.02,4742
"174",1986-04-08,NA,4756
"175",1986-05-06,NA,4783
"176",1986-06-17,NA,4825
"177",1986-07-29,NA,4867
"178",1986-08-14,0.11,4883
"179",1986-08-26,0.01,4895
"180",1986-09-09,0.02,4909
"181",1986-09-23,0.53,4923
"182",1986-10-07,0.24,4937
"183",1986-10-21,0.31,4951
"184",1986-11-04,0.17,4966
"185",1986-11-18,0.05,4980
"186",1986-12-03,0.06,4995
"187",1986-12-18,0.04,5010
"188",1987-01-07,0.11,5030
"189",1987-01-22,0.12,5045
"190",1987-02-03,0.05,5057
"191",1987-03-17,NA,5099
"192",1987-03-31,0.16,5113
"193",1987-04-14,NA,5126
"194",1987-05-26,0.01,5168
"195",1987-06-24,0.03,5197
"196",1987-07-08,NA,5211
"197",1987-08-04,NA,5238
"198",1987-09-16,0.01,5281
"199",1987-10-13,0.12,5308
"200",1987-10-28,NA,5324
"201",1987-11-10,0.11,5337
"202",1987-11-24,0.07,5351
"203",1987-12-08,0.27,5365
"204",1987-12-22,0.17,5379
"205",1988-01-05,0.18,5393
"206",1988-01-19,0.02,5407
"207",1988-02-02,0.06,5421
"208",1988-02-16,0.07,5435
"209",1988-03-01,0.03,5449
"210",1988-03-15,0.02,5463
"211",1988-03-29,NA,5477
"212",1988-04-12,0.09,5490
"213",1988-04-26,0.07,5504
"214",1988-05-24,NA,5532
"215",1988-06-07,0.08,5546
"216",1988-06-21,0.07,5560
"217",1988-07-06,0.08,5575
"218",1988-07-19,0.13,5588
"219",1988-08-02,0.03,5602
"220",1988-08-16,0.15,5616
"221",1988-08-30,0.11,5630
"222",1988-09-13,0.26,5644
"223",1988-10-11,0.12,5672
"224",1988-11-08,0.03,5701
"225",1988-12-20,0.02,5743
"226",1989-01-04,0.01,5758
"227",1989-02-14,0.03,5799
"228",1989-03-28,0.02,5841
"229",1989-04-26,0.06,5869
"230",1989-05-23,NA,5896
"231",1989-06-06,0.01,5910
"232",1989-07-19,NA,5953
"233",1989-08-29,NA,5994
"234",1989-09-27,NA,6023
"235",1989-10-25,0.04,6051
"236",1989-11-08,NA,6066
"237",1989-12-18,NA,6106
"238",1990-01-29,NA,6148
"239",1990-02-28,NA,6178
"240",1990-03-12,0.06,6190
"241",1990-04-23,0.01,6231
"242",1990-05-23,0.02,6261
"243",1990-06-19,0.02,6288
"244",1990-07-31,NA,6330
"245",1990-08-15,0.14,6345
"246",1990-08-28,0.18,6358
"247",1990-09-26,0.33,6387
"248",1990-10-09,0.28,6400
"249",1990-11-19,0.06,6442
"250",1990-12-18,0.04,6471
"251",1991-01-29,0.03,6513
"252",1991-02-27,NA,6542
"253",1991-03-25,0.05,6568
"254",1991-04-23,0.02,6596
"255",1991-05-22,0.05,6625
"256",1991-06-18,NA,6652
"257",1991-07-16,0.03,6680
"258",1991-07-29,0.04,6693
"259",1991-08-29,0.42,6724
"260",1991-09-10,0.37,6736
"261",1991-09-30,0.23,6756
"262",1991-10-23,0.52,6779
"263",1991-11-06,0.41,6794
"264",1991-11-20,0.07,6808
"265",1992-01-29,NA,6878
"266",1992-02-10,NA,6890
"267",1992-02-26,NA,6906
"268",1992-03-09,NA,6918
"269",1992-04-21,NA,6960
"270",1992-05-19,NA,6988
"271",1992-07-01,0.11,7031
"272",1992-07-13,0.26,7043
"273",1992-08-10,0.59,7071
"274",1992-08-31,0.16,7092
"275",1992-09-22,0.11,7114
"276",1992-10-20,0.04,7142
"277",1992-11-17,NA,7171
"278",1992-12-28,NA,7212
"279",1993-01-11,NA,7226
"280",1993-02-08,NA,7254
"281",1993-02-23,0.03,7269
"282",1993-03-08,NA,7282
"283",1993-03-23,0.005,7297
"284",1993-04-05,0.1,7309
"285",1993-04-20,0.1,7324
"286",1993-05-18,NA,7352
"287",1993-06-28,NA,7393
"288",1993-07-28,NA,7423
"289",1993-08-23,NA,7449
"290",1993-09-21,NA,7478
"291",1993-10-19,0.02,7506
"292",1993-11-16,NA,7535
"293",1993-12-14,NA,7563
"294",1994-01-19,NA,7599
"295",1994-02-15,NA,7626
"296",1994-03-02,0,7641
"297",1994-03-15,0,7654
"298",1994-04-12,NA,7681
"299",1994-05-16,NA,7715
"300",1994-06-13,NA,7743
"301",1994-07-19,NA,7779
"302",1994-08-16,0.051,7807
"303",1994-09-12,0.219,7834
"304",1994-09-26,0.10075,7848
"305",1994-10-10,0.245,7862
"306",1994-10-24,0.346,7876
"307",1994-11-07,0.259,7891
"308",1994-11-21,0.2635,7905
"309",1994-12-05,0.257,7919
"310",1994-12-19,0.227,7933
"311",1995-01-04,0.066,7949
"312",1995-01-30,0.094,7975
"313",1995-02-27,0.109,8003
"314",1995-03-13,0.122,8017
"315",1995-03-27,0.072,8031
"316",1995-04-10,NA,8044
"317",1995-04-24,0.019,8058
"318",1995-05-22,0.011,8086
"319",1995-06-19,0.45,8114
"320",1995-07-17,NA,8142
"321",1995-08-14,NA,8170
"322",1995-09-11,0.137,8198
"323",1995-10-09,0.413,8226
"324",1995-10-24,0.136,8241
"325",1995-11-06,0.199,8255
"326",1995-12-04,0.139,8283
"327",1995-12-19,0.223,8298
"328",1996-01-02,0.175,8312
"329",1996-01-16,0.115,8326
"330",1996-01-29,0.039,8339
"331",1996-02-26,0.04,8367
"332",1996-03-11,0.028,8381
"333",1996-03-25,0.047,8395
"334",1996-04-22,0.072,8422
"335",1996-05-20,NA,8450
"336",1996-06-03,0.016,8464
"337",1996-07-01,0.145,8492
"338",1996-07-15,0.208,8506
"339",1996-08-13,0.082,8535
"340",1996-09-09,0.132,8562
"341",1996-10-07,0.229,8590
"342",1996-11-04,0.048,8619
"343",1996-12-02,0.045,8647
"344",1996-12-30,0.05,8675
"345",1997-01-27,0.01,8703
"346",1997-02-24,NA,8731
"347",1997-03-24,NA,8759
"348",1997-04-21,0.045,8786
"349",1997-05-19,0.027,8814
"350",1997-06-16,NA,8842
"351",1997-07-14,0.031,8870
"352",1997-08-11,0.293,8898
"353",1997-08-28,0.2255,8915
"354",1997-09-08,0.365,8926
"355",1997-10-20,0.343,8968
"356",1997-11-17,0.043,8997
"357",1997-12-01,0.113,9011
"358",1997-12-22,0.119,9032
"359",1998-01-05,0.113,9046
"360",1998-01-20,0.146,9061
"361",1998-02-17,0.191666666666667,9089
"362",1998-03-02,0.102,9102
"363",1998-03-16,0.0498,9116
"364",1998-04-20,0.0366,9150
"365",1998-05-18,0.032,9178
"366",1998-06-15,0.014,9206
"367",1998-07-27,0.024,9248
"368",1998-08-24,NA,9276
"369",1998-09-21,0.1678,9304
"370",1998-10-19,0.12025,9332
"371",1998-11-16,0.03,9361
"372",1998-12-28,0.018,9403
"373",1999-01-25,0.044,9431
"374",1999-02-22,0.018,9459
"375",1999-03-22,0.023,9487
"376",1999-04-19,0.011,9514
"377",1999-05-17,0.016,9542
"378",1999-06-21,0.125,9577
"379",1999-07-12,0.281,9598
"380",1999-07-26,0.163,9612
"381",1999-08-23,0.225,9640
"382",1999-09-07,0.198,9655
"383",1999-09-20,0.2705,9668
"384",1999-10-18,0.127,9696
"385",1999-11-01,0.15575,9711
"386",1999-11-15,0.19,9725
"387",1999-12-27,0.089,9767
"388",2000-01-24,0.058,9795
"389",2000-02-22,0.0262,9824
"390",2000-03-20,0.0554,9851
"391",2000-04-17,0.011,9878
"392",2000-05-15,0.004,9906
"393",2000-06-26,0.0332,9948
"394",2000-07-24,0.0036,9976
"395",2000-08-21,NA,10004
"396",2000-09-18,0.028,10032
"397",2000-10-16,0.008,10060
"398",2000-11-13,NA,10089
"399",2000-12-18,NA,10124
"400",2001-01-22,0.01,10159
"401",2001-02-20,0.0024,10188
"402",2001-03-19,NA,10215
"403",2001-04-16,0.0018,10242
"404",2001-05-14,NA,10270
"405",2001-06-18,0.00216666666666667,10305
"406",2001-07-16,0.0044,10333
"407",2001-08-13,0.00166666666666667,10361
"408",2001-09-10,0.0606,10389
"409",2001-10-08,0.058,10417
"410",2001-11-05,0.147333333333333,10446
"411",2001-12-03,0.103,10474
"412",2002-01-22,0.0238,10524
"413",2002-02-19,0.0388,10552
"414",2002-03-18,0.00666666666666667,10579
"415",2002-04-15,0.014,10606
"416",2002-05-13,0.019,10634
"417",2002-06-24,0.01,10676
"418",2002-07-22,0.127,10704
"419",2002-08-19,0.0866666666666667,10732
"420",2002-09-16,0.011,10760
"421",2002-10-28,0.03,10803
"422",2002-11-25,0.014,10831
"423",2002-12-30,0.012,10866
"424",2003-01-27,0.02,10894
"425",2003-02-24,0.009,10922
"426",2003-03-24,0.101,10950
"427",2003-04-21,0.012,10977
"428",2003-05-19,0.014,11005
"429",2003-06-16,NA,11033
"430",2003-07-21,0.014,11068
"431",2003-08-18,0.105,11096
"432",2003-09-02,0.302,11111
"433",2003-09-15,0.238,11124
"434",2003-10-20,0.353,11159
"435",2003-11-17,0.272,11188
"436",2003-12-15,0.082,11216
"437",2004-01-20,0.078,11252
"438",2004-02-02,0.117,11265
"439",2004-02-17,0.137,11280
"440",2004-03-15,0.075,11307
"441",2004-04-05,NA,11327
"442",2004-04-19,0.01,11341
"443",2004-05-17,0.012,11369
"444",2004-06-21,0.068,11404
"445",2004-07-26,0.034,11439
"446",2004-08-23,0.009,11467
"447",2004-09-13,0.398,11488
"448",2004-10-04,0.104,11509
"449",2004-10-18,0.253,11523
"450",2004-11-01,0.2195,11538
"451",2004-11-15,0.349,11552
"452",2004-12-20,0.179,11587
"453",2005-01-18,0.137,11616
"454",2005-02-14,0.081,11643
"455",2005-03-14,0.009,11671
"456",2005-04-18,0.013,11705
"457",2005-05-16,0.014,11733
"458",2005-06-13,0.146,11761
"459",2005-06-27,0.141,11775
"460",2005-07-25,0.0785,11803
"461",2005-08-22,0.005,11831
"462",2005-09-06,0.281,11846
"463",2005-09-20,0.103,11860
"464",2005-10-17,0.037,11887
"465",2005-11-01,0.047,11903
"466",2005-11-14,0.243,11916
"467",2005-12-19,0.133,11951
"468",2006-01-23,0.058,11986
"469",2006-02-06,0.1,12000
"470",2006-02-21,0.014,12015
"471",2006-03-20,0.102,12042
"472",2006-04-17,0.012,12069
"473",2006-05-22,0.015,12104
"474",2006-06-19,0.0365,12132
"475",2006-07-17,0.015,12160
"476",2006-08-21,0.027,12195
"477",2006-09-25,0.021,12230
"478",2006-10-23,0.022,12258
"479",2006-11-27,0.022,12294
"480",2006-12-18,0.068,12315
"481",2007-01-22,0.01,12350
"482",2007-02-26,0.0025,12385
"483",2007-03-26,NA,12412
"484",2007-07-23,0.008,12531
"485",2008-05-28,0.017,12841
"486",2008-06-25,0.011,12869
"487",2008-07-30,0.018,12904
"488",2008-08-28,0.173,12933
"489",2008-09-24,0.749,12960
"490",2008-10-22,0.068,12988
"491",2008-11-19,0.072,13017
"492",2008-12-17,0.11,13045
"493",2009-01-21,0.098,13080
"494",2009-02-18,0.02,13108
"495",2009-03-25,0.033,13142
"496",2009-04-22,0.19,13170
"497",2009-05-20,0.029,13198
"498",2009-06-17,0.01,13226
"499",2009-07-22,0.116,13261
"500",2009-08-26,0.1105,13296
"501",2009-09-23,0.0695,13324
"502",2009-10-28,0.0485,13359
"503",2009-11-18,0.0205,13381
"504",2009-12-23,0.028,13416
"505",2010-01-13,0.04,13437
"506",2010-01-27,0.0335,13451
"507",2010-02-24,0.02,13479
"508",2010-03-17,0.0135,13499
"509",2010-04-21,0.0725,13534
"510",2010-05-26,0.0585,13569
"511",2010-06-30,0.064,13604
"512",2010-07-28,0.0495,13632
"513",2010-08-18,0.056,13653
"514",2010-09-29,0.105,13695
"515",2010-10-27,0.049,13723
"516",2010-11-03,0.049,13730
"517",2010-11-17,0.064,13745
"518",2010-12-13,0.034,13771
"519",2011-01-20,0.036,13809
"520",2011-02-17,0.018,13837
"521",2011-03-16,0.015,13863
"522",2011-04-20,0.027,13898
"523",2011-05-18,0.02,13926
"524",2011-06-22,0.007,13961
"525",2011-07-20,0.047,13989
"526",2011-08-24,0.028,14024
"527",2011-09-21,0.01,14052
"528",2011-10-19,0.113,14080
"529",2011-11-02,0.144,14094
"530",2011-11-16,0.161,14109
"531",2011-12-21,0.084,14144
"532",2012-01-18,0.071,14172
"533",2012-02-22,0.033,14207
"534",2012-03-21,0.026,14234
"535",2012-04-18,0.07,14262
"536",2012-05-16,0.071,14290
"537",2012-06-20,0.018,14325
"538",2012-07-11,0.016,14346
"539",2012-08-08,0.03,14374
"540",2012-09-05,0.139,14402
"541",2012-09-20,0.406,14417
"542",2012-10-03,0.459,14430
"543",2012-11-14,0.242,14473
"544",2012-12-05,0.063,14494
"545",2013-01-09,0.063,14529
"546",2013-02-06,0.039,14557
"547",2013-03-06,0.081,14585
"548",2013-04-03,0.018,14612
"549",2013-05-08,0.07,14647
"550",2013-06-05,0.024,14675
"551",2013-07-10,0.048,14710
"552",2013-08-07,0.208,14738
"553",2013-09-04,0.196,14766
"554",2013-10-07,0.23,14799
"555",2013-11-04,0.032,14828
"556",2013-12-02,0.046,14856
"557",2014-01-06,0.038,14891
"558",2014-02-03,0.029,14919
"559",2014-03-03,0.019,14947
"560",2014-03-17,0.02,14960
"561",2014-04-07,0.02,14981
"562",2014-05-05,0.051,15009
"563",2014-06-09,0.017,15044
"564",2014-06-23,0.108,15058
"565",2014-07-07,0.108,15072
"566",2014-08-18,0.464,15114
"567",2014-09-08,0.273,15135
"568",2014-10-06,0.174,15163
"569",2014-11-03,0.102,15192
"570",2014-12-01,0.081,15220
"571",2015-01-05,0.053,15255
"572",2015-02-02,0.024,15283
"573",2015-03-02,0.027,15311
"574",2015-04-06,0.02,15345
"575",2015-05-04,0.019,15373
"576",2015-06-01,0.026,15401
"577",2015-07-06,0.022,15436
"578",2015-08-03,0.027,15464
"579",2015-08-31,0.19,15492
"580",2015-09-14,0.026,15506
"581",2015-09-28,0.088,15520
"582",2015-10-26,0.231,15548
"583",2015-11-23,0.189,15577
"584",2015-12-21,0.2,15605
"585",2016-01-20,0.058,15635
"586",2016-02-01,0.11,15647
"587",2016-02-15,0.128,15661
"588",2016-03-14,0.134,15688
"589",2016-04-11,0.053,15716
"590",2016-05-09,0.029,15744
"591",2016-05-23,0.114,15758
"592",2016-06-06,0.026,15772
"593",2016-07-06,0.178,15802
"594",2016-07-18,0.15,15814
"595",2016-08-01,0.168,15828
"596",2016-08-15,0.158,15842
"597",2016-08-29,0.135,15856
"598",2016-09-12,0.131,15870
"599",2016-09-26,0.253,15884
"600",2016-10-24,0.089,15912
"601",2016-11-21,0.084,15941
"602",2016-12-19,0.056,15969
"603",2017-01-17,0.032,15998
"604",2017-02-13,0.036,16025
"605",2017-03-13,0.023,16052
"606",2017-04-10,0.031,16080
"607",2017-05-08,0.021,16108
"608",2017-06-05,0.045,16136
"609",2017-06-19,0.012,16150
"610",2017-07-05,0.013,16166
"611",2017-08-01,0.176,16193
"612",2017-08-14,0.027,16206
"613",2017-08-28,0.216,16220
"614",2017-09-13,0.106,16236
"615",2017-09-25,0.196,16248
"616",2017-10-09,0.45,16262
"617",2017-10-23,0.634,16276
"618",2017-11-20,0.245,16305
"619",2017-12-18,0.175,16333
"620",2018-01-02,0.12,16348
"621",2018-01-16,0.034,16362
"622",2018-01-29,0.067,16375
"623",2018-02-12,0.032,16389
"624",2018-03-12,0.102,16416
"625",2018-04-09,0.039,16444
"626",2018-04-23,0.022,16458
"627",2018-05-07,0.015,16472
"628",2018-05-21,0.057,16486
"629",2018-06-04,0.022,16500
"630",2018-06-18,0.028,16514
"631",2018-07-02,0.018,16528
"632",2018-07-16,0.039,16542
"633",2018-07-30,0.082,16556
"634",2018-08-13,0.195,16570
"635",2018-08-27,0.084,16584
"636",2018-09-10,0.178,16598
"637",2018-09-24,0.068,16612
"638",2018-10-08,0.076,16626
"639",2018-10-22,0.088,16640
"640",2018-11-19,0.026,16669
"641",2018-12-17,0.164,16697
"642",2019-01-14,0.034,16725
"643",2019-01-28,0.043,16739
"644",2019-02-11,0.02,16753
"645",2019-02-25,0.014,16767
"646",2019-03-11,0.011,16780
"647",2019-04-08,0.016,16808
"648",2019-05-06,0.017,16836
"649",2019-06-03,0.017,16864
"650",2019-07-01,0.038,16892
"651",2019-07-15,0.027,16906
"652",2019-07-29,0.019,16920
"653",2019-08-12,0.07,16934
"654",2019-08-26,0.324,16948
"655",2019-09-09,0.481,16962
"656",2019-09-23,0.116,16976
"657",2019-10-08,0.051,16991
"658",2019-10-21,0.08,17004
"659",2019-11-04,0.059,17019
"660",2019-11-18,0.052,17033
"661",2019-12-16,0.032,17061
"662",2020-01-13,0.037,17089
"663",2020-02-10,0.039,17117
"664",2020-02-24,0.046,17131
"665",2020-03-09,0.028,17144
"666",2020-03-23,0.026,17158
"667",2020-04-06,0.127,17172
"668",2020-04-20,0.019,17186
"669",2020-05-04,0.017,17200
"670",2020-06-01,0.02,17228
"671",2020-06-15,0.019,17242
"672",2020-06-29,0.02,17256
"673",2020-07-13,0.033,17270
"674",2020-07-27,0.15,17284
"675",2020-08-10,0.018,17298
"676",2020-08-24,0.039,17312
"677",2020-09-08,0.122,17327
"678",2020-09-21,0.116,17340
"679",2020-10-05,0.218,17354
"680",2020-10-19,0.154,17368
"681",2020-11-02,0.166,17383
"682",2020-11-16,0.174,17397
"683",2020-11-30,0.22,17411
"684",2020-12-14,0.132,17425
"685",2020-12-28,0.142,17439
"686",2021-01-11,0.156,17453
"687",2021-02-08,0.038,17481
"688",2021-02-22,0.06,17495
"689",2021-03-08,0.025,17509
"690",2021-04-05,0.036,17536
"691",2021-04-19,0.014,17550
"692",2021-05-03,0.016,17564
"693",2021-06-01,0.054,17593
"694",2021-06-28,0.016,17620
"695",2021-07-12,0.029,17634
"696",2021-07-26,0.029,17648
"697",2021-08-09,0.056,17662
"698",2021-08-23,0.104,17676
"699",2021-09-07,0.122,17691
"700",2021-09-20,0.235,17704
"701",2021-10-04,0.149,17718
"702",2021-10-18,0.242,17732
"703",2021-11-01,0.252,17746
"704",2021-11-15,0.158,17761
"705",2021-11-29,0.08,17775
"706",2021-12-13,0.065,17789
"707",2021-12-27,0.067,17803
"708",2022-01-10,0.113,17817
"709",2022-01-24,0.078,17831
"710",2022-02-07,0.05,17845
"711",2022-03-07,0.02,17873
"712",2022-03-21,0.026,17886
"713",2022-04-04,0.027,17900
"714",2022-04-18,0.008,17914
"715",2022-05-02,0.008,17928
"716",2022-05-31,0.019,17957
"717",2022-06-27,0.017,17984
"718",2022-07-25,0.016,18012
"719",2022-08-22,0.009,18040
"720",2022-09-19,0.024,18068
"721",2022-10-03,0.06,18082
"722",2022-10-17,0.024,18096
"723",2022-10-31,0.024,18110
"724",2022-11-14,0.06,18125
"725",2022-11-28,0.101,18139
"726",2022-12-12,0.152,18153
"727",2022-12-27,0.074,18168
"728",2023-01-09,0.052,18181
"729",2023-01-23,0.056,18195
"730",2023-02-06,0.025,18209
"731",2023-03-06,0.017,18237
"732",2023-03-20,0.053,18250
"733",2023-04-03,0.02,18264
"734",2023-04-17,0.014,18278
"735",2023-05-01,0.118,18292
