"","date","L007_AMMONIA-N_mg/L","days"
"125",1979-01-30,0.01,2282
"126",1979-03-06,0.02,2317
"127",1979-04-11,0.01,2353
"128",1979-05-08,NA,2379
"129",1979-06-06,0.01,2408
"130",1979-07-04,0.01,2436
"131",1979-08-07,0.01,2470
"132",1979-09-10,0.02,2504
"133",1979-10-10,NA,2534
"134",1979-11-09,NA,2565
"135",1979-12-11,0.02,2597
"136",1980-01-09,NA,2626
"137",1980-02-06,NA,2654
"138",1980-03-05,NA,2682
"139",1980-04-09,0.03,2717
"140",1980-05-15,0.01,2752
"141",1980-06-16,NA,2784
"142",1980-08-20,0.01,2849
"143",1980-09-16,0.01,2876
"144",1980-10-16,NA,2906
"145",1980-11-06,NA,2928
"146",1980-12-11,NA,2963
"147",1981-01-15,NA,2998
"148",1981-02-19,0.00333333333333333,3033
"149",1981-03-26,NA,3068
"150",1981-04-22,NA,3095
"151",1981-05-28,NA,3130
"152",1981-06-24,0.04,3157
"153",1981-07-15,NA,3178
"154",1981-07-30,0.04,3193
"155",1981-08-12,NA,3206
"156",1981-08-24,0.08,3218
"157",1981-09-10,NA,3235
"158",1981-09-22,NA,3247
"159",1981-10-08,NA,3263
"160",1981-11-24,NA,3311
"161",1982-01-07,NA,3355
"162",1982-02-11,0.02,3390
"163",1982-03-04,0.0133333333333333,3411
"164",1982-04-01,NA,3439
"165",1982-05-05,0.01,3472
"166",1982-05-19,0.01,3486
"167",1982-06-02,0.02,3500
"168",1982-06-24,0.02,3522
"169",1982-07-09,0.05,3537
"170",1982-08-25,0.00666666666666667,3584
"171",1982-09-28,NA,3618
"172",1982-11-23,0.01,3675
"173",1982-12-20,NA,3702
"174",1983-01-25,NA,3738
"175",1983-02-24,NA,3768
"176",1983-03-23,NA,3795
"177",1983-04-20,NA,3823
"178",1983-05-26,0.02,3858
"179",1983-06-28,0.02,3891
"180",1983-07-19,0.03,3912
"181",1983-08-30,0.02,3954
"182",1983-09-30,0.0166666666666667,3985
"183",1983-10-27,0.05,4012
"184",1983-12-21,NA,4068
"185",1984-01-18,NA,4096
"186",1984-02-15,0.01,4124
"187",1984-03-22,NA,4160
"188",1984-04-18,0.01,4187
"189",1984-06-21,0.01,4250
"190",1984-07-26,0.0133333333333333,4285
"191",1984-10-18,0.02,4369
"192",1984-11-29,0.03,4412
"193",1984-12-20,0.02,4433
"194",1985-01-15,NA,4459
"195",1985-02-27,NA,4502
"196",1985-04-04,NA,4538
"197",1985-05-01,NA,4564
"198",1985-06-06,0.00333333333333333,4600
"199",1985-07-10,NA,4634
"200",1985-08-01,NA,4656
"201",1985-08-08,0.02,4663
"202",1985-08-22,0.02,4677
"203",1985-09-05,NA,4691
"204",1985-09-27,NA,4713
"205",1985-10-17,0.03,4733
"206",1985-10-24,0.02,4740
"207",1985-12-11,0.06,4789
"208",1986-01-30,0.01,4839
"209",1986-02-20,NA,4860
"210",1986-04-03,0.01,4902
"211",1986-06-03,0.02,4962
"212",1986-06-23,NA,4982
"213",1986-07-02,NA,4991
"214",1986-07-10,NA,4999
"215",1986-07-22,0.02,5011
"216",1986-08-07,NA,5027
"217",1986-09-04,NA,5055
"218",1986-09-25,NA,5076
"219",1986-10-10,NA,5091
"220",1986-10-23,NA,5104
"221",1986-12-10,NA,5153
"222",1987-01-14,NA,5188
"223",1987-02-12,NA,5217
"224",1987-04-03,NA,5267
"225",1987-05-01,NA,5294
"226",1987-06-04,NA,5328
"227",1987-06-24,NA,5348
"228",1987-07-21,NA,5375
"229",1987-08-18,NA,5403
"230",1987-09-14,0.07,5430
"231",1987-10-19,NA,5465
"232",1987-11-18,NA,5496
"233",1987-12-14,NA,5522
"234",1988-01-19,0.01,5558
"235",1988-02-17,NA,5587
"236",1988-03-22,NA,5621
"237",1988-04-20,NA,5649
"238",1988-05-04,NA,5663
"239",1988-05-18,NA,5677
"240",1988-06-02,NA,5692
"241",1988-06-15,NA,5705
"242",1988-06-29,NA,5719
"243",1988-07-14,NA,5734
"244",1988-07-25,NA,5745
"245",1988-08-10,0.06,5761
"246",1988-08-24,0.05,5775
"247",1988-09-08,NA,5790
"248",1988-09-21,NA,5803
"249",1988-10-05,NA,5817
"250",1988-10-19,0,5831
"251",1988-11-02,0,5846
"252",1988-11-16,0,5860
"253",1988-12-12,NA,5886
"254",1989-01-11,0.01,5916
"255",1989-02-08,NA,5944
"256",1989-03-15,NA,5979
"257",1989-04-05,0.06,5999
"258",1989-05-17,NA,6041
"259",1989-06-13,NA,6068
"260",1989-06-27,NA,6082
"261",1989-07-11,NA,6096
"262",1989-07-25,NA,6110
"263",1989-08-08,NA,6124
"264",1989-08-22,NA,6138
"265",1989-09-06,NA,6153
"266",1989-09-20,NA,6167
"267",1989-10-05,NA,6182
"268",1989-10-18,NA,6195
"269",1989-11-01,NA,6210
"270",1989-11-15,NA,6224
"271",1989-12-13,NA,6252
"272",1990-01-10,NA,6280
"273",1990-02-07,NA,6308
"274",1990-03-07,NA,6336
"275",1990-04-05,NA,6364
"276",1990-04-18,NA,6377
"277",1990-05-02,NA,6391
"278",1990-05-16,NA,6405
"279",1990-05-31,NA,6420
"280",1990-06-12,0.02,6432
"281",1990-06-26,0.005,6446
"282",1990-07-10,NA,6460
"283",1990-07-24,NA,6474
"284",1990-08-07,0.02,6488
"285",1990-08-20,0.015,6501
"286",1990-09-18,NA,6530
"287",1990-10-02,NA,6544
"288",1990-10-17,NA,6559
"289",1990-10-31,NA,6574
"290",1990-11-14,NA,6588
"291",1990-12-11,0.015,6615
"292",1991-01-07,NA,6642
"293",1991-02-07,NA,6673
"294",1991-03-06,NA,6700
"295",1991-04-17,NA,6741
"296",1991-05-01,NA,6755
"297",1991-05-13,NA,6767
"298",1991-05-29,0,6783
"299",1991-06-12,0.015,6797
"300",1991-07-10,NA,6825
"301",1991-07-24,0.01,6839
"302",1991-08-06,NA,6852
"303",1991-08-20,NA,6866
"304",1991-09-03,NA,6880
"305",1991-09-16,NA,6893
"306",1991-10-14,NA,6921
"307",1991-10-28,NA,6936
"308",1991-12-03,NA,6972
"309",1991-12-12,NA,6981
"310",1992-01-22,NA,7022
"311",1992-02-04,NA,7035
"312",1992-03-09,NA,7069
"313",1992-04-08,NA,7098
"314",1992-05-05,NA,7125
"315",1992-05-19,NA,7139
"316",1992-06-02,NA,7153
"317",1992-06-16,NA,7167
"318",1992-07-01,NA,7182
"319",1992-07-22,NA,7203
"320",1992-08-03,NA,7215
"321",1992-08-18,NA,7230
"322",1992-08-26,NA,7238
"323",1992-09-08,NA,7251
"324",1992-09-30,NA,7273
"325",1992-10-12,NA,7285
"326",1992-11-23,NA,7328
"327",1992-12-08,0.03,7343
"328",1993-01-06,NA,7372
"329",1993-02-22,NA,7419
"330",1993-03-09,NA,7434
"331",1993-04-20,NA,7475
"332",1993-05-11,NA,7496
"333",1993-05-25,NA,7510
"334",1993-06-09,NA,7525
"335",1993-06-15,NA,7531
"336",1993-07-07,NA,7553
"337",1993-07-20,NA,7566
"338",1993-08-02,0.01,7579
"339",1993-08-17,NA,7594
"340",1993-08-31,NA,7608
"341",1993-09-16,NA,7624
"342",1993-10-06,NA,7644
"343",1993-10-20,0.01,7658
"344",1993-11-15,NA,7685
"345",1993-12-27,0.01,7727
"346",1994-02-03,NA,7765
"347",1994-02-24,NA,7786
"348",1994-03-16,NA,7806
"349",1994-04-13,NA,7833
"350",1994-04-27,NA,7847
"351",1994-05-17,NA,7867
"352",1994-05-25,NA,7875
"353",1994-06-13,NA,7894
"354",1994-06-27,NA,7908
"355",1994-07-07,NA,7918
"356",1994-07-20,NA,7931
"357",1994-08-08,NA,7950
"358",1994-08-18,NA,7960
"359",1994-09-14,NA,7987
"360",1994-09-30,NA,8003
"361",1994-10-13,0.014,8016
"362",1994-10-27,0.013,8030
"363",1994-12-06,NA,8071
"364",1994-12-13,NA,8078
"365",1995-01-18,NA,8114
"366",1995-02-15,NA,8142
"367",1995-03-06,NA,8161
"368",1995-03-14,NA,8169
"369",1995-04-19,NA,8204
"370",1995-05-02,0.015,8217
"371",1995-05-16,NA,8231
"372",1995-06-01,NA,8247
"373",1995-06-06,NA,8252
"374",1995-06-14,0.017,8260
"375",1995-06-28,NA,8274
"376",1995-07-13,NA,8289
"377",1995-08-10,NA,8317
"378",1995-09-05,NA,8343
"379",1995-09-06,NA,8344
"380",1995-09-19,NA,8357
"381",1995-10-26,NA,8394
"382",1995-11-27,NA,8427
"383",1995-12-26,NA,8456
"384",1996-01-17,NA,8478
"385",1996-02-14,0.079,8506
"386",1996-03-25,0.023,8546
"387",1996-04-15,NA,8566
"388",1996-04-29,0.021,8580
"389",1996-05-14,NA,8595
"390",1996-05-28,NA,8609
"391",1996-06-10,NA,8622
"392",1996-06-25,NA,8637
"393",1996-07-23,NA,8665
"394",1996-08-07,NA,8680
"395",1996-08-19,NA,8692
"396",1996-09-05,0.02,8709
"397",1996-09-16,0.015,8720
"398",1996-10-15,NA,8749
"399",1996-11-13,0.021,8779
"400",1996-12-11,NA,8807
"401",1997-01-07,0.012,8834
"402",1997-02-04,NA,8862
"403",1997-03-04,0.018,8890
"404",1997-04-07,0.023,8923
"405",1997-05-08,0.051,8954
"406",1997-05-21,NA,8967
"407",1997-06-03,0.058,8980
"408",1997-06-16,0.049,8993
"409",1997-07-14,0.009,9021
"410",1997-08-14,0.023,9052
"411",1997-08-26,NA,9064
"412",1997-09-08,0.009,9077
"413",1997-09-22,0.009,9091
"414",1997-10-21,0.019,9120
"415",1997-11-18,NA,9149
"416",1998-01-13,0.011,9205
"417",1998-02-09,NA,9232
"418",1998-03-30,NA,9281
"419",1998-04-27,NA,9308
"420",1998-05-12,NA,9323
"421",1998-05-26,NA,9337
"422",1998-06-08,NA,9350
"423",1998-06-22,NA,9364
"424",1998-07-06,NA,9378
"425",1998-07-20,NA,9392
"426",1998-08-04,NA,9407
"427",1998-08-17,NA,9420
"428",1998-09-02,NA,9436
"429",1998-09-14,NA,9448
"430",1998-09-28,NA,9462
"431",1998-10-26,NA,9491
"432",1998-11-23,0.01,9519
"433",1998-12-22,NA,9548
"434",1999-01-19,0.013,9576
"435",1999-02-16,0.024,9604
"436",1999-03-17,0.016,9633
"437",1999-04-12,0.011,9658
"438",1999-04-26,NA,9672
"439",1999-05-10,0.079,9686
"440",1999-05-24,0.017,9700
"441",1999-06-14,NA,9721
"442",1999-06-21,0.015,9728
"443",1999-07-07,0.01,9744
"444",1999-07-20,NA,9757
"445",1999-08-02,NA,9770
"446",1999-08-17,NA,9785
"447",1999-08-30,0.01,9798
"448",1999-10-12,NA,9841
"449",1999-11-09,0.012,9870
"450",1999-12-07,0.012,9898
"451",2000-01-13,NA,9935
"452",2000-02-15,NA,9968
"453",2000-03-14,0.01,9996
"454",2000-04-11,NA,10023
"455",2000-05-09,NA,10051
"456",2000-05-22,NA,10064
"457",2000-06-05,NA,10078
"458",2000-06-19,NA,10092
"459",2000-08-14,0.012,10148
"460",2000-08-28,NA,10162
"461",2000-09-11,0.012,10176
"462",2000-09-25,NA,10190
"463",2000-10-11,0.015,10206
"464",2000-12-04,NA,10261
"465",2001-01-03,0.00675,10291
"466",2001-10-16,NA,10576
"467",2001-11-28,0.018,10620
"468",2001-12-11,NA,10633
"469",2002-01-16,NA,10669
"470",2002-02-12,0.012,10696
"471",2002-03-13,0.029,10725
"472",2002-04-11,0.032,10753
"473",2002-04-23,0.013,10765
"474",2002-05-07,NA,10779
"475",2002-05-21,0.009,10793
"476",2002-06-03,0.012,10806
"477",2002-06-18,0.01,10821
"478",2002-07-16,NA,10849
"479",2002-07-30,NA,10863
"480",2002-08-13,NA,10877
"481",2002-08-27,NA,10891
"482",2002-09-10,NA,10905
"483",2002-09-26,0.022,10921
"484",2002-10-22,NA,10947
"485",2002-11-20,NA,10977
"486",2002-12-17,NA,11004
"487",2003-01-22,NA,11040
"488",2003-02-19,NA,11068
"489",2003-03-12,NA,11089
"490",2003-04-01,NA,11109
"491",2003-04-16,NA,11123
"492",2003-05-06,0.001,11143
"493",2003-06-10,NA,11178
"494",2003-07-15,0.009,11213
"495",2003-09-08,NA,11268
"496",2003-10-13,NA,11303
"497",2003-11-12,NA,11334
"498",2003-12-10,0,11362
"499",2004-01-22,0,11405
"500",2004-02-03,0.009,11417
"501",2004-03-16,NA,11459
"502",2004-04-19,NA,11492
"503",2004-05-17,0.009,11520
"504",2004-06-08,0.009,11542
"505",2004-07-07,NA,11571
"506",2004-08-09,NA,11604
"507",2004-10-12,0.01,11668
"508",2004-11-17,NA,11705
"509",2004-12-29,0.013,11747
"510",2005-01-11,0.0035,11760
"511",2005-02-08,NA,11788
"512",2005-03-09,NA,11817
"513",2005-04-12,NA,11850
"514",2005-05-10,NA,11878
"515",2005-06-23,NA,11922
"516",2005-07-19,NA,11948
"517",2005-08-15,0.0078,11975
"518",2005-09-12,NA,12003
"519",2005-10-11,NA,12032
"520",2005-11-02,NA,12055
"521",2005-11-28,NA,12081
"522",2005-12-20,NA,12103
"523",2006-01-17,0.01,12131
"524",2006-02-13,NA,12158
"525",2006-03-14,NA,12187
"526",2006-04-25,NA,12228
"527",2006-05-15,0.0545,12248
"528",2006-06-15,NA,12279
"529",2006-07-11,NA,12305
"530",2006-08-15,NA,12340
"531",2006-09-26,0.014,12382
"532",2006-10-17,NA,12403
"533",2006-11-08,NA,12426
"534",2006-12-11,NA,12459
"535",2007-01-17,NA,12496
"536",2007-02-12,NA,12522
"537",2007-03-19,0.01,12556
"538",2007-04-18,NA,12586
"539",2007-06-07,0.009,12636
"540",2007-07-05,0.0173333333333333,12664
"541",2007-08-14,0.005,12704
"542",2008-09-22,0.008,13109
"543",2008-10-21,0.006,13138
"544",2008-11-17,0.016,13166
"545",2008-12-15,0.01,13194
"546",2009-01-12,0.01,13222
"547",2009-02-09,0.008,13250
"548",2009-03-09,0.015,13277
"549",2009-04-29,0.0045,13328
"550",2009-05-12,0.018,13341
"551",2009-08-17,0.0065,13438
"552",2009-09-14,0.026,13466
"553",2009-10-12,0.022,13494
"554",2009-11-16,NA,13530
"555",2009-12-14,0.012,13558
"556",2010-01-13,0.019,13588
"557",2010-03-01,0.007,13635
"558",2010-04-22,0.017,13686
"559",2010-05-18,0.013,13712
"560",2010-06-14,0.0015,13739
"561",2010-07-12,0.013,13767
"562",2010-09-21,0.009,13838
"563",2010-10-21,0.01,13868
"564",2010-11-02,0.017,13880
"565",2010-12-20,0.024,13929
"566",2011-01-03,0.012,13943
"567",2011-02-14,0.005,13985
"568",2011-03-21,0.015,14019
"569",2011-04-19,0.011,14048
"570",2011-05-23,0.013,14082
"571",2011-06-07,0.01,14097
"572",2011-08-02,0.006,14153
"573",2011-09-19,0.007,14201
"574",2011-10-10,0.008,14222
"575",2011-11-15,0.009,14259
"576",2011-12-05,0.008,14279
"577",2012-01-23,0.021,14328
"578",2012-02-07,0.01,14343
"579",2012-03-19,0.012,14383
"580",2012-04-02,NA,14397
"581",2012-05-21,0.015,14446
"582",2012-06-11,0.01,14467
"583",2012-07-16,0.01,14502
"584",2012-08-13,0.009,14530
"585",2012-09-18,0.019,14566
"586",2012-10-08,0.005,14586
"587",2012-11-26,0.016,14636
"588",2012-12-10,0.023,14650
"589",2013-01-07,0.015,14678
"590",2013-02-12,0.016,14714
"591",2013-03-28,0.014,14757
"592",2013-04-09,0.006,14769
"593",2013-05-15,0.018,14805
"594",2013-06-04,0.013,14825
"595",2013-07-16,0.035,14867
"596",2013-08-05,0.019,14887
"597",2013-09-16,0.013,14929
"598",2013-10-02,0.012,14945
"599",2013-11-18,0.005,14993
"600",2013-12-03,0.01,15008
"601",2014-01-15,0.021,15051
"602",2014-02-04,0.009,15071
"603",2014-03-12,0.012,15106
"604",2014-04-16,0.009,15141
"605",2014-04-21,0.013,15146
"606",2014-05-13,0.016,15168
"607",2014-06-03,0.012,15189
"608",2014-07-16,0.024,15232
"609",2014-08-06,0.01,15253
"610",2014-09-03,0.009,15281
"611",2014-10-08,0.016,15316
"612",2014-11-05,0.015,15345
"613",2014-12-03,0.01,15373
"614",2015-01-07,0.014,15408
"615",2015-02-04,0.013,15436
"616",2015-03-04,0.013,15464
"617",2015-04-08,0.028,15498
"618",2015-05-13,0.029,15533
"619",2015-06-02,0.014,15553
"620",2015-07-08,0.03,15589
"621",2015-08-04,0.028,15616
"622",2015-09-02,0.012,15645
"623",2015-10-07,0.008,15680
"624",2015-11-03,0.009,15708
"625",2015-12-02,0.014,15737
"626",2016-01-12,0.013,15778
"627",2016-02-03,0.014,15800
"628",2016-03-02,0.01,15828
"629",2016-04-06,0.012,15862
"630",2016-05-09,0.111,15895
"631",2016-06-15,0.013,15932
"632",2016-07-12,0.053,15959
"633",2016-08-03,0.014,15981
"634",2016-09-07,0.016,16016
"635",2016-10-19,0.024,16058
"636",2016-11-02,0.015,16072
"637",2016-12-06,0.009,16107
"638",2017-01-10,0.01,16142
"639",2017-02-08,0.006,16171
"640",2017-03-21,0.013,16211
"641",2017-04-18,0.013,16239
"642",2017-05-23,0.013,16274
"643",2017-06-20,0.016,16302
"644",2017-07-11,0.025,16323
"645",2017-08-16,0.016,16359
"646",2017-09-19,0.007,16393
"647",2017-10-09,0.015,16413
"648",2017-11-08,0.01,16444
"649",2017-12-06,0.013,16472
"650",2018-01-18,0.015,16515
"651",2018-02-07,0.009,16535
"652",2018-03-07,0.007,16563
"653",2018-04-04,0.007,16590
"654",2018-05-02,0.006,16618
"655",2018-06-06,0.014,16653
"656",2018-07-18,0.015,16695
"657",2018-08-15,0.007,16723
"658",2018-09-05,0.007,16744
"659",2018-10-17,0.01,16786
"660",2018-11-07,0.012,16808
"661",2018-12-11,0.008,16842
"662",2019-01-09,0.007,16871
"663",2019-02-14,0.015,16907
"664",2019-03-13,0.016,16933
"665",2019-04-03,0.011,16954
"666",2019-05-07,0.011,16988
"667",2019-06-04,0.01,17016
"668",2019-07-10,NA,17052
"669",2019-08-07,0.016,17080
"670",2019-09-10,0.012,17114
"671",2019-10-02,0.013,17136
"672",2019-11-06,0.016,17172
"673",2019-12-04,0.011,17200
"674",2020-01-15,0.016,17242
"675",2020-02-05,0.01,17263
"676",2020-03-11,0.012,17297
"677",2020-04-08,NA,17325
"678",2020-05-06,0.012,17353
"679",2020-05-21,0.016,17368
"680",2020-06-03,0.02,17381
"681",2020-06-24,0.012,17402
"682",2020-07-08,0.019,17416
"683",2020-07-22,0.016,17430
"684",2020-08-05,0.009,17444
"685",2020-08-26,0.015,17465
"686",2020-09-09,0.023,17479
"687",2020-09-24,0.01,17494
"688",2020-10-07,0.008,17507
"689",2020-10-22,0.009,17522
"690",2020-11-18,0.017,17550
"691",2020-12-16,0.009,17578
"692",2021-01-06,0.005,17599
"693",2021-02-10,0.008,17634
"694",2021-03-11,0.005,17663
"695",2021-04-07,0.013,17689
"696",2021-05-05,0.007,17717
"697",2021-05-19,0.039,17731
"698",2021-06-09,0.008,17752
"699",2021-06-23,0.013,17766
"700",2021-07-07,0.027,17780
"701",2021-07-21,0.012,17794
"702",2021-08-04,0.031,17808
"703",2021-08-25,0.032,17829
"704",2021-09-09,0.018,17844
"705",2021-09-22,0.021,17857
"706",2021-10-06,0.01,17871
"707",2021-10-20,0.012,17885
"708",2021-11-03,0.009,17899
"709",2021-12-08,0.014,17935
"710",2022-01-05,0.01,17963
"711",2022-02-09,0.017,17998
"712",2022-03-09,NA,18026
"713",2022-04-06,0.011,18053
"714",2022-05-04,0.007,18081
"715",2022-05-17,0.005,18094
"716",2022-06-08,0.01,18116
"717",2022-06-22,0.005,18130
"718",2022-07-07,0.014,18145
"719",2022-07-20,0.009,18158
"720",2022-08-03,0.01,18172
"721",2022-08-17,0.027,18186
"722",2022-09-07,0.009,18207
"723",2022-09-21,0.006,18221
"724",2022-10-05,0.008,18235
"725",2022-10-19,0.006,18249
"726",2022-11-16,0.009,18278
"727",2022-12-07,0.007,18299
"728",2023-01-11,0.011,18334
"729",2023-02-08,0.007,18362
"730",2023-03-08,0.01,18390
"731",2023-04-05,0.01,18417
"732",2023-05-03,0.009,18445
