"Date","S191_NITRATE_NITRITE_N_Ld_mg","S191_PHOSPHATE_Ld_mg","S191_AMMONIA_N_Ld_mg","S191_S_FLOW_cfs"
"1973-06-11",19.6353208463179,20.6012085193315,19.4698064078404,13.7660239331842
"1973-08-13",20.0228342556907,21.3876736818093,20.3010375841879,14.6662479810187
"1973-08-20",19.0477258758207,21.5153907191742,19.9893344156791,14.2855519410229
"1973-08-27",19.8003300279717,21.508595535022,20.0763160606603,14.9405176236101
"1973-09-04",17.8402881946009,20.1941665819825,20.5828245717743,14.2027020348745
"1973-09-10",18.2774765009026,20.1117955845494,18.9326444333973,13.1960721359181
"1973-09-17",18.1391421105186,20.4279970107007,19.0554328423927,14.3549524766003
"1973-09-24",18.5611981721382,20.2126002836714,19.3507371983732,13.437234192735
"1973-10-08",19.0563920502125,19.0770113374153,18.6404556422371,12.7002843895166
"1973-10-15",18.1899619430807,19.5171673878306,17.9911110843355,12.6927937177875
"1973-10-23",19.5264734127554,20.687362630945,18.7965122590727,13.7213384438389
"1973-10-29",18.5336102156194,19.2755475603488,17.4574707828034,12.4468354887071
"1973-11-26",18.1991638974668,18.0718244750902,17.3017162533941,12.2910809592979
"1973-12-17",19.1903735643613,18.8473644279529,17.2359285128561,12.630758326868
"1974-06-10",15.0495251741515,17.4214449605466,15.29798653345,11.3859635280218
"1974-07-22",18.6850849907326,21.3531298572211,20.2021495830357,14.4655772855565
"1974-08-19",19.6960232095996,21.1014467406285,20.3317594829462,14.2449847560339
"1974-09-03",18.3453620401558,19.8644158911216,19.0260867007172,13.2577657049234
"1974-09-16",18.5361201749226,18.4597039444782,16.5427813322962,12.630758326868
"1974-09-30",19.9616142890096,20.7334537381453,18.4218188096313,13.7213384438389
"1974-10-14",18.7880762380627,19.1802373805445,18.3047686431906,12.6699790400213
"1974-10-28",16.6212227586027,16.8596337820477,13.7685913286894,10.3673939470273
"1974-11-12",17.5905212905905,17.2295079450532,15.1926260177922,11.0982814555701
"1974-11-25",18.2846780623518,17.9298753735866,15.29798653345,11.3859635280218
"1975-01-06",19.3477597973376,19.0588765235402,16.7170707173929,12.6227261551708
"1975-02-17",18.7652837168167,18.4781215300018,16.5507495019454,12.302254259896
"1975-04-14",15.8480328703693,17.8449981902249,15.1548856898093,11.7536883081472
"1975-06-30",14.2191768720781,18.7078132418102,16.2704475367912,12.0219522947418
"1975-07-15",18.2902405426277,20.0421695890577,18.6469154865664,13.1254545687041
"1975-07-22",14.6387038668428,16.2511447845367,15.5166757344148,9.74835473862104
"1975-08-11",18.4127849697179,19.8729265807896,19.2611250396836,12.7996568633298
"1975-08-19",19.3515380359184,20.680491850423,19.2776681873519,13.5738857126957
"1975-08-25",19.3740162499687,20.1989888233081,19.0238138205356,13.2872415230564
"1975-09-02",19.1800656625051,19.7621690261371,16.8020639302263,12.7077193680042
"1975-09-10",20.6864492498494,21.04062106357,19.2000714301725,13.953047358012
"1975-09-15",19.8415767803402,20.3980223236253,16.7251028890901,13.323905507428
"1975-09-25",18.7771732339738,20.0944747236068,19.3702369559768,13.4300657032564
"1975-09-29",19.4613733486558,20.6554110311384,19.8027223221163,13.889219316478
"1975-10-06",18.7967138516548,20.2110661655698,19.3075394754208,13.2913823157224
"1975-10-21",19.5860076923785,19.7489690018879,15.7749106055403,12.7791783319863
"1975-11-04",19.0237335067764,19.1992855755152,16.2098229149748,12.5209434608608
"1975-12-01",17.5884990452098,17.1416178333849,13.3631262205813,10.3673939470273
"1975-12-15",20.3442177454416,19.8030416814351,16.3035083990521,12.9023110173899
"1976-05-17",18.9867965407081,21.4273150877273,19.0752074980522,14.2076730475966
"1976-06-14",18.7084005702171,20.8902165222004,19.9031567194381,14.0170526879879
"1976-06-28",18.8981561993932,20.7535735203933,20.0735556312751,13.942329141792
"1976-07-12",18.9130998373243,20.4748265487534,19.9164019461881,13.7426158422862
"1976-07-26",18.4620541218232,20.118268099055,18.11139725021,13.5062270642219
"1976-08-09",18.7177693894872,19.9962371424541,20.3984963856686,13.4045634104454
"1976-08-23",18.6393552727163,20.6513127830288,19.1203279333326,13.7267003869803
"1976-09-07",19.13305649771,20.0130370055276,19.3791895672489,13.5800969127884
"1976-09-20",16.730952413879,18.925758610351,18.5007329763883,12.20916383683
"1976-10-04",18.0876167215446,19.3618718881874,18.8815054719061,12.7077193680042
"1976-10-18",18.8460062205776,19.1998469632804,18.4592332454815,12.5731292140314
"1977-01-24",19.6164815472994,19.8696573857125,18.2054945735891,13.1303207583553
"1977-03-07",18.8914558027593,19.3347019828354,14.787160909684,12.4845758166899
"1977-03-21",18.0787363079705,19.3291546095066,15.5773003562312,12.5815680826773
"1977-05-31",15.7145014777447,19.8121738300595,17.2549465186919,13.0064512766425
"1977-09-06",19.0961064664202,21.7211514229084,20.6384050760167,14.7523010445665
"1977-09-19",14.7778585170217,20.2314687679758,19.5485431414873,13.1684206045876
"1977-10-03",17.3973668587337,19.3344469283407,18.5459895679764,12.5298324082781
"1977-10-17",19.2858176522739,19.9437226811847,17.7698454678455,12.9023110173899
"1977-12-05",18.7058284578308,19.990251426289,18.6301910436252,12.9954014404559
"1977-12-19",19.920832904451,21.408418599622,20.4955623301965,14.637629175713
"1978-01-04",19.2279804241994,19.9643563393101,18.4110078935271,13.0173803471747
"1978-01-16",19.6763397627576,19.9975725600464,18.4055582887595,13.0119307424071
"1978-01-30",18.6666607234066,18.8826159661901,17.4727382549341,12.0791107085818
"1978-02-13",19.9676952405756,20.0525341205127,18.3477860282742,13.1007619561138
